Id,SoilName,Depth,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
12112828000671021,Barr_67a.2,100.0,0.483,0.083615055157044,0.1650270305582695,12692.79287468156,2.3820681752734854,0.8908980947701365,0.7675,10.0,0.0,0.4303037797739759,0.508421052631579,0.3,0.0,5.5e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.11516741353889505,0.16502706390536528,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9996072442867223,0.9992144885734988,0.9999999999999457,0.0016510183596921207,0.0033020247135931166,1.2005791124747429e-8,0.16502590683832405
12112828000671022,Barr_67a.2,350.0,0.424,0.12086669984228453,0.25465353322705747,4060.613443794216,2.0021680765023344,0.8058633997165613,0.7675,10.0,0.0,0.341686081479822,0.4463157894736842,0.3,0.0,5.5e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.12086669985872317,0.25465353521758194,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9993252225320266,0.998650853825834,0.9999995912382191,0.0017118107915523447,0.003373999585862073,4.962199724261642e-5,0.25478713371957806
12112828000671023,Barr_67a.2,1000.0,0.43,0.050181774603614934,0.3374800088494887,1414.2618787685494,1.6505926467718721,0.7500000000018219,0.7675,10.0,0.0,0.3225000000007834,0.45263157894736844,0.3,0.0,5.5e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.050181774604704396,0.3374800094326632,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9918204107070854,0.9836416154417323,0.9999992059724384,0.007517735560413473,0.01494424748533833,9.122363548861645e-5,0.33763425996926677
14112432210571021,Danvk_57a.2,100.0,0.5735,0.1416932231942279,0.014736315851089088,21788.98787857572,2.562191626801907,0.9428259167367633,0.7675,10.0,0.0,0.5407106632485338,0.6036842105263158,0.2775,0.0,5.0875e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.555,0.18500000000000003,0.01473633002389033,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9972897129504859,0.9945794259020267,0.999999999998945,0.004497660483424024,0.008995315967588747,4.999259299320071e-9,0.014736324135103925
14112432210571022,Danvk_57a.2,350.0,0.60375,0.17499999997750953,0.37701746924459684,16399.232474299915,2.4674682397764,0.8025401501659438,0.7675,10.0,0.0,0.4845336156626886,0.6355263157894737,0.2625,0.0,4.8125000000000004e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.525,0.17500000000000002,0.37701751469010725,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.997056772107924,0.9941135442160846,0.9999999999997633,0.00435635476728889,0.008712658043941097,5.149063668256717e-8,0.3770166421439668
14112432210571023,Danvk_57a.2,1000.0,0.683,0.08269507771544078,0.2573970489344439,114541.41773975374,3.1153688847679852,0.8936284703605532,0.7675,10.0,0.0,0.6103482452562579,0.7189473684210527,0.3,0.0,5.5e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.25739730604936073,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9993441160927272,0.9986882321885311,0.9999999999969232,0.0021915700778650394,0.004383009423367547,1.3073236253150523e-7,0.2573984055138689
