Id,H[mm],Kunsat[mm_s]
12112828000671021,0.0,0.16502706390536528
12112828000671021,10.0,0.07510457924404526
12112828000671021,100.0,0.017466095612284075
12112828000671021,500.0,0.002978478770708032
12112828000671021,1000.0,0.0010963445507426713
12112828000671021,2000.0,0.00034525611506655806
12112828000671021,4000.0,9.229421703414368e-5
12112828000671021,10000.0,1.2401937336928637e-5
12112828000671022,0.0,0.25465353521758194
12112828000671022,10.0,0.12514828637344097
12112828000671022,100.0,0.030142591906644242
12112828000671022,500.0,0.004194706546290862
12112828000671022,1000.0,0.0012764091905259054
12112828000671022,2000.0,0.00030927741397338866
12112828000671022,4000.0,5.8916327844277885e-5
12112828000671022,10000.0,4.4697820440935315e-6
12112828000671023,0.0,0.3374800094326632
12112828000671023,10.0,0.19053068177935495
12112828000671023,100.0,0.04607403380873698
12112828000671023,500.0,0.003993436881109775
12112828000671023,1000.0,0.0008199117088820792
12112828000671023,2000.0,0.00011762776380832782
12112828000671023,4000.0,1.1561694186729582e-5
12112828000671023,10000.0,2.939280534884036e-7
14112432210571021,0.0,0.01473633002389033
14112432210571021,10.0,0.006031886682116453
14112432210571021,100.0,0.0013489006017514962
14112432210571021,500.0,0.00024061272589223097
14112432210571021,1000.0,9.320249769728821e-5
14112432210571021,2000.0,3.157441972299418e-5
14112432210571021,4000.0,9.29695705238721e-6
14112432210571021,10000.0,1.4750972190690788e-6
14112432210571022,0.0,0.37701751469010725
14112432210571022,10.0,0.129446780333897
14112432210571022,100.0,0.027161839353903997
14112432210571022,500.0,0.004744440728624974
14112432210571022,1000.0,0.0017930374621484254
14112432210571022,2000.0,0.0005862183586033536
14112432210571022,4000.0,0.0001646438151184979
14112432210571022,10000.0,2.4078598198848873e-5
14112432210571023,0.0,0.25739730604936073
14112432210571023,10.0,0.04666587636074095
14112432210571023,100.0,0.008135680324963602
14112432210571023,500.0,0.001507289019839461
14112432210571023,1000.0,0.0006324497948747364
14112432210571023,2000.0,0.00024242898683263453
14112432210571023,4000.0,8.462965273432817e-5
14112432210571023,10000.0,1.8146527584590295e-5
