∑T[mm],ΔT[mm],∑Pr[mm/ΔT],ΔPr[mm/ΔT],Hpond[mm],Recharge[mm/ΔT],∑WaterBalance_η[mm]
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,3600.0,0.0036514704532016337,0.0036514704532016337,0.0,0.0036514704532016337,0.0
7067.607106878731,3467.6071068787314,0.007168655146001547,0.0035171846927999134,0.0,0.003517184692799913,0.0
10667.607106878731,3600.0,0.01082012559920318,0.003651470453201633,0.0,0.003651470453201633,0.0
14267.607106878731,3600.0,0.014471596052404815,0.0036514704532016346,0.0,0.0036514704532016346,0.0
17867.60710687873,3600.0,0.01812306650560645,0.0036514704532016346,0.0,0.0036514704532016346,0.0
21467.60710687873,3600.0,0.021774536958808082,0.003651470453201633,0.0,0.003651470453201633,0.0
25067.60710687873,3600.0,0.025426007412009715,0.003651470453201633,0.0,0.003651470453201633,0.0
28667.60710687873,3600.0,0.029077477865211348,0.003651470453201633,0.0,0.003651470453201633,0.0
32267.60710687873,3600.0,0.032728948318412984,0.0036514704532016364,0.0,0.003651470453201636,0.0
35867.60710687873,3600.0,0.03638041877161461,0.003651470453201626,0.0,0.003651470453201626,0.0
39467.60710687873,3600.0,0.04003188922481624,0.003651470453201633,0.0,0.003651470453201633,0.0
43067.60710687873,3600.0,0.04368335967801788,0.00365147045320164,0.0,0.00365147045320164,0.0
46667.60710687873,3600.0,0.047334830131219516,0.003651470453201633,0.0,0.003651470453201633,0.0
50267.60710687873,3600.0,0.05098630058442115,0.003651470453201633,0.0,0.003651470453201633,0.0
53867.60710687873,3600.0,0.05463777103762278,0.003651470453201633,0.0,0.003651470453201633,0.0
57467.60710687873,3600.0,0.058289241490824414,0.003651470453201633,0.0,0.003651470453201633,0.0
61067.60710687873,3600.0,0.06194071194402605,0.003651470453201633,0.0,0.003651470453201633,0.0
64667.60710687873,3600.0,0.06559218239722768,0.003651470453201633,0.0,0.003651470453201633,0.0
68267.60710687873,3600.0,0.06924365285042931,0.003651470453201633,0.0,0.003651470453201633,0.0
71867.60710687873,3600.0,0.07289512330363095,0.003651470453201633,0.0,0.003651470453201633,0.0
75467.60710687873,3600.0,0.07654659375683258,0.003651470453201633,0.0,0.003651470453201633,0.0
79067.60710687873,3600.0,0.08019806421003421,0.003651470453201633,0.0,0.003651470453201633,0.0
82667.60710687873,3600.0,0.08384953466323584,0.003651470453201633,0.0,0.003651470453201633,0.0
86267.60710687873,3600.0,0.08750100511643749,0.0036514704532016468,0.0,0.0036514704532016468,0.0
89867.60710687873,3600.0,0.09115247556963912,0.003651470453201633,0.0,0.003651470453201633,0.0
93467.60710687873,3600.0,0.09480394602284076,0.003651470453201633,0.0,0.003651470453201633,0.0
97067.60710687873,3600.0,0.09845541647604239,0.003651470453201633,0.0,0.003651470453201633,0.0
100667.60710687873,3600.0,0.10210688692924402,0.003651470453201633,0.0,0.003651470453201633,0.0
104267.60710687873,3600.0,0.10575835738244566,0.003651470453201633,0.0,0.003651470453201633,0.0
107867.60710687873,3600.0,0.10940982783564729,0.003651470453201633,0.0,0.003651470453201633,0.0
111467.60710687873,3600.0,0.11306129828884892,0.003651470453201633,0.0,0.003651470453201633,0.0
115067.60710687873,3600.0,0.11671276874205055,0.003651470453201633,0.0,0.003651470453201633,0.0
118667.60710687873,3600.0,0.12036423919525219,0.003651470453201633,0.0,0.003651470453201633,0.0
122267.60710687873,3600.0,0.12401570964845382,0.003651470453201633,0.0,0.003651470453201633,0.0
125867.60710687873,3600.0,0.12766718010165545,0.003651470453201633,0.0,0.003651470453201633,0.0
129467.60710687873,3600.0,0.13131865055485709,0.003651470453201633,0.0,0.003651470453201633,0.0
133067.6071068787,3600.0,0.13497012100805872,0.003651470453201633,0.0,0.003651470453201633,0.0
136667.6071068787,3600.0,0.13862159146126035,0.003651470453201633,0.0,0.003651470453201633,0.0
140267.6071068787,3600.0,0.14227306191446198,0.003651470453201633,0.0,0.003651470453201633,0.0
143867.6071068787,3600.0,0.14592453236766362,0.003651470453201633,0.0,0.003651470453201633,0.0
147467.6071068787,3600.0,0.14957600282086525,0.003651470453201633,0.0,0.003651470453201633,0.0
151067.6071068787,3600.0,0.15322747327406688,0.003651470453201633,0.0,0.003651470453201633,0.0
154667.6071068787,3600.0,0.15687894372726852,0.003651470453201633,0.0,0.003651470453201633,0.0
158267.6071068787,3600.0,0.16053041418047015,0.003651470453201633,0.0,0.003651470453201633,0.0
161867.6071068787,3600.0,0.16418188463367178,0.003651470453201633,0.0,0.003651470453201633,0.0
165467.6071068787,3600.0,0.16783335508687341,0.003651470453201633,0.0,0.003651470453201633,0.0
169067.6071068787,3600.0,0.17148482554007505,0.003651470453201633,0.0,0.003651470453201633,0.0
172667.6071068787,3600.0,0.17513629599327668,0.003651470453201633,0.0,0.003651470453201633,0.0
176267.6071068787,3600.0,0.1787877664464783,0.003651470453201633,0.0,0.003651470453201633,0.0
179867.6071068787,3600.0,0.18243923689967995,0.003651470453201633,0.0,0.003651470453201633,0.0
183467.6071068787,3600.0,0.18609070735288158,0.003651470453201633,0.0,0.003651470453201633,0.0
187067.6071068787,3600.0,0.1897421778060832,0.003651470453201633,0.0,0.003651470453201633,0.0
190667.6071068787,3600.0,0.19339364825928484,0.003651470453201633,0.0,0.003651470453201633,0.0
194267.6071068787,3600.0,0.19704511871248648,0.003651470453201633,0.0,0.003651470453201633,0.0
197867.6071068787,3600.0,0.2006965891656881,0.003651470453201633,0.0,0.003651470453201633,0.0
201467.6071068787,3600.0,0.20434805961888974,0.003651470453201633,0.0,0.003651470453201633,0.0
205067.6071068787,3600.0,0.20799953007209138,0.003651470453201633,0.0,0.003651470453201633,0.0
208667.6071068787,3600.0,0.211651000525293,0.003651470453201633,0.0,0.003651470453201633,0.0
212267.6071068787,3600.0,0.21530247097849467,0.0036514704532016606,0.0,0.00365147045320166,0.0
215867.6071068787,3600.0,0.2189539414316963,0.003651470453201633,0.0,0.003651470453201633,0.0
219467.6071068787,3600.0,0.22260541188489794,0.003651470453201633,0.0,0.003651470453201633,0.0
223067.6071068787,3600.0,0.22625688233809957,0.003651470453201633,0.0,0.003651470453201633,0.0
226667.6071068787,3600.0,0.2299083527913012,0.003651470453201633,0.0,0.003651470453201633,0.0
230267.6071068787,3600.0,0.23355982324450283,0.003651470453201633,0.0,0.003651470453201633,0.0
233867.6071068787,3600.0,0.23721129369770447,0.003651470453201633,0.0,0.003651470453201633,0.0
237467.6071068787,3600.0,0.2408627641509061,0.003651470453201633,0.0,0.003651470453201633,0.0
241067.6071068787,3600.0,0.24451423460410773,0.003651470453201633,0.0,0.003651470453201633,0.0
244667.6071068787,3600.0,0.24816570505730937,0.003651470453201633,0.0,0.003651470453201633,0.0
248267.6071068787,3600.0,0.25181717551051097,0.003651470453201605,0.0,0.0036514704532016056,0.0
251867.6071068787,3600.0,0.2554686459637126,0.003651470453201633,0.0,0.003651470453201633,0.0
255467.6071068787,3600.0,0.25912011641691424,0.003651470453201633,0.0,0.003651470453201633,0.0
259067.6071068787,3600.0,0.26277158687011587,0.003651470453201633,0.0,0.003651470453201633,0.0
262667.6071068787,3600.0,0.2664230573233176,0.003651470453201744,0.0,0.0036514704532017443,0.0
266267.6071068787,3600.0,0.27007452777651925,0.003651470453201633,0.0,0.003651470453201633,0.0
269867.6071068787,3600.0,0.2737259982297209,0.003651470453201633,0.0,0.003651470453201633,0.0
273467.6071068787,3600.0,0.2773774686829225,0.003651470453201633,0.0,0.003651470453201633,0.0
277067.6071068787,3600.0,0.28102893913612415,0.003651470453201633,0.0,0.003651470453201633,0.0
280667.6071068787,3600.0,0.2846804095893258,0.003651470453201633,0.0,0.003651470453201633,0.0
284267.6071068787,3600.0,0.2883318800425274,0.003651470453201633,0.0,0.003651470453201633,0.0
287867.6071068787,3600.0,0.29198335049572904,0.003651470453201633,0.0,0.003651470453201633,0.0
291467.6071068787,3600.0,0.2956348209489307,0.003651470453201633,0.0,0.003651470453201633,0.0
295067.6071068787,3600.0,0.2992862914021323,0.003651470453201633,0.0,0.003651470453201633,0.0
298667.6071068787,3600.0,0.30293776185533394,0.003651470453201633,0.0,0.003651470453201633,0.0
302267.6071068787,3600.0,0.3065892323085356,0.003651470453201633,0.0,0.003651470453201633,0.0
305867.6071068787,3600.0,0.3102407027617372,0.003651470453201633,0.0,0.003651470453201633,0.0
309467.6071068787,3600.0,0.31389217321493884,0.003651470453201633,0.0,0.003651470453201633,0.0
313067.6071068787,3600.0,0.3175436436681405,0.003651470453201633,0.0,0.003651470453201633,0.0
316667.6071068787,3600.0,0.3211951141213421,0.003651470453201633,0.0,0.003651470453201633,0.0
320267.6071068787,3600.0,0.32484658457454374,0.003651470453201633,0.0,0.003651470453201633,0.0
