Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
1.0,0.6,0.101,0.01758,13654.73238,2.40642,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00752,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16417,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.87945,0.96829,0.79062,0.00848,0.01556,0.0014,0.0
7.0,0.6,0.0,0.04829,38794.50883,2.75448,0.92135,0.7675,10.0,0.0,0.55281,0.0,0.3,0.0,0.01785,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16784,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.91244,0.94913,0.87575,0.01538,0.02833,0.00242,0.0
13.0,0.6,0.11888,0.00247,3113.79594,1.71808,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00136,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.11888,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.77646,0.69552,0.85739,0.02231,0.04447,0.00014,0.0
19.0,0.6,0.14967,0.00298,5839.88395,2.12329,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00125,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16092,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.93792,0.90049,0.97535,0.01198,0.0239,6.0e-5,0.0
25.0,0.6,0.2,0.07485,6376.71478,2.15261,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.03352,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.73229,0.63087,0.83371,0.0177,0.03012,0.00529,0.0
31.0,0.6,0.0,0.02919,197384.84821,3.29678,0.81074,0.7675,10.0,0.0,0.48644,0.0,0.3,0.0,0.00376,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9395,0.91789,0.9611,0.0108,0.02132,0.00028,0.0
37.0,0.6,0.15674,0.00642,2489.59401,1.78917,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00313,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.15674,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.66508,0.35199,0.97817,0.02575,0.05138,0.00012,0.0
43.0,0.6,0.11691,0.02811,23076.43463,2.58133,0.76359,0.7675,10.0,0.0,0.45816,0.0,0.3,0.0,0.00822,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1918,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.87662,0.99152,0.76172,0.00452,0.00734,0.00169,0.0
49.0,0.6,0.2,0.10021,6671.1883,2.16766,0.99544,0.7675,10.0,0.0,0.59726,0.0,0.3,0.0,0.09021,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.10021,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.81659,0.94375,0.68943,0.02375,0.0279,0.0196,0.0
61.0,0.6,0.17344,0.05103,4576.47611,2.04203,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.02589,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1793,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.89489,0.96974,0.82003,0.00989,0.01556,0.00422,0.0
67.0,0.6,0.2,0.01545,5251.66836,2.08791,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.0076,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.83373,0.90153,0.76594,0.01179,0.02209,0.00148,0.0
72.0,0.6,0.0,0.02146,31808.33472,2.6883,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.0072,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1403,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.8946,0.96645,0.82275,0.00936,0.0175,0.00122,0.0
78.0,0.6,0.0,0.00552,58658.61,2.8923,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00125,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16103,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.98542,0.99176,0.97909,0.00404,0.00802,6.0e-5,0.0
84.0,0.6,0.14071,0.01436,3062.71646,1.80916,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00743,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14071,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.95393,0.92115,0.98671,0.01214,0.02405,0.00023,0.0
90.0,0.6,0.13667,0.04147,2710.07216,1.86738,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.02031,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13667,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.72456,0.57194,0.87717,0.02477,0.04695,0.00258,0.0
96.0,0.6,0.06834,0.03709,20385.53003,2.54,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.01178,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14636,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.97099,0.97352,0.96846,0.00718,0.01366,0.0007,0.0
102.0,0.6,0.0,0.02967,44208.45785,2.79803,0.77658,0.7675,10.0,0.0,0.46595,0.0,0.3,0.0,0.00783,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13329,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9796,0.98943,0.96978,0.00532,0.01015,0.00048,0.0
108.0,0.6,0.09366,0.00932,13282.14358,2.34898,0.77544,0.7675,10.0,0.0,0.46526,0.0,0.3,0.0,0.00376,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14137,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.98327,0.99248,0.97405,0.00431,0.00844,0.00019,0.0
114.0,0.6,0.10468,0.02189,9613.65083,2.28945,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.01089,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14221,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.70468,0.69231,0.71706,0.0213,0.04019,0.00241,0.0
120.0,0.6,0.0361,0.08,69339.6136,2.94806,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.0193,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.89753,0.98561,0.80944,0.00602,0.00855,0.00349,0.0
126.0,0.6,0.10491,0.01511,20094.95703,2.53521,0.75,0.7675,10.0,0.0,0.45,0.0,0.3,0.0,0.00533,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.18337,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.8658,0.84832,0.88327,0.01346,0.02623,0.00069,0.0
