Id,H[mm],Theta
16252821000111023,2000,0.135
16252821000111023,4000,0.11
16252821000111023,10000,0.084
16252821000111023,150000,0.046
16252821000111024,0,0.324
16252821000111024,500,0.24
16252821000111024,1000,0.183
16252821000111024,2000,0.155
16252821000111024,4000,0.135
16252821000111024,10000,0.12
16252821000111024,150000,0.087
16281929000191021,0,0.487
16281929000191021,500,0.401
16281929000191021,1000,0.381
16281929000191021,2000,0.357
16281929000191021,4000,0.337
16281929000191021,10000,0.306
16281929000191021,150000,0.181
16281929000191022,0,0.425
16281929000191022,500,0.344
16281929000191022,1000,0.329
16281929000191022,2000,0.311
16281929000191022,4000,0.293
16281929000191022,10000,0.266
16281929000191022,150000,0.201
16281929000191023,0,0.358
16281929000191023,500,0.326
16281929000191023,1000,0.313
16281929000191023,2000,0.299
16281929000191023,4000,0.285
16281929000191023,10000,0.263
16281929000191023,150000,0.209
16281929000191024,0,0.432
16281929000191024,500,0.267
16281929000191024,1000,0.182
16281929000191024,2000,0.143
16281929000191024,4000,0.122
16281929000191024,10000,0.101
16281929000191024,150000,0.045
17192323000051011,0,0.484
17192323000051011,500,0.442
17192323000051011,1000,0.41
17192323000051011,2000,0.385
17192323000051011,4000,0.36
17192323000051011,10000,0.329
17192323000051011,150000,0.11
17192323000051012,0,0.422
17192323000051012,500,0.372
17192323000051012,1000,0.344
17192323000051012,2000,0.323
17192323000051012,4000,0.297
17192323000051012,10000,0.266
17192323000051012,150000,0.113
17192323000051013,0,0.396
17192323000051013,500,0.34
17192323000051013,1000,0.278
17192323000051013,2000,0.233
17192323000051013,4000,0.2
17192323000051013,10000,0.168
17192323000051013,150000,0.071
17192323000051014,0,0.438
17192323000051014,500,0.272
17192323000051014,1000,0.18
17192323000051014,2000,0.138
17192323000051014,4000,0.116
17192323000051014,10000,0.094
17192323000051014,150000,0.041
18112417110022021,0,0.598
18112417110022021,500,0.426
18112417110022021,1000,0.399
18112417110022021,2000,0.375
18112417110022021,4000,0.349
18112417110022021,10000,0.322
18112417110022021,150000,0.173
18112417110022022,0,0.537
18112417110022022,500,0.324
18112417110022022,1000,0.31
18112417110022022,2000,0.299
18112417110022022,4000,0.277
18112417110022022,10000,0.248
18112417110022022,150000,0.162
18112417110022023,0,0.707
18112417110022023,500,0.395
18112417110022023,1000,0.382
18112417110022023,2000,0.377
18112417110022023,4000,0.363
18112417110022023,10000,0.346
18112417110022023,150000,0.259
18192414000651021,0,0.479
18192414000651021,500,0.372
18192414000651021,1000,0.338
18192414000651021,2000,0.309
18192414000651021,4000,0.285
18192414000651021,10000,0.258
18192414000651021,150000,0.129
18192414000651022,0,0.447
18192414000651022,500,0.328
18192414000651022,1000,0.288
18192414000651022,2000,0.254
18192414000651022,4000,0.227
18192414000651022,10000,0.196
18192414000651022,150000,0.112
18192414000651023,0,0.441
18192414000651023,500,0.291
18192414000651023,1000,0.22
18192414000651023,2000,0.181
18192414000651023,4000,0.157
18192414000651023,10000,0.133
18192414000651023,150000,0.071
18192414000651024,0,0.445
18192414000651024,500,0.271
18192414000651024,1000,0.167
18192414000651024,2000,0.124
18192414000651024,4000,0.103
18192414000651024,10000,0.083
18192414000651024,150000,0.035
18192414000661011,0,0.492
18192414000661011,500,0.401
18192414000661011,1000,0.373
18192414000661011,2000,0.348
18192414000661011,4000,0.324
18192414000661011,10000,0.295
18192414000661011,150000,0.147
18192414000661012,0,0.455
18192414000661012,500,0.354
18192414000661012,1000,0.326
18192414000661012,2000,0.299
18192414000661012,4000,0.273
18192414000661012,10000,0.242
18192414000661012,150000,0.14
18192414000661013,0,0.459
18192414000661013,500,0.343
18192414000661013,1000,0.292
18192414000661013,2000,0.25
18192414000661013,4000,0.221
18192414000661013,10000,0.189
18192414000661013,150000,0.099
18192414000661014,0,0.411
18192414000661014,500,0.323
18192414000661014,1000,0.267
18192414000661014,2000,0.231
18192414000661014,4000,0.206
18192414000661014,10000,0.177
18192414000661014,150000,0.083
18251700000071011,0,0.467
18251700000071011,500,0.415
18251700000071011,1000,0.385
18251700000071011,2000,0.361
18251700000071011,4000,0.336
18251700000071011,10000,0.305
18251700000071011,150000,0.122
18251700000071012,0,0.427
18251700000071012,500,0.347
18251700000071012,1000,0.327
18251700000071012,2000,0.31
18251700000071012,4000,0.283
18251700000071012,10000,0.251
18251700000071012,150000,0.137
18251700000071013,0,0.355
18251700000071013,500,0.327
18251700000071013,1000,0.312
18251700000071013,2000,0.297
18251700000071013,4000,0.277
18251700000071013,10000,0.251
18251700000071013,150000,0.177
18251700000071014,0,0.438
18251700000071014,500,0.272
18251700000071014,1000,0.18
18251700000071014,2000,0.138
18251700000071014,4000,0.116
18251700000071014,10000,0.094
18251700000071014,150000,0.041
21111930210011021,0,0.536
21111930210011021,500,0.463
21111930210011021,1000,0.417
21111930210011021,2000,0.372
21111930210011021,4000,0.336
21111930210011021,10000,0.298
21111930210011021,150000,0.102
21111930210011022,0,0.495
21111930210011022,500,0.389
21111930210011022,1000,0.344
21111930210011022,2000,0.307
21111930210011022,4000,0.279
21111930210011022,10000,0.245
21111930210011022,150000,0.12
21111930210011023,0,0.105
21111930210011023,1000,0.1
21111930210011023,10000,0.1
21111930210011023,150000,0.1
21111930210011024,0,0.55
21111930210011024,500,0.533
21111930210011024,1000,0.523
21111930210011024,2000,0.51
21111930210011024,4000,0.498
21111930210011024,10000,0.481
21111930210011024,150000,0.406
22192923000431021,0,0.555
22192923000431021,500,0.514
22192923000431021,1000,0.494
22192923000431021,2000,0.471
22192923000431021,4000,0.447
22192923000431021,10000,0.421
22192923000431021,150000,0.184
22192923000431022,0,0.49
22192923000431022,500,0.417
22192923000431022,1000,0.4
22192923000431022,2000,0.382
22192923000431022,4000,0.363
22192923000431022,10000,0.336
22192923000431022,150000,0.207
22192923000431023,0,0.404
22192923000431023,500,0.319
22192923000431023,1000,0.292
22192923000431023,2000,0.266
22192923000431023,4000,0.242
22192923000431023,10000,0.212
22192923000431023,150000,0.139
22192923000431024,0,0.368
22192923000431024,500,0.214
22192923000431024,1000,0.146
22192923000431024,2000,0.116
22192923000431024,4000,0.096
22192923000431024,10000,0.081
22192923000431024,150000,0.048
22192923000441021,0,0.523
22192923000441021,500,0.477
22192923000441021,1000,0.456
22192923000441021,2000,0.433
22192923000441021,4000,0.41
22192923000441021,10000,0.383
22192923000441021,150000,0.198
22192923000441022,0,0.483
22192923000441022,500,0.407
22192923000441022,1000,0.39
22192923000441022,2000,0.373
22192923000441022,4000,0.353
22192923000441022,10000,0.326
22192923000441022,150000,0.226
22192923000441023,0,0.406
22192923000441023,500,0.318
22192923000441023,1000,0.292
22192923000441023,2000,0.268
22192923000441023,4000,0.246
22192923000441023,10000,0.218
22192923000441023,150000,0.147
22192923000441024,0,0.372
22192923000441024,500,0.215
22192923000441024,1000,0.144
22192923000441024,2000,0.113
22192923000441024,4000,0.093
22192923000441024,10000,0.078
22192923000441024,150000,0.046
23112414000841011,0,0.531
23112414000841011,500,0.466
23112414000841011,1000,0.44
23112414000841011,2000,0.413
23112414000841011,4000,0.386
23112414000841011,10000,0.356
23112414000841011,150000,0.177
23112414000841012,0,0.469
23112414000841012,500,0.389
23112414000841012,1000,0.37
23112414000841012,2000,0.351
23112414000841012,4000,0.329
23112414000841012,10000,0.299
23112414000841012,150000,0.201
23112414000841013,0,0.409
23112414000841013,500,0.327
23112414000841013,1000,0.303
23112414000841013,2000,0.279
23112414000841013,4000,0.257
23112414000841013,10000,0.228
23112414000841013,150000,0.153
23112414000841014,0,0.37
23112414000841014,500,0.214
23112414000841014,1000,0.146
23112414000841014,2000,0.116
23112414000841014,4000,0.096
23112414000841014,10000,0.081
23112414000841014,150000,0.049
23112414000851011,0,0.531
23112414000851011,500,0.468
23112414000851011,1000,0.443
23112414000851011,2000,0.417
23112414000851011,4000,0.392
23112414000851011,10000,0.363
23112414000851011,150000,0.189
23112414000851012,0,0.438
23112414000851012,500,0.283
23112414000851012,1000,0.249
23112414000851012,2000,0.223
23112414000851012,4000,0.202
23112414000851012,10000,0.176
23112414000851012,150000,0.108
23112414000851013,0,0.442
23112414000851013,500,0.231
23112414000851013,1000,0.167
23112414000851013,2000,0.148
23112414000851013,4000,0.135
23112414000851013,10000,0.126
23112414000851013,150000,0.09
23112414000851014,0,0.389
23112414000851014,500,0.216
23112414000851014,1000,0.137
23112414000851014,2000,0.11
23112414000851014,4000,0.092
23112414000851014,10000,0.081
23112414000851014,150000,0.05
23252524000011021,0,0.503
23252524000011021,500,0.389
23252524000011021,1000,0.364
23252524000011021,2000,0.335
23252524000011021,4000,0.31
23252524000011021,10000,0.274
23252524000011021,150000,0.134
23252524000011022,0,0.472
23252524000011022,500,0.247
23252524000011022,1000,0.211
23252524000011022,2000,0.176
23252524000011022,4000,0.15
23252524000011022,10000,0.122
23252524000011022,150000,0.065
23252524000011023,0,0.38
23252524000011023,500,0.279
23252524000011023,1000,0.255
23252524000011023,2000,0.231
23252524000011023,4000,0.204
23252524000011023,10000,0.173
23252524000011023,150000,0.098
23252524000011024,0,0.294
23252524000011024,500,0.256
23252524000011024,1000,0.235
23252524000011024,2000,0.215
23252524000011024,4000,0.192
23252524000011024,10000,0.165
23252524000011024,150000,0.11
25211530000071011,0,0.678
25211530000071011,500,0.567
25211530000071011,1000,0.54
25211530000071011,2000,0.523
25211530000071011,4000,0.511
25211530000071011,10000,0.497
25211530000071011,150000,0.338
25211530000071012,0,0.577
25211530000071012,500,0.519
25211530000071012,1000,0.502
25211530000071012,2000,0.488
25211530000071012,4000,0.476
25211530000071012,10000,0.459
25211530000071012,150000,0.32
25211530000071013,0,0.566
25211530000071013,500,0.559
25211530000071013,1000,0.551
25211530000071013,2000,0.544
25211530000071013,4000,0.536
25211530000071013,10000,0.517
25211530000071013,150000,0.404
25211530000071014,0,0.554
25211530000071014,500,0.549
25211530000071014,1000,0.545
25211530000071014,2000,0.541
25211530000071014,4000,0.533
25211530000071014,10000,0.507
25211530000071014,150000,0.398
25282524252021011,0,0.501
25282524252021011,500,0.395
25282524252021011,1000,0.342
25282524252021011,2000,0.296
25282524252021011,4000,0.263
25282524252021011,10000,0.227
25282524252021011,150000,0.097
25282524252021012,0,0.456
25282524252021012,500,0.317
25282524252021012,1000,0.27
25282524252021012,2000,0.234
25282524252021012,4000,0.206
25282524252021012,10000,0.171
25282524252021012,150000,0.101
25282524252021013,0,0.396
25282524252021013,500,0.289
25282524252021013,1000,0.249
25282524252021013,2000,0.215
25282524252021013,4000,0.188
25282524252021013,10000,0.154
25282524252021013,150000,0.095
25282524252021014,0,0.372
25282524252021014,500,0.215
25282524252021014,1000,0.144
25282524252021014,2000,0.113
25282524252021014,4000,0.093
25282524252021014,10000,0.078
25282524252021014,150000,0.046
26111528000051021,0,0.821
26111528000051021,1000,0.636
26111528000051021,10000,0.487
26111528000051021,150000,0.186
26111528000051022,0,0.821
26111528000051022,1000,0.636
26111528000051022,10000,0.487
26111528000051022,150000,0.186
26111528000051023,0,0.408
26111528000051023,500,0.269
26111528000051023,1000,0.212
26111528000051023,2000,0.176
26111528000051023,4000,0.155
26111528000051023,10000,0.133
26111528000051023,150000,0.06
28112111000451011,0,0.433
28112111000451011,500,0.324
28112111000451011,1000,0.284
28112111000451011,2000,0.256
28112111000451011,4000,0.232
28112111000451011,10000,0.205
28112111000451011,150000,0.116
28112111000451012,0,0.407
28112111000451012,500,0.272
28112111000451012,1000,0.229
28112111000451012,2000,0.204
28112111000451012,4000,0.185
28112111000451012,10000,0.163
28112111000451012,150000,0.091
28112111000451013,0,0.455
28112111000451013,500,0.261
28112111000451013,1000,0.176
28112111000451013,2000,0.133
28112111000451013,4000,0.111
28112111000451013,10000,0.09
28112111000451013,150000,0.041
28112111000451014,0,0.447
28112111000451014,500,0.268
28112111000451014,1000,0.16
28112111000451014,2000,0.117
28112111000451014,4000,0.097
28112111000451014,10000,0.077
28112111000451014,150000,0.032
28112417000811021,0,0.483
28112417000811021,500,0.37
28112417000811021,1000,0.326
28112417000811021,2000,0.288
28112417000811021,4000,0.26
28112417000811021,10000,0.229
28112417000811021,150000,0.106
28112417000811022,0,0.457
28112417000811022,500,0.205
28112417000811022,1000,0.125
28112417000811022,2000,0.098
28112417000811022,4000,0.084
28112417000811022,10000,0.071
28112417000811022,150000,0.037
28112417000811023,0,0.449
28112417000811023,500,0.228
28112417000811023,1000,0.134
28112417000811023,2000,0.101
28112417000811023,4000,0.085
28112417000811023,10000,0.07
28112417000811023,150000,0.033
28112417000811024,0,0.356
28112417000811024,500,0.253
28112417000811024,1000,0.178
28112417000811024,2000,0.145
28112417000811024,4000,0.127
28112417000811024,10000,0.109
28112417000811024,150000,0.064
28112417000821021,0,0.476
28112417000821021,500,0.345
28112417000821021,1000,0.286
28112417000821021,2000,0.244
28112417000821021,4000,0.216
28112417000821021,10000,0.187
28112417000821021,150000,0.083
28112417000821022,0,0.482
28112417000821022,500,0.281
28112417000821022,1000,0.199
28112417000821022,2000,0.148
28112417000821022,4000,0.12
28112417000821022,10000,0.094
28112417000821022,150000,0.042
28112417000821023,0,0.456
28112417000821023,500,0.245
28112417000821023,1000,0.149
28112417000821023,2000,0.11
28112417000821023,4000,0.092
28112417000821023,10000,0.074
28112417000821023,150000,0.034
28112417000821024,0,0.345
28112417000821024,500,0.235
28112417000821024,1000,0.162
28112417000821024,2000,0.135
28112417000821024,4000,0.12
28112417000821024,10000,0.104
28112417000821024,150000,0.063
28112417000841011,0,0.447
28112417000841011,500,0.301
28112417000841011,1000,0.253
28112417000841011,2000,0.227
28112417000841011,4000,0.208
28112417000841011,10000,0.187
28112417000841011,150000,0.096
28112417000841012,0,0.452
28112417000841012,500,0.211
28112417000841012,1000,0.138
28112417000841012,2000,0.111
28112417000841012,4000,0.096
28112417000841012,10000,0.081
28112417000841012,150000,0.043
28112417000841013,0,0.353
28112417000841013,500,0.221
28112417000841013,1000,0.156
28112417000841013,2000,0.131
28112417000841013,4000,0.116
28112417000841013,10000,0.102
28112417000841013,150000,0.065
30192331000141041,0,0.496
30192331000141041,500,0.426
30192331000141041,1000,0.406
30192331000141041,2000,0.385
30192331000141041,4000,0.363
30192331000141041,10000,0.33
30192331000141041,150000,0.179
30192331000141042,0,0.429
30192331000141042,500,0.378
30192331000141042,1000,0.365
30192331000141042,2000,0.349
30192331000141042,4000,0.33
30192331000141042,10000,0.3
30192331000141042,150000,0.2
30192331000141043,0,0.373
30192331000141043,500,0.361
30192331000141043,1000,0.35
30192331000141043,2000,0.339
30192331000141043,4000,0.323
30192331000141043,10000,0.298
30192331000141043,150000,0.207
33112111000711021,0,0.456
33112111000711021,500,0.396
33112111000711021,1000,0.372
33112111000711021,2000,0.34
33112111000711021,4000,0.315
33112111000711021,10000,0.275
33112111000711021,150000,0.171
33112111000711022,0,0.374
33112111000711022,500,0.321
33112111000711022,1000,0.302
33112111000711022,2000,0.28
33112111000711022,4000,0.255
33112111000711022,10000,0.217
33112111000711022,150000,0.142
33112111000711023,0,0.337
33112111000711023,500,0.308
33112111000711023,1000,0.292
33112111000711023,2000,0.273
33112111000711023,4000,0.253
33112111000711023,10000,0.222
33112111000711023,150000,0.145
33112111000711024,0,0.331
33112111000711024,500,0.299
33112111000711024,1000,0.282
33112111000711024,2000,0.262
33112111000711024,4000,0.242
33112111000711024,10000,0.213
33112111000711024,150000,0.144
35302518000371021,0,0.5
35302518000371021,500,0.418
35302518000371021,1000,0.397
35302518000371021,2000,0.373
35302518000371021,4000,0.35
35302518000371021,10000,0.314
35302518000371021,150000,0.157
35302518000371022,0,0.424
35302518000371022,500,0.36
35302518000371022,1000,0.346
35302518000371022,2000,0.329
35302518000371022,4000,0.309
35302518000371022,10000,0.278
35302518000371022,150000,0.18
35302518000371023,0,0.363
35302518000371023,500,0.345
35302518000371023,1000,0.334
35302518000371023,2000,0.322
35302518000371023,4000,0.308
35302518000371023,10000,0.285
35302518000371023,150000,0.207
