Id,SoilIdx,Soilname,DrainageClass,ImpermeableDepth_mm,SlowDepth_mm,MaxRootingDepth_mm,PermeabilityClass,ParamLevel,SoilRockClass,RockDepth_mm,top_mm,depth_mm,FHThickness_mm,Stone_Prop,StoneIs_zbFe,SmapFH,RockClass,BulkDensity_t_m3,Sand_Prop,Clay_Prop,FHSpecial,IsTopsoil,WRC_0kPa,KSat_mm_s
11221219000011021,1122121900001102,Albi_1a.2,2,1000.0,100.0,1000.0,1,3,Ss,3000.0,0,100.0,100.0,0.0,0,tLCs,Ss,1.41,0.24,0.34,0,1,49.9,0.0083
11221219000011022,1122121900001102,Albi_1a.2,2,1000.0,100.0,1000.0,1,3,Ss,3000.0,100.0,350.0,250.0,0.25,0,SLCf,Ss,1.61,0.38,0.2,0,0,41.0,0.0003
11221219000011023,1122121900001102,Albi_1a.2,2,1000.0,100.0,1000.0,1,3,Ss,3000.0,350.0,1000.0,650.0,0.0,0,LCf,Ss,1.61,0.35,0.2,0,0,41.4,0.0003
11352815000261011,1135281500026101,Ayre_26a.1,2,1000.0,350.0,1000.0,5,2,Hs,3000.0,0,100.0,100.0,0.0,0,tLFs,Hs,0.94,0.1,0.325,0,1,54.6,0.0111
11352815000261012,1135281500026101,Ayre_26a.1,2,1000.0,350.0,1000.0,5,2,Hs,3000.0,100.0,350.0,250.0,0.0,0,YFs,Hs,1.01,0.1,0.375,0,0,50.3,0.0042
11352815000261013,1135281500026101,Ayre_26a.1,2,1000.0,350.0,1000.0,5,2,Hs,3000.0,350.0,1000.0,650.0,0.45,0,VYc,Hs,1.01,0.25,0.4,0,0,48.2,0.0042
11352815000261014,1135281500026101,Ayre_26a.1,2,1000.0,350.0,1000.0,5,2,Hs,3000.0,1000.0,1020.0,20.0,0.65,0,VAl,Hs,1.38,0.875,0.025,0,0,35.7,0.0278
12112828000671021,1211282800067102,Barr_67a.2,5,1000.0,1000.0,1000.0,9,3,Hs,3000.0,0,100.0,100.0,0.0,0,tLw,Hs,1.22,0.205,0.18,0,1,50.8,0.0167
12112828000671022,1211282800067102,Barr_67a.2,5,1000.0,1000.0,1000.0,9,3,Hs,3000.0,100.0,350.0,250.0,0.0,0,LFs,Hs,1.53,0.475,0.15,0,0,44.6,0.0056
12112828000671023,1211282800067102,Barr_67a.2,5,1000.0,1000.0,1000.0,9,3,Hs,3000.0,350.0,1000.0,650.0,0.0,0,Aw,Hs,1.42,0.9,0.015,0,0,45.3,0.0222
12283124300041021,1228312430004102,Brunt_4a.2,3,1000.0,1000.0,1000.0,2,2,Rh,3000.0,0,100.0,100.0,0.0,1,tzLw,NoAdj,0.91,0.4,0.2,0,1,65.6,0.0222
