Id,H[mm],Kunsat[mm_s]
11221219000011021,0.0,0.19203452403721852
11221219000011021,10.0,0.07141192602985404
11221219000011021,100.0,0.015443868001199795
11221219000011021,500.0,0.0027424363590665035
11221219000011021,1000.0,0.001056501710967898
11221219000011021,2000.0,0.000355082867576338
11221219000011021,4000.0,0.00010345102368908313
11221219000011021,10000.0,1.6116015174383383e-5
11221219000011022,0.0,0.002958188387861911
11221219000011022,10.0,0.0014648959284176975
11221219000011022,100.0,0.00035205152823712953
11221219000011022,500.0,5.6997672141103365e-5
11221219000011022,1000.0,1.991191036853993e-5
11221219000011022,2000.0,5.828397282835396e-6
11221219000011022,4000.0,1.4161563506227737e-6
11221219000011022,10000.0,1.617570645837873e-7
11221219000011023,0.0,0.006738095257289625
11221219000011023,10.0,0.0034838079749367396
11221219000011023,100.0,0.0008477367135644689
11221219000011023,500.0,0.00013893891843130216
11221219000011023,1000.0,4.9118794828859644e-5
11221219000011023,2000.0,1.4617342554432288e-5
11221219000011023,4000.0,3.6288984226494186e-6
11221219000011023,10000.0,4.2990744834428916e-7
11352815000261011,0.0,0.020421283903320847
11352815000261011,10.0,0.004123220940356836
11352815000261011,100.0,0.0007517402242806124
11352815000261011,500.0,0.00013933843763554513
11352815000261011,1000.0,5.8348759992870486e-5
11352815000261011,2000.0,2.228858527201703e-5
11352815000261011,4000.0,7.741612218325927e-6
11352815000261011,10000.0,1.6447454487596778e-6
11352815000261012,0.0,0.005766829286324781
11352815000261012,10.0,0.001897810102812903
11352815000261012,100.0,0.00039389278535232664
11352815000261012,500.0,7.163654140582695e-5
11352815000261012,1000.0,2.8493052966100882e-5
11352815000261012,2000.0,1.0036356237837421e-5
11352815000261012,4000.0,3.114180694904357e-6
11352815000261012,10000.0,5.412739544426285e-7
11352815000261013,0.0,0.001295766186174943
11352815000261013,10.0,0.0004717877593108527
11352815000261013,100.0,0.0001013279965358651
11352815000261013,500.0,1.8207751057727635e-5
11352815000261013,1000.0,7.120229296448448e-6
11352815000261013,2000.0,2.4458634803516896e-6
11352815000261013,4000.0,7.336852255540498e-7
11352815000261013,10000.0,1.202224384801987e-7
11352815000261014,0.0,0.0004919056244246115
11352815000261014,10.0,0.0002651740670396798
