Id,SELECT_1
11221219000011021,1
11221219000011022,1
11221219000011023,1
11352815000261011,1
11352815000261012,1
11352815000261013,1
11352815000261014,1
12112828000671021,1
12112828000671022,1
12112828000671023,1
12283124300041021,1
12283124300041022,1
12283124300041023,1
12283124300041024,1
13282523000031021,1
13282523000031022,1
13282523000031023,1
13282523000031024,1
14112432210571021,1
14112432210571022,1
14112432210571023,1
16112417110251021,1
16112417110251022,1
16112417110251023,1
16112417110251024,1
16152815000441021,1
16152815000441022,1
16152815000441023,1
16252821000111021,1
16252821000111022,1
16252821000111023,1
16252821000111024,1
16281929000191021,1
16281929000191022,1
16281929000191023,1
16281929000191024,1
17192323000051011,1
17192323000051012,1
17192323000051013,1
17192323000051014,1
18112417110022021,1
18112417110022022,1
18112417110022023,1
18192414000651021,1
18192414000651022,1
18192414000651023,1
18192414000651024,1
18192414000661011,1
18192414000661012,1
18192414000661013,1
18192414000661014,1
18251700000071011,1
18251700000071012,1
18251700000071013,1
18251700000071014,1
21111930210011021,1
21111930210011022,1
21111930210011023,1
21111930210011024,1
22192923000431021,1
22192923000431022,1
22192923000431023,1
22192923000431024,1
22192923000441021,1
22192923000441022,1
22192923000441023,1
22192923000441024,1
23112414000841011,1
23112414000841012,1
23112414000841013,1
23112414000841014,1
23112414000851011,1
23112414000851012,1
23112414000851013,1
23112414000851014,1
23252524000011021,1
23252524000011022,1
23252524000011023,1
23252524000011024,1
25211530000071011,1
25211530000071012,1
25211530000071013,1
25211530000071014,1
25282524252021011,1
25282524252021012,1
25282524252021013,1
25282524252021014,1
26111528000051021,1
26111528000051022,1
26111528000051023,1
28112111000451011,1
28112111000451012,1
28112111000451013,1
28112111000451014,1
28112417000811021,1
28112417000811022,1
28112417000811023,1
28112417000811024,1
28112417000821021,1
28112417000821022,1
28112417000821023,1
28112417000821024,1
28112417000841011,1
28112417000841012,1
28112417000841013,1
30192331000141041,1
30192331000141042,1
30192331000141043,1
33112111000711021,1
33112111000711022,1
33112111000711023,1
33112111000711024,1
35302518000371021,1
35302518000371022,1
35302518000371023,1
