Id,SoilName,Depth,θs,θr,λch,Ψch,Ks,Φ,Ψga,θs_Min,θr_Min,λch_Min,Ψch_Min,Ks_Min,Φ_Min,θs_Max,θr_Max,λch_Max,Ψch_Max,Ks_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11301911230071011,Atiam_7a.1,180.0,0.5538263675113307,0.0,0.25799575859623286,247.09110569358762,0.12368126582523177,0.6087631578947369,386.376831733383,0.43374375,0.0,0.087719298,90.0,8.25e-9,0.0,0.578325,0.165,0.709219858,856.0,0.825,0.0,0.8079636526699343,0.9709185836051206,0.645008721734748,0.035439925241403755,0.029361696678000714,0.0415181538048068,0.0
11301911230071012,Atiam_7a.1,320.0,0.5330149999998042,0.0,0.24461995257737976,90.00000000000071,0.016359973050258887,0.5610684210526317,141.90730934720438,0.39976125,0.0,0.087719298,90.0,7.85e-9,0.0,0.533015,0.15700000000000003,0.709219858,856.0,0.022803790501200887,0.0,0.8801443850998794,0.9497854760882013,0.8105032941115574,0.020917139929019127,0.038244756263038394,0.0035895235949998617,0.0
11301911230071013,Atiam_7a.1,530.0,0.4531752297625797,0.0,0.2350368946523258,334.55563342139556,0.02280379050120088,0.5092368421052632,530.7632090170201,0.36283125000000005,0.0,0.087719298,90.0,9.25e-9,0.0,0.48377500000000007,0.18500000000000003,0.709219858,856.0,0.925,0.0,0.503463060996419,0.9716130205364795,0.035313101456358686,0.03931172272332259,0.022722681815064243,0.05590076363158093,0.0
11301911230071014,Atiam_7a.1,800.0,0.52911555180591,0.0,0.18465219726782478,90.00000000003092,0.13852569578641563,0.5598684210526316,147.9166757133336,0.39890625,0.0,0.087719298,90.0,9.25e-9,0.0,0.531875,0.18500000000000003,0.709219858,856.0,0.22387818233294476,0.0,0.8265927437913813,0.9236321877511089,0.7295532998316536,0.03915114526296745,0.04192904523701773,0.036373245288917166,0.0
11301911230071015,Atiam_7a.1,1000.0,0.5383499999990027,0.0,0.17811067879002804,90.00000000001323,0.12058052289460713,0.5666842105263158,148.65744693238312,0.4037625,0.0,0.087719298,90.0,9.25e-9,0.0,0.53835,0.18500000000000003,0.709219858,856.0,0.925,0.0,0.8177288962254337,0.9109885924126313,0.724469200038236,0.03961284214019983,0.04690575985488893,0.03231992442551073,0.0
25231122000101011,Omal_10a.1,200.0,0.5299568450537334,0.0,0.1017455942557838,90.00000000002316,0.12398423201129863,0.5757894736842106,158.95300621948164,0.41025,0.0,0.087719298,90.0,1.0e-8,0.0,0.547,0.2,0.709219858,856.0,0.24771290795811785,0.0,0.7359674062150078,0.9132004598772581,0.5587343525527576,0.039891149610767104,0.03147704063781742,0.04830525858371678,0.0
25231122000101012,Omal_10a.1,380.0,0.4579302122250269,0.0,0.14619399782504688,90.00000000000183,0.11509784308137787,0.488421052631579,152.56160608725128,0.34800000000000003,0.0,0.087719298,90.0,1.0e-8,0.0,0.464,0.2,0.709219858,856.0,1.0,0.0,0.7783203942483798,0.9090389393701167,0.6476018491266431,0.03624962780718273,0.0353470159601951,0.03715223965417037,0.0
25231122000101013,Omal_10a.1,740.0,0.45399999999999735,0.0,0.10829516142322539,304.69616806469617,0.011455561411400243,0.4778947368421053,534.6754165977537,0.3405,0.0,0.087719298,90.0,1.0e-8,0.0,0.454,0.2,0.709219858,856.0,0.016486192249928495,0.0,0.8225026797348742,0.8580275145963924,0.7869778448733562,0.02106633935768998,0.03941676658365405,0.002715912131725917,0.0
25231122000101014,Omal_10a.1,930.0,0.4449999999999998,0.0,0.11868451222931042,276.3336292449237,0.007263043794286787,0.46842105263157896,480.1114461000384,0.33375,0.0,0.087719298,90.0,1.0e-8,0.0,0.445,0.2,0.709219858,856.0,1.0,0.0,0.6960728269502219,0.9090078862695441,0.4831377676308998,0.01679270721827129,0.029989245487029637,0.003596168949512947,0.0
25231122000101015,Omal_10a.1,1000.0,0.393,0.0,0.15096652156835053,284.48876005797973,0.006804393905832126,0.4136842105263158,480.29634853071275,0.29475,0.0,0.087719298,90.0,1.0e-8,0.0,0.393,0.2,0.709219858,856.0,0.012849063197710337,0.0,0.7363940395428183,0.9038994240938325,0.5688886549918042,0.017857006377901812,0.0328864459684821,0.0028275667873215223,0.0
25302528000631011,Otor_63a.1,200.0,0.5917773585242728,0.0,0.13056197023360214,199.6306850008426,0.012849063197708156,0.6894736842105263,343.0759002364522,0.49125,0.0,0.087719298,90.0,1.0e-8,0.0,0.655,0.2,0.709219858,856.0,1.0,0.0,0.3631228445697231,0.9447804509454911,-0.21853476180604492,0.07441741200297616,0.030434407845660875,0.11840041616029144,0.0
25302528000631012,Otor_63a.1,300.0,0.6054197409553559,0.0,0.1266934432175806,90.00000000000385,0.28825826549177563,0.7221052631578948,155.21359522793512,0.5145000000000001,0.0,0.087719298,90.0,1.0e-8,0.0,0.686,0.2,0.709219858,856.0,0.5485102423500694,0.0,0.7763402940560986,0.9079333923747221,0.6447471957374751,0.06433203172807792,0.04119612433619807,0.08746793911995777,0.0
25302528000631013,Otor_63a.1,470.0,0.6058267943394258,0.0,0.11920822176548185,90.00000000000085,0.2791781991057494,0.7210526315789475,156.2922546272021,0.51375,0.0,0.087719298,90.0,1.0e-8,0.0,0.685,0.2,0.709219858,856.0,1.0,0.0,0.7606438163685989,0.9025587942911635,0.6187288384460343,0.06557074601011974,0.041147458529256414,0.08999403349098306,0.0
25302528000631014,Otor_63a.1,740.0,0.6046763872984882,0.0,0.1045763152473738,90.00000000000006,0.23564856665661676,0.7042105263157895,158.50728248905213,0.50175,0.0,0.087719298,90.0,1.0e-8,0.0,0.669,0.2,0.709219858,856.0,0.4823470246149556,0.0,0.7420351552362938,0.9072436927164685,0.576826617756119,0.06079917447810408,0.03712251632550571,0.08447583263070245,0.0
25302528000631015,Otor_63a.1,1000.0,0.6008149377353137,0.0,0.08771929800001398,90.00000000001768,0.15029387754424478,0.6631578947368422,161.25000004159182,0.47250000000000003,0.0,0.087719298,90.0,1.0e-8,0.0,0.63,0.2,0.709219858,856.0,1.0,0.0,0.7313718401579994,0.9214770435445571,0.5412666367714417,0.04484413007060106,0.029613679706941336,0.06007458043426078,0.0
25302528000652011,Otor_65b.1,200.0,0.6015427730425472,0.0,0.11340291236825452,89.99999999999997,0.20534468339179807,0.6800842105263158,157.15371830393065,0.48456,0.0,0.087719298,90.0,9.6e-9,0.0,0.64608,0.192,0.709219858,856.0,0.3842488962342535,0.0,0.7852157482577731,0.9347870620119129,0.6356444345036334,0.04897110425806074,0.0322811063465211,0.06566110216960037,0.0
25302528000652012,Otor_65b.1,300.0,0.5618749427599965,0.0,0.13073681278165955,90.00000000000014,0.26960547424917236,0.6709894736842106,154.64539951804255,0.47808,0.0,0.087719298,90.0,9.6e-9,0.0,0.63744,0.192,0.709219858,856.0,0.96,0.0,0.7873929928613336,0.912882010930015,0.6619039747926521,0.05847962747449859,0.03765310901523107,0.07930614593376611,0.0
25302528000652013,Otor_65b.1,400.0,0.6128592933082402,0.0,0.12294766728571375,90.00000000000045,0.28718919016950184,0.7305263157894737,155.74895724191597,0.5205,0.0,0.087719298,90.0,1.0e-8,0.0,0.694,0.2,0.709219858,856.0,0.5567826143151866,0.0,0.7679704571999467,0.9049842890757047,0.6309566253241887,0.0658110036739501,0.041757321449334334,0.08986468589856586,0.0
25302528000652014,Otor_65b.1,700.0,0.611306674153141,0.0,0.09966699225385332,89.99999999999997,0.2289714001088496,0.7105263157894738,159.2840125681599,0.5062500000000001,0.0,0.087719298,90.0,1.0e-8,0.0,0.675,0.2,0.709219858,856.0,1.0,0.0,0.729599296729428,0.9040600508447216,0.5551385426141343,0.061585431549789925,0.0370565498750024,0.08611431322457745,0.0
25302528000652015,Otor_65b.1,1000.0,0.6567558962874332,0.0,0.08771929800063145,90.00000000014869,0.14710623199009107,0.7157894736842106,161.25000004172205,0.51,0.0,0.087719298,90.0,1.0e-8,0.0,0.68,0.2,0.709219858,856.0,0.3044867104747116,0.0,0.7327038781659182,0.9262813769386607,0.5391263793931758,0.04539808096189092,0.03166158636805285,0.059134575555728985,0.0
25302528000661011,Otor_66a.1,190.0,0.6503076194107063,0.0,0.10454489739150911,90.00000000000207,0.18921082135580025,0.7221052631578948,158.51219790109465,0.5145000000000001,0.0,0.087719298,90.0,1.0e-8,0.0,0.686,0.2,0.709219858,856.0,1.0,0.0,0.7715016804498033,0.9340313877477328,0.6089719731518737,0.049012672446240926,0.0334895808699207,0.06453576402256116,0.0
25302528000661012,Otor_66a.1,410.0,0.6150055253465224,0.0,0.10944571192094203,90.00000000000006,0.26824300811827234,0.7294736842105263,157.7538838423844,0.5197499999999999,0.0,0.087719298,90.0,1.0e-8,0.0,0.693,0.2,0.709219858,856.0,0.5557591602384975,0.0,0.7353315460642629,0.8931174144538998,0.577545677674626,0.06830274295600042,0.04181156322483405,0.09479392268716677,0.0
25302528000661013,Otor_66a.1,565.0,0.6248641140446686,0.0,0.09228098563362186,90.00000000000014,0.2268757033220925,0.7294736842105263,160.48635034839916,0.5197499999999999,0.0,0.087719298,90.0,1.0e-8,0.0,0.693,0.2,0.709219858,856.0,1.0,0.0,0.7025990041032206,0.8921653178271317,0.5130326903793094,0.0657423200019153,0.038326344232272824,0.09315829577155778,0.0
25302528000661014,Otor_66a.1,795.0,0.6597264012570768,0.0,0.09450964748404195,90.00000000000094,0.18010324776085176,0.7326315789473684,160.11918237547576,0.522,0.0,0.087719298,90.0,1.0e-8,0.0,0.696,0.2,0.709219858,856.0,0.3683332492661281,0.0,0.7433141985192957,0.9267560718367198,0.5598723252018716,0.05101315454343071,0.03362305198950507,0.06840325709735634,0.0
25302528000661015,Otor_66a.1,1005.0,0.6288163726215638,0.0,0.08771929800000507,212.003273377911,0.12038827761859179,0.7063157894736843,379.8391982333261,0.50325,0.0,0.087719298,90.0,1.0e-8,0.0,0.671,0.2,0.709219858,856.0,1.0,0.0,0.6630487694272302,0.9304954999482548,0.3956020389062057,0.047433746958114885,0.02710665209414409,0.06776084182208568,0.0
26312419000021011,Puni_2a.1,240.0,0.5649347678586879,0.0,0.10648394840990806,90.00000000000247,0.18464787264860233,0.6410526315789474,158.21014372399185,0.45675,0.0,0.087719298,90.0,1.0e-8,0.0,0.609,0.2,0.709219858,856.0,0.42997303649398094,0.0,0.6692581011966502,0.8749170135294233,0.46359918886387697,0.06383659157710977,0.04242831066523534,0.08524487248898421,0.0
26312419000021012,Puni_2a.1,360.0,0.5061224278001207,0.0,0.08771929800000035,262.0409204977948,0.004264361444160609,0.5431578947368422,469.4899826795608,0.387,0.0,0.087719298,90.0,1.0e-8,0.0,0.516,0.2,0.709219858,856.0,1.0,0.0,0.6358758143437993,0.9335366517179389,0.33821497696965963,0.011690683122993612,0.020500121940009674,0.0028812443059775487,0.0
26312419000021013,Puni_2a.1,510.0,0.6069999999999972,0.0,0.08771929800000006,855.9999999998952,0.00270349346118382,0.6389473684210526,1533.6666670617844,0.45525,0.0,0.087719298,90.0,1.0e-8,0.0,0.607,0.2,0.709219858,856.0,0.011469997977892735,0.0,0.31671231099332986,0.5054960042927209,0.12792861769393882,0.021601897523229448,0.039710957198603056,0.0034928378478558406,0.0
26312419000021014,Puni_2a.1,680.0,0.6379999999999999,0.0,0.08771929800000004,855.9999999999797,0.003136555399758669,0.671578947368421,1533.6666670619356,0.47850000000000004,0.0,0.087719298,90.0,1.0e-8,0.0,0.638,0.2,0.709219858,856.0,1.0,0.0,-0.5158125396225302,-1.154279640550428,0.12265456130536789,0.035594893425401716,0.06703923189148638,0.00415055495931706,0.0
26312419000021015,Puni_2a.1,1000.0,0.6549999999999994,0.0,0.08771929800000006,855.9999999999994,0.003332163444450992,0.6894736842105263,1533.666667061971,0.49125,0.0,0.087719298,90.0,1.0e-8,0.0,0.655,0.2,0.709219858,856.0,0.014374520608115537,0.0,-0.9606322632339848,-2.044876966834307,0.12361244036633756,0.039479464403789445,0.07456994532982675,0.0043889834777521425,0.0
30152331000891011,Temu_89a.1,150.0,0.5622046904920078,0.0,0.08771929800000149,253.81026038739634,0.003998854533860688,0.6042105263157894,454.74338331129536,0.4305,0.0,0.087719298,90.0,1.0e-8,0.0,0.574,0.2,0.709219858,856.0,1.0,0.0,0.6710229767858638,0.9426418129591979,0.3994041406125297,0.011639352735428286,0.020915841040070764,0.0023628644307858108,0.0
