Id,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11301911230071011,0.578325,0.449811089793943,0.40865208723196816,0.35578572340975445,0.31245397405085085,0.29520733395512366,0.2142076339305151,0.0723612159487392
11301911230071012,0.533015,0.4032478338621248,0.3477310546229456,0.28134724318431387,0.23130197908194436,0.21251587941818204,0.13341233038067377,0.03958148131492571
11301911230071013,0.48377500000000007,0.384465655446879,0.35680569348569907,0.32029869435467156,0.28936697641349424,0.276762032408056,0.2147856911147165,0.08505805909578613
11301911230071014,0.531875,0.4141232711388836,0.38268051266392594,0.341291377953918,0.3063390251954554,0.29212934049145567,0.22258789875319587,0.07971252360451592
11301911230071015,0.53835,0.43180954441119257,0.4008641550576126,0.35969806967218065,0.32447306921644326,0.3100165410913738,0.23793177732449863,0.07823015306729825
25231122000101011,0.5470000000000002,0.4469481969596608,0.4337768431372304,0.41546348028389457,0.398800033508354,0.39164090729520784,0.3523817168194039,0.2197884164164153
25231122000101012,0.464,0.3699944464461039,0.3518083842059737,0.32695504852657603,0.3049218710356511,0.29564227165480345,0.24687283656875944,0.1117265295809414
25231122000101013,0.454,0.4339475291499558,0.4271292139602652,0.415758589999677,0.4037807935423082,0.3981982655432631,0.36326306050938784,0.1928344850946221
25231122000101014,0.445,0.4088122769149021,0.39889060607692467,0.3844365921646274,0.370663280739834,0.3645688767309141,0.3292533240179879,0.18120385059926822
25231122000101015,0.393,0.36218997235652645,0.34959433314139077,0.33137542017291866,0.3142800458691976,0.30681232818205334,0.26480516283759137,0.1138708243570172
25302528000631011,0.655,0.5024810964425444,0.4804700199924258,0.4509528847857518,0.42543564672963147,0.4148854346880364,0.36149367493394097,0.23574307352807122
25302528000631012,0.686,0.47718037234539706,0.4529028698154488,0.4209979845471855,0.3941094717053734,0.3831939217650148,0.3299256001201154,0.2217149363503294
25302528000631013,0.685,0.4817620720046183,0.4611942490352776,0.43362086331316013,0.4097932231783676,0.399944354719966,0.3501301179769811,0.23308237142561236
25302528000631014,0.669,0.4931294974507439,0.47744374602519324,0.45590592938315305,0.4366844010038054,0.4285484888201636,0.38534118438399706,0.25986201193944036
25302528000631015,0.63,0.5113313444119771,0.4988937468400339,0.48158826386412307,0.46582229911874,0.4590420510953483,0.42177904810244404,0.2945651203679206
25302528000652011,0.64608,0.4936990410850972,0.4735700470094325,0.4463646896845931,0.4226048843660732,0.41270804569939934,0.3618639608458051,0.23426030873289497
25302528000652012,0.63744,0.4413797963782033,0.4158454131903456,0.38299407480550796,0.35601442277318623,0.34526116644653515,0.29462262926383687,0.2050407259702082
