Id,Tinfilt[s],Cumul_Infiltration[mm]
65,8452,38
65,9782,42
66,0,0
66,86,4.75
66,341,10
66,737,14.75
66,1082,19.5
66,1399,24
66,1749,28.5
66,2140,33
66,2533,37.25
66,2922,41.75
66,3389,46
66,3863,50.5
66,4307,54.75
66,4665,59
66,5080,63
66,5494,66.75
66,5974,70.5
66,6479,74
66,6928,77.75
66,7354,81
66,7780,84.25
66,8217,87.75
66,8741,92
66,9360,97
66,9969,102
67,0,0
67,591,4.75
67,1572,9.75
67,2681,14.25
67,3913,19.25
67,5139,23.75
67,6400,28.5
67,7664,32.75
67,8922,37
69,0,0
69,29,4.5
69,257,9.25
69,615,14
69,1004,18.75
69,1395,23
69,1770,27.25
69,2155,31.25
69,2535,35.5
69,2939,39.5
69,3451,44.5
69,3768,48.25
69,4136,52
69,4711,57.5
69,5101,61
69,5488,65
69,5899,68.75
70,0,0
70,93,5.25
70,240,10
70,447,14.5
70,666,19.5
70,885,27.5
70,1284,31.75
70,1528,36
70,1763,40
70,1998,44
70,2310,48.5
70,2568,56
70,3061,60
70,3344,63.75
70,3587,67.5
70,3854,71.5
70,4116,75
70,4363,78.75
70,4626,82.5
70,4872,85.75
70,5032,87.75
70,5447,92.5
70,5847,97.25
70,6257,102.25
70,6652,107.25
70,7053,116
70,7799,121
70,8197,124.75
70,8545,129.75
70,8948,134
70,9354,138.25
70,9720,143
71,0,0
71,66,6.25
71,320,8.5
71,432,10.75
71,560,14.5
71,803,19
71,1085,21
71,1253,23.5
71,1452,25.75
71,1589,27.75
71,1813,30
71,2007,32.5
71,2194,34.5
71,2461,39
71,2779,41
71,2968,43.25
71,3165,45.25
71,3380,49
71,3802,52.75
71,4143,54.75
71,4383,58.25
71,4834,62.25
71,5285,66
71,5722,69.75
71,6094,71.5
71,6324,73.5
71,6568,77.25
71,7020,80.75
72,0,0
72,321,6.5
72,497,10
72,679,13.25
72,863,16.25
72,1034,19.25
72,1221,22.5
72,1398,26
72,1559,29.25
72,1805,33.5
72,2062,37.75
72,2311,41.75
72,2566,45.75
72,2830,49.75
72,3094,53.5
72,3359,57.25
72,3622,61
72,3884,65
72,4161,69
73,0,0
73,42,4.5
73,169,9.25
73,297,13.75
73,465,19
73,605,23.5
73,834,27.75
73,1011,32.25
73,1203,36.5
73,1412,40.75
73,1608,44.75
73,1810,48.75
73,2010,52.75
73,2199,56.25
73,2385,60
73,2586,63.75
73,2785,67.5
73,2964,70.75
73,3593,82
73,3621,82.5
73,3833,86.75
73,4113,90.75
74,0,0
74,8,5
74,75,9.5
74,177,14.25
74,272,18.75
74,426,23.5
74,550,27.75
74,700,32
74,864,36.25
74,1058,40.25
74,1212,44.75
74,1376,48.5
74,1615,53.5
74,1822,58.5
74,2072,63
74,2331,68
74,2563,72.5
74,2812,77.25
74,3067,81.75
74,3361,86
74,3688,90.25
74,3977,94.5
74,4293,98.5
74,4565,102.5
74,4806,106.75
74,5069,110.75
74,5340,114.75
74,5612,118.75
74,5886,122.75
74,6165,126.25
74,6434,130.25
74,6683,134
74,6919,137.5
74,7130,141
74,7362,144.25
74,7618,147.75
75,0,0
75,166,3.25
75,592,6.5
75,1078,10
75,1613,13.25
75,2132,16.25
75,2695,19.75
75,3305,23
75,3918,26
75,4553,29.5
75,5162,32.5
75,5621,36
75,6109,39.25
75,6603,42.25
75,7389,45.25
76,0,0
76,7,5.25
76,20,10.25
76,40,15.25
76,66,20
76,100,24.75
76,138,29.75
76,182,34.25
76,220,38.5
76,264,43
76,310,47
76,356,51.75
76,405,55.75
76,456,60
76,505,63.75
76,552,67.5
76,602,71.5
76,651,75.5
76,706,79
76,758,82.75
76,825,86.5
76,870,89.75
76,1047,101.5
76,1099,105.5
76,1163,109.25
76,1219,113.25
76,1280,117
76,1336,120.25
76,1397,123.75
76,1672,139.5
76,1702,141.25
76,1780,145.5
76,1859,149.75
76,1933,154
76,2010,158
76,2089,162.5
76,2165,166.5
76,2242,170.25
76,2316,174
76,2395,178
76,2621,189.75
76,2742,196
76,2812,199.5
76,2881,203
76,2919,205
76,3005,210
76,3105,215
76,3209,219.75
76,3311,224.5
76,3410,229
76,3510,234
76,3608,239
76,3709,243.25
76,3809,247.5
76,3909,251.25
76,4003,256
76,4102,260
76,4197,264
76,4289,268
76,4382,272
76,4470,276
76,4567,279.5
76,4657,283
76,4739,286.25
76,4825,290
76,5106,301.5
76,5199,305.25
76,5287,309
77,0,0
77,19,4.75
77,43,9.25
77,67,13.75
77,105,18.5
77,139,22.75
77,175,27
77,215,31
77,243,35.25
77,290,39.25
77,333,43.25
77,373,47
77,417,51
77,461,54.5
77,506,58.5
77,550,62.25
77,597,66
77,770,76.75
77,895,86.5
77,947,90.25
77,1000,94
77,1052,98
77,1104,101.25
77,1154,104.5
77,1181,106.25
77,1268,111.75
77,1377,121.25
77,1512,126.25
77,1590,131
77,1664,135.75
77,1723,140.5
77,1784,145.25
77,1861,149.75
77,1930,154.25
77,2000,159
77,2068,163.25
77,2134,167.75
77,2203,171.75
77,2267,175.75
77,2331,179.75
77,2397,183.75
77,2458,187.25
77,2518,190.75
77,2580,194.5
77,2643,198.25
77,2707,201.5
77,2756,204.75
77,2789,206.5
77,2882,211.5
77,2970,216.75
77,3070,222
77,3152,227.25
77,3234,232
77,3323,237
77,3409,242
77,3491,246.5
77,3577,251.5
78,0,0
78,44,4
78,196,11
78,727,14.5
78,1093,18.25
78,1479,22
78,1878,25.75
78,1903,26
78,2911,31.25
78,3662,36
78,4420,41
79,0,0
79,217,4.25
79,499,8.25
79,870,12.5
79,1247,16.25
79,1731,19.25
79,1989,23
79,2475,26.75
79,2897,30.75
79,3379,34.25
79,3796,37.75
79,4549,42.75
79,4577,43
79,5490,48.25
80,0,0
80,184,4.5
80,486,9
80,853,13.5
80,1210,17.75
80,1567,21.75
80,1881,26.25
80,2277,30
80,2683,34
80,3056,38
80,3407,42
81,0,0
81,21,4.75
81,39,9.5
81,96,14
81,166,18.5
81,220,23
81,280,27.25
81,338,31.5
81,422,35.75
81,464,40
81,533,44
81,601,48
81,668,51.25
81,738,54.75
81,808,58.5
81,878,62
81,946,65.75
81,1017,69.25
81,1084,72.75
81,1129,74.75
81,1247,80
81,1360,85.5
81,1494,90.5
81,1617,99.25
81,1829,104.25
81,1955,108.75
81,2085,113.5
81,2212,118
81,2349,122.5
81,2478,126.75
81,2613,131.5
81,2761,136
81,2884,140.25
81,3015,144.25
81,3174,148.25
81,3312,152
81,3440,155.75
81,3565,159.75
81,3692,163.5
81,3819,167.25
81,3933,171
81,4048,174.25
81,4158,177.5
81,4229,180
81,4334,184.75
81,4470,189.75
81,4622,194.5
81,4770,199.5
81,4915,204.25
81,5064,209
81,5227,213.25
81,5373,218
81,5519,222.25
81,5667,226.5
81,5797,230.75
81,5938,235
81,6065,239.5
81,6204,244
81,6342,247.75
81,6466,251.75
81,6602,255.75
81,6728,259.5
81,6853,263.25
81,6983,267.25
81,7114,270.75
81,7227,274.5
81,7340,278.25
81,7414,280.5
81,7596,285.75
81,7761,290.75
81,7932,295.5
81,8103,300.25
81,8268,304.75
81,8432,309.75
81,8601,314.25
81,8767,318.75
81,8920,323.25
81,9082,327.75
81,9238,332
81,9387,336.25
81,9537,340.25
81,9688,344.75
81,9831,348.75
81,9985,352.75
81,10128,356.75
81,10266,360.5
81,10401,364
81,10537,367.25
81,10673,371
81,10810,374.5
81,10931,378
81,11008,380
81,11200,385.25
81,11394,390.25
81,11577,395
81,11764,399.5
81,11943,404.25
81,12126,409
81,12313,413.75
81,12488,418.25
81,12658,422.5
81,12831,426.75
81,13000,431.25
81,13169,435.25
81,13328,439.25
81,13492,443.25
81,13646,447.25
81,13798,450.75
81,13946,454.75
81,14092,458.5
81,14237,462
81,14381,466
81,14531,469.5
81,14665,473.25
81,14806,477
81,14870,478.5
81,15027,482.5
81,15186,486
81,15341,490
81,15492,494
81,15651,497.75
81,15801,501.25
81,15947,505
81,16096,508.5
81,16229,512
81,16293,513.75
81,16433,517.5
81,16572,521.25
82,0,0
82,99,4
82,508,7.75
82,870,11.5
82,1165,15.5
82,1877,19.25
82,2189,23
82,2694,26.5
82,3149,30.25
82,3611,33.75
82,4047,40.25
82,4548,46.5
82,4845,50.25
82,5316,55.25
83,0,0
83,25,4.25
83,89,8.5
83,191,12.5
83,346,16.75
83,498,20.75
83,643,24.75
83,815,28.5
83,917,32
83,1077,36
83,1282,39.75
83,1507,43.5
83,1694,46.75
83,1889,50.5
83,2074,53.75
83,2274,57
83,2439,59.75
83,2748,65
83,3112,70.25
84,0,0
84,258,4.25
84,877,8.75
84,1483,13
84,2144,17
84,2822,21
84,3551,24.75
84,4140,28.75
84,4872,32.75
84,5532,36.5
85,0,0
85,259,4.75
85,1390,9
85,2661,13.25
85,3849,17.5
86,0,0
86,48,5
86,113,9.25
86,199,14
86,301,18.5
86,424,22.75
86,553,27
86,691,31
86,834,35.25
86,983,39.5
86,1142,43.5
86,1302,47.25
86,1459,51.25
86,1604,55
86,1771,58.5
86,1927,62
86,2103,65.5
86,2259,69.25
86,2418,72.5
86,2574,75.75
86,2670,77.75
86,2905,82.25
86,3146,87.25
86,3384,91.75
86,3634,96.5
86,3866,101
87,0,0
87,64,4.25
87,306,8.5
87,742,12.5
87,1185,16.5
87,1631,20
87,2106,24
87,2607,28
87,3151,31.75
87,3657,35.5
87,4198,38.75
87,4724,42.5
87,5169,45.5
87,5212,45.75
87,5562,48
87,6353,52.5
87,7080,57.75
88,0,0
88,10,11
88,25,16.25
88,53,21.5
88,101,26.75
88,155,32.25
88,229,37
88,299,42
88,377,47
88,458,51.75
88,540,56.25
88,619,61
88,699,65
88,780,69.75
88,868,74
88,948,77.75
88,1025,81.75
88,1111,85.25
88,1177,89
88,1255,93
88,1326,96.5
88,1410,100.25
88,1491,104.25
88,1564,107.5
88,1629,110.75
88,1697,114
88,1732,115.5
88,1837,120.25
88,1942,125.25
88,2046,129.5
88,2145,134.25
88,2242,138.5
88,2338,143
88,2442,147.25
88,2540,151.5
88,2636,155.5
88,2731,159.25
88,2824,163.25
88,2918,167.25
88,3003,170.75
88,3094,173.75
88,3166,177.5
88,3259,180.75
88,3331,184.5
88,3416,188.25
88,3500,192
88,3534,193.5
88,3663,198.75
88,3783,203.25
88,3894,207.75
88,4009,212
88,4118,216.25
88,4232,220
88,4327,224.5
88,4431,228.5
88,4536,232
88,4623,236
88,4724,239.25
88,4803,243
88,4903,246.75
88,5002,250.5
88,5099,253.75
88,5176,257
88,5262,260.25
88,5303,261.75
88,5438,266.5
88,5564,271.5
88,5693,276
88,5824,280.25
88,5935,284.75
88,6048,289
88,6166,293
89,0,0
89,12,13.75
89,42,19
89,94,24
89,156,28.75
89,264,33.25
89,365,37.5
89,475,41.5
89,591,45
89,716,49.25
89,847,53
89,970,56.75
89,1099,60.75
89,1222,64.5
89,1349,68.25
89,1472,72.25
89,1604,75.5
89,1746,79
89,1893,82.75
89,2023,85.75
89,2144,89.5
89,2272,92.75
89,2403,96
89,2514,99.5
89,2637,103
89,2758,106.5
89,2802,107.75
89,2985,112.5
89,3152,117.25
89,3335,121.75
89,3506,126.25
89,3668,130.75
89,3844,135
89,4023,139
89,4179,143.25
89,4371,147.5
89,4542,151.5
89,4701,155.75
89,4852,160
89,5015,164
89,5183,167.75
89,5320,171.25
89,5476,175
89,5639,178.75
89,5776,182.25
89,5936,186
89,6056,189
89,6216,192.5
89,6378,195.75
89,6515,199.25
90,0,0
90,10,10.75
90,24,16
90,57,20.75
90,107,26
90,170,31.25
90,242,36.5
90,322,41.25
90,408,46
90,492,50.5
90,577,55
90,667,59.25
90,754,63.25
90,842,67.75
90,931,71.75
90,1020,75.25
90,1093,79.25
90,1182,82.75
90,1254,86.5
90,1339,90.5
90,1424,94.5
90,1514,98.25
90,1591,101.75
90,1667,105.25
90,1702,106.75
90,1818,111.25
90,1930,115.75
90,2036,120
90,2142,124.5
90,2248,128.75
90,2353,133
90,2456,137.5
90,2563,141.5
90,2667,145.75
90,2768,149.75
90,2867,153
90,2946,156.75
90,3038,160.25
90,3128,164
90,3224,167.5
90,3319,170.75
90,3390,174.25
90,3475,177.75
90,3514,179.25
90,3657,183.75
90,3770,188.5
90,3893,193
90,4013,197.5
90,4134,202.25
90,4253,206.75
90,4370,210.75
90,4485,215
90,4600,218.5
90,4699,222.25
90,4807,226
90,4910,230.25
90,5019,233.75
90,5127,237.5
90,5216,241
91,0,0
91,22,5
91,78,10.25
91,153,15
91,248,20
91,347,24.5
91,465,29
91,601,34
91,760,38.5
91,882,42.75
91,1044,47
91,1169,51.25
91,1306,55.5
91,1444,59.75
91,1592,64
91,1746,67.5
91,1884,71.5
91,2021,75.25
91,2154,79.25
91,2297,83
91,2436,86.5
91,2559,89.75
91,2623,91.5
91,2834,97
91,3038,102.25
91,3242,107.5
91,3453,112.75
91,3637,117.5
92,0,0
92,21,5.25
92,105,10
92,270,15
92,335,19.25
92,470,23.75
92,626,28
92,801,32.25
92,979,36.5
92,1154,40.5
92,1340,44.5
92,1520,48.25
92,1705,52.25
92,1906,56.5
92,2083,60.25
92,2265,64.25
92,2453,67.75
92,2629,71.25
92,2820,74.75
92,2977,78.25
92,3045,79.5
92,3266,83.5
92,3497,87.25
92,3694,91.25
92,3882,95.25
92,4072,98.75
92,4269,102.75
92,4552,106.5
92,4674,110.25
92,4868,113.75
92,5047,117
92,5130,118.5
92,5403,123.5
92,5763,128
92,5932,132.5
92,6177,136.75
93,0,0
93,15,4.5
93,45,8.75
93,82,13.25
93,146,17.5
93,238,21.5
93,356,25.5
93,474,29.5
93,605,33.25
93,759,37
93,896,41
93,1058,44.75
93,1209,48.25
93,1351,51.75
93,1497,55
93,1552,56.25
93,1842,61.75
93,2008,66.75
93,2248,71.5
93,2498,76.75
93,2849,81.5
93,3033,86
93,3254,90.75
93,3516,95.5
93,3736,99.75
93,3965,104
93,4197,108.25
93,4438,113
94,0,0
94,26,3.5
94,71,6.75
94,123,10.25
94,185,13.5
94,255,17
94,341,20.75
94,431,24.5
94,530,28
94,574,29.5
94,731,34.5
94,891,39.5
94,1035,44.25
94,1186,48.5
94,1334,52.75
94,1487,57.25
94,1653,65.5
94,1941,73.5
94,2288,77.5
94,2366,81.75
94,2518,85.75
94,2662,90
94,2826,93.5
94,2972,97.5
94,3135,101.25
94,3316,105
94,3477,108.75
94,3647,112
94,3811,115.25
94,3897,117
94,4162,122
94,4416,127.25
94,4653,131.75
94,4890,136.75
94,5152,141.25
94,5406,146
94,5688,150.75
94,5982,155.25
95,0,0
95,35,4.5
95,137,9.25
95,243,14.25
95,361,19
95,480,23.5
95,585,28.25
95,703,32.75
95,830,36.75
95,944,41
95,1059,45.5
95,1180,49.25
95,1292,53.25
95,1404,57.25
95,1513,60.75
95,1617,64.5
95,1722,68.5
95,1832,72.25
95,1951,75.75
95,2035,79.25
96,0,0
96,15,5.5
96,134,10.5
96,366,15.5
96,685,20
96,1089,24.75
96,1522,29.5
96,1957,34.25
96,2408,39
96,2898,43.75
96,3362,48
96,3839,52.5
96,4314,56.5
96,4760,60.5
97,0,0
97,59,5
97,157,10
97,273,14.75
97,399,19.5
97,524,24
97,649,28.5
97,772,32.75
97,910,36.75
97,1043,40.75
97,1177,44.75
97,1315,48.75
97,1445,52.75
97,1596,56.5
97,1716,60.5
97,1858,64
97,1992,67.75
97,2133,71.5
97,2269,75
97,2330,76.5
97,2534,82
97,2765,87
97,2948,92.25
97,3343,97.25
97,3588,102.5
97,3765,107.5
97,3939,112
97,4147,116.75
97,4411,121.25
97,4494,125.5
97,4662,130
97,4867,134.25
97,5073,138.5
97,5276,142.25
97,5481,146.25
98,0,0
98,11,4
98,22,7.75
98,47,12
98,81,16.25
98,110,19.5
98,149,22.75
98,189,25.75
98,234,29.25
98,285,33
98,338,36.5
98,391,40
98,426,42
98,506,46
98,588,50.25
98,684,54.5
98,782,59.25
98,893,63.5
98,995,67.5
98,1106,71.75
98,1220,75.75
98,1324,79.5
98,1430,83
98,1537,86.75
98,1644,90.5
98,1757,94.25
98,1890,97.25
98,1982,100.25
98,2089,103.25
98,2133,104.5
98,2311,109.25
98,2461,113.5
98,2616,118.25
98,2772,122.25
98,2925,126.25
98,3082,130.75
98,3246,135
98,3416,139
98,3567,143
98,3699,146.25
98,3850,149.75
98,3979,153.5
98,4126,156.75
98,4276,160.5
98,4402,163.75
98,4526,166.75
98,4583,168
98,4776,172.5
99,0,0
99,8,5
99,18,7.25
99,42,15
99,62,19.5
99,90,24.25
99,125,28.75
99,166,33.25
99,208,37.5
99,253,41.5
99,299,46.25
99,349,50.25
99,396,54.25
99,446,58
99,496,62
99,546,65.75
99,597,69.75
99,651,73.25
99,702,77
99,757,80.75
99,810,84.5
99,858,87.75
99,893,90
99,958,94.5
99,1031,98.75
99,1102,103
99,1174,108
99,1249,112.25
99,1317,116.25
99,1382,120.25
99,1449,124.5
99,1515,128.25
99,1578,132.5
99,1643,136.25
99,1704,140
99,1765,144.25
99,1829,148
99,1889,151.75
99,1951,155
99,2010,158.25
99,2043,160.25
99,2119,164.5
99,2196,169
99,2275,173.25
99,2350,178
99,2429,182.25
99,2502,186.5
99,2574,190.75
99,2643,194.75
99,2715,198
99,2782,202.25
99,2850,206
99,2914,209.75
99,2981,213
99,3049,217.25
99,3116,221
99,3175,224.25
99,3210,226.25
100,0,0
100,50,4.75
100,216,9.5
100,509,14.25
100,902,18.5
100,1319,22.75
100,1734,27
100,2179,31
100,2627,35
100,3070,39
100,3514,43
100,3951,47
101,0,0
101,39,3.75
101,166,7.25
101,383,11
101,688,14.75
101,1072,18.25
101,1446,22
101,1868,25.25
101,1897,25.5
101,2663,30.75
101,5765,49.75
101,6047,51.5
101,6759,56.25
102,0,0
102,602,4.25
102,1550,8.25
102,3365,12.75
102,4093,17
102,5533,21
103,0,0
103,68,4.25
103,298,8.5
103,633,12.5
103,1054,16.5
103,1458,20.5
103,1904,24.5
103,2354,28.25
103,2880,32.25
103,3423,36
103,3977,39.5
103,4316,43
103,4796,46.5
103,5269,50.25
104,0,0
104,502,4
104,1767,8
104,3161,12
104,4849,15.75
105,0,0
105,204,5.25
105,757,10
105,1496,14.75
105,2438,19.5
105,3401,24.75
105,4456,29
106,0,0
106,263,5
106,1046,10
106,2789,19
106,3174,23.5
106,4037,28.25
106,4834,33
106,6281,41.25
107,0,0
107,189,4.25
107,1057,8.5
107,2555,12.75
107,4741,17
109,0,0
109,202,4.25
109,829,9.5
109,1786,16.75
109,2543,22.5
109,2551,22.75
109,3126,26.5
109,3711,30.5
109,4309,34.5
109,5867,45.5
109,6263,49.25
109,6815,53
109,7378,56.75
110,0,0
110,186,4.5
110,530,9
110,1019,13
110,1571,17
110,2229,21.25
110,2799,25.5
110,3422,29.5
111,0,0
111,12,2.25
111,32,4.5
111,55,6.75
111,89,9
111,138,11.5
111,211,13.5
111,295,15.75
111,390,17.75
111,514,21
111,671,23
111,789,24.75
111,918,26.5
111,1046,28
111,1178,31.25
111,1366,33
111,1535,36
111,1742,37.75
111,1880,39.5
111,2023,41.25
112,0,0
112,121,5.5
112,378,10.75
112,786,16.25
112,1174,21.25
112,1644,26.25
112,2146,31
112,2652,36.25
112,3181,41.25
112,3684,45.75
112,4195,50.25
112,4702,54.5
112,5205,59.5
112,5730,63.5
112,6208,68
112,6710,72.25
112,7238,76.5
113,0,0
113,13,3
113,50,6
113,107,7
113,495,11.5
113,1019,16
113,1640,20.5
113,2262,24.75
113,2893,29.25
113,3550,33.25
113,4167,37.75
113,4894,41.5
113,5534,45
113,6197,48.5
114,0,0
114,98,5
114,1131,9.5
114,2108,14.25
114,3166,19.25
114,4251,24.5
114,5411,29
114,6431,33.75
114,7426,38.25
115,0,0
115,15,3.75
115,44,7.75
115,122,11.5
115,247,15.25
115,350,19
115,507,23
115,678,26.5
115,849,30
115,952,31.75
115,1308,36.25
115,1556,40.75
115,1850,45.25
115,2152,50
115,2461,54.25
115,2764,58.75
115,3073,63
115,3383,67.25
115,3704,71.75
115,4019,75.75
115,4311,79.75
115,4606,83.5
115,4893,87.25
115,5166,91
116,0,0
116,8,5.25
116,23,10.5
116,122,15.5
116,294,20.5
116,561,25.25
116,843,30
116,1172,34.75
116,1492,39
116,1824,43.5
116,2160,47.75
116,2489,52
116,2839,56
116,3185,60.5
116,3566,64.5
116,3897,68.5
116,4247,72.25
116,4590,76.25
117,0,0
117,8,3.5
117,21,7
117,41,10.5
117,76,11.75
117,235,16
117,472,20.5
117,760,25
117,1039,29.5
117,1393,34.5
117,1843,38.25
117,2201,42.5
117,2582,46.5
117,3009,51
117,3437,55
118,0,0
118,8,4
118,30,7.75
118,80,11.75
118,159,15.5
118,240,19.25
118,318,22.75
118,419,26.25
118,486,28.5
118,701,34
118,853,38.5
118,1022,43.5
118,1206,48
118,1420,52.25
118,1582,56.75
118,1775,61.25
118,1968,65.75
118,2174,70.25
118,2361,74.25
118,2529,78.25
118,2709,82
118,2909,86
118,3073,89.75
118,3242,93.5
119,0,0
119,11,3
119,67,6.25
119,141,9.5
119,212,11
119,468,16.25
119,878,21.5
119,1338,26.75
119,1821,31.75
119,2290,37.25
119,2804,42
119,3319,46.5
119,3835,51.5
119,4326,56
119,4826,60.5
119,5084,62.75
119,5352,65
120,0,0
120,122,4.75
120,332,9.25
120,708,16.75
120,1260,21.25
120,1843,29
120,2855,35
120,3591,43
120,4064,47
120,4455,51.25
121,0,0
121,139,5
121,516,10.5
121,1157,13
121,1491,15.25
121,1823,18
121,2271,20.5
121,2746,23
121,3144,25.25
121,3539,27.75
121,3962,32.5
121,4829,34.75
122,0,0
122,24,5
122,165,9.75
122,566,14
122,997,18.75
122,1483,23.5
122,2173,28.25
122,2839,33
122,3494,37.25
122,4107,41.75
123,0,0
123,16,4.25
123,69,8.25
123,175,11
123,272,13.75
123,343,17.5
123,512,21.25
123,704,25
123,840,28.75
123,969,32.25
123,1149,35.75
123,1346,39.25
123,1455,41.25
123,1709,45.75
123,2013,50.5
123,2326,54
123,2554,58
123,2883,62.5
123,3189,66.75
123,3488,71
123,3781,75.25
123,4163,79
123,4471,83.25
124,0,0
124,26,3.75
124,74,7.5
124,151,11
124,246,14.75
124,361,18.5
124,493,22
124,637,25
124,670,25.75
124,936,30.5
124,1189,34.75
124,1465,39
124,1983,47.5
124,2406,51.75
124,2589,56
124,3136,60.75
124,3468,64.75
124,3748,68.75
125,0,0
125,24,2.5
125,54,5.25
125,100,8
125,163,10.25
125,353,12.5
125,494,15
125,640,17
125,794,19.25
125,959,21.25
125,1166,23.25
125,1291,25.25
125,1476,27.25
125,1592,28.75
125,2297,37.5
125,2483,40.25
125,2711,42.5
125,2941,45.5
125,3420,51.5
125,3616,53.75
126,0,0
126,8,5
126,24,9.25
126,65,13.75
126,136,17.75
126,226,21.75
126,340,26
126,480,30.25
126,629,34.25
126,804,38
126,964,42
126,1139,45.5
126,1330,49
126,1521,52.75
126,1728,56.5
126,1855,58.75
126,2140,63.75
126,2473,68.25
126,2703,73.25
126,2991,77.5
126,3281,82
126,3562,86.25
126,3857,90.5
127,0,0
127,8,5.25
127,32,10
127,60,15
127,85,20
127,114,24.75
127,128,30
127,159,34.25
127,187,39
127,211,43
127,227,47
127,257,51
127,276,55.25
127,293,59
127,332,66.75
127,369,70.75
127,389,74.75
127,409,78.5
127,426,82.25
127,455,84.75
127,465,86
127,496,90
127,551,94.5
127,579,98.75
127,610,103.25
127,645,107.75
127,683,111.5
127,694,116.5
127,715,121.25
127,751,126
127,789,130.25
127,817,134.5
127,858,142.5
127,928,150.25
127,989,157.75
127,1051,165
127,1131,175
127,1219,185
127,1251,188.5
127,1332,198
127,1403,207
127,1475,211.75
127,1508,216.25
127,1578,225
127,1679,233.25
127,1754,241
127,1841,248.75
127,1924,256
127,2004,263.5
127,2094,270.75
127,2173,278
127,2202,280.5
127,2291,285.75
127,2380,295.75
127,2507,305.5
127,2623,314.5
127,2716,319.25
127,2778,323.5
127,2841,327.75
127,2917,336
127,3060,343.75
127,3197,351.25
127,3298,358.25
127,3407,365.25
127,3528,372.25
127,3661,381
127,3707,386.5
127,3797,391.5
127,3874,396
128,0,0
128,8,4
128,29,8
128,47,11.75
128,62,16
128,82,20
128,97,23.75
128,112,27.75
128,128,31.25
128,143,35
128,153,38.75
128,171,45.25
128,193,49
128,204,52.5
128,214,55.75
128,225,59.25
128,238,62.75
128,249,65.75
128,260,69
128,274,72.25
128,285,75
128,294,77.75
128,305,80.75
128,319,83.75
128,328,86.5
128,338,89.25
128,376,98.75
128,391,102.75
128,406,106.75
128,423,110.5
128,440,114
128,454,118
128,468,121.5
128,485,125.25
128,498,129
128,513,132.25
128,528,135.75
128,541,139.5
128,556,142.5
128,572,145.75
128,584,149
128,597,152.5
128,612,155.25
128,625,158.5
128,638,161.5
128,651,164.5
128,661,167.5
128,697,176.25
128,711,180.25
128,729,184.25
128,748,188.25
128,766,192.5
128,784,196.5
128,803,200.5
128,823,204.5
128,838,208
128,856,211.75
128,874,215.5
128,892,218.75
128,907,222.25
128,924,225.5
128,939,229
128,958,232.5
128,973,235.25
128,988,238.5
128,1006,242
128,1023,245
128,1039,248.25
128,1054,250.75
128,1065,252.75
128,1100,259
128,1122,263
128,1143,266.75
128,1165,270.5
128,1185,274
128,1206,277.75
128,1228,281.25
128,1248,285
128,1268,288
128,1287,291.5
128,1306,295.25
128,1327,298.5
128,1346,302
128,1365,305.5
128,1383,308.75
128,1402,311.75
128,1420,314.75
128,1437,318
128,1455,320.75
128,1472,324
128,1490,326.75
128,1505,329.5
128,1540,335.5
128,1564,340
128,1591,343.5
128,1615,347.75
128,1639,351.25
128,1663,355
128,1685,358.5
128,1708,362
128,1732,365.5
128,1755,368.75
128,1776,372.25
128,1797,375.75
128,1819,379.25
128,1840,382.75
128,1864,385.5
128,1884,388.75
128,1906,391.75
128,1926,395.25
128,1947,398.25
128,1969,401.25
128,1987,404
128,2002,406.5
128,2036,412
128,2046,416
128,2074,419.75
128,2102,423.75
128,2131,427.5
128,2157,431.5
128,2184,435.25
128,2210,438.75
128,2237,442.25
128,2261,445.75
128,2287,449.25
128,2313,452.25
128,2335,455.75
128,2361,459.25
128,2383,462.25
128,2407,465.75
128,2432,468.75
128,2453,472
128,2477,475
128,2499,478
128,2521,480.75
128,2543,484
128,2566,487
128,2583,489.5
128,2618,494.5
128,2631,498.5
128,2662,502.25
128,2693,506.25
128,2724,510.25
128,2756,514.25
128,2786,518
128,2815,521.75
128,2843,525.5
128,2872,529.25
128,2900,532.75
128,2927,536.25
128,2955,539.5
128,2986,542.75
128,3006,546.5
128,3032,549.75
128,3059,552.75
128,3083,556
128,3108,559
128,3134,562.25
128,3158,565
128,3181,568
128,3205,570.75
128,3229,573.5
128,3251,576
128,3270,578.5
128,3305,583.25
128,3321,587.25
128,3353,591.5
128,3387,595.5
128,3420,599
128,3451,603
128,3484,606.25
128,3513,609.75
128,3544,613.75
128,3574,617.5
128,3603,620.75
128,3632,624.25
128,3661,627.75
128,3690,631.25
128,3719,634.5
128,3746,638
128,3773,641
128,3799,644.25
128,3827,647.25
128,3852,650
128,3876,653
128,3902,655.75
128,3926,658.75
128,3949,662
128,3972,665
128,4007,669.5
128,4027,673.25
128,4062,677.25
128,4096,681.25
128,4129,685
128,4162,689.25
128,4199,693
128,4230,697
128,4265,700.75
128,4294,704.5
128,4325,708
129,0,0
129,18,4.75
129,31,9.25
129,57,13.75
129,73,18
129,92,22
129,114,26.75
129,127,30.5
129,144,34.75
129,159,38.75
129,176,42.75
129,194,46.5
129,213,50.5
129,228,54.25
129,244,58
129,266,63.75
129,283,69.5
129,314,77
129,336,82.25
129,362,86.75
129,382,91.75
129,406,96.75
129,434,101.25
129,456,105.75
129,478,110.25
129,504,114.75
129,526,119
