Id,H[mm],Kunsat[mm_s]
42,70,0.008888889
42,100,0.005
43,10,0.076388889
43,40,0.009722222
43,70,0.003888889
43,100,0.002222222
44,10,0.013333333
44,40,0.006666667
44,70,0.003611111
44,100,0.001944444
45,10,0.006388889
45,40,0.005277778
45,70,0.003333333
45,100,0.0025
46,10,0.006388889
46,40,0.005277778
46,70,0.003333333
46,100,0.0025
47,10,0.013333333
47,40,0.006666667
47,70,0.003611111
47,100,0.001944444
48,10,0.013333333
48,40,0.006666667
48,70,0.003611111
48,100,0.001944444
49,10,0.006388889
49,40,0.005277778
49,70,0.003333333
49,100,0.0025
50,10,0.042222222
50,40,0.025555556
50,70,0.001388889
50,100,0.006666667
51,10,0.063611111
51,40,0.040833333
51,70,0.025833333
51,100,0.000833333
52,10,0.063611111
52,40,0.040833333
52,70,0.025833333
52,100,0.000833333
53,10,0.042222222
53,40,0.025555556
53,70,0.001388889
53,100,0.006666667
54,10,0.042222222
54,40,0.025555556
54,70,0.001388889
54,100,0.006666667
55,10,0.063611111
55,40,0.040833333
55,70,0.025833333
55,100,0.000833333
56,10,0.201944444
56,40,0.027222222
56,70,0.001388889
56,100,0.006388889
57,10,0.0025
57,40,0.011388889
57,70,0.006388889
57,100,0.003888889
58,10,0.201944444
58,40,0.027222222
58,70,0.001388889
58,100,0.006388889
59,10,0.0025
59,40,0.011388889
59,70,0.006388889
59,100,0.003888889
60,10,0.201944444
60,40,0.027222222
60,70,0.001388889
60,100,0.006388889
61,10,0.0025
61,40,0.011388889
61,70,0.006388889
61,100,0.003888889
62,10,0.201944444
62,40,0.027222222
62,70,0.001388889
62,100,0.006388889
63,10,0.029166667
63,40,0.026111111
63,70,0.018888889
63,100,0.008888889
64,10,0.052222222
64,40,0.020555556
64,70,0.020277778
64,100,0.009166667
65,10,0.052222222
65,40,0.020555556
65,70,0.020277778
65,100,0.009166667
66,10,0.029166667
66,40,0.026111111
66,70,0.018888889
66,100,0.008888889
67,10,0.052222222
67,40,0.020555556
67,70,0.020277778
67,100,0.009166667
69,10,0.029166667
69,40,0.026111111
69,70,0.018888889
69,100,0.008888889
70,10,0.006388889
70,40,0.005277778
70,70,0.003333333
70,100,0.0025
71,10,0.013333333
71,40,0.006666667
71,70,0.003611111
71,100,0.001944444
72,10,0.006388889
72,40,0.005277778
72,70,0.003333333
72,100,0.0025
73,10,0.013333333
73,40,0.006666667
73,70,0.003611111
73,100,0.001944444
74,10,0.013333333
74,40,0.006666667
74,70,0.003611111
74,100,0.001944444
75,10,0.006388889
75,40,0.005277778
75,70,0.003333333
75,100,0.0025
76,10,0.011666667
76,40,0.0225
76,70,0.008888889
76,100,0.005
77,10,0.076388889
77,40,0.009722222
77,70,0.003888889
77,100,0.002222222
78,10,0.011666667
78,40,0.0225
78,70,0.008888889
78,100,0.005
79,10,0.076388889
79,40,0.009722222
79,70,0.003888889
79,100,0.002222222
80,10,0.076388889
80,40,0.009722222
80,70,0.003888889
80,100,0.002222222
81,10,0.011666667
81,40,0.0225
81,70,0.008888889
81,100,0.005
82,10,0.028611111
82,40,0.012222222
82,70,0.0075
82,100,0.003333333
83,10,0.052222222
83,40,0.008888889
83,70,0.005
83,100,0.003055556
84,10,0.028611111
84,40,0.012222222
84,70,0.0075
84,100,0.003333333
85,10,0.052222222
85,40,0.008888889
85,70,0.005
85,100,0.003055556
86,10,0.052222222
86,40,0.008888889
86,70,0.005
86,100,0.003055556
87,10,0.028611111
87,40,0.012222222
87,70,0.0075
87,100,0.003333333
88,10,0.006388889
88,40,0.005277778
88,70,0.003333333
88,100,0.0025
89,10,0.013333333
89,40,0.006666667
89,70,0.003611111
89,100,0.001944444
90,10,0.013333333
90,40,0.006666667
90,70,0.003611111
90,100,0.001944444
91,10,0.006388889
91,40,0.005277778
91,70,0.003333333
91,100,0.0025
92,10,0.013333333
92,40,0.006666667
92,70,0.003611111
92,100,0.001944444
93,10,0.006388889
93,40,0.005277778
93,70,0.003333333
93,100,0.0025
94,10,0.011666667
94,40,0.0225
94,70,0.008888889
94,100,0.005
95,10,0.076388889
95,40,0.009722222
95,70,0.003888889
95,100,0.002222222
96,10,0.076388889
96,40,0.009722222
96,70,0.003888889
96,100,0.002222222
97,10,0.011666667
97,40,0.0225
97,70,0.008888889
97,100,0.005
98,10,0.011666667
98,40,0.0225
98,70,0.008888889
98,100,0.005
99,10,0.076388889
99,40,0.009722222
99,70,0.003888889
99,100,0.002222222
100,10,0.076388889
100,40,0.009722222
100,70,0.003888889
100,100,0.002222222
101,10,0.011666667
101,40,0.0225
101,70,0.008888889
101,100,0.005
102,10,0.028611111
102,40,0.012222222
102,70,0.0075
102,100,0.003333333
103,10,0.052222222
103,40,0.008888889
103,70,0.005
103,100,0.003055556
104,10,0.052222222
104,40,0.008888889
104,70,0.005
104,100,0.003055556
105,10,0.028611111
105,40,0.012222222
105,70,0.0075
105,100,0.003333333
106,10,0.028611111
106,40,0.012222222
106,70,0.0075
106,100,0.003333333
107,10,0.052222222
107,40,0.008888889
107,70,0.005
107,100,0.003055556
108,10,0.063611111
108,40,0.040833333
108,70,0.025833333
108,100,0.000833333
109,10,0.063611111
109,40,0.040833333
109,70,0.025833333
109,100,0.000833333
110,10,0.042222222
110,40,0.025555556
110,70,0.001388889
110,100,0.006666667
111,10,0.042222222
111,40,0.025555556
111,70,0.001388889
111,100,0.006666667
112,10,0.042222222
112,40,0.025555556
112,70,0.001388889
112,100,0.006666667
113,10,0.063611111
113,40,0.040833333
113,70,0.025833333
113,100,0.000833333
114,10,0.063611111
114,40,0.040833333
114,70,0.025833333
114,100,0.000833333
115,10,0.0025
115,40,0.011388889
115,70,0.006388889
115,100,0.003888889
116,10,0.201944444
116,40,0.027222222
116,70,0.001388889
116,100,0.006388889
117,10,0.201944444
117,40,0.027222222
117,70,0.001388889
117,100,0.006388889
118,10,0.201944444
118,40,0.027222222
118,70,0.001388889
118,100,0.006388889
119,10,0.0025
119,40,0.011388889
119,70,0.006388889
119,100,0.003888889
120,10,0.0025
120,40,0.011388889
120,70,0.006388889
120,100,0.003888889
121,10,0.052222222
121,40,0.020555556
121,70,0.020277778
121,100,0.009166667
122,10,0.052222222
122,40,0.020555556
122,70,0.020277778
122,100,0.009166667
123,10,0.029166667
123,40,0.026111111
123,70,0.018888889
123,100,0.008888889
124,10,0.029166667
124,40,0.026111111
124,70,0.018888889
124,100,0.008888889
125,10,0.052222222
125,40,0.020555556
125,70,0.020277778
125,100,0.009166667
126,10,0.029166667
126,40,0.026111111
126,70,0.018888889
126,100,0.008888889
127,10,0.006388889
127,40,0.005277778
127,70,0.003333333
127,100,0.0025
128,10,0.013333333
128,40,0.006666667
128,70,0.003611111
128,100,0.001944444
129,10,0.006388889
129,40,0.005277778
129,70,0.003333333
129,100,0.0025
130,0,-999
130,10,-999
130,40,-999
130,70,-999
130,100,-999
131,10,0.013333333
131,40,0.006666667
131,70,0.003611111
131,100,0.001944444
132,10,0.006388889
132,40,0.005277778
132,70,0.003333333
132,100,0.0025
133,10,0.011666667
133,40,0.0225
133,70,0.008888889
133,100,0.005
134,10,0.076388889
134,40,0.009722222
134,70,0.003888889
134,100,0.002222222
135,10,0.076388889
135,40,0.009722222
135,70,0.003888889
135,100,0.002222222
136,10,0.011666667
136,40,0.0225
136,70,0.008888889
136,100,0.005
137,10,0.076388889
137,40,0.009722222
137,70,0.003888889
137,100,0.002222222
138,10,0.011666667
138,40,0.0225
138,70,0.008888889
138,100,0.005
139,10,0.028611111
139,40,0.012222222
139,70,0.0075
139,100,0.003333333
140,10,0.052222222
140,40,0.008888889
140,70,0.005
140,100,0.003055556
141,10,0.028611111
141,40,0.012222222
141,70,0.0075
141,100,0.003333333
142,10,0.052222222
142,40,0.008888889
142,70,0.005
142,100,0.003055556
143,10,0.028611111
143,40,0.012222222
143,70,0.0075
143,100,0.003333333
144,10,0.052222222
144,40,0.008888889
144,70,0.005
144,100,0.003055556
145,10,0.029166667
145,40,0.026111111
145,70,0.018888889
145,100,0.008888889
146,10,0.052222222
146,40,0.020555556
146,70,0.020277778
146,100,0.009166667
147,10,0.0025
147,40,0.011388889
147,70,0.006388889
147,100,0.003888889
148,10,0.201944444
148,40,0.027222222
148,70,0.001388889
148,100,0.006388889
149,10,0.042222222
149,40,0.025555556
149,70,0.001388889
149,100,0.006666667
150,10,0.063611111
150,40,0.040833333
150,70,0.025833333
150,100,0.000833333
151,10,0.042222222
151,40,0.025555556
151,70,0.001388889
151,100,0.006666667
152,10,0.063611111
152,40,0.040833333
152,70,0.025833333
152,100,0.000833333
153,10,0.029166667
153,40,0.026111111
153,70,0.018888889
153,100,0.008888889
154,10,0.052222222
154,40,0.020555556
154,70,0.020277778
154,100,0.009166667
155,10,0.029166667
155,40,0.026111111
155,70,0.018888889
155,100,0.008888889
156,10,0.052222222
156,40,0.020555556
156,70,0.020277778
156,100,0.009166667
157,10,0.201944444
157,40,0.027222222
157,70,0.001388889
157,100,0.006388889
158,10,0.0025
158,40,0.011388889
158,70,0.006388889
158,100,0.003888889
159,10,0.0025
159,40,0.011388889
159,70,0.006388889
159,100,0.003888889
160,10,0.201944444
160,40,0.027222222
160,70,0.001388889
160,100,0.006388889
161,10,0.042222222
161,40,0.025555556
161,70,0.001388889
161,100,0.006666667
162,10,0.063611111
162,40,0.040833333
162,70,0.025833333
162,100,0.000833333
163,10,0.042222222
163,40,0.025555556
163,70,0.001388889
163,100,0.006666667
164,10,0.011666667
164,40,0.0225
164,70,0.008888889
164,100,0.005
