Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.0036586010821014815,0.014081908045119886,489.0,0.6755700680828909,0.10447816597455838,2035.0,232.17906156019956,390.84710446176587,308.53578282524694,10.0,2504.103
2.0,0.002645096139207078,0.011519186083888468,471.0,0.5184662592952805,0.08018095172321654,2266.0,262.579336508098,346.74069155260713,320.9231730185016,4.0,6958.636
3.0,0.002645096139207078,0.011519186083888468,471.0,0.5184662592952805,0.08018095172321654,2266.0,262.579336508098,346.74069155260713,320.9231730185016,4.0,10327.9
4.0,0.00256284237682855,0.011639957589979,436.0,0.38687263685096696,0.059831774236136996,2445.0,264.88846761534353,339.4173449455792,329.8372761792838,17.0,13310.403
5.0,0.00256284237682855,0.011639957589979,436.0,0.38687263685096696,0.059831774236136996,2445.0,264.88846761534353,339.4173449455792,329.8372761792838,17.0,17059.515
6.0,0.0022425007708404944,0.011256629069815846,466.0,0.3671846482221781,0.05678518035113497,2355.0,263.25365668693365,340.77273375803196,331.8617640020472,57.0,20229.467
7.0,0.0016093087770750227,0.010066730425109843,438.0,0.36131994139026347,0.05588170220411755,2353.0,254.90300580942346,347.5321060321356,330.68426699038247,14.0,23277.709
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
