Horizon,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,0.5654175161582733,0.45775491005517477,0.45608915822582646,0.4543525460820303,0.45254005965725846,0.450700962599843,0.44886135282838824,0.4470354553386106,0.445231287744528,0.4434533998837134,0.4417043012174705,0.4258415908217557,0.4124912005408835,0.40099818783784424,0.39090927037018613,0.3819190694224157,0.3738136741485175,0.3664373473169742,0.35967296340812677,0.35343004514094056,0.3088500771373895,0.2812539081291442,0.2617488723228444,0.24695227115452748,0.23521189548114996,0.22559962727312072,0.21754424471988695,0.2106705914353148,0.2047199546783693,0.18373583257909393,0.1708310096265065,0.1555332618866425,0.12800201438877204
2.0,0.5546480331477925,0.49279735103121336,0.48753136513503964,0.48257779721405686,0.4779301716849825,0.473568230629067,0.469462073270819,0.4655830884094447,0.4619062521444938,0.4584101901143446,0.4550767148202111,0.42810800582352965,0.40829998616362684,0.39259699683615595,0.3795949445027249,0.3685174462902093,0.35888538564868044,0.3503805253616097,0.3427799645729491,0.33592116240467546,0.2905616549138009,0.26506843275997377,0.24802798194239425,0.23558904400773986,0.2260008156927274,0.2183284958820504,0.21201871998870514,0.20671926735522905,0.20219348471861356,0.18668535405548212,0.17749345092911037,0.16693854568590893,0.1489129672845474
3.0,0.5571707759725868,0.4210823366207049,0.41999943092152214,0.41911657716416395,0.41827618220083723,0.4174717334097887,0.4166997097225154,0.41595694905562314,0.4152406628379711,0.41454843395243346,0.41387817536690563,0.40807776557790004,0.40336651547928687,0.3993381467229959,0.39579121749231955,0.39260747301245813,0.38971018237790267,0.3870461108095476,0.3845765008394782,0.3822720862136826,0.3649120043352426,0.3531082685347102,0.34410291511288876,0.3368155400575039,0.3306989372440843,0.3254344625378766,0.320819165965036,0.3167153756245036,0.3130252106510891,0.29876393268204254,0.2887214822628662,0.27492781343617845,0.23898588635721424
4.0,0.5452302555853504,0.4998041589025329,0.4983899252931796,0.4967080000652956,0.49485657332698013,0.49290972273382094,0.49091010444976874,0.4888838686970771,0.4868478533815759,0.4848132743776375,0.4827877740513687,0.4636685871223972,0.44692104739389943,0.4322201822437767,0.4191697277576788,0.4074591148206178,0.39685363052575917,0.3871741818704486,0.37828166470235947,0.37006605511415536,0.31148375167470843,0.27562140355736153,0.2506207415494419,0.23190869083196983,0.2172484413202078,0.20538678642125507,0.19555578457405715,0.18725368365875056,0.18013638327067127,0.1556356540521714,0.1411227942554194,0.12462660270356535,0.09791891963487562
5.0,0.5452302555853504,0.4998041589025329,0.4983899252931796,0.4967080000652956,0.49485657332698013,0.49290972273382094,0.49091010444976874,0.4888838686970771,0.4868478533815759,0.4848132743776375,0.4827877740513687,0.4636685871223972,0.44692104739389943,0.4322201822437767,0.4191697277576788,0.4074591148206178,0.39685363052575917,0.3871741818704486,0.37828166470235947,0.37006605511415536,0.31148375167470843,0.27562140355736153,0.2506207415494419,0.23190869083196983,0.2172484413202078,0.20538678642125507,0.19555578457405715,0.18725368365875056,0.18013638327067127,0.1556356540521714,0.1411227942554194,0.12462660270356535,0.09791891963487562
