Id,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11133025000031011,0.498,0.40843248481503563,0.3955825139451104,0.37771995006889064,0.36147287197087735,0.35449473676777454,0.3162535329433466,0.18751878175672027
11133025000031012,0.451,0.396279552790192,0.3864557284535604,0.3726940610442773,0.35995515948820456,0.35440211166735147,0.32291269153211327,0.19625288706873276
11133025000031013,0.39808,0.38054894086171803,0.3735948630398197,0.3630380248752674,0.3526273837003849,0.3479299856323628,0.3198024833804383,0.1893030844871243
11133025000031014,0.23904999999999998,0.19799024390757772,0.1909029987526369,0.18131102200417523,0.17291858793294085,0.16941816003941387,0.151386031274715,0.10559999704714416
11133025000041011,0.498,0.40843405162171037,0.39558345566673264,0.37772007414643094,0.3614723323026053,0.35449393922906475,0.316251650946441,0.1875186623148291
11133025000041012,0.451,0.39628043067812013,0.3864563549086256,0.3726943382412916,0.3599551305994607,0.3544019564273336,0.32291191871121266,0.1962518755991936
11133025000041013,0.416875,0.4046548125662799,0.39884322323765475,0.38934199895753296,0.3794417681314901,0.3748451109802695,0.34612111343174184,0.2009055530830291
11183128190051011,0.569,0.46354458944477483,0.45498030170281745,0.4430144471607658,0.4318700266602835,0.42697770924069817,0.3987028941777737,0.2708339008596513
11183128190051012,0.547,0.4394417010624901,0.43046718980699594,0.41789982115038865,0.4062863248695929,0.4012318483832245,0.37267991307643766,0.26027800991013716
11183128190051013,0.447,0.3329932082274321,0.2915538956212547,0.2417301461003697,0.20393145480042274,0.1896801242879925,0.12919032723943116,0.05547108041665259
