Id,100mm,250000mm
11133025000031011,0.42384646354937827,0.16752691630582756
11133025000031012,0.4082526769270242,0.1716883217102293
11133025000031013,0.38795288895375996,0.1616340762589517
11133025000031014,0.20646205139699234,0.10072045260242615
11133025000041011,0.42384873787181043,0.16752814215012599
11133025000041012,0.40825382504201263,0.17168779928045064
11133025000041013,0.4101028441355755,0.16933761076381548
11183128190051011,0.4743360318107831,0.24218575408170673
11183128190051012,0.4504227475714515,0.23904778580570551
11183128190051013,0.3858871184077897,0.053107903809989185
