Id,SoilName,Depth,θs,θr,λbc,Ψbc,Ks,Φ,Ψga,θs_Min,θr_Min,λbc_Min,Ψbc_Min,Ks_Min,Φ_Min,θs_Max,θr_Max,λbc_Max,Ψbc_Max,Ks_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11133025000031011,Acto_3a.1,250.0,0.4864382478786081,1.875070048983071e-11,0.1078191575936854,90.00000002643152,0.10915406200448224,0.5242105263157895,158.0036963124251,0.3735,0.0,0.087719298,90.0,1.0e-8,0.0,0.498,0.16252722983079357,0.709219858,856.0,0.21516663154755675,0.0,0.7368407359862666,0.9094431710603784,0.5642383009121549,0.03657358383862939,0.030845964649049987,0.04230120302820879,0.0
11133025000031012,Acto_3a.1,375.0,0.44334236074479555,5.906074931695536e-11,0.1129036061994462,253.64016781166086,0.004983912286490078,0.4747368421052632,443.1061557516313,0.33825,0.0,0.087719298,90.0,1.0e-8,0.0,0.451,0.1666902190453241,0.709219858,856.0,0.012050733537586438,0.0,0.6556138916851113,0.9319878890589717,0.37923989431125094,0.013275988807693226,0.02348003968812396,0.003071937927262492,0.0
11133025000031013,Acto_3a.1,675.0,0.398079999999975,1.3908294383818683e-13,0.09726389612109917,286.8847551523691,0.006525578589495268,0.4190315789473684,508.96758610466657,0.29856,0.0,0.087719298,90.0,9.200000000000001e-9,0.0,0.39808,0.15663452231065916,0.709219858,856.0,0.012497302109361523,0.0,0.7204580610632344,0.8808139227390097,0.5601021993874591,0.015698799303897063,0.028648430820264147,0.0027491677875299816,0.0
11133025000031014,Acto_3a.1,1000.0,0.23109276785626737,1.1388496803211797e-11,0.09442134313453711,90.00000000198494,0.0006767952417526614,0.25163157894736843,160.133657565668,0.1792875,0.0,0.087719298,90.0,4.5e-9,0.0,0.23904999999999998,0.09,0.709219858,856.0,0.0011733563886492868,0.0,0.788878750207411,0.9417915280492819,0.63596597236554,0.005304031367752427,0.010371495198740227,0.00023656753676462767,0.0
11133025000041011,Acto_4a.1,250.0,0.48643723966104246,2.059156171640291e-11,0.10781812163351527,90.00000000006844,0.10915483356175798,0.5242105263157895,158.00385595987083,0.3735,0.0,0.087719298,90.0,1.0e-8,0.0,0.498,0.16252831574525795,0.709219858,856.0,0.2151683813257253,0.0,0.7368409672074061,0.9094430291198379,0.5642389052949746,0.03657370129792431,0.030845910733592476,0.04230149186225615,0.0
11133025000041012,Acto_4a.1,375.0,0.4509999999863729,2.1912821366781614e-10,0.09104580447234834,90.00000002717874,0.005743750099057967,0.4747368421052632,160.6915051849941,0.33825,0.0,0.087719298,90.0,1.0e-8,0.0,0.451,0.1666888416030161,0.709219858,856.0,0.01205141761334134,0.0,0.6752613672684631,0.8829861807216199,0.4675365538153061,0.016821725980196104,0.030798206261351158,0.0028452456990410513,0.0
11133025000041013,Acto_4a.1,1000.0,0.4168749999999406,2.0213422778538733e-11,0.09352957034288832,299.22963484236726,0.00907022007553273,0.4388157894736842,532.8953170909665,0.31265624999999997,0.0,0.087719298,90.0,9.75e-9,0.0,0.416875,0.16433777445125058,0.709219858,856.0,0.013920621585972553,0.0,0.7934057297770477,0.8500359427865773,0.7367755167675182,0.018385307574505443,0.03426851813343572,0.00250209701557517,0.0
11183128190051011,Ahuri_5a.1,200.0,0.5447406976758676,0.012675991891738838,0.08771929803241799,90.00000000549942,0.11879741386331763,0.5989473684210526,161.25000004592988,0.42674999999999996,0.0,0.087719298,90.0,1.0e-8,0.0,0.569,0.2,0.709219858,856.0,0.29943129927579265,0.0,0.6326541503809968,0.8850768771243444,0.3802314236376493,0.04992765089900866,0.032584032989967995,0.06727126880804933,0.0
11183128190051012,Ahuri_5a.1,325.0,0.5169718493214163,0.014680826662677046,0.08771929815535165,90.00000000446866,0.12898247804025764,0.5757894736842106,161.25000002328042,0.41025,0.0,0.087719298,90.0,1.0e-8,0.0,0.547,0.2,0.709219858,856.0,0.2904355854171193,0.0,0.6822898144852843,0.8979598539039831,0.46661977506658525,0.04470767081088771,0.02877688028493964,0.060638461336835786,0.0
11183128190051013,Ahuri_5a.1,1000.0,0.42224445787677023,9.502533291819828e-12,0.28703609862467017,231.4901563535699,0.007742619324000487,0.47052631578947374,355.8731150813197,0.33525,0.0,0.087719298,90.0,1.0e-8,0.0,0.447,0.04810790481816585,0.709219858,856.0,0.012694001967223086,0.0,0.8225568411678348,0.9791291287810234,0.6659845535546463,0.01089982758092923,0.01917527473947277,0.0026243804223856884,0.0
