Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,Nse,Nse_θΨ,Nse_KΨ
1.0,0.5770723032498408,0.1967960160776163,0.009909148982911394,121782.20055734154,2.864980601620972,0.8218594155939887,0.7675,10.0,0.0,0.4742723059043912,0.0,0.0,0.0,0.0
2.0,0.5291107690066337,0.18243025343166974,0.01794219884796991,144973.18981331456,2.5222114693267406,0.8276517056861008,0.7675,10.0,0.0,0.43791943046522486,0.0,0.0,0.0,0.0
3.0,0.5291107690066337,0.18243025343166974,0.01794219884796991,144973.18981331456,2.5222114693267406,0.8276517056861008,0.7675,10.0,0.0,0.43791943046522486,0.0,0.0,0.0,0.0
4.0,0.5557205494385224,0.19849187561518164,0.010641017737946127,370527.68937077024,2.986381423926242,0.7637467212378767,0.7675,10.0,0.0,0.42442974755818286,0.0,0.0,0.0,0.0
5.0,0.5557205494385224,0.19849187561518164,0.010641017737946127,370527.68937077024,2.986381423926242,0.7637467212378767,0.7675,10.0,0.0,0.42442974755818286,0.0,0.0,0.0,0.0
