Year,Month,Day,Hour,Minute,Second,PET(mm),Rain(mm)
1972,1,1,9,0,0,5.86213302612,0.0
1972,1,2,9,0,0,4.39860677719,0.0
1972,1,3,9,0,0,4.44954824448,0.0
1972,1,4,9,0,0,4.98306131363,2.40000009537
1972,1,5,9,0,0,4.73954629898,3.79999995232
1972,1,6,9,0,0,3.93832755089,2.0
1972,1,7,9,0,0,4.19473266602,0.0
1972,1,8,9,0,0,5.4986114502,0.0
1972,1,9,9,0,0,5.25054740906,0.0
1972,1,10,9,0,0,4.20571088791,0.0
1972,1,11,9,0,0,6.35442256927,0.0
1972,1,12,9,0,0,6.15001726151,0.0
1972,1,13,9,0,0,2.94447255135,24.7000007629
1972,1,14,9,0,0,6.28794956207,0.0
1972,1,15,9,0,0,5.05526781082,0.0
1972,1,16,9,0,0,5.85346221924,0.0
1972,1,17,9,0,0,3.73131227493,0.0
1972,1,18,9,0,0,5.83778619766,0.0
1972,1,19,9,0,0,2.97275567055,7.30000019073
1972,1,20,9,0,0,4.31071043015,0.0
1972,1,21,9,0,0,5.03846120834,0.0
1972,1,22,9,0,0,5.53696966171,0.0
1972,1,23,9,0,0,5.7876996994,0.0
1972,1,24,9,0,0,5.85141086578,0.0
1972,1,25,9,0,0,5.30672693253,0.0
1972,1,26,9,0,0,6.58007526398,0.0
1972,1,27,9,0,0,5.82540369034,0.0
1972,1,28,9,0,0,3.14825153351,2.0
1972,1,29,9,0,0,4.62285614014,0.0
1972,1,30,9,0,0,4.45621538162,3.40000009537
1972,1,31,9,0,0,3.77050375938,0.0
1972,2,1,9,0,0,4.54105091095,0.0
1972,2,2,9,0,0,6.15426063538,0.0
1972,2,3,9,0,0,6.28211784363,0.0
1972,2,4,9,0,0,4.74970340729,0.0
1972,2,5,9,0,0,5.80108690262,0.0
1972,2,6,9,0,0,5.502825737,0.0
1972,2,7,9,0,0,5.39613771439,0.0
1972,2,8,9,0,0,2.63413619995,4.30000019073
1972,2,9,9,0,0,4.67244720459,0.0
1972,2,10,9,0,0,5.47768592834,0.0
1972,2,11,9,0,0,4.49554157257,0.0
1972,2,12,9,0,0,4.79485464096,0.0
1972,2,13,9,0,0,5.68985128403,0.0
1972,2,14,9,0,0,5.02588176727,0.0
1972,2,15,9,0,0,5.76901006699,0.0
1972,2,16,9,0,0,4.5449461937,0.0
1972,2,17,9,0,0,4.4719119072,0.0
1972,2,18,9,0,0,4.99691915512,0.0
1972,2,19,9,0,0,3.19383382797,0.0
1972,2,20,9,0,0,2.64967036247,0.0
1972,2,21,9,0,0,4.9442191124,0.0
1972,2,22,9,0,0,3.69054627419,0.0
1972,2,23,9,0,0,2.74864602089,0.0
1972,2,24,9,0,0,3.28849458694,0.0
1972,2,25,9,0,0,5.68872261047,0.0
1972,2,26,9,0,0,4.25621557236,0.0
1972,2,27,9,0,0,5.23425579071,0.0
1972,2,28,9,0,0,5.1582274437,0.0
1972,2,29,9,0,0,4.12005996704,0.0
1972,3,1,9,0,0,3.50737905502,0.0
1972,3,2,9,0,0,3.68387198448,0.0
1972,3,3,9,0,0,1.75222170353,2.0
1972,3,4,9,0,0,1.99874985218,12.1999998093
1972,3,5,9,0,0,1.94008421898,0.0
1972,3,6,9,0,0,3.37762665749,0.0
1972,3,7,9,0,0,3.16277098656,0.0
1972,3,8,9,0,0,2.9826233387,0.0
1972,3,9,9,0,0,3.02186489105,0.0
1972,3,10,9,0,0,1.59990656376,2.09999990463
1972,3,11,9,0,0,2.19622921944,0.0
1972,3,12,9,0,0,3.04903626442,8.30000019073
1972,3,13,9,0,0,2.05020332336,0.0
1972,3,14,9,0,0,3.5719640255,5.59999990463
1972,3,15,9,0,0,2.71974444389,0.0
1972,3,16,9,0,0,3.41821217537,7.5
1972,3,17,9,0,0,2.01795005798,1.60000002384
1972,3,18,9,0,0,3.3316783905,0.0
1972,3,19,9,0,0,2.80804848671,0.0
1972,3,20,9,0,0,2.845672369,0.0
1972,3,21,9,0,0,3.3482427597,0.0
1972,3,22,9,0,0,2.55993366241,0.0
1972,3,23,9,0,0,2.83847212791,9.39999961853
1972,3,24,9,0,0,0.955169558525,3.20000004768
1972,3,25,9,0,0,2.11127281189,0.0
1972,3,26,9,0,0,2.25293016434,0.0
1972,3,27,9,0,0,2.44097590446,0.0
1972,3,28,9,0,0,2.05366897583,3.5
1972,3,29,9,0,0,1.13253974915,4.30000019073
1972,3,30,9,0,0,2.23061656952,0.0
1972,3,31,9,0,0,2.51776576042,0.0
1972,4,1,9,0,0,2.81350803375,0.0
1972,4,2,9,0,0,3.65382432938,0.0
1972,4,3,9,0,0,2.49823975563,0.0
1972,4,4,9,0,0,2.51249885559,0.0
1972,4,5,9,0,0,1.69781017303,0.0
1972,4,6,9,0,0,1.17064785957,0.0
1972,4,7,9,0,0,1.36461484432,0.0
1972,4,8,9,0,0,1.35884380341,0.0
