id,Year,Month,Day,Hour,Minute,Second,Z=100,Z=300,Z=500,Z=670,Z=1000
13690,2017,6,1,14,15,0,0.439,0.3888,0.481,0.531,0.813
13691,2017,6,1,14,30,0,0.439,0.3889,0.481,0.531,0.813
13692,2017,6,1,14,45,0,0.439,0.3888,0.481,0.531,0.813
13693,2017,6,1,15,0,0,0.439,0.3888,0.481,0.531,0.813
13694,2017,6,1,15,15,0,0.44,0.3889,0.481,0.531,0.813
13695,2017,6,1,15,30,0,0.439,0.3888,0.481,0.531,0.813
13696,2017,6,1,15,45,0,0.439,0.3891,0.481,0.531,0.813
13697,2017,6,1,16,0,0,0.439,0.3889,0.481,0.531,0.814
13698,2017,6,1,16,15,0,0.439,0.3889,0.481,0.53,0.813
13699,2017,6,1,16,30,0,0.439,0.3889,0.481,0.531,0.812
13700,2017,6,1,16,45,0,0.439,0.3889,0.481,0.53,0.813
13701,2017,6,1,17,0,0,0.439,0.3891,0.481,0.53,0.813
13702,2017,6,1,17,15,0,0.439,0.3891,0.481,0.53,0.813
13703,2017,6,1,17,30,0,0.439,0.3889,0.481,0.53,0.813
13704,2017,6,1,17,45,0,0.439,0.3891,0.481,0.53,0.813
13705,2017,6,1,18,0,0,0.439,0.3892,0.481,0.53,0.812
13706,2017,6,1,18,15,0,0.439,0.3891,0.481,0.53,0.814
13707,2017,6,1,18,30,0,0.44,0.3889,0.481,0.53,0.813
13708,2017,6,1,18,45,0,0.439,0.3891,0.481,0.53,0.812
13709,2017,6,1,19,0,0,0.439,0.3889,0.481,0.53,0.812
13710,2017,6,1,19,15,0,0.439,0.3891,0.481,0.53,0.813
13711,2017,6,1,19,30,0,0.439,0.3891,0.481,0.53,0.813
13712,2017,6,1,19,45,0,0.439,0.3891,0.481,0.53,0.813
13713,2017,6,1,20,0,0,0.439,0.3892,0.481,0.53,0.813
13714,2017,6,1,20,15,0,0.439,0.3891,0.481,0.53,0.813
13715,2017,6,1,20,30,0,0.439,0.3891,0.481,0.53,0.813
13716,2017,6,1,20,45,0,0.44,0.3891,0.481,0.53,0.813
13717,2017,6,1,21,0,0,0.439,0.3891,0.481,0.53,0.813
13718,2017,6,1,21,15,0,0.439,0.3892,0.481,0.53,0.813
13719,2017,6,1,21,30,0,0.44,0.3891,0.481,0.53,0.813
13720,2017,6,1,21,45,0,0.44,0.3892,0.481,0.53,0.813
13721,2017,6,1,22,0,0,0.44,0.3892,0.481,0.53,0.812
13722,2017,6,1,22,15,0,0.439,0.3891,0.481,0.53,0.813
13723,2017,6,1,22,30,0,0.44,0.3892,0.481,0.53,0.812
13724,2017,6,1,22,45,0,0.44,0.3892,0.481,0.53,0.812
13725,2017,6,1,23,0,0,0.44,0.3892,0.481,0.53,0.813
13726,2017,6,1,23,15,0,0.44,0.3894,0.481,0.53,0.813
13727,2017,6,1,23,30,0,0.44,0.3892,0.481,0.53,0.811
13728,2017,6,1,23,45,0,0.44,0.3894,0.481,0.53,0.812
13729,2017,6,2,0,0,0,0.44,0.3892,0.481,0.53,0.813
13730,2017,6,2,0,15,0,0.44,0.3894,0.481,0.53,0.812
13731,2017,6,2,0,30,0,0.44,0.3892,0.481,0.53,0.812
13732,2017,6,2,0,45,0,0.44,0.3892,0.481,0.53,0.811
13733,2017,6,2,1,0,0,0.44,0.3892,0.481,0.53,0.812
13734,2017,6,2,1,15,0,0.44,0.3894,0.481,0.53,0.811
13735,2017,6,2,1,30,0,0.44,0.3894,0.481,0.53,0.811
13736,2017,6,2,1,45,0,0.44,0.3892,0.481,0.53,0.812
13737,2017,6,2,2,0,0,0.44,0.3891,0.481,0.53,0.812
13738,2017,6,2,2,15,0,0.44,0.3891,0.481,0.529,0.811
13739,2017,6,2,2,30,0,0.44,0.3891,0.481,0.529,0.811
13740,2017,6,2,2,45,0,0.44,0.3891,0.481,0.529,0.811
13741,2017,6,2,3,0,0,0.44,0.3894,0.481,0.529,0.811
13742,2017,6,2,3,15,0,0.44,0.3892,0.481,0.529,0.811
13743,2017,6,2,3,30,0,0.44,0.3894,0.481,0.529,0.81
13744,2017,6,2,3,45,0,0.44,0.3894,0.481,0.529,0.81
13745,2017,6,2,4,0,0,0.44,0.3894,0.481,0.529,0.81
13746,2017,6,2,4,15,0,0.44,0.3894,0.481,0.529,0.81
13747,2017,6,2,4,30,0,0.44,0.3894,0.481,0.529,0.81
13748,2017,6,2,4,45,0,0.44,0.3894,0.481,0.529,0.809
13749,2017,6,2,5,0,0,0.444,0.3894,0.481,0.529,0.81
13750,2017,6,2,5,15,0,0.452,0.3894,0.481,0.529,0.809
13751,2017,6,2,5,30,0,0.452,0.3894,0.481,0.529,0.809
13752,2017,6,2,5,45,0,0.452,0.3892,0.481,0.529,0.81
13753,2017,6,2,6,0,0,0.452,0.3892,0.481,0.529,0.809
13754,2017,6,2,6,15,0,0.452,0.3892,0.481,0.529,0.809
13755,2017,6,2,6,30,0,0.453,0.3892,0.481,0.529,0.809
13756,2017,6,2,6,45,0,0.453,0.3897,0.481,0.529,0.81
13757,2017,6,2,7,0,0,0.453,0.3903,0.499,0.532,0.809
13758,2017,6,2,7,15,0,0.453,0.3915,0.5,0.536,0.811
13759,2017,6,2,7,30,0,0.453,0.3971,0.507,0.556,0.812
13760,2017,6,2,7,45,0,0.453,0.4002,0.507,0.556,0.813
13761,2017,6,2,8,0,0,0.453,0.4012,0.507,0.556,0.812
13762,2017,6,2,8,15,0,0.453,0.4012,0.506,0.556,0.812
13763,2017,6,2,8,30,0,0.453,0.4006,0.505,0.557,0.813
13764,2017,6,2,8,45,0,0.453,0.4006,0.505,0.557,0.813
13765,2017,6,2,9,0,0,0.454,0.3991,0.502,0.546,0.813
13766,2017,6,2,9,15,0,0.454,0.3988,0.502,0.544,0.814
13767,2017,6,2,9,30,0,0.453,0.3985,0.5,0.543,0.814
13768,2017,6,2,9,45,0,0.453,0.3979,0.498,0.542,0.814
13769,2017,6,2,10,0,0,0.453,0.3975,0.498,0.541,0.814
13770,2017,6,2,10,15,0,0.453,0.3969,0.497,0.541,0.814
13771,2017,6,2,10,30,0,0.453,0.3973,0.497,0.541,0.814
13772,2017,6,2,10,45,0,0.453,0.3969,0.497,0.541,0.814
13773,2017,6,2,11,0,0,0.453,0.3968,0.496,0.541,0.814
13774,2017,6,2,11,15,0,0.453,0.3969,0.496,0.541,0.814
13775,2017,6,2,11,30,0,0.453,0.3968,0.496,0.542,0.814
13776,2017,6,2,11,45,0,0.453,0.3966,0.495,0.542,0.815
13777,2017,6,2,12,0,0,0.454,0.3965,0.495,0.542,0.814
13778,2017,6,2,12,15,0,0.453,0.3962,0.494,0.542,0.815
13779,2017,6,2,12,30,0,0.453,0.3962,0.494,0.541,0.814
13780,2017,6,2,12,45,0,0.453,0.3959,0.493,0.541,0.815
13781,2017,6,2,13,0,0,0.453,0.3957,0.493,0.541,0.815
13782,2017,6,2,13,15,0,0.453,0.3957,0.492,0.541,0.814
13783,2017,6,2,13,30,0,0.453,0.3956,0.491,0.541,0.816
13784,2017,6,2,13,45,0,0.453,0.3951,0.491,0.542,0.814
13785,2017,6,2,14,0,0,0.453,0.3953,0.491,0.542,0.814
13786,2017,6,2,14,15,0,0.453,0.3951,0.491,0.541,0.815
13787,2017,6,2,14,30,0,0.454,0.3948,0.49,0.541,0.814
13788,2017,6,2,14,45,0,0.452,0.3948,0.49,0.542,0.814
13789,2017,6,2,15,0,0,0.453,0.3948,0.49,0.542,0.814
13790,2017,6,2,15,15,0,0.453,0.3947,0.49,0.542,0.814
13791,2017,6,2,15,30,0,0.453,0.3944,0.49,0.542,0.814
13792,2017,6,2,15,45,0,0.453,0.3945,0.49,0.542,0.814
13793,2017,6,2,16,0,0,0.452,0.3944,0.49,0.542,0.816
13794,2017,6,2,16,15,0,0.452,0.3942,0.489,0.542,0.816
13795,2017,6,2,16,30,0,0.452,0.3942,0.489,0.542,0.814
13796,2017,6,2,16,45,0,0.452,0.3941,0.489,0.542,0.814
13797,2017,6,2,17,0,0,0.452,0.3941,0.489,0.542,0.815
13798,2017,6,2,17,15,0,0.452,0.3938,0.489,0.542,0.814
13799,2017,6,2,17,30,0,0.452,0.3938,0.489,0.542,0.815
13800,2017,6,2,17,45,0,0.452,0.3938,0.489,0.542,0.815
13801,2017,6,2,18,0,0,0.452,0.3936,0.489,0.542,0.814
13802,2017,6,2,18,15,0,0.452,0.3936,0.488,0.543,0.814
13803,2017,6,2,18,30,0,0.452,0.3936,0.488,0.542,0.815
13804,2017,6,2,18,45,0,0.453,0.3933,0.488,0.543,0.814
13805,2017,6,2,19,0,0,0.453,0.3933,0.488,0.543,0.815
13806,2017,6,2,19,15,0,0.452,0.3935,0.488,0.543,0.815
13807,2017,6,2,19,30,0,0.452,0.3932,0.488,0.543,0.815
13808,2017,6,2,19,45,0,0.452,0.3932,0.488,0.543,0.815
13809,2017,6,2,20,0,0,0.453,0.3929,0.488,0.543,0.814
13810,2017,6,2,20,15,0,0.452,0.3929,0.488,0.543,0.815
13811,2017,6,2,20,30,0,0.453,0.3929,0.488,0.543,0.814
13812,2017,6,2,20,45,0,0.452,0.393,0.488,0.543,0.815
13813,2017,6,2,21,0,0,0.452,0.3927,0.488,0.543,0.815
13814,2017,6,2,21,15,0,0.452,0.3927,0.488,0.543,0.815
13815,2017,6,2,21,30,0,0.452,0.3927,0.488,0.543,0.816
13816,2017,6,2,21,45,0,0.452,0.3927,0.488,0.543,0.815
13817,2017,6,2,22,0,0,0.452,0.3927,0.488,0.543,0.815
13818,2017,6,2,22,15,0,0.453,0.3927,0.488,0.543,0.815
13819,2017,6,2,22,30,0,0.452,0.3926,0.488,0.543,0.815
13820,2017,6,2,22,45,0,0.452,0.3926,0.487,0.543,0.815
13821,2017,6,2,23,0,0,0.453,0.3924,0.487,0.543,0.815
13822,2017,6,2,23,15,0,0.453,0.3924,0.487,0.543,0.815
13823,2017,6,2,23,30,0,0.452,0.3924,0.487,0.543,0.814
13824,2017,6,2,23,45,0,0.453,0.3924,0.487,0.543,0.815
13825,2017,6,3,0,0,0,0.453,0.3924,0.487,0.543,0.814
13826,2017,6,3,0,15,0,0.453,0.3924,0.487,0.543,0.815
13827,2017,6,3,0,30,0,0.453,0.3923,0.487,0.543,0.814
13828,2017,6,3,0,45,0,0.453,0.3921,0.487,0.543,0.815
13829,2017,6,3,1,0,0,0.453,0.3923,0.487,0.543,0.815
13830,2017,6,3,1,15,0,0.453,0.3923,0.487,0.543,0.814
13831,2017,6,3,1,30,0,0.452,0.3921,0.487,0.543,0.815
13832,2017,6,3,1,45,0,0.453,0.392,0.487,0.542,0.815
13833,2017,6,3,2,0,0,0.453,0.392,0.487,0.542,0.814
13834,2017,6,3,2,15,0,0.453,0.392,0.487,0.542,0.815
13835,2017,6,3,2,30,0,0.453,0.3918,0.487,0.542,0.814
13836,2017,6,3,2,45,0,0.453,0.3918,0.487,0.542,0.814
13837,2017,6,3,3,0,0,0.453,0.3918,0.487,0.542,0.815
13838,2017,6,3,3,15,0,0.453,0.3918,0.487,0.542,0.815
13839,2017,6,3,3,30,0,0.452,0.3917,0.487,0.542,0.816
13840,2017,6,3,3,45,0,0.453,0.3917,0.487,0.542,0.814
13841,2017,6,3,4,0,0,0.452,0.3918,0.487,0.542,0.815
13842,2017,6,3,4,15,0,0.453,0.3915,0.487,0.542,0.815
13843,2017,6,3,4,30,0,0.453,0.3917,0.487,0.542,0.815
13844,2017,6,3,4,45,0,0.453,0.3915,0.486,0.542,0.814
13845,2017,6,3,5,0,0,0.453,0.3915,0.486,0.541,0.815
13846,2017,6,3,5,15,0,0.453,0.3914,0.486,0.541,0.814
13847,2017,6,3,5,30,0,0.453,0.3914,0.486,0.541,0.815
13848,2017,6,3,5,45,0,0.453,0.3914,0.486,0.541,0.814
13849,2017,6,3,6,0,0,0.453,0.3914,0.486,0.541,0.814
13850,2017,6,3,6,15,0,0.453,0.3912,0.486,0.541,0.814
13851,2017,6,3,6,30,0,0.453,0.3914,0.486,0.541,0.815
13852,2017,6,3,6,45,0,0.453,0.3914,0.486,0.541,0.814
13853,2017,6,3,7,0,0,0.453,0.3911,0.486,0.541,0.814
13854,2017,6,3,7,15,0,0.453,0.3911,0.486,0.54,0.815
13855,2017,6,3,7,30,0,0.453,0.3912,0.486,0.54,0.814
13856,2017,6,3,7,45,0,0.452,0.3912,0.486,0.54,0.814
13857,2017,6,3,8,0,0,0.453,0.3911,0.486,0.54,0.815
13858,2017,6,3,8,15,0,0.453,0.3911,0.486,0.54,0.814
13859,2017,6,3,8,30,0,0.453,0.3911,0.486,0.54,0.814
13860,2017,6,3,8,45,0,0.453,0.3909,0.485,0.54,0.815
13861,2017,6,3,9,0,0,0.453,0.3909,0.485,0.54,0.814
13862,2017,6,3,9,15,0,0.453,0.3914,0.485,0.54,0.814
13863,2017,6,3,9,30,0,0.453,0.3912,0.485,0.539,0.814
13864,2017,6,3,9,45,0,0.453,0.3911,0.485,0.539,0.814
13865,2017,6,3,10,0,0,0.453,0.3909,0.485,0.539,0.814
13866,2017,6,3,10,15,0,0.453,0.3909,0.485,0.539,0.814
13867,2017,6,3,10,30,0,0.453,0.3909,0.485,0.539,0.814
13868,2017,6,3,10,45,0,0.454,0.3908,0.485,0.539,0.814
13869,2017,6,3,11,0,0,0.453,0.3909,0.485,0.539,0.815
13870,2017,6,3,11,15,0,0.453,0.3909,0.485,0.539,0.814
13871,2017,6,3,11,30,0,0.453,0.3908,0.485,0.539,0.814
13872,2017,6,3,11,45,0,0.453,0.3909,0.485,0.538,0.813
13873,2017,6,3,12,0,0,0.453,0.3909,0.485,0.538,0.814
13874,2017,6,3,12,15,0,0.452,0.3908,0.485,0.538,0.814
13875,2017,6,3,12,30,0,0.453,0.3906,0.485,0.538,0.814
13876,2017,6,3,12,45,0,0.452,0.3906,0.485,0.538,0.814
13877,2017,6,3,13,0,0,0.452,0.3908,0.485,0.538,0.814
13878,2017,6,3,13,15,0,0.452,0.3908,0.485,0.538,0.814
13879,2017,6,3,13,30,0,0.452,0.3906,0.485,0.538,0.814
13880,2017,6,3,13,45,0,0.452,0.3908,0.484,0.538,0.813
13881,2017,6,3,14,0,0,0.452,0.3908,0.485,0.538,0.813
13882,2017,6,3,14,15,0,0.452,0.3906,0.484,0.538,0.813
13883,2017,6,3,14,30,0,0.452,0.3908,0.484,0.538,0.814
13884,2017,6,3,14,45,0,0.452,0.3905,0.484,0.537,0.814
13885,2017,6,3,15,0,0,0.452,0.3906,0.485,0.537,0.814
13886,2017,6,3,15,15,0,0.451,0.3906,0.484,0.537,0.813
13887,2017,6,3,15,30,0,0.451,0.3908,0.484,0.537,0.813
13888,2017,6,3,15,45,0,0.451,0.3906,0.484,0.537,0.813
13889,2017,6,3,16,0,0,0.451,0.3906,0.484,0.537,0.813
13890,2017,6,3,16,15,0,0.451,0.3905,0.484,0.537,0.813
13891,2017,6,3,16,30,0,0.448,0.3905,0.484,0.537,0.813
13892,2017,6,3,16,45,0,0.449,0.3905,0.484,0.537,0.814
13893,2017,6,3,17,0,0,0.445,0.3906,0.484,0.536,0.814
13894,2017,6,3,17,15,0,0.445,0.3903,0.484,0.536,0.813
13895,2017,6,3,17,30,0,0.444,0.3905,0.484,0.536,0.813
13896,2017,6,3,17,45,0,0.443,0.3905,0.484,0.536,0.812
13897,2017,6,3,18,0,0,0.443,0.3903,0.484,0.536,0.813
13898,2017,6,3,18,15,0,0.443,0.3903,0.484,0.536,0.814
13899,2017,6,3,18,30,0,0.442,0.3903,0.484,0.536,0.814
13900,2017,6,3,18,45,0,0.442,0.3903,0.484,0.536,0.813
13901,2017,6,3,19,0,0,0.442,0.3903,0.484,0.535,0.812
13902,2017,6,3,19,15,0,0.442,0.3903,0.484,0.535,0.813
13903,2017,6,3,19,30,0,0.442,0.3902,0.484,0.535,0.812
13904,2017,6,3,19,45,0,0.442,0.3903,0.484,0.535,0.814
13905,2017,6,3,20,0,0,0.442,0.3903,0.484,0.535,0.812
13906,2017,6,3,20,15,0,0.442,0.3902,0.484,0.535,0.813
13907,2017,6,3,20,30,0,0.442,0.39,0.484,0.535,0.813
13908,2017,6,3,20,45,0,0.442,0.3902,0.483,0.535,0.814
13909,2017,6,3,21,0,0,0.443,0.39,0.483,0.535,0.813
13910,2017,6,3,21,15,0,0.442,0.3902,0.483,0.535,0.813
13911,2017,6,3,21,30,0,0.442,0.39,0.483,0.535,0.812
13912,2017,6,3,21,45,0,0.442,0.3898,0.483,0.535,0.813
13913,2017,6,3,22,0,0,0.442,0.3897,0.483,0.534,0.813
13914,2017,6,3,22,15,0,0.442,0.3898,0.483,0.534,0.812
13915,2017,6,3,22,30,0,0.442,0.3897,0.483,0.534,0.812
13916,2017,6,3,22,45,0,0.442,0.3897,0.483,0.534,0.813
13917,2017,6,3,23,0,0,0.442,0.3897,0.483,0.534,0.813
13918,2017,6,3,23,15,0,0.442,0.3895,0.483,0.534,0.812
13919,2017,6,3,23,30,0,0.442,0.3895,0.483,0.534,0.812
13920,2017,6,3,23,45,0,0.442,0.3895,0.483,0.534,0.813
13921,2017,6,4,0,0,0,0.442,0.3897,0.483,0.534,0.812
13922,2017,6,4,0,15,0,0.442,0.3895,0.483,0.534,0.812
13923,2017,6,4,0,30,0,0.442,0.3895,0.483,0.534,0.813
13924,2017,6,4,0,45,0,0.442,0.3895,0.483,0.533,0.812
13925,2017,6,4,1,0,0,0.442,0.3895,0.483,0.533,0.811
13926,2017,6,4,1,15,0,0.442,0.3895,0.483,0.533,0.812
13927,2017,6,4,1,30,0,0.442,0.3895,0.483,0.533,0.813
13928,2017,6,4,1,45,0,0.442,0.3895,0.483,0.533,0.813
13929,2017,6,4,2,0,0,0.442,0.3895,0.483,0.533,0.812
13930,2017,6,4,2,15,0,0.442,0.3894,0.483,0.533,0.812
13931,2017,6,4,2,30,0,0.442,0.3894,0.482,0.533,0.813
13932,2017,6,4,2,45,0,0.443,0.3892,0.482,0.533,0.812
13933,2017,6,4,3,0,0,0.443,0.3894,0.483,0.533,0.812
13934,2017,6,4,3,15,0,0.442,0.3894,0.482,0.533,0.811
13935,2017,6,4,3,30,0,0.442,0.3892,0.482,0.533,0.812
13936,2017,6,4,3,45,0,0.442,0.3892,0.482,0.533,0.812
13937,2017,6,4,4,0,0,0.442,0.3894,0.482,0.533,0.812
13938,2017,6,4,4,15,0,0.442,0.3894,0.482,0.532,0.81
13939,2017,6,4,4,30,0,0.442,0.3894,0.482,0.532,0.811
13940,2017,6,4,4,45,0,0.442,0.3894,0.482,0.532,0.811
13941,2017,6,4,5,0,0,0.442,0.3892,0.482,0.532,0.812
13942,2017,6,4,5,15,0,0.443,0.3891,0.482,0.532,0.811
13943,2017,6,4,5,30,0,0.443,0.3894,0.482,0.532,0.811
13944,2017,6,4,5,45,0,0.442,0.3894,0.482,0.532,0.811
13945,2017,6,4,6,0,0,0.442,0.3894,0.482,0.532,0.81
13946,2017,6,4,6,15,0,0.442,0.3892,0.482,0.532,0.811
13947,2017,6,4,6,30,0,0.442,0.3891,0.482,0.532,0.811
13948,2017,6,4,6,45,0,0.443,0.3894,0.482,0.532,0.811
13949,2017,6,4,7,0,0,0.442,0.3892,0.482,0.532,0.81
13950,2017,6,4,7,15,0,0.442,0.3894,0.482,0.532,0.81
13951,2017,6,4,7,30,0,0.443,0.3895,0.482,0.532,0.811
13952,2017,6,4,7,45,0,0.443,0.3894,0.482,0.531,0.81
13953,2017,6,4,8,0,0,0.443,0.3894,0.482,0.532,0.811
13954,2017,6,4,8,15,0,0.443,0.3894,0.482,0.531,0.811
13955,2017,6,4,8,30,0,0.443,0.3894,0.482,0.531,0.81
13956,2017,6,4,8,45,0,0.443,0.3894,0.482,0.531,0.811
13957,2017,6,4,9,0,0,0.443,0.3894,0.482,0.531,0.81
13958,2017,6,4,9,15,0,0.443,0.3894,0.482,0.531,0.81
13959,2017,6,4,9,30,0,0.443,0.3892,0.482,0.531,0.81
13960,2017,6,4,9,45,0,0.442,0.3894,0.482,0.531,0.81
13961,2017,6,4,10,0,0,0.443,0.3892,0.482,0.531,0.81
13962,2017,6,4,10,15,0,0.443,0.3894,0.482,0.531,0.81
13963,2017,6,4,10,30,0,0.443,0.3892,0.482,0.531,0.81
13964,2017,6,4,10,45,0,0.443,0.3892,0.482,0.531,0.81
13965,2017,6,4,11,0,0,0.442,0.3894,0.482,0.531,0.81
13966,2017,6,4,11,15,0,0.442,0.3894,0.482,0.531,0.81
13967,2017,6,4,11,30,0,0.442,0.3894,0.482,0.531,0.81
13968,2017,6,4,11,45,0,0.443,0.3892,0.482,0.531,0.81
13969,2017,6,4,12,0,0,0.442,0.3894,0.482,0.531,0.81
13970,2017,6,4,12,15,0,0.442,0.3892,0.482,0.531,0.81
13971,2017,6,4,12,30,0,0.442,0.3892,0.482,0.531,0.81
13972,2017,6,4,12,45,0,0.442,0.3892,0.482,0.531,0.811
13973,2017,6,4,13,0,0,0.442,0.3894,0.481,0.531,0.81
13974,2017,6,4,13,15,0,0.441,0.3892,0.481,0.531,0.809
13975,2017,6,4,13,30,0,0.441,0.3894,0.482,0.531,0.809
13976,2017,6,4,13,45,0,0.441,0.3895,0.481,0.53,0.81
13977,2017,6,4,14,0,0,0.441,0.3894,0.481,0.53,0.81
13978,2017,6,4,14,15,0,0.441,0.3892,0.481,0.53,0.81
13979,2017,6,4,14,30,0,0.441,0.3894,0.481,0.53,0.81
13980,2017,6,4,14,45,0,0.441,0.3894,0.481,0.53,0.81
13981,2017,6,4,15,0,0,0.441,0.3895,0.481,0.53,0.809
13982,2017,6,4,15,15,0,0.441,0.3892,0.481,0.53,0.81
13983,2017,6,4,15,30,0,0.441,0.3892,0.481,0.53,0.809
13984,2017,6,4,15,45,0,0.441,0.3895,0.481,0.53,0.809
13985,2017,6,4,16,0,0,0.441,0.3897,0.481,0.53,0.809
13986,2017,6,4,16,15,0,0.441,0.3894,0.481,0.53,0.809
13987,2017,6,4,16,30,0,0.441,0.3894,0.481,0.53,0.81
13988,2017,6,4,16,45,0,0.441,0.3895,0.481,0.53,0.809
13989,2017,6,4,17,0,0,0.441,0.3895,0.481,0.53,0.809
13990,2017,6,4,17,15,0,0.441,0.3895,0.481,0.53,0.809
13991,2017,6,4,17,30,0,0.441,0.3897,0.481,0.53,0.809
13992,2017,6,4,17,45,0,0.441,0.3897,0.481,0.53,0.809
13993,2017,6,4,18,0,0,0.441,0.3895,0.481,0.53,0.81
13994,2017,6,4,18,15,0,0.441,0.3897,0.481,0.53,0.809
13995,2017,6,4,18,30,0,0.441,0.3897,0.481,0.53,0.809
13996,2017,6,4,18,45,0,0.441,0.3895,0.481,0.53,0.809
13997,2017,6,4,19,0,0,0.441,0.3895,0.481,0.53,0.809
13998,2017,6,4,19,15,0,0.441,0.3895,0.481,0.53,0.809
13999,2017,6,4,19,30,0,0.441,0.3897,0.481,0.53,0.809
14000,2017,6,4,19,45,0,0.441,0.3897,0.481,0.53,0.809
14001,2017,6,4,20,0,0,0.441,0.3895,0.481,0.53,0.809
14002,2017,6,4,20,15,0,0.441,0.3895,0.481,0.53,0.809
14003,2017,6,4,20,30,0,0.442,0.3895,0.481,0.53,0.809
14004,2017,6,4,20,45,0,0.441,0.3898,0.481,0.53,0.809
14005,2017,6,4,21,0,0,0.441,0.3897,0.481,0.53,0.808
14006,2017,6,4,21,15,0,0.441,0.3897,0.481,0.53,0.809
14007,2017,6,4,21,30,0,0.441,0.3897,0.481,0.53,0.809
14008,2017,6,4,21,45,0,0.441,0.3897,0.481,0.53,0.808
14009,2017,6,4,22,0,0,0.441,0.3895,0.481,0.53,0.809
14010,2017,6,4,22,15,0,0.441,0.3895,0.481,0.53,0.808
14011,2017,6,4,22,30,0,0.441,0.3897,0.481,0.53,0.809
14012,2017,6,4,22,45,0,0.441,0.3895,0.481,0.53,0.809
14013,2017,6,4,23,0,0,0.441,0.3895,0.481,0.529,0.808
14014,2017,6,4,23,15,0,0.442,0.3895,0.481,0.529,0.808
14015,2017,6,4,23,30,0,0.441,0.3897,0.481,0.529,0.808
14016,2017,6,4,23,45,0,0.441,0.3897,0.481,0.529,0.808
14017,2017,6,5,0,0,0,0.441,0.3897,0.481,0.529,0.808
14018,2017,6,5,0,15,0,0.441,0.3897,0.481,0.529,0.808
14019,2017,6,5,0,30,0,0.441,0.3897,0.481,0.529,0.808
14020,2017,6,5,0,45,0,0.441,0.3897,0.481,0.529,0.808
14021,2017,6,5,1,0,0,0.441,0.3895,0.481,0.529,0.808
14022,2017,6,5,1,15,0,0.441,0.3897,0.481,0.529,0.808
14023,2017,6,5,1,30,0,0.441,0.3895,0.481,0.529,0.808
14024,2017,6,5,1,45,0,0.442,0.3897,0.481,0.529,0.808
14025,2017,6,5,2,0,0,0.441,0.3897,0.481,0.529,0.808
14026,2017,6,5,2,15,0,0.441,0.3897,0.481,0.529,0.808
14027,2017,6,5,2,30,0,0.442,0.3897,0.481,0.529,0.808
14028,2017,6,5,2,45,0,0.441,0.3895,0.481,0.529,0.808
14029,2017,6,5,3,0,0,0.442,0.3895,0.481,0.529,0.808
14030,2017,6,5,3,15,0,0.441,0.3897,0.481,0.529,0.808
14031,2017,6,5,3,30,0,0.442,0.3895,0.48,0.529,0.808
14032,2017,6,5,3,45,0,0.441,0.3897,0.481,0.529,0.808
14033,2017,6,5,4,0,0,0.442,0.3897,0.481,0.529,0.808
14034,2017,6,5,4,15,0,0.442,0.3895,0.481,0.529,0.808
14035,2017,6,5,4,30,0,0.441,0.3897,0.48,0.529,0.808
14036,2017,6,5,4,45,0,0.442,0.3897,0.481,0.529,0.808
14037,2017,6,5,5,0,0,0.442,0.3897,0.48,0.529,0.808
14038,2017,6,5,5,15,0,0.442,0.3897,0.48,0.529,0.808
14039,2017,6,5,5,30,0,0.442,0.3897,0.481,0.529,0.808
14040,2017,6,5,5,45,0,0.442,0.3897,0.48,0.529,0.808
14041,2017,6,5,6,0,0,0.442,0.3895,0.48,0.529,0.808
14042,2017,6,5,6,15,0,0.442,0.3895,0.48,0.529,0.808
14043,2017,6,5,6,30,0,0.442,0.3895,0.48,0.529,0.808
14044,2017,6,5,6,45,0,0.441,0.3895,0.48,0.529,0.808
14045,2017,6,5,7,0,0,0.442,0.3895,0.48,0.529,0.808
14046,2017,6,5,7,15,0,0.442,0.3895,0.48,0.529,0.808
14047,2017,6,5,7,30,0,0.442,0.3895,0.48,0.529,0.808
14048,2017,6,5,7,45,0,0.442,0.3897,0.48,0.529,0.808
14049,2017,6,5,8,0,0,0.442,0.3895,0.48,0.529,0.808
14050,2017,6,5,8,15,0,0.442,0.3895,0.48,0.529,0.808
14051,2017,6,5,8,30,0,0.442,0.3897,0.48,0.529,0.808
14052,2017,6,5,8,45,0,0.442,0.3897,0.48,0.529,0.808
14053,2017,6,5,9,0,0,0.442,0.3895,0.48,0.529,0.808
14054,2017,6,5,9,15,0,0.442,0.3897,0.48,0.529,0.808
14055,2017,6,5,9,30,0,0.442,0.3895,0.48,0.529,0.808
14056,2017,6,5,9,45,0,0.442,0.3895,0.48,0.529,0.808
14057,2017,6,5,10,0,0,0.442,0.3895,0.48,0.529,0.808
14058,2017,6,5,10,15,0,0.442,0.3895,0.48,0.529,0.808
14059,2017,6,5,10,30,0,0.456,0.3895,0.48,0.529,0.808
14060,2017,6,5,10,45,0,0.457,0.3895,0.48,0.529,0.808
14061,2017,6,5,11,0,0,0.457,0.3897,0.48,0.529,0.808
14062,2017,6,5,11,15,0,0.457,0.3897,0.48,0.529,0.808
14063,2017,6,5,11,30,0,0.457,0.3897,0.48,0.529,0.808
14064,2017,6,5,11,45,0,0.457,0.3897,0.48,0.528,0.808
14065,2017,6,5,12,0,0,0.457,0.3898,0.48,0.529,0.808
14066,2017,6,5,12,15,0,0.458,0.3898,0.48,0.529,0.808
