Year,Month,Day,Hour,Minute,Second,Z=200mm
2008,1,1,9,0,0,0.2040866470336914
2008,1,2,9,0,0,0.1930866241455078
2008,1,3,9,0,0,0.19008663177490234
2008,1,4,9,0,0,0.18108665466308593
2008,1,5,9,0,0,0.17108665466308592
2008,1,6,9,0,0,0.18108665466308593
2008,1,7,9,0,0,0.29008663177490235
2008,1,8,9,0,0,0.25008663177490237
2008,1,9,9,0,0,0.22908664703369142
2008,1,10,9,0,0,0.2130866241455078
2008,1,11,9,0,0,0.2040866470336914
2008,1,12,9,0,0,0.20308662414550782
2008,1,13,9,0,0,0.22208663940429688
2008,1,14,9,0,0,0.2640866470336914
2008,1,15,9,0,0,0.24008663177490233
2008,1,16,9,0,0,0.22208663940429688
2008,1,17,9,0,0,0.24508663177490234
2008,1,18,9,0,0,0.23708663940429686
2008,1,19,9,0,0,0.22208663940429688
2008,1,20,9,0,0,0.20808662414550783
2008,1,21,9,0,0,0.22608665466308595
2008,1,22,9,0,0,0.28008663177490234
2008,1,23,9,0,0,0.24608665466308594
2008,1,24,9,0,0,0.23408664703369142
2008,1,25,9,0,0,0.22508663177490235
2008,1,26,9,0,0,0.21608665466308594
2008,1,27,9,0,0,0.20808662414550783
2008,1,28,9,0,0,0.20108665466308595
2008,1,29,9,0,0,0.19608665466308595
2008,1,30,9,0,0,0.1890866470336914
2008,1,31,9,0,0,0.18108665466308593
2008,2,1,9,0,0,0.2180866241455078
2008,2,2,9,0,0,0.22908664703369142
2008,2,3,9,0,0,0.2240866470336914
2008,2,4,9,0,0,0.24608665466308594
2008,2,5,9,0,0,0.22508663177490235
2008,2,6,9,0,0,0.2140866470336914
2008,2,7,9,0,0,0.20608665466308593
2008,2,8,9,0,0,0.19908664703369142
2008,2,9,9,0,0,0.1940866470336914
2008,2,10,9,0,0,0.2540866470336914
2008,2,11,9,0,0,0.2650866317749023
2008,2,12,9,0,0,0.24508663177490234
2008,2,13,9,0,0,0.23708663940429686
2008,2,14,9,0,0,0.2880866241455078
2008,2,15,9,0,0,0.27308662414550783
2008,2,16,9,0,0,0.2520866394042969
2008,2,17,9,0,0,0.23808662414550782
2008,2,18,9,0,0,0.23008663177490235
2008,2,19,9,0,0,0.2230866241455078
2008,2,20,9,0,0,0.2130866241455078
2008,2,21,9,0,0,0.2040866470336914
2008,2,22,9,0,0,0.19508663177490235
2008,2,23,9,0,0,0.2570866394042969
2008,2,24,9,0,0,0.2770866394042969
2008,2,25,9,0,0,0.2790866470336914
2008,2,26,9,0,0,0.2570866394042969
2008,2,27,9,0,0,0.2440866470336914
2008,2,28,9,0,0,0.23408664703369142
2008,2,29,9,0,0,0.25608665466308594
2008,3,1,9,0,0,0.32108665466308595
2008,3,2,9,0,0,0.28508663177490234
2008,3,3,9,0,0,0.2590866470336914
2008,3,4,9,0,0,0.24608665466308594
2008,3,5,9,0,0,0.23508663177490235
2008,3,6,9,0,0,0.22908664703369142
2008,3,7,9,0,0,0.22508663177490235
2008,3,8,9,0,0,0.22208663940429688
2008,3,9,9,0,0,0.2190866470336914
2008,3,10,9,0,0,0.2140866470336914
2008,3,11,9,0,0,0.26108665466308595
2008,3,12,9,0,0,0.26108665466308595
2008,3,13,9,0,0,0.2480866241455078
2008,3,14,9,0,0,0.23808662414550782
2008,3,15,9,0,0,0.23308662414550782
2008,3,16,9,0,0,0.22608665466308595
2008,3,17,9,0,0,0.22208663940429688
2008,3,18,9,0,0,0.21608665466308594
2008,3,19,9,0,0,0.21208663940429687
2008,3,20,9,0,0,0.20808662414550783
2008,3,21,9,0,0,0.22108665466308594
2008,3,22,9,0,0,0.27508663177490233
2008,3,23,9,0,0,0.25608665466308594
2008,3,24,9,0,0,0.2440866470336914
2008,3,25,9,0,0,0.23708663940429686
2008,3,26,9,0,0,0.22908664703369142
2008,3,27,9,0,0,0.24108665466308593
2008,3,28,9,0,0,0.2890866470336914
2008,3,29,9,0,0,0.27608665466308596
2008,3,30,9,0,0,0.2630866241455078
2008,3,31,9,0,0,0.26608665466308595
2008,4,1,9,0,0,0.29708663940429686
2008,4,2,9,0,0,0.27008663177490233
2008,4,3,9,0,0,0.2600866317749023
2008,4,4,9,0,0,0.2880866241455078
2008,4,5,9,0,0,0.2720866394042969
2008,4,6,9,0,0,0.2620866394042969
2008,4,7,9,0,0,0.25608665466308594
2008,4,8,9,0,0,0.25108665466308594
2008,4,9,9,0,0,0.24608665466308594
2008,4,10,9,0,0,0.2430866241455078
2008,4,11,9,0,0,0.24108665466308593
2008,4,12,9,0,0,0.23708663940429686
2008,4,13,9,0,0,0.23308662414550782
2008,4,14,9,0,0,0.2600866317749023
2008,4,15,9,0,0,0.2840866470336914
2008,4,16,9,0,0,0.2740866470336914
2008,4,17,9,0,0,0.2590866470336914
2008,4,18,9,0,0,0.2570866394042969
2008,4,19,9,0,0,0.2530866241455078
2008,4,20,9,0,0,0.2480866241455078
2008,4,21,9,0,0,0.24708663940429687
2008,4,22,9,0,0,0.2540866470336914
2008,4,23,9,0,0,0.25008663177490237
2008,4,24,9,0,0,0.24608665466308594
2008,4,25,9,0,0,0.24208663940429687
2008,4,26,9,0,0,0.23808662414550782
2008,4,27,9,0,0,0.27108665466308596
2008,4,28,9,0,0,0.2930866241455078
2008,4,29,9,0,0,0.3280866241455078
2008,4,30,9,0,0,0.31008663177490237
2008,5,1,9,0,0,0.2890866470336914
2008,5,2,9,0,0,0.2810866546630859
2008,5,3,9,0,0,0.27308662414550783
2008,5,4,9,0,0,0.2670866394042969
2008,5,5,9,0,0,0.2630866241455078
