,Waitoa,Otorohanga,Taupo,Waihou,Hamilton
1,29.044074,2.131905869,4.684829682,2.784687493,64.11542284
2,25.81298168,2.558833472,4.894311837,0.289031738,64.11542284
3,18.99248948,2.006161843,0.70027298,0.289031738,38.21611376
4,18.99248948,1.118202782,1.458970243,0.289031738,38.21611376
5,14.08359384,1.118202782,0.792678743,0.142405943,38.21611376
6,14.08359384,0.59581492,0,0.142405943,38.21611376
7,10.88241765,0.59581492,0,0.366598711,0
8,3.146063343,0,NaN,0,NaN
9,0,0,NaN,0,NaN
