,Waitoa,Otorohanga,Taupo,Waihou,Hamilton
1,0.01555569,0.011341891,0.011303258,0.009918586,0.026501372
2,0.0120492,0.010690997,0.01094324,0.009299611,0.022507664
3,0.011687096,0.010184837,0.009436459,0.009299611,0.010158806
4,0.011687096,0.009675704,0.008840267,0.009299611,0.009512064
5,0.011006995,0.009675704,0.00874525,0.00910015,0.009512064
6,0.011006995,0.009299866,0.007830564,0.00910015,0.009512064
7,0.010238656,0.009299866,0.007830564,0.009061546,0.006911816
8,0.009874043,0.009270112,NaN,0.008985495,NaN
9,0.009845253,0.009270112,NaN,0.008985495,NaN
