Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.002193759744116819,0.011364992113040776,455.0,0.6384739993135895,0.12101717591798343,2145.0,256.1349189707863,237.65131546457616,328.0736697864841,2.0,2651.32
2.0,0.001872896443052879,0.009962789807109766,440.0,0.5152912432508856,0.09766895926933566,2156.0,276.35979588898846,205.9608029694765,339.6784256856144,0.0,5678.557
3.0,0.001872896443052879,0.009962789807109766,440.0,0.5152912432508856,0.09766895926933566,2156.0,276.35979588898846,205.9608029694765,339.6784256856144,0.0,8269.539
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
