Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,Nse,Nse_θΨ,Nse_KΨ
1.0,0.47749970450313206,0.1280500873497338,0.0008246963869989489,22724.217315257414,2.077554402737587,0.92245541142176,0.7675,10.0,0.0,0.4404721863712055,0.0,0.0,0.0,0.0
2.0,0.5286395476911805,0.14744963534610925,0.0063443304930794866,30327.41872673445,2.2016015143477454,0.7814715473938657,0.7675,10.0,0.0,0.4131167653478201,0.0,0.0,0.0,0.0
3.0,0.45090360083897296,0.17297522972924034,0.00023139851155663777,105296.4425619882,2.410769106488755,0.9522208219030831,0.7675,10.0,0.0,0.42935979738994656,0.0,0.0,0.0,0.0
4.0,0.46585011473633775,0.17777207073425397,0.0002917463676183554,151798.00363531147,2.463144554880424,0.9048402233520784,0.7675,10.0,0.0,0.4215199218666192,0.0,0.0,0.0,0.0
