Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max
1.0,0.49322827568665667,0.07453631727421385,0.06787511794980725,49484.51127156734,2.0630777404355864,0.9025784519917954,0.7675,10.0,0.0,0.44517721354784506,0.0,0.483,0.0,5.5e-5,94.87735836,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
2.0,0.49322827568665667,0.07453631727421385,0.06787511794980725,49484.51127156734,2.0630777404355864,0.9025784519917954,0.7675,10.0,0.0,0.44517721354784506,0.0,0.4805,0.0,5.5e-5,94.87735836,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
3.0,0.49322827568665667,0.07453631727421385,0.06787511794980725,49484.51127156734,2.0630777404355864,0.9025784519917954,0.7675,10.0,0.0,0.44517721354784506,0.0,0.438,0.0,5.5e-5,94.87735836,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
4.0,0.5184990980509402,0.12875805101590765,0.032960574223612864,13620.086406824132,2.3516534261745656,0.9898183899442243,0.7675,10.0,0.0,0.5132199424203141,0.0,0.425,0.0,5.5e-5,94.87735836,0.75,0.8,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
5.0,0.5184990980509402,0.12875805101590765,0.032960574223612864,13620.086406824132,2.3516534261745656,0.9898183899442243,0.7675,10.0,0.0,0.5132199424203141,0.0,0.421,0.0,5.5e-5,94.87735836,0.75,0.8,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
