Id,WofBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.03727732260087681,101.0,0.03318760606947535,0.00523877031018056,28.831,236.82548577339514,324.3102769825827,384.2280227850607,0.0,3003.0
