Year,Month,Day,Hour,Minute,Second,PET(mm),Rain(mm)
1972,1,1,9,0,0,1.53098905087,17.7000007629
1972,1,2,9,0,0,1.72099924088,0.0
1972,1,3,9,0,0,4.29457187653,7.59999990463
1972,1,4,9,0,0,5.66342115402,4.59999990463
1972,1,5,9,0,0,4.80659866333,4.09999990463
1972,1,6,9,0,0,4.58572769165,0.0
1972,1,7,9,0,0,3.74179363251,8.5
1972,1,8,9,0,0,6.13861131668,0.0
1972,1,9,9,0,0,4.04376459122,0.0
1972,1,10,9,0,0,3.38809037209,11.6000003815
1972,1,11,9,0,0,4.61747121811,0.0
1972,1,12,9,0,0,4.62479352951,0.0
1972,1,13,9,0,0,2.10307049751,24.2999992371
1972,1,14,9,0,0,4.79988241196,4.09999990463
1972,1,15,9,0,0,5.68220853806,0.0
1972,1,16,9,0,0,5.49811410904,0.0
1972,1,17,9,0,0,4.38940668106,0.0
1972,1,18,9,0,0,4.04169034958,0.0
1972,1,19,9,0,0,2.57337474823,0.0
1972,1,20,9,0,0,4.07474327087,0.0
1972,1,21,9,0,0,5.65245914459,0.0
1972,1,22,9,0,0,4.59037446976,0.0
1972,1,23,9,0,0,5.98632860184,0.0
1972,1,24,9,0,0,4.4625415802,0.0
1972,1,25,9,0,0,1.77207529545,12.6000003815
1972,1,26,9,0,0,3.98160028458,0.0
1972,1,27,9,0,0,4.81946992874,0.0
1972,1,28,9,0,0,1.77832055092,35.7999992371
1972,1,29,9,0,0,3.5572988987,8.10000038147
1972,1,30,9,0,0,3.46650362015,15.3000001907
1972,1,31,9,0,0,3.59016561508,5.59999990463
1972,2,1,9,0,0,5.38845968246,0.0
1972,2,2,9,0,0,5.14183568954,0.0
1972,2,3,9,0,0,4.46730947495,0.0
1972,2,4,9,0,0,3.42982506752,0.0
1972,2,5,9,0,0,5.98795795441,0.0
1972,2,6,9,0,0,4.2762465477,0.0
1972,2,7,9,0,0,2.60989427567,0.0
1972,2,8,9,0,0,3.95775723457,13.0
1972,2,9,9,0,0,6.22736644745,0.0
1972,2,10,9,0,0,6.13198566437,0.0
1972,2,11,9,0,0,5.09511089325,0.0
1972,2,12,9,0,0,2.61003994942,0.0
1972,2,13,9,0,0,5.87515735626,0.0
1972,2,14,9,0,0,4.79256868362,0.0
1972,2,15,9,0,0,4.13628721237,0.0
1972,2,16,9,0,0,3.26933169365,0.0
1972,2,17,9,0,0,3.37370347977,0.0
1972,2,18,9,0,0,4.6046204567,0.0
1972,2,19,9,0,0,2.83395242691,0.0
1972,2,20,9,0,0,1.85217761993,0.0
1972,2,21,9,0,0,3.18588900566,0.0
1972,2,22,9,0,0,3.26746630669,0.0
1972,2,23,9,0,0,3.51469779015,19.1000003815
1972,2,24,9,0,0,2.15647816658,6.09999990463
1972,2,25,9,0,0,4.83461475372,0.0
1972,2,26,9,0,0,4.09300041199,0.0
1972,2,27,9,0,0,4.53501272202,0.0
1972,2,28,9,0,0,4.54657840729,0.0
1972,2,29,9,0,0,3.37626862526,0.0
1972,3,1,9,0,0,3.80479264259,0.0
1972,3,2,9,0,0,3.5123591423,0.0
1972,3,3,9,0,0,2.77426815033,8.69999980927
1972,3,4,9,0,0,1.55379915237,14.6999998093
1972,3,5,9,0,0,3.38850736618,0.0
1972,3,6,9,0,0,4.32401990891,0.0
1972,3,7,9,0,0,3.48958110809,0.0
1972,3,8,9,0,0,4.90400362015,0.0
1972,3,9,9,0,0,3.37154793739,4.69999980927
1972,3,10,9,0,0,1.44335269928,82.0999984741
1972,3,11,9,0,0,0.697283148766,12.6000003815
1972,3,12,9,0,0,1.93300938606,21.7999992371
1972,3,13,9,0,0,2.44885969162,8.0
1972,3,14,9,0,0,3.00208306313,0.0
1972,3,15,9,0,0,2.27580142021,11.1999998093
1972,3,16,9,0,0,3.23425340652,20.1000003815
1972,3,17,9,0,0,2.17228865623,13.3000001907
1972,3,18,9,0,0,3.23210740089,0.0
1972,3,19,9,0,0,2.98817849159,0.0
1972,3,20,9,0,0,2.67730855942,4.30000019073
1972,3,21,9,0,0,1.9849088192,0.0
1972,3,22,9,0,0,0.963802278042,0.0
1972,3,23,9,0,0,1.00987029076,0.0
1972,3,24,9,0,0,1.53385710716,11.3000001907
1972,3,25,9,0,0,0.774165391922,27.0
1972,3,26,9,0,0,2.96059036255,0.0
1972,3,27,9,0,0,2.99882388115,0.0
1972,3,28,9,0,0,1.79872131348,31.5
1972,3,29,9,0,0,2.05937337875,23.7999992371
1972,3,30,9,0,0,1.71854126453,7.90000009537
1972,3,31,9,0,0,2.31518697739,9.5
1972,4,1,9,0,0,1.83169972897,5.90000009537
1972,4,2,9,0,0,1.91318166256,4.5
1972,4,3,9,0,0,1.51924598217,9.10000038147
1972,4,4,9,0,0,0.780077934265,0.0
1972,4,5,9,0,0,0.966393053532,9.5
1972,4,6,9,0,0,1.02269482613,104.800003052
1972,4,7,9,0,0,1.00893163681,7.30000019073
1972,4,8,9,0,0,2.23996806145,0.0
1972,4,9,9,0,0,2.95562362671,0.0
1972,4,10,9,0,0,2.61608839035,0.0
1972,4,11,9,0,0,2.33060479164,0.0
1972,4,12,9,0,0,3.20089125633,0.0
1972,4,13,9,0,0,3.51899528503,0.0
1972,4,14,9,0,0,3.10056519508,0.0
1972,4,15,9,0,0,3.60838985443,5.59999990463
1972,4,16,9,0,0,2.20475387573,9.0
1972,4,17,9,0,0,1.00902414322,21.1000003815
1972,4,18,9,0,0,0.976621389389,11.8999996185
1972,4,19,9,0,0,1.59879076481,4.09999990463
1972,4,20,9,0,0,1.701192379,10.6000003815
1972,4,21,9,0,0,0.982576191425,4.69999980927
1972,4,22,9,0,0,1.16015446186,0.0
1972,4,23,9,0,0,0.920659303665,33.2000007629
1972,4,24,9,0,0,1.11774420738,13.5
1972,4,25,9,0,0,1.21284413338,15.6000003815
1972,4,26,9,0,0,1.54810273647,0.0
1972,4,27,9,0,0,0.665043354034,37.0
1972,4,28,9,0,0,0.836723923683,15.5
1972,4,29,9,0,0,1.5997658968,0.0
1972,4,30,9,0,0,0.566246092319,10.6999998093
1972,5,1,9,0,0,1.63277411461,0.0
1972,5,2,9,0,0,1.01260221004,0.0
1972,5,3,9,0,0,0.206009104848,12.6999998093
1972,5,4,9,0,0,1.60051476955,0.0
1972,5,5,9,0,0,1.60928070545,0.0
1972,5,6,9,0,0,0.803766906261,0.0
1972,5,7,9,0,0,1.25065267086,0.0
1972,5,8,9,0,0,0.741776406765,0.0
1972,5,9,9,0,0,0.579126238823,0.0
1972,5,10,9,0,0,1.47642207146,0.0
1972,5,11,9,0,0,0.922759711742,0.0
1972,5,12,9,0,0,0.820646882057,38.0999984741
1972,5,13,9,0,0,0.453743070364,25.2999992371
1972,5,14,9,0,0,1.36390018463,0.0
1972,5,15,9,0,0,2.02062416077,16.2999992371
1972,5,16,9,0,0,0.778279781342,10.1999998093
1972,5,17,9,0,0,0.446647167206,23.7000007629
1972,5,18,9,0,0,0.651656329632,5.69999980927
1972,5,19,9,0,0,1.09774971008,5.0
1972,5,20,9,0,0,0.773499011993,14.0
1972,5,21,9,0,0,1.27000117302,0.0
1972,5,22,9,0,0,0.594413936138,8.69999980927
1972,5,23,9,0,0,0.455805331469,21.8999996185
1972,5,24,9,0,0,0.734997630119,22.6000003815
1972,5,25,9,0,0,1.29181957245,0.0
1972,5,26,9,0,0,1.2620074749,12.3000001907
1972,5,27,9,0,0,0.428813427687,44.5
1972,5,28,9,0,0,1.40657174587,0.0
1972,5,29,9,0,0,0.808112204075,4.30000019073
1972,5,30,9,0,0,0.678598284721,21.5
1972,5,31,9,0,0,1.05101311207,0.0
1972,6,1,9,0,0,0.641961455345,8.80000019073
1972,6,2,9,0,0,0.385150521994,7.80000019073
1972,6,3,9,0,0,1.22063183784,0.0
1972,6,4,9,0,0,1.07890677452,0.0
1972,6,5,9,0,0,0.545549273491,0.0
1972,6,6,9,0,0,1.80753302574,0.0
1972,6,7,9,0,0,1.25366914272,0.0
1972,6,8,9,0,0,0.991760492325,0.0
1972,6,9,9,0,0,1.21355950832,0.0
1972,6,10,9,0,0,1.21786820889,0.0
1972,6,11,9,0,0,1.11697018147,8.89999961853
1972,6,12,9,0,0,1.01760327816,16.7000007629
1972,6,13,9,0,0,0.888163089752,0.0
1972,6,14,9,0,0,1.53826463223,0.0
1972,6,15,9,0,0,0.635926604271,0.0
1972,6,16,9,0,0,1.13674736023,8.69999980927
1972,6,17,9,0,0,0.536259949207,20.2000007629
1972,6,18,9,0,0,0.636500716209,5.69999980927
1972,6,19,9,0,0,1.00882458687,0.0
1972,6,20,9,0,0,0.843460142612,10.3000001907
1972,6,21,9,0,0,0.523550987244,0.0
1972,6,22,9,0,0,0.538193881512,16.0
1972,6,23,9,0,0,0.740295231342,7.0
1972,6,24,9,0,0,0.996141135693,0.0
1972,6,25,9,0,0,1.15247583389,0.0
1972,6,26,9,0,0,1.16261792183,0.0
1972,6,27,9,0,0,1.25961899757,0.0
1972,6,28,9,0,0,0.695291757584,0.0
1972,6,29,9,0,0,0.857132911682,5.5
1972,6,30,9,0,0,1.02350211143,23.1000003815
1972,7,1,9,0,0,0.8946428895,33.0999984741
1972,7,2,9,0,0,0.603917360306,18.7999992371
1972,7,3,9,0,0,0.919421970844,0.0
1972,7,4,9,0,0,1.20606338978,0.0
1972,7,5,9,0,0,1.72211194038,0.0
1972,7,6,9,0,0,1.37149846554,0.0
1972,7,7,9,0,0,1.37348973751,0.0
1972,7,8,9,0,0,1.42265343666,0.0
1972,7,9,9,0,0,1.14037334919,13.1999998093
1972,7,10,9,0,0,0.68358540535,32.7999992371
1972,7,11,9,0,0,0.642712235451,12.6000003815
1972,7,12,9,0,0,0.624000966549,30.3999996185
1972,7,13,9,0,0,0.617136120796,15.5
1972,7,14,9,0,0,0.467757344246,13.6999998093
1972,7,15,9,0,0,0.624515235424,4.5
1972,7,16,9,0,0,0.977497398853,16.0
1972,7,17,9,0,0,0.719213843346,9.5
1972,7,18,9,0,0,0.78265017271,8.39999961853
1972,7,19,9,0,0,0.90727943182,0.0
1972,7,20,9,0,0,0.758929252625,34.9000015259
1972,7,21,9,0,0,0.421698749065,24.7000007629
1972,7,22,9,0,0,0.659372925758,10.3000001907
1972,7,23,9,0,0,0.743251562119,8.39999961853
1972,7,24,9,0,0,1.10558986664,0.0
1972,7,25,9,0,0,1.06299936771,0.0
1972,7,26,9,0,0,0.737239301205,0.0
1972,7,27,9,0,0,0.471906632185,0.0
1972,7,28,9,0,0,1.1324942112,0.0
1972,7,29,9,0,0,2.1044678688,0.0
1972,7,30,9,0,0,1.53031408787,0.0
1972,7,31,9,0,0,1.30974006653,0.0
1972,8,1,9,0,0,1.48271203041,0.0
1972,8,2,9,0,0,1.40991723537,0.0
1972,8,3,9,0,0,1.05089795589,0.0
1972,8,4,9,0,0,1.70767271519,0.0
1972,8,5,9,0,0,1.74385261536,0.0
1972,8,6,9,0,0,1.77337241173,0.0
1972,8,7,9,0,0,1.49376583099,0.0
1972,8,8,9,0,0,1.65181529522,4.19999980927
1972,8,9,9,0,0,0.917878329754,36.9000015259
1972,8,10,9,0,0,0.933517456055,4.69999980927
1972,8,11,9,0,0,0.641667544842,62.7999992371
1972,8,12,9,0,0,0.473259359598,29.7000007629
1972,8,13,9,0,0,1.49871337414,0.0
1972,8,14,9,0,0,1.12725460529,5.30000019073
1972,8,15,9,0,0,0.928509354591,11.1000003815
1972,8,16,9,0,0,1.18746185303,17.7999992371
1972,8,17,9,0,0,1.14475572109,0.0
1972,8,18,9,0,0,1.91155827045,0.0
1972,8,19,9,0,0,1.37330675125,6.69999980927
1972,8,20,9,0,0,1.48368346691,5.0
1972,8,21,9,0,0,1.68752515316,0.0
1972,8,22,9,0,0,2.33554053307,0.0
1972,8,23,9,0,0,2.10558724403,0.0
1972,8,24,9,0,0,1.13496732712,11.1999998093
1972,8,25,9,0,0,1.62742221355,7.40000009537
1972,8,26,9,0,0,0.503057599068,20.5
1972,8,27,9,0,0,2.58151292801,0.0
1972,8,28,9,0,0,2.2226896286,0.0
1972,8,29,9,0,0,1.41330647469,14.3000001907
1972,8,30,9,0,0,0.5295997262,9.10000038147
1972,8,31,9,0,0,1.36114442348,10.8999996185
1972,9,1,9,0,0,0.68114823103,15.8000001907
1972,9,2,9,0,0,2.14909529686,0.0
1972,9,3,9,0,0,2.42107248306,0.0
1972,9,4,9,0,0,3.22366952896,0.0
1972,9,5,9,0,0,2.18728089333,0.0
1972,9,6,9,0,0,1.00042080879,0.0
1972,9,7,9,0,0,1.1522731781,8.30000019073
1972,9,8,9,0,0,0.501363217831,17.7999992371
1972,9,9,9,0,0,0.506002306938,27.5
1972,9,10,9,0,0,2.83354330063,15.1000003815
1972,9,11,9,0,0,0.977128744125,8.80000019073
1972,9,12,9,0,0,1.55966973305,0.0
1972,9,13,9,0,0,1.09544229507,29.3999996185
1972,9,14,9,0,0,1.97749936581,6.80000019073
1972,9,15,9,0,0,1.6727026701,9.5
1972,9,16,9,0,0,0.92818826437,16.3999996185
1972,9,17,9,0,0,2.74683856964,0.0
1972,9,18,9,0,0,1.19060194492,21.8999996185
1972,9,19,9,0,0,1.89218533039,13.8999996185
1972,9,20,9,0,0,0.724583983421,27.8999996185
1972,9,21,9,0,0,2.76133131981,0.0
1972,9,22,9,0,0,2.31472086906,16.7999992371
1972,9,23,9,0,0,1.57031142712,0.0
1972,9,24,9,0,0,1.3946852684,6.5
1972,9,25,9,0,0,0.219464585185,28.2000007629
1972,9,26,9,0,0,0.516188383102,10.6999998093
1972,9,27,9,0,0,2.48053526878,8.60000038147
1972,9,28,9,0,0,0.784135580063,10.8000001907
1972,9,29,9,0,0,2.23164081573,8.0
