Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.03439247659473474,0.015044572911392759,136.0,0.09877668805370377,0.010980544719326224,2283.0,336.9467333687943,513.1545243640343,319.44382193783804,1.0,2473.214
2.0,0.03439247659473474,0.015044572911392759,136.0,0.09877668805370377,0.010980544719326224,2283.0,336.9467333687943,513.1545243640343,319.44382193783804,1.0,6188.8
3.0,0.03314017143934575,0.014842456348079024,213.0,0.05617408205199581,0.006244151427572669,1823.0,337.16411815071643,522.3659042690289,320.73923369058286,1.0,13076.158
4.0,0.03314017143934575,0.014842456348079024,213.0,0.05617408205199581,0.006244151427572669,1823.0,337.16411815071643,522.3659042690289,320.73923369058286,1.0,16307.429
5.0,0.03096719992054965,0.014073013990171076,801.0,193.71010263026432,21.53439056895825,1534.0,333.7600421889534,722.6589230603942,315.8153341626223,1575.0,22722.337
6.0,0.03096719992054965,0.014073013990171076,801.0,193.71010263026432,21.53439056895825,1534.0,333.7600421889534,722.6589230603942,315.8153341626223,1575.0,27386.014
7.0,0.03096719992054965,0.014073013990171076,801.0,193.71010263026432,21.53439056895825,1534.0,333.7600421889534,722.6589230603942,315.8153341626223,1575.0,32500.655
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
