Layer,0.0cm,10.0cm,20.0cm,30.0cm,40.0cm,50.0cm,60.0cm,70.0cm,80.0cm,90.0cm,100.0cm,200.0cm,300.0cm,400.0cm,500.0cm,600.0cm,700.0cm,800.0cm,900.0cm,1000.0cm,2000.0cm,3000.0cm,4000.0cm,5000.0cm,6000.0cm,7000.0cm,8000.0cm,9000.0cm,10000.0cm,15000.0cm,20000.0cm,30000.0cm,100000.0cm
1.0,0.45473966190739945,0.39747687570508644,0.39689382129097733,0.39633764662242793,0.3957682155879366,0.39519519980885054,0.3946240310149005,0.3940576107661666,0.3934975230769136,0.3929446281751805,0.3923993678911339,0.3873633980386169,0.38296694962610545,0.3790520843736304,0.3755104246353618,0.3722680175653616,0.3692721978477841,0.366483961396627,0.3638734781274302,0.3614173292854217,0.34243304859958157,0.3291982620957132,0.3190016552456407,0.31071548076584476,0.30375000689723375,0.2977547530064036,0.292503306362545,0.2878404802227944,0.2836550750542751,0.26757929275223646,0.2563939181695789,0.24128786281880377,0.2040993452186164
2.0,0.45473966190739945,0.39747687570508644,0.39689382129097733,0.39633764662242793,0.3957682155879366,0.39519519980885054,0.3946240310149005,0.3940576107661666,0.3934975230769136,0.3929446281751805,0.3923993678911339,0.3873633980386169,0.38296694962610545,0.3790520843736304,0.3755104246353618,0.3722680175653616,0.3692721978477841,0.366483961396627,0.3638734781274302,0.3614173292854217,0.34243304859958157,0.3291982620957132,0.3190016552456407,0.31071548076584476,0.30375000689723375,0.2977547530064036,0.292503306362545,0.2878404802227944,0.2836550750542751,0.26757929275223646,0.2563939181695789,0.24128786281880377,0.2040993452186164
3.0,0.4394123406529396,0.420093494627706,0.4195441722097587,0.4190703863673112,0.4186345845444097,0.4182275823052419,0.41784381336376125,0.41747942528071685,0.4171315894798306,0.4167981443166401,0.4164773871614949,0.41375211648723964,0.4115660856663436,0.4096978547725123,0.4080473407530761,0.4065584781789667,0.40519591780529374,0.4039356029549775,0.40276025635498247,0.40165696102607784,0.39310620614233904,0.3870082386998732,0.3821751828630263,0.37813712214788564,0.3746526862108982,0.3715792657288607,0.36882473495010537,0.36632574654915817,0.36403667655385497,0.35478128043090157,0.34782359504011684,0.33755684946582454,0.30525092459244607
4.0,0.4394123406529396,0.420093494627706,0.4195441722097587,0.4190703863673112,0.4186345845444097,0.4182275823052419,0.41784381336376125,0.41747942528071685,0.4171315894798306,0.4167981443166401,0.4164773871614949,0.41375211648723964,0.4115660856663436,0.4096978547725123,0.4080473407530761,0.4065584781789667,0.40519591780529374,0.4039356029549775,0.40276025635498247,0.40165696102607784,0.39310620614233904,0.3870082386998732,0.3821751828630263,0.37813712214788564,0.3746526862108982,0.3715792657288607,0.36882473495010537,0.36632574654915817,0.36403667655385497,0.35478128043090157,0.34782359504011684,0.33755684946582454,0.30525092459244607
