Id,WofBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.08537489341323286,155.0,0.05810875338144683,0.016240042829976393,27.978,250.7219679700444,111.84774185321822,261.8080578269287,201.0,2435.0
