Year,Month,Day,Hour,Minute,Second,PET(mm),Rain(mm)
1972,1,1,9,0,0,6.58828496933,0.0
1972,1,2,9,0,0,4.98942708969,0.0
1972,1,3,9,0,0,4.59392356873,0.0
1972,1,4,9,0,0,5.38502407074,2.09999990463
1972,1,5,9,0,0,4.6456656456,6.30000019073
1972,1,6,9,0,0,3.41689181328,5.80000019073
1972,1,7,9,0,0,3.99186110497,2.29999995232
1972,1,8,9,0,0,4.94514846802,0.0
1972,1,9,9,0,0,4.92211961746,0.0
1972,1,10,9,0,0,4.08378648758,0.0
1972,1,11,9,0,0,6.02247714996,0.0
1972,1,12,9,0,0,6.11138439178,0.0
1972,1,13,9,0,0,2.95909261703,29.2999992371
1972,1,14,9,0,0,6.33367204666,0.0
1972,1,15,9,0,0,4.38529586792,0.0
1972,1,16,9,0,0,5.32611656189,0.0
1972,1,17,9,0,0,3.63463258743,1.70000004768
1972,1,18,9,0,0,5.40452051163,0.0
1972,1,19,9,0,0,2.80228090286,3.5
1972,1,20,9,0,0,3.88864398003,0.0
1972,1,21,9,0,0,4.7013297081,0.0
1972,1,22,9,0,0,5.1361079216,0.0
1972,1,23,9,0,0,5.26798343658,0.0
1972,1,24,9,0,0,5.59499740601,0.0
1972,1,25,9,0,0,5.47276592255,0.0
1972,1,26,9,0,0,6.04525995255,0.0
1972,1,27,9,0,0,5.62010002136,0.0
1972,1,28,9,0,0,3.00245928764,6.80000019073
1972,1,29,9,0,0,4.92439651489,1.79999995232
1972,1,30,9,0,0,4.41956138611,0.0
1972,1,31,9,0,0,4.17633724213,0.0
1972,2,1,9,0,0,4.14427614212,0.0
1972,2,2,9,0,0,5.82691144943,0.0
1972,2,3,9,0,0,5.82173204422,0.0
1972,2,4,9,0,0,4.65540456772,0.0
1972,2,5,9,0,0,5.11921596527,0.0
1972,2,6,9,0,0,4.89123439789,0.0
1972,2,7,9,0,0,5.29904603958,0.0
1972,2,8,9,0,0,2.44048142433,5.19999980927
1972,2,9,9,0,0,4.30049848557,0.0
1972,2,10,9,0,0,5.37762308121,0.0
1972,2,11,9,0,0,3.78199720383,0.0
1972,2,12,9,0,0,4.16962146759,0.0
1972,2,13,9,0,0,5.24540376663,0.0
1972,2,14,9,0,0,4.77395772934,0.0
1972,2,15,9,0,0,5.40362501144,0.0
1972,2,16,9,0,0,4.48908805847,0.0
1972,2,17,9,0,0,3.84390640259,0.0
1972,2,18,9,0,0,4.44002151489,0.0
1972,2,19,9,0,0,3.4148337841,2.20000004768
1972,2,20,9,0,0,2.94439220428,0.0
1972,2,21,9,0,0,4.69923639297,0.0
1972,2,22,9,0,0,3.86421203613,0.0
1972,2,23,9,0,0,2.53997564316,2.40000009537
1972,2,24,9,0,0,2.97274541855,2.29999995232
1972,2,25,9,0,0,5.1611495018,0.0
1972,2,26,9,0,0,4.05848884583,0.0
1972,2,27,9,0,0,4.71438026428,0.0
1972,2,28,9,0,0,4.95176935196,0.0
1972,2,29,9,0,0,3.86625218391,0.0
1972,3,1,9,0,0,3.52447104454,0.0
1972,3,2,9,0,0,3.55555152893,0.0
1972,3,3,9,0,0,1.56511092186,0.0
1972,3,4,9,0,0,2.46585011482,11.6999998093
1972,3,5,9,0,0,1.79754328728,0.0
1972,3,6,9,0,0,3.42396426201,2.0
1972,3,7,9,0,0,2.95382237434,0.0
1972,3,8,9,0,0,2.73400640488,0.0
1972,3,9,9,0,0,3.05747652054,0.0
1972,3,10,9,0,0,1.45552527905,14.6999998093
1972,3,11,9,0,0,2.62804746628,0.0
1972,3,12,9,0,0,3.53444957733,4.69999980927
1972,3,13,9,0,0,2.32330083847,0.0
1972,3,14,9,0,0,4.13906431198,2.29999995232
1972,3,15,9,0,0,2.85899329185,0.0
1972,3,16,9,0,0,3.92935419083,5.30000019073
1972,3,17,9,0,0,2.37058448792,3.59999990463
1972,3,18,9,0,0,3.10117411613,0.0
1972,3,19,9,0,0,2.65040683746,0.0
1972,3,20,9,0,0,2.37428808212,0.0
1972,3,21,9,0,0,3.25144886971,0.0
1972,3,22,9,0,0,2.68089580536,0.0
1972,3,23,9,0,0,2.52849912643,6.90000009537
1972,3,24,9,0,0,0.831491708755,5.0
1972,3,25,9,0,0,2.01167941093,0.0
1972,3,26,9,0,0,2.09982872009,0.0
1972,3,27,9,0,0,2.2276763916,0.0
1972,3,28,9,0,0,1.77395772934,0.0
1972,3,29,9,0,0,1.24201285839,0.0
