Id,BulkDensitySoil[g_cm-3],ParticleDensity_Fine[g_cm-3],Density_Rock[g_cm-3],Rock[0_1]
30,1.15,2.61,2.65,0
32,1.22,2.64,2.65,0
33,1.15,2.61,2.65,0
34,1.22,2.64,2.65,0
37,1.15,2.61,2.65,0
105,1.15,2.61,2.65,0
107,1.22,2.64,2.65,0
108,1.17,2.62,2.65,0
114,1.17,2.62,2.65,0
118,1.12,2.63,2.65,0
