0,Zroot,ΔRdf_Top,Zroot_Top[mm],Lai,CropCoeficient,ExtinctCoefRadiation,Ψfeddes1[mm],Ψfeddes2[mm],Ψfeddes3[mm],Ψfeddes4[mm],RootWaterUptakeComp,Zevapo,CropName,Sint_Lai,Sint_Sat
,750,0.75,300,4,1.0,0.5,10,220,10000,160000,0.5,100,Grass,1.6,5
