id,Year,Month,Day,Hour,Minute,Second,Pr_mm,Pet_mm,Temp_c
96,2015,6,5,21,0,0,0,0.152380948,11.48699341
97,2015,6,5,22,0,0,0,0.230130594,11.60256348
98,2015,6,5,23,0,0,0,0.286539842,12.87734375
99,2015,6,6,0,0,0,0,0.336614408,13.96102295
100,2015,6,6,1,0,0,0,0.328522496,14.77971802
101,2015,6,6,2,0,0,0,0.262406655,15.27767334
102,2015,6,6,3,0,0,0,0.14788509,15.42095337
103,2015,6,6,4,0,1,0,0,15.19979248
104,2015,6,6,5,0,1,0,0,14.62923584
105,2015,6,6,6,0,1,0,0,13.74816284
106,2015,6,6,7,0,1,0,0,12.6166626
107,2015,6,6,8,0,1,0,0,11.31182251
108,2015,6,6,9,0,1,0,0,9.922570801
109,2015,6,6,10,0,1,0,0,8.543572998
110,2015,6,6,11,0,1,0,0,7.268792725
111,2015,6,6,12,0,1,0,0,6.185113525
112,2015,6,6,13,0,1,0,0,5.366418457
113,2015,6,6,14,0,1,0,0,4.868463135
114,2015,6,6,15,0,1,0,0,4.725183105
115,2015,6,6,16,0,1,0,0,4.946343994
116,2015,6,6,17,0,1,0,0,5.516900635
117,2015,6,6,18,0,1,0,0,6.397973633
118,2015,6,6,19,0,1,0,0,7.529473877
119,2015,6,6,20,0,1,0,0.052968404,8.834313965
120,2015,6,6,21,0,1,0,0.17536417,10.22356567
121,2015,6,6,22,0,1,0,0.265183335,10.28148804
122,2015,6,6,23,0,1,0,0.335285586,11.99706421
123,2015,6,7,0,0,1,0,0.368977024,13.45543823
124,2015,6,7,1,0,1,0,0.347985449,14.55724487
125,2015,6,7,2,0,1,0,0.273687998,15.22741089
126,2015,6,7,3,0,1,0,0.153156536,15.42022095
127,2015,6,7,4,0,1,0,0,15.12255249
128,2015,6,7,5,0,1,0,0,14.35473022
129,2015,6,7,6,0,1,0,0,13.16900024
130,2015,6,7,7,0,1,0,0,11.64623413
131,2015,6,7,8,0,1,0,0,9.89019165
132,2015,6,7,9,0,1,0,0,8.020532227
133,2015,6,7,10,0,1,0,0,6.164666748
134,2015,6,7,11,0,1,0,0,4.449090576
135,2015,6,7,12,0,1,0,0,2.990716553
136,2015,6,7,13,0,1,0,0,1.888879395
137,2015,6,7,14,0,1,0,0,1.218743896
138,2015,6,7,15,0,1,0,0,1.02565918
139,2015,6,7,16,0,1,0,0,1.296472168
140,2015,6,7,17,0,1,0,0,1.994989014
141,2015,6,7,18,0,1,0,0,3.07366333
142,2015,6,7,19,0,1,0,0,4.458947754
143,2015,6,7,20,0,1,0,0.049652957,6.056451416
144,2015,6,7,21,0,1,0,0.168874612,7.757318115
145,2015,6,7,22,0,1,0,0.273892947,10.19545898
146,2015,6,7,23,0,1,0,0.340121682,11.50594482
147,2015,6,8,0,0,1,0,0.361921033,12.62001953
148,2015,6,8,1,0,1,0,0.336724625,13.46166382
149,2015,6,8,2,0,1,0,0.262986199,13.97359619
150,2015,6,8,3,0,1,0,0.145869024,14.12087402
151,2015,6,8,4,0,1,0,0,13.89348755
152,2015,6,8,5,0,1,0,0,13.3069397
153,2015,6,8,6,0,1,0,0,12.4012085
154,2015,6,8,7,0,1,0,0,11.23796997
155,2015,6,8,8,0,1,0,0,9.896539307
156,2015,6,8,9,0,1,0,0,8.468347168
157,2015,6,8,10,0,1,0,0,7.050653076
158,2015,6,8,11,0,1,0,0,5.740136719
159,2015,6,8,12,0,1,0,0,4.626092529
160,2015,6,8,13,0,1,0,0,3.784448242
161,2015,6,8,14,0,1,0,0,3.272515869
162,2015,6,8,15,0,1,0,0,3.12545166
163,2015,6,8,16,0,1,0,0,3.37557373
164,2015,6,8,17,0,1,0,0,4.020776367
165,2015,6,8,18,0,1,0,0,5.01708374
166,2015,6,8,19,0,1,0,0,6.296655273
167,2015,6,8,20,0,1,0,0.050769238,7.772210693
168,2015,6,8,21,0,1,0,0.173989509,9.343255615
169,2015,6,8,22,0,1,0,0.291003409,13.04500732
170,2015,6,8,23,0,1,0,0.355350756,13.77175293
171,2015,6,9,0,0,1,0,0.373113609,14.38955078
172,2015,6,9,1,0,1,0,0.343702646,14.85628662
173,2015,6,9,2,0,1,0,0.266763382,15.14016113
174,2015,6,9,3,0,1,0,0.147221799,15.22185669
175,2015,6,9,4,0,1,0,0,15.09575806
176,2015,6,9,5,0,1,0,0,14.77050171
177,2015,6,9,6,0,1,0,0,14.26821289
178,2015,6,9,7,0,1,0,0,13.62316284
179,2015,6,9,8,0,1,0,0,12.87926636
180,2015,6,9,9,0,1,0,0,12.08724365
181,2015,6,9,10,0,1,0,0,11.30108032
182,2015,6,9,11,0,1,0,0,10.57436523
183,2015,6,9,12,0,1,0,0,9.956567383
184,2015,6,9,13,0,1,0,0,9.489831543
185,2015,6,9,14,0,1,0,0,9.205926514
186,2015,6,9,15,0,1,0,0,9.124291992
187,2015,6,9,16,0,1,0,0,9.254541016
188,2015,6,9,17,0,1,0,0,9.590447998
189,2015,6,9,18,0,1,0,0,10.10921631
190,2015,6,9,19,0,1,0,0,10.77541504
191,2015,6,9,20,0,1,0,0.032890995,11.54369507
192,2015,6,9,21,0,1,0,0.110720801,12.36168823
193,2015,6,9,22,0,1,0,0.172718472,13.45925293
194,2015,6,9,23,0,1,0,0.210611848,14.11452637
195,2015,6,10,0,0,1,1.386381802,0.220866132,14.67156372
196,2015,6,10,1,0,1,0,0.203172865,15.09237061
197,2015,6,10,2,0,1,0,0.157457645,15.34835205
198,2015,6,10,3,0,1,0.09210407,0.084220141,15.42199097
199,2015,6,10,4,0,1,0,0,15.30828247
200,2015,6,10,5,0,1,0,0,15.01500854
201,2015,6,10,6,0,1,0,0,14.5621582
202,2015,6,10,7,0,1,0.018311701,0,13.98052368
203,2015,6,10,8,0,1,0.036623402,0,13.30980835
204,2015,6,10,9,0,1,0,0,12.59572754
205,2015,6,10,10,0,1,0,0,11.88686523
206,2015,6,10,11,0,1,0,0,11.23162231
207,2015,6,10,12,0,1,0,0,10.67458496
208,2015,6,10,13,0,1,0,0,10.25377808
209,2015,6,10,14,0,1,0,0,9.997796631
210,2015,6,10,15,0,1,0,0,9.924432373
211,2015,6,10,16,0,1,0,0,10.06496582
212,2015,6,10,17,0,1,0,0,10.42757568
213,2015,6,10,18,0,1,0,0,10.98748169
214,2015,6,10,19,0,1,0,0,11.70656738
215,2015,6,10,20,0,1,0,0.037137739,12.53582153
216,2015,6,10,21,0,1,0,0.126205341,13.41872559
217,2015,6,10,22,0,1,0,0.192659805,13.61669312
218,2015,6,10,23,0,1,0,0.237179527,14.65319214
219,2015,6,11,0,0,1,0,0.28410682,15.53429565
220,2015,6,11,1,0,1,0,0.287313858,16.19997559
221,2015,6,11,2,0,1,0,0.233257422,16.60485229
222,2015,6,11,3,0,1,0,0.13032087,16.72133789
223,2015,6,11,4,0,1,0,0,16.5414978
224,2015,6,11,5,0,1,0,0,16.0776001
225,2015,6,11,6,0,1,0,0,15.36123047
226,2015,6,11,7,0,1,0,0,14.44121704
227,2015,6,11,8,0,1,0,0,13.38027344
228,2015,6,11,9,0,1,0,0,12.2506958
229,2015,6,11,10,0,1,0,0,11.12944946
230,2015,6,11,11,0,1,0,0,10.09295044
231,2015,6,11,12,0,1,0,0,9.211846924
232,2015,6,11,13,0,1,0,0,8.546166992
233,2015,6,11,14,0,1,0,0,8.141290283
234,2015,6,11,15,0,1,0,0,8.024591064
235,2015,6,11,16,0,1,0,0,8.181665039
236,2015,6,11,17,0,1,0,0,8.586938477
237,2015,6,11,18,0,1,0,0,9.212731934
238,2015,6,11,19,0,1,0,0,10.01641235
239,2015,6,11,20,0,1,0,0.045563414,10.94320068
240,2015,6,11,21,0,1,0,0.158099137,11.92995605
241,2015,6,11,22,0,1,0,0.133985421,13.6949707
242,2015,6,11,23,0,1,0,0.163488541,14.33831177
243,2015,6,12,0,0,1,0,0.171513107,14.88518677
244,2015,6,12,1,0,1,0,0.157665607,15.29836426
245,2015,6,12,2,0,1,0,0.12198984,15.54967651
246,2015,6,12,3,0,1,0,0.067000619,15.62197266
247,2015,6,12,4,0,1,0,0,15.51036987
248,2015,6,12,5,0,1,0,0,15.22243652
249,2015,6,12,6,0,1,0,0,14.77779541
250,2015,6,12,7,0,1,0,0,14.20675049
251,2015,6,12,8,0,1,0,0,13.54821167
252,2015,6,12,9,0,1,0,0,12.84710083
253,2015,6,12,10,0,1,0,0,12.15114746
254,2015,6,12,11,0,1,0,0,11.5078064
255,2015,6,12,12,0,1,0,0,10.9609314
256,2015,6,12,13,0,1,0,0,10.54775391
257,2015,6,12,14,0,1,0,0,10.29644165
258,2015,6,12,15,0,1,0,0,10.22411499
259,2015,6,12,16,0,1,0.221410461,0,10.3336731
260,2015,6,12,17,0,1,0.098726916,0,10.61626587
261,2015,6,12,18,0,1,1.213283627,0,11.05269775
262,2015,6,12,19,0,1,0,0,11.61315308
263,2015,6,12,20,0,1,0,0.024035491,12.25948486
264,2015,6,12,21,0,1,0,0.083189756,12.94762573
265,2015,6,12,22,0,1,0,0.130357337,14.05913696
266,2015,6,12,23,0,1,0,0.158515715,14.54760132
267,2015,6,13,0,0,1,0,0.165828533,14.962854
268,2015,6,13,1,0,1,0,0.152053646,15.27657471
269,2015,6,13,2,0,1,0,0.117395546,15.46737061
270,2015,6,13,3,0,1,0,0.061916908,15.52227173
271,2015,6,13,4,0,1,0,0,15.43752441
272,2015,6,13,5,0,1,0,0,15.21889648
273,2015,6,13,6,0,1,0,0,14.88128052
274,2015,6,13,7,0,1,0,0,14.44771729
275,2015,6,13,8,0,1,0,0,13.9477478
276,2015,6,13,9,0,1,0,0,13.41539917
277,2015,6,13,10,0,1,0,0,12.8869873
278,2015,6,13,11,0,1,0,0,12.39852295
279,2015,6,13,12,0,1,0,0,11.98330078
280,2015,6,13,13,0,1,0,0,11.66958008
281,2015,6,13,14,0,1,0,0,11.47878418
282,2015,6,13,15,0,1,0,0,11.42376099
283,2015,6,13,16,0,1,0,0,11.49611816
284,2015,6,13,17,0,1,0,0,11.68273315
285,2015,6,13,18,0,1,0,0,11.97094116
286,2015,6,13,19,0,1,0,0,12.34105835
287,2015,6,13,20,0,1,0,0.010524421,12.7678772
288,2015,6,13,21,0,1,0,0.036476915,13.22231445
289,2015,6,13,22,0,1,0,0.055409109,13.03066406
290,2015,6,13,23,0,1,0,0.091607049,13.66210327
291,2015,6,14,0,0,1,0,0.123533129,14.19887695
292,2015,6,14,1,0,1,0,0.13341241,14.60439453
293,2015,6,14,2,0,1,0,0.112554422,14.85106812
294,2015,6,14,3,0,1,0,0.062937484,14.92202148
295,2015,6,14,4,0,1,0,0,14.81246338
296,2015,6,14,5,0,1,0,0,14.52987061
297,2015,6,14,6,0,1,0,0,14.09343872
298,2015,6,14,7,0,1,0,0,13.5329834
299,2015,6,14,8,0,1,0,0,12.88665161
300,2015,6,14,9,0,1,0,0,12.19851074
301,2015,6,14,10,0,1,0,0,11.51546631
302,2015,6,14,11,0,2,0,0,10.8840271
303,2015,6,14,12,0,2,0,0,10.34725342
304,2015,6,14,13,0,2,0,0,9.94173584
305,2015,6,14,14,0,2,0,0,9.695062256
306,2015,6,14,15,0,2,0,0,9.624230957
307,2015,6,14,16,0,2,0,0,9.748254395
308,2015,6,14,17,0,2,0,0,10.06820068
309,2015,6,14,18,0,2,0,0,10.56224976
310,2015,6,14,19,0,2,0.243635295,0,11.19674072
311,2015,6,14,20,0,2,0.702817983,0.037476504,11.92843018
312,2015,6,14,21,0,2,0.107773696,0.14166646,12.70745239
313,2015,6,14,22,0,2,0,0.25333243,11.55349121
314,2015,6,14,23,0,2,0,0.341159146,13.33800659
315,2015,6,15,0,0,2,0,0.374048977,14.85497437
316,2015,6,15,1,0,2,0,0.351309602,16.00106201
317,2015,6,15,2,0,2,0,0.274558959,16.69814453
318,2015,6,15,3,0,2,0,0.150650259,16.89870605
319,2015,6,15,4,0,2,0,0,16.58910522
320,2015,6,15,5,0,2,0,0,15.79039917
321,2015,6,15,6,0,2,0,0,14.55703125
322,2015,6,15,7,0,2,0,0,12.97307739
323,2015,6,15,8,0,2,0,0,11.14647827
324,2015,6,15,9,0,2,0,0,9.20168457
325,2015,6,15,10,0,2,0,0,7.271264648
326,2015,6,15,11,0,2,0,0,5.486749268
327,2015,6,15,12,0,2,0,0,3.969750977
328,2015,6,15,13,0,2,0,0,2.82366333
329,2015,6,15,14,0,2,0,0,2.126611328
330,2015,6,15,15,0,2,0,0,1.925683594
331,2015,6,15,16,0,2,0,0,2.19854126
332,2015,6,15,17,0,2,0,0,2.902398682
333,2015,6,15,18,0,2,0,0,3.989282227
334,2015,6,15,19,0,2,0,0,5.38515625
335,2015,6,15,20,0,2,0,0.044848937,6.994866943
336,2015,6,15,21,0,2,0,0.166579368,8.708734131
337,2015,6,15,22,0,2,0,0.259713212,9.303063965
338,2015,6,15,23,0,2,0,0.329674309,11.24498901
339,2015,6,16,0,0,2,0,0.357879064,12.89580688
340,2015,6,16,1,0,2,0,0.336252269,14.14299927
341,2015,6,16,2,0,2,0,0.262758491,14.90157471
342,2015,6,16,3,0,2,0,0.143455341,15.11983643
343,2015,6,16,4,0,2,0,0,14.78289185
344,2015,6,16,5,0,2,0,0,13.9137207
345,2015,6,16,6,0,2,0,0,12.57158813
346,2015,6,16,7,0,2,0,0,10.84789429
347,2015,6,16,8,0,2,0,0,8.860131836
348,2015,6,16,9,0,2,0,0,6.743798828
349,2015,6,16,10,0,2,0,0,4.643060303
350,2015,6,16,11,0,2,0,0,2.701135254
351,2015,6,16,12,0,2,0,0,1.050317383
352,2015,6,16,13,0,2,0,0,-0.196875
353,2015,6,16,14,0,2,0,0,-0.955450439
354,2015,6,16,15,0,2,0,0,-1.17432251
355,2015,6,16,16,0,2,0,0,-0.901464844
356,2015,6,16,17,0,2,0,0,-0.197607422
357,2015,6,16,18,0,2,0,0,0.889306641
358,2015,6,16,19,0,2,0,0,2.285180664
359,2015,6,16,20,0,2,0,0.040410203,3.894891357
360,2015,6,16,21,0,2,0,0.151315544,5.608728027
361,2015,6,16,22,0,2,0,0.253734732,8.559625244
362,2015,6,16,23,0,2,0,0.315777812,9.715264893
363,2015,6,17,0,0,2,0,0.336469791,10.69765625
364,2015,6,17,1,0,2,0,0.31199443,11.43984375
365,2015,6,17,2,0,2,0,0.241771704,11.89129028
366,2015,6,17,3,0,2,0,0.130725079,12.0211731
367,2015,6,17,4,0,2,0,0,11.82064209
368,2015,6,17,5,0,2,0,0,11.30343018
369,2015,6,17,6,0,2,0,0,10.50472412
370,2015,6,17,7,0,2,0,0,9.478967285
371,2015,6,17,8,0,2,0,0,8.296075439
372,2015,6,17,9,0,2,0,0,7.036645508
373,2015,6,17,10,0,2,0,0,5.786523438
374,2015,6,17,11,0,2,0,0,4.630883789
375,2015,6,17,12,0,2,0,0,3.648492432
376,2015,6,17,13,0,2,0,0,2.906274414
377,2015,6,17,14,0,2,0,0,2.454858398
378,2015,6,17,15,0,2,0,0,2.325250244
379,2015,6,17,16,0,2,0,0,2.554711914
380,2015,6,17,17,0,2,0,0,3.146600342
381,2015,6,17,18,0,2,0,0,4.060571289
382,2015,6,17,19,0,2,0,0,5.234368896
383,2015,6,17,20,0,2,0,0.042220538,6.588006592
384,2015,6,17,21,0,2,0,0.157794115,8.029199219
385,2015,6,17,22,0,2,0,0.267761672,11.63778076
386,2015,6,17,23,0,2,0,0.327550428,12.23348389
387,2015,6,18,0,0,2,0,0.344298343,12.73986206
388,2015,6,18,1,0,2,0,0.316074758,13.12243042
389,2015,6,18,2,0,2,0,0.243511633,13.35512695
390,2015,6,18,3,0,2,0,0.130894201,13.42208252
391,2015,6,18,4,0,2,0,0,13.31871948
392,2015,6,18,5,0,2,0,0,13.05211792
393,2015,6,18,6,0,2,0,0,12.64040527
394,2015,6,18,7,0,2,0,0,12.11165771
395,2015,6,18,8,0,2,0,0,11.50194702
396,2015,6,18,9,0,2,0,0,10.85274658
397,2015,6,18,10,0,2,0,0,10.2083374
398,2015,6,18,11,0,2,0,0,9.612664795
399,2015,6,18,12,0,2,0,0,9.106286621
400,2015,6,18,13,0,2,0,0,8.723687744
401,2015,6,18,14,0,2,0,0,8.491021729
402,2015,6,18,15,0,2,0,0,8.424279785
403,2015,6,18,16,0,2,0,0,8.550378418
404,2015,6,18,17,0,2,0,0,8.875634766
405,2015,6,18,18,0,2,0,0,9.377923584
406,2015,6,18,19,0,2,0,0,10.02297363
407,2015,6,18,20,0,2,0,0.027194556,10.76687012
408,2015,6,18,21,0,2,0,0.099429963,11.5588623
409,2015,6,18,22,0,2,0,0.163056786,14.16600952
410,2015,6,18,23,0,2,0,0.19692874,14.28515015
411,2015,6,19,0,0,2,0,0.204909913,14.38643799
412,2015,6,19,1,0,2,0,0.18668444,14.46294556
413,2015,6,19,2,0,2,0,0.143189056,14.50948486
414,2015,6,19,3,0,2,0,0.074893229,14.52288208
415,2015,6,19,4,0,2,0,0,14.50222168
416,2015,6,19,5,0,2,0,0,14.44887695
417,2015,6,19,6,0,2,0,0,14.36654053
418,2015,6,19,7,0,2,0,0,14.26079712
419,2015,6,19,8,0,2,0,0,14.13884888
420,2015,6,19,9,0,2,0,0,14.0090271
421,2015,6,19,10,0,2,0,0,13.88012085
422,2015,6,19,11,0,2,0,0,13.76101074
423,2015,6,19,12,0,2,0,0,13.6597229
424,2015,6,19,13,0,2,0,0,13.58321533
425,2015,6,19,14,0,2,0,0,13.53667603
426,2015,6,19,15,0,2,0,0,13.52379761
427,2015,6,19,16,0,2,0,0,13.60030518
428,2015,6,19,17,0,2,0,0,13.7975708
429,2015,6,19,18,0,2,0,0,14.1022583
430,2015,6,19,19,0,2,0,0,14.49352417
431,2015,6,19,20,0,2,0,0.011982507,14.94472656
432,2015,6,19,21,0,2,0,0.042644184,15.42510376
433,2015,6,19,22,0,2,0,0.078119076,14.97362671
434,2015,6,19,23,0,2,0,0.134080372,15.72417603
435,2015,6,20,0,0,2,0,0.177304333,16.36223755
436,2015,6,20,1,0,2,0,0.188012549,16.8442627
437,2015,6,20,2,0,2,0,0.156636626,17.13744507
438,2015,6,20,3,0,2,0,0.086985463,17.22182617
439,2015,6,20,4,0,2,0,0,17.09157715
440,2015,6,20,5,0,2,0,0,16.75567017
441,2015,6,20,6,0,2,0,0,16.23690186
442,2015,6,20,7,0,2,0,0,15.57070313
443,2015,6,20,8,0,2,0,0,14.8024231
444,2015,6,20,9,0,2,0,0,13.98446045
445,2015,6,20,10,0,2,0.479158974,0,13.17250977
446,2015,6,20,11,0,2,0.777595153,0,12.42196045
447,2015,6,20,12,0,2,0,0,11.78389893
448,2015,6,20,13,0,2,0,0,11.30187378
449,2015,6,20,14,0,2,0.285396498,0,11.00866089
450,2015,6,20,15,0,2,0.142698249,0,10.92434082
451,2015,6,20,16,0,2,1.443949761,0,11.05663452
452,2015,6,20,17,0,2,1.126572606,0,11.3979126
453,2015,6,20,18,0,2,0.824086077,0,11.92489014
454,2015,6,20,19,0,2,0,0,12.60167847
455,2015,6,20,20,0,2,0,0.031370168,13.38213501
456,2015,6,20,21,0,2,0,0.114164621,14.21309814
457,2015,6,20,22,0,2,0,0.197122223,13.39547119
458,2015,6,20,23,0,2,0,0.295190548,14.70595703
459,2015,6,21,0,0,2,0,0.345462904,15.82003174
460,2015,6,21,1,0,2,0.438253483,0.334420532,16.66167603
461,2015,6,21,2,0,2,0,0.264163886,17.1736084
462,2015,6,21,3,0,2,0,0.144510836,17.32088623
463,2015,6,21,4,0,2,0,0,17.09349976
464,2015,6,21,5,0,2,0,0,16.5069519
465,2015,6,21,6,0,2,0,0,15.6012207
466,2015,6,21,7,0,2,0.505035277,0,14.43798218
467,2015,6,21,8,0,2,0.970383,0,13.09655151
468,2015,6,21,9,0,2,0.098943237,0,11.66835938
469,2015,6,21,10,0,2,0,0,10.25066528
470,2015,6,21,11,0,2,0,0,8.940148926
471,2015,6,21,12,0,2,0,0,7.826104736
472,2015,6,21,13,0,2,0,0,6.984460449
473,2015,6,21,14,0,2,0,0,6.472528076
474,2015,6,21,15,0,2,0,0,6.324639893
475,2015,6,21,16,0,2,0,0,6.490014648
476,2015,6,21,17,0,2,0,0,6.916589355
477,2015,6,21,18,0,2,0,0,7.575311279
478,2015,6,21,19,0,2,0,0,8.42131958
479,2015,6,21,20,0,2,0,0.044867524,9.396875
480,2015,6,21,21,0,2,0,0.167419261,10.43560181
481,2015,6,21,22,0,2,0,0.253444072,8.538751221
482,2015,6,21,23,0,2,0,0.322439475,10.46880493
483,2015,6,22,0,0,2,0,0.34976739,12.10949097
484,2015,6,22,1,0,2,0,0.328027527,13.34902344
485,2015,6,22,2,0,2,0,0.255844614,14.10292969
486,2015,6,22,3,0,2,0,0.138752905,14.31984863
487,2015,6,22,4,0,2,0,0,13.98500977
488,2015,6,22,5,0,2,0,0,13.1211792
489,2015,6,22,6,0,2,0,0,11.78725586
490,2015,6,22,7,0,2,0,0,10.07412109
491,2015,6,22,8,0,2,0,0,8.098565674
492,2015,6,22,9,0,2,0,0,5.995202637
493,2015,6,22,10,0,2,0,0,3.907342529
494,2015,6,22,11,0,2,0,0,1.977319336
495,2015,6,22,12,0,2,0,0,0.336633301
496,2015,6,22,13,0,2,0,0,-0.90289917
497,2015,6,22,14,0,2,0,0,-1.656835937
498,2015,6,22,15,0,2,0,0,-1.874090576
499,2015,6,22,16,0,2,0,0,-1.576422119
500,2015,6,22,17,0,2,0,0,-0.808599854
501,2015,6,22,18,0,2,0,0,0.377130127
502,2015,6,22,19,0,2,0,0,1.89989624
503,2015,6,22,20,0,3,0,0.039049559,3.655938721
504,2015,6,22,21,0,3,0,0.1501238,5.525598145
505,2015,6,22,22,0,3,0,0.244317751,7.345788574
506,2015,6,22,23,0,3,0,0.309736963,9.073266602
507,2015,6,23,0,0,3,0,0.335200661,10.54180298
508,2015,6,23,1,0,3,0,0.313748023,11.65123901
509,2015,6,23,2,0,3,0,0.244287949,12.3260437
510,2015,6,23,3,0,3,0,0.132132045,12.52019653
511,2015,6,23,4,0,3,0,0,12.2204834
512,2015,6,23,5,0,3,0,0,11.44729004
513,2015,6,23,6,0,3,0,0,10.25335083
514,2015,6,23,7,0,3,0,0,8.720025635
515,2015,6,23,8,0,3,0,0,6.951776123
516,2015,6,23,9,0,3,0,0,5.069116211
517,2015,6,23,10,0,3,0,0,3.200372314
518,2015,6,23,11,0,3,0,0,1.472894287
519,2015,6,23,12,0,3,0,0,0.00435791
