Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,Nse,Nse_θΨ,Nse_KΨ
1.0,0.5525950830154721,0.1922100117320367,0.013597378461037046,111296.67095784315,2.7010968527284698,0.8634983947746927,0.7675,10.0,0.0,0.4771649671442482,0.0,0.0,0.0,0.0
2.0,0.5777706839324234,0.14878693912474253,0.0015864378825519404,63089.401387918064,2.210874311008561,0.8140975088446114,0.7675,10.0,0.0,0.4703616744728332,0.0,0.0,0.0,0.0
3.0,0.5672574187245283,0.18464268985313487,0.0007322630466616222,170605.80793216938,2.5543158233515215,0.7527433908236838,0.7675,10.0,0.0,0.42699927284059164,0.0,0.0,0.0,0.0
4.0,0.4729505321977526,0.19999985992224126,0.07647559320677708,5.191219203706417e6,3.9116189584891954,0.8073788219910553,0.7675,10.0,0.0,0.38185024354586417,0.0,0.0,0.0,0.0
5.0,0.4729505321977526,0.19999985992224126,0.07647559320677708,5.191219203706417e6,3.9116189584891954,0.8073788219910553,0.7675,10.0,0.0,0.38185024354586417,0.0,0.0,0.0,0.0
