Id,WofBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.02248275788367132,788.0,-38.046017067762364,-7.723542136443765,78.153,279.27909928505653,134.69753601793275,283.0043901291005,2575.0,1268.0
