Year_Obs_Start,Month_Obs_Start,Day_Obs_Start,Year_Obs_End,Month_Obs_End,Day_Obs_End,Year_Sim_Start,Month_Sim_Start,Day_Sim_Start,Year_Sim_End,Month_Sim_End,Day_Sim_End
2008,1,1,2019,9,22,2008,7,1,2011,12,1
