iD,Year,Month,Day,Hour,Minute,Second,∑T[Hour],ΔPr_Through[mm/day],ΔPet[mm/day],ΔSink[mm/day],ΔEvaporation[mm/day],Hpond≈[mm],Recharge[mm/day],∑WaterBalance_η_Profile[mm/day]
1.0,2017.0,11.0,19.0,0.0,0.0,0.0,759.0002777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2017.0,11.0,20.0,0.0,0.0,0.0,783.0002777777778,4.814183087884771,3.8256162254654242,0.12648708164519462,0.27196021305386076,0.0,0.17750404699451927,NaN
3.0,2017.0,11.0,21.0,0.0,0.0,0.0,807.0002777777778,8.284928298962768e-11,4.900208333329303,4.078729159214163,0.3172800085700862,0.0,0.17206985946518305,2.6165904427085817e6
4.0,2017.0,11.0,22.0,0.0,0.0,0.0,831.0002777777778,0.0,4.949895833340889,4.015055286400738,0.2937348780075135,0.0,0.16583890619901176,-1.461672877916565e8
5.0,2017.0,11.0,23.0,0.0,0.0,0.0,855.0002777777778,0.0,4.665010416654553,3.703765061570209,0.2591258687238156,0.0,0.15953466580414766,-5.3621980688543797e8
6.0,2017.0,11.0,24.0,0.0,0.0,0.0,879.0002777777778,8.270717444247566e-11,4.895031249990481,3.808029908539879,0.2553982597891373,0.0,0.1531980873546166,NaN
7.0,2017.0,11.0,25.0,0.0,0.0,0.0,903.0002777777778,-1.6555645743210334e-10,4.739958333354693,3.6156829012384435,0.23296197460822832,0.0,0.146886246900225,NaN
8.0,2017.0,11.0,26.0,0.0,0.0,0.0,927.0002777777778,0.0,3.6898541666464837,2.775943167815484,0.17454062693156835,0.0,0.14065431936866002,-1.54844242821875e9
9.0,2017.0,11.0,27.0,0.0,0.0,0.0,951.0002777777778,0.0,3.6550729166683027,2.729404548450816,0.17044668458350642,0.0,0.13455484218760372,NaN
10.0,2017.0,11.0,28.0,0.0,0.0,0.0,975.0002777777778,0.0,4.225052083342433,3.1203445936131544,0.19124181313469357,0.0,0.12864407068892358,-2.1270497925834126e9
11.0,2017.0,11.0,29.0,0.0,0.0,0.0,999.0002777777778,0.0,3.749895833331067,2.7376332897182465,0.1646145595113584,0.0,0.12296935051285729,NaN
12.0,2017.0,11.0,30.0,0.0,0.0,0.0,1023.0002777777778,13.592054852948934,3.9248698371605144,2.8964907542355007,0.199135052700937,0.0,0.11471936083026968,0.001950195985579245
13.0,2017.0,12.0,1.0,0.0,0.0,0.0,1047.0002777777777,16.7209941716375,3.7466283523377797,2.885694191677601,0.2377196367501977,0.0,0.11611789806670725,0.000870434105218934
14.0,2017.0,12.0,2.0,0.0,0.0,0.0,1071.0002777777777,4.456855913919355,4.507013137665638,3.47885176989503,0.27506162220510255,0.0,0.10593986561646052,0.0007649695014614987
15.0,2017.0,12.0,3.0,0.0,0.0,0.0,1095.0002777777777,0.0,4.913750000026823,3.597415178229042,0.28692037795282666,0.0,0.10288365340544559,0.0007648919542216802
16.0,2017.0,12.0,4.0,0.0,0.0,0.0,1119.0002777777777,0.0,5.150625000001924,3.616327380917184,0.2852718947479591,0.0,0.0984912446993853,0.0007648784367865631
17.0,2017.0,12.0,5.0,0.0,0.0,0.0,1143.0002777777777,0.0,5.528749999990623,3.772537444669098,0.2776802208791711,0.0,0.09433086419389447,0.000777124218922225
18.0,2017.0,12.0,6.0,0.0,0.0,0.0,1167.0002777777777,0.0,5.342499999984852,3.568186258268298,0.24774020423849663,0.0,0.09038593491076341,0.0007849290710672908
19.0,2017.0,12.0,7.0,0.0,0.0,0.0,1191.0002777777777,0.0,5.779375000026391,3.8042585381539027,0.2506824388453168,0.0,0.08663927956905937,0.0007918060493071455
20.0,2017.0,12.0,8.0,0.0,0.0,0.0,1215.0002777777777,0.0,5.5850000000036175,3.6423428681324737,0.22675025816074879,0.0,0.08307585293855801,0.0007930427514205994
21.0,2017.0,12.0,9.0,0.0,0.0,0.0,1239.0002777777777,0.0,4.784999999967795,3.0879485517612437,0.18561173621888472,0.0,0.07968220703060425,0.0007929890464677494
22.0,2017.0,12.0,10.0,0.0,0.0,0.0,1263.0002777777777,0.0,5.208125000019152,3.3264936805279888,0.19443189346068301,0.0,0.07644672669099783,0.0007929594113840607
23.0,2017.0,12.0,11.0,0.0,0.0,0.0,1287.0002777777777,0.0,4.505625000006603,2.8477995934468368,0.16100274741655873,0.0,0.07336252775029806,0.0010295601284714753
24.0,2017.0,12.0,12.0,0.0,0.0,0.0,1311.0002777777777,0.0,4.414999999964266,2.774000815720143,0.15464683075809127,0.0,0.07042425722602808,0.0011719612504914095
25.0,2017.0,12.0,13.0,0.0,0.0,0.0,1335.0002777777777,0.0,5.665625000033003,3.5227201481718566,0.18997554101037117,0.0,0.0676256408610989,0.0011724637382961684
26.0,2017.0,12.0,14.0,0.0,0.0,0.0,1359.0002777777777,0.0,6.1356250000049215,3.7535880105460535,0.19295565456116748,0.0,0.06496312092056833,0.001172350539516553
27.0,2017.0,12.0,15.0,0.0,0.0,0.0,1383.0002777777777,0.0,5.778124999959886,3.476288809669157,0.17198636580014437,0.0,0.06243001326285835,0.001172261326714606
28.0,2017.0,12.0,16.0,0.0,0.0,0.0,1407.0002777777777,0.0,5.278125000013262,3.1335213904138897,0.1508752944362861,0.0,0.06001734393539948,0.001172202516102636
29.0,2017.0,12.0,17.0,0.0,0.0,0.0,1431.0002777777777,0.0,4.90687500003088,2.8816834889834695,0.1361281759220141,0.0,0.05771730685105503,0.001172160699900624
30.0,2017.0,12.0,18.0,0.0,0.0,0.0,1455.0002777777777,0.0,4.928749999973576,2.864713331497512,0.13303011070407322,0.0,0.05552425882465606,0.0011721189232164414
31.0,2017.0,12.0,19.0,0.0,0.0,0.0,1479.0002777777777,0.0,3.9056250000107298,2.249451113961129,0.103082849709633,0.0,0.053434052615427774,0.00134114501435912
32.0,2017.0,12.0,20.0,0.0,0.0,0.0,1503.0002777777777,11.126728279249107,4.483616114943004,2.5919304934583067,0.16640175818060676,0.0,0.05060954310661714,0.0010768118013019523
33.0,2017.0,12.0,21.0,0.0,0.0,0.0,1527.0002777777777,6.61263516857602,6.223250785377161,3.513042262575965,0.3323363323967019,0.0,0.05044443346387695,0.0009403728854337355
34.0,2017.0,12.0,22.0,0.0,0.0,0.0,1551.0002777777777,0.0,6.4709907407518585,3.497188253114956,0.2753571203538474,0.0,0.04773968906517112,0.00094038115347886
35.0,2017.0,12.0,23.0,0.0,0.0,0.0,1575.0002777777777,0.0,4.851888888919007,2.600857704729833,0.18298697637087535,0.0,0.046022356460007074,0.0009406324742139998
36.0,2017.0,12.0,24.0,0.0,0.0,0.0,1599.0002777777777,0.0,3.9999999999990905,2.1389970096006437,0.14227042193045314,0.0,0.04438632927768893,0.0009406238440375828
37.0,2017.0,12.0,25.0,0.0,0.0,0.0,1623.0002777777777,1.6555645743210334e-10,3.741981481438927,1.9870656957243398,0.12720954497924097,0.0,0.04282662511869795,0.0010531739693002643
38.0,2017.0,12.0,26.0,0.0,0.0,0.0,1647.0002777777777,-3.311129148642067e-10,4.309550925950418,2.2665527160753243,0.14018885278005477,0.0,0.04134001383498109,0.001108182608956888
39.0,2017.0,12.0,27.0,0.0,0.0,0.0,1671.0002777777777,24.532296015874522,3.263466870071227,1.7365692557062289,0.14366226941936766,0.0,0.04051217997054657,0.0007554713203957487
40.0,2017.0,12.0,28.0,0.0,0.0,0.0,1695.0002777777777,12.635894065517448,4.602502601005028,2.6450634140048805,0.3189703900876921,0.0,0.03867986594364403,0.0006499197425101157
41.0,2017.0,12.0,29.0,0.0,0.0,0.0,1719.0002777777777,-1.3997691894473974e-10,6.094048611116023,3.1395968841912065,0.3211328418594661,0.0,0.03724394524941843,0.0006499105614245638
42.0,2017.0,12.0,30.0,0.0,0.0,0.0,1743.0002777777777,0.0,5.769851851838155,2.7948121462662527,0.25679840357977746,0.0,0.03604537694393173,0.0006499064271830676
43.0,2017.0,12.0,31.0,0.0,0.0,0.0,1767.0002777777777,0.0,5.698805555602064,2.7164898287479957,0.22757777078428987,0.0,0.034881302761887056,0.0006598263949361145
44.0,2018.0,1.0,1.0,0.0,0.0,0.0,1791.0002777777777,0.0,4.872240740667962,2.2896338662880567,0.1788412532946353,0.0,0.03377156505505852,0.0006620742106051414
45.0,2018.0,1.0,2.0,0.0,0.0,0.0,1815.0002777777777,18.40310715599003,2.506407407441202,1.1968312218319284,0.10945070276903479,0.0,0.03194631929715186,0.0005490942044146258
46.0,2018.0,1.0,3.0,0.0,0.0,0.0,1839.0002777777777,60.68919338817963,2.1855324074039117,1.2802959268462928,0.30843507805290926,0.0,0.031856798830519395,0.00035099666775552027
47.0,2018.0,1.0,4.0,0.0,0.0,0.0,1863.0002777777777,79.6895744559572,2.234738425898911,1.5210622658825343,0.4165645399766227,0.0,0.0306375719585823,0.00023835018854897506
48.0,2018.0,1.0,5.0,0.0,0.0,0.0,1887.0002777777777,251.96766203649304,1.3254236112460376,0.959705831954949,0.2627063257667501,0.0,0.029593759914545714,0.0001696453963984006
49.0,2018.0,1.0,6.0,0.0,0.0,0.0,1911.0002777777777,193.02592592502947,1.5875925927014691,1.2323169835564443,0.38090735725295843,0.0,0.028871285717590567,0.0001335995381661209
50.0,2018.0,1.0,7.0,0.0,0.0,0.0,1935.0002777777777,56.307523150271095,2.4619594902948734,1.9544490463486284,0.5982762761325269,0.0,0.028354243583230243,0.00011177594179435707
51.0,2018.0,1.0,8.0,0.0,0.0,0.0,1959.0002777777777,10.917013887468556,3.5488750002062943,2.8445171091629504,0.8512608663931545,0.0,0.027037953227900147,9.548004295915208e-5
52.0,2018.0,1.0,9.0,0.0,0.0,0.0,1983.0002777777777,-6.122036211309023e-10,5.275785879833563,4.2380146892403445,1.2286014907354073,0.0,0.02677000978421873,8.271796971069635e-5
53.0,2018.0,1.0,10.0,0.0,0.0,0.0,2007.0002777777777,1.269881977350451e-9,5.884179397943797,4.70249920409978,1.2599018603705758,0.0,0.026309531734582947,7.787460644890275e-5
54.0,2018.0,1.0,11.0,0.0,0.0,0.0,2031.0002777777777,6.991740519879386e-11,5.052952546297547,3.8018197773301665,0.8185654041472006,0.0,0.025132350687917082,7.773096718883253e-5
55.0,2018.0,1.0,12.0,0.0,0.0,0.0,2055.0002777777777,-4.4792614062316716e-10,5.023789351965206,3.5445145671087914,0.700522204208923,0.0,0.024415030104796287,7.763109305036624e-5
56.0,2018.0,1.0,13.0,0.0,0.0,0.0,2079.0002777777777,0.0,5.330886574073304,3.519100057616072,0.640896606748985,0.0,0.023803120810068634,7.758675624871796e-5
57.0,2018.0,1.0,14.0,0.0,0.0,0.0,2103.0002777777777,0.0,4.483793981459826,2.7882554047578765,0.47350374814446283,0.0,0.023206633516668518,7.757829771940678e-5
58.0,2018.0,1.0,15.0,0.0,0.0,0.0,2127.0002777777777,0.0,4.654432870301719,2.7586736126360165,0.44376514005551115,0.0,0.022645181451673935,7.757701527796115e-5
59.0,2018.0,1.0,16.0,0.0,0.0,0.0,2151.0002777777777,0.0,4.411010416728061,2.5061990526487534,0.37799305213597734,0.0,0.022120167807736735,7.794995024647315e-5
60.0,2018.0,1.0,17.0,0.0,0.0,0.0,2175.0002777777777,6.625100468227174e-10,4.100000000000364,2.265085980513362,0.32538030743494417,0.0,0.02163206995596134,7.825995998686611e-5
61.0,2018.0,1.0,18.0,0.0,0.0,0.0,2199.0002777777777,-6.625100468227174e-10,4.034556712839219,2.188939198737785,0.2981270387796471,0.0,0.02118004935199913,7.83876547671429e-5
62.0,2018.0,1.0,19.0,0.0,0.0,0.0,2223.0002777777777,27.241099350728177,2.0459259259051805,1.1319589293951822,0.17627867162514121,0.0,0.020951913538683087,7.571029266873207e-5
63.0,2018.0,1.0,20.0,0.0,0.0,0.0,2247.0002777777777,20.87339923732344,2.2337951390565536,1.4734128640975541,0.3304917512081538,0.0,0.020182721424038874,7.374326563101504e-5
64.0,2018.0,1.0,21.0,0.0,0.0,0.0,2271.0002777777777,3.7342554867868216,4.42003904950343,2.8000180551546237,0.5702891775773544,0.0,0.019863557583171598,7.38050138056721e-5
65.0,2018.0,1.0,22.0,0.0,0.0,0.0,2295.0002777777777,0.0,4.97132825604632,2.8973969615390445,0.5191870682134017,0.0,0.0196816025795421,7.378494415119663e-5
66.0,2018.0,1.0,23.0,0.0,0.0,0.0,2319.0002777777777,24.977817221435146,2.743166666599393,1.5808033744250736,0.2936946613974598,0.0,0.019515778386262284,7.158417609172136e-5
67.0,2018.0,1.0,24.0,0.0,0.0,0.0,2343.0002777777777,100.23313955599264,2.5249050927451435,1.7842746533010825,0.44568152672124484,0.0,0.018719361206089857,6.554676827356411e-5
