Id,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11221219000011021,0.474,0.39011787190793235,0.37636942567860887,0.3574004315675831,0.3403513021482906,0.3330961139179825,0.2941258402341289,0.1748899058797525
11221219000011022,0.32925,0.26789319543488016,0.2533643382259659,0.23408647256083048,0.2176440864180517,0.2109117384895676,0.17749715706890642,0.10485042967509386
11221219000011023,0.393,0.33481341995323494,0.3174368574616249,0.2941028232987388,0.2738952569965802,0.26552966660450855,0.22308454612718126,0.12203342801651262
11352815000261011,0.519,0.466878479436263,0.45513631632903484,0.43868483626670324,0.4234261069943037,0.4167619340395457,0.37879074726213435,0.22181396534348338
11352815000261012,0.478,0.42082541185767564,0.4109903267842721,0.39731050075920665,0.3848549489028749,0.37950086451260157,0.3501062120011088,0.2502643864614097
11352815000261013,0.2969,0.24952915104296572,0.24193132835712533,0.2315098700711131,0.22222318034303665,0.21829684143376285,0.1974948096241133,0.13773022870558566
11352815000261014,0.18365,0.12062831150974708,0.10549058474793793,0.08752959488549959,0.07410894149954933,0.06910205982110926,0.048253780314419806,0.024435541012538944
12112828000671021,0.483,0.4000455645305243,0.3807110977781533,0.3543967645217246,0.33119975115693273,0.3214708331502448,0.2707818393662128,0.13559289547896775
12112828000671022,0.424,0.3090219094243277,0.28817276632243183,0.26169736043633685,0.24029055576231512,0.23185182189484707,0.19293915668427142,0.12931698512790005
12112828000671023,0.43,0.24946110377744718,0.2077549970081406,0.16280584843036955,0.13267307296772987,0.12224409747639418,0.08417865261251967,0.05551477938895011
12283124300041021,0.623,0.5346128816498367,0.5115854323054222,0.4804808883457995,0.45333671609729365,0.44203655379206536,0.38404980715104553,0.2392337721945462
12283124300041022,0.674,0.47510024471558737,0.4513948133600291,0.42017981552987627,0.39380804862880897,0.38308347225348094,0.3305663755520084,0.222409154892612
12283124300041023,0.622,0.5022034825352363,0.4913647411526233,0.4762385481739761,0.4623801976057946,0.4563930872453049,0.4231507768683422,0.30368995839502577
