Id,SoilName,Depth_mm,IsTopsoil,RockFragment_%,RockDepth_mm,MaxRootingDepth_mm,θs,θr,λbc,Ψbc,Ks,Ψga,θs,θr,λch,Ψch,Ks,Ψga,θs,θr,N,Ψvg,Ks,θs,θr,N,Ψvg,Ks,θs,θr,Ks,Ψm,σ,σMac,ΨmMac,θsMacMat,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11221219000011021,Albi_1a.2,100.0,1,0.0,3000.0,1000.0,0.4646572061289953,5.3151685968369986e-11,0.11079430645453493,90.0000000005343,0.10257206613853283,157.5481490292847,0.46465703479088294,0.0,0.11079419406822012,89.99999999999997,0.10257180786216394,157.54816612138472,0.4396642854691391,0.04278399857798645,1.200979992346138,748.7456991464493,0.19203438953001511,0.473554045604951,2.840605270280745e-9,1.1072986866746455,66.06647424227589,0.13013507440415698,0.474,0.10963847267184892,0.19203438383422494,20363.125122011195,2.539631952686315,0.7675,10.0,0.4119443432103293,0.474,0.39011787190793235,0.37636942567860887,0.3574004315675831,0.3403513021482906,0.3330961139179825,0.2941258402341289,0.1748899058797525
11221219000011022,Albi_1a.2,350.0,0,0.25,3000.0,1000.0,0.32358238420927204,4.8260360524885846e-11,0.12992088517888947,90.0000000018852,0.002300157007442034,154.75925917706496,0.3235826128250963,0.0,0.12992120609742516,90.00000000000071,0.0023001310064412325,154.759214311994,0.3094495995205871,0.056180233706082924,1.2814697142729503,598.3455240646014,0.003735290366578339,0.32861142513815433,8.771224224838288e-13,1.1262114850646157,71.50555224079568,0.0028173589939762054,0.32925,0.08776384278279564,0.0037352903328628146,7285.465682474733,2.1970171822985285,0.7675,10.0,0.2904633326412801,0.32925,0.26789319543488016,0.2533643382259659,0.23408647256083048,0.2176440864180517,0.2109117384895676,0.17749715706890642,0.10485042967509386
11221219000011023,Albi_1a.2,1000.0,0,0.0,3000.0,1000.0,0.39299999973455685,1.9498156861885878e-10,0.1263882718761316,90.00000000000304,0.004173091966112232,155.2568851671293,0.39299999999993995,0.0,0.12638833283806122,90.00000000005849,0.004173085762911871,155.25687651375935,0.3758080742520916,0.04362081028704674,1.2629544238381094,795.1272303705592,0.006738174611758582,0.3929999973632387,2.3811374681891958e-9,1.1288138230268896,99.99998183863998,0.005112096103443944,0.393,0.09256268976560697,0.006738167764984102,9164.569558826599,2.2735050333593407,0.7675,10.0,0.36184830853102046,0.393,0.33481341995323494,0.3174368574616249,0.2941028232987388,0.2738952569965802,0.26552966660450855,0.22308454612718126,0.12203342801651262
11352815000261011,Ayre_26a.1,100.0,1,0.0,3000.0,1000.0,0.5189999999276915,5.517618971450764e-11,0.11668935222663211,265.49645121682545,0.008259252334150565,462.1505753576021,0.5189999999999916,0.0,0.08904105668617297,90.00000000000159,0.009550320946159966,161.02703361966553,0.5062223057107461,1.5955911967929497e-10,1.1493635807325102,906.6622000131572,0.020160996970283136,0.5189999988664865,2.053237846771214e-9,1.0908440875243401,99.9999963551911,0.012240655671414805,0.519,1.2803014362646674e-9,0.02042144994004064,106114.72533413679,3.0898970017186618,0.7675,10.0,0.48707631182056693,0.519,0.466878479436263,0.45513631632903484,0.43868483626670324,0.4234261069943037,0.4167619340395457,0.37879074726213435,0.22181396534348338
11352815000261012,Ayre_26a.1,350.0,0,0.0,3000.0,1000.0,0.47799999969892143,0.04278089863450034,0.08771929800726916,90.00000000420454,0.0030401355980113173,161.25000004786557,0.47799999999999193,0.0,0.08771929800000001,90.00000000000021,0.003040126835550433,161.25000004156286,0.4527505543039352,0.10424342163566085,1.1705802754640255,991.9547656562813,0.005766835052069015,0.4778043032921466,6.485860544389009e-10,1.0748801289168268,79.83309256877888,0.0038307743905044,0.478,0.1771485682906375,0.00576682596541472,31739.904848503997,2.6875816272925217,0.7675,10.0,0.43672342017734384,0.478,0.42082541185767564,0.4109903267842721,0.39731050075920665,0.3848549489028749,0.37950086451260157,0.3501062120011088,0.2502643864614097
11352815000261013,Ayre_26a.1,1000.0,0,0.45,3000.0,1000.0,0.28891073958887353,1.557892597298182e-9,0.08876670517327685,90.00000000148722,0.001064624604832197,161.07319892048218,0.28891169217678014,0.0,0.08876614647757226,90.00000000000135,0.001064624666205027,161.07329299112283,0.27954308282399304,0.08562715067277592,1.2240625080114012,593.1282251137242,0.0019123909828162135,0.2967897449207836,7.092294153006891e-9,1.0848341522605247,53.30940646070962,0.0013301142162606928,0.2969,0.1099999999978512,0.0019123875814337121,16188.935518591707,2.463166067340746,0.7675,10.0,0.2614983400857559,0.2969,0.24952915104296572,0.24193132835712533,0.2315098700711131,0.22222318034303665,0.21829684143376285,0.1974948096241133,0.13773022870558566
11352815000261014,Ayre_26a.1,1020.0,0,0.65,3000.0,1000.0,0.16905473056835402,0.00044779146571639054,0.23271764033328662,90.00000001008206,0.0008921972849848727,142.9987605440219,0.16901449102660937,0.0,0.23152656175577802,89.99999999999997,0.0008920688571201027,143.11051512210338,0.16942196039426236,0.01876153260117839,1.4181469132802083,262.0650292743041,0.001367171254939773,0.1833441600145437,7.059727245945822e-11,1.2061036757965933,40.66967757169167,0.001072030661596365,0.18365,0.018761532623743037,0.0013671712546425353,2543.149386928301,1.8461911383188612,0.7675,10.0,0.1448302657361958,0.18365,0.12062831150974708,0.10549058474793793,0.08752959488549959,0.07410894149954933,0.06910205982110926,0.048253780314419806,0.024435541012538944
12112828000671021,Barr_67a.2,100.0,1,0.0,3000.0,1000.0,0.4829999979442858,7.726911379867367e-11,0.13475527226442846,90.0000000049836,0.09544380338701386,154.09042998532973,0.48299999999965726,0.0,0.13475534382173068,90.00000000000014,0.09544405955304415,154.09042017921317,0.4529196788267207,0.009701693853873308,1.2324848830151196,816.0164103917974,0.16502867740215932,0.4813735905112662,7.453014500379791e-11,1.1347643883584844,94.4651398230134,0.11922156541909618,0.483,0.0836134896881414,0.16502852148315128,12693.160841954488,2.382077839290237,0.7675,10.0,0.4303033404376187,0.483,0.4000455645305243,0.3807110977781533,0.3543967645217246,0.33119975115693273,0.3214708331502448,0.2707818393662128,0.13559289547896775
12112828000671022,Barr_67a.2,350.0,0,0.0,3000.0,1000.0,0.3895533905891554,1.379220754186459e-7,0.1415973853200979,90.00000001471355,0.1505486267961097,153.16710802988547,0.38955118480824585,0.0,0.14159292835018986,90.00000000000021,0.15055196743461466,153.16770079981654,0.3885100641920751,0.09895715399296258,1.3345854203504415,311.9681482726274,0.25465309262870217,0.4238349410138277,1.2542041087081065e-10,1.1256200265836163,27.36943313023022,0.18814697056867363,0.424,0.12086661999142242,0.2546530941223346,4060.61644870854,2.002168324596129,0.7675,10.0,0.34168612858599284,0.424,0.3090219094243277,0.28817276632243183,0.26169736043633685,0.24029055576231512,0.23185182189484707,0.19293915668427142,0.12931698512790005
12112828000671023,Barr_67a.2,1000.0,0,0.0,3000.0,1000.0,0.3850587056488763,0.04575336903530629,0.36738377735480665,90.00000000065045,0.21524865939121376,132.8132830540003,0.37918228344069,0.0,0.2741840065631311,90.00000000000014,0.2129090707642602,139.38130655680192,0.3956398419269005,0.05018177450013107,1.4848861394063397,170.50009883778847,0.3374800093492373,0.4295952118274369,7.942098681994866e-10,1.2270419112931479,27.793907827526777,0.26190302004881844,0.43,0.05018177450067634,0.33748000258318467,1414.2578404385451,1.6505916950307091,0.7675,10.0,0.32250000000489354,0.43,0.24946110377744718,0.2077549970081406,0.16280584843036955,0.13267307296772987,0.12224409747639418,0.08417865261251967,0.05551477938895011
