Id,SoilName,Depth,θs,θr,λch,Ψch,Ks,Φ,Ψga,θs_Min,θr_Min,λch_Min,Ψch_Min,Ks_Min,Φ_Min,θs_Max,θr_Max,λch_Max,Ψch_Max,Ks_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11221219000011021,Albi_1a.2,100.0,0.46465703479088294,0.0,0.11079419406822012,89.99999999999997,0.10257180786216394,0.49894736842105264,157.54816612138472,0.3555,0.0,0.087719298,90.0,1.0e-8,0.0,0.474,0.2,0.709219858,856.0,0.192034389621292,0.0,0.7617782539679755,0.919194251612578,0.604362256323373,0.03237950902476474,0.02812899679801046,0.03663002125151902,0.0
11221219000011022,Albi_1a.2,350.0,0.3235826128250963,0.0,0.12992120609742516,90.00000000000071,0.0023001310064412325,0.34657894736842104,154.759214311994,0.24693749999999998,0.0,0.087719298,90.0,7.500000000000001e-9,0.0,0.32925,0.15000000000000002,0.709219858,856.0,0.003735290366742874,0.0,0.8205072408298285,0.9479291939508216,0.6930852877088354,0.008837987825170162,0.016971846039333046,0.0007041296110072776,0.0
11221219000011023,Albi_1a.2,1000.0,0.39299999999993995,0.0,0.12638833283806122,90.00000000005849,0.004173085762911871,0.4136842105263158,155.25687651375935,0.29475,0.0,0.087719298,90.0,1.0e-8,0.0,0.393,0.2,0.709219858,856.0,0.006738174615414637,0.0,0.8145526698348182,0.9311628136583492,0.6979425260112873,0.012893417342684307,0.02452573962208059,0.0012610950632880255,0.0
11352815000261011,Ayre_26a.1,100.0,0.5189999999999916,0.0,0.08904105668617297,90.00000000000159,0.009550320946159966,0.5463157894736842,161.02703361966553,0.38925,0.0,0.087719298,90.0,1.0e-8,0.0,0.519,0.2,0.709219858,856.0,0.020421451971521055,0.0,0.6566576188150147,0.860020893296034,0.4532943443339955,0.02275790390471663,0.040652403395277384,0.004863404414155875,0.0
11352815000261012,Ayre_26a.1,350.0,0.47799999999999193,0.0,0.08771929800000001,90.00000000000021,0.003040126835550433,0.5031578947368421,161.25000004156286,0.3585,0.0,0.087719298,90.0,1.0e-8,0.0,0.478,0.2,0.709219858,856.0,0.005766835100978623,0.0,0.7233927737076642,0.8909207251603395,0.5558648222549889,0.013388680687548634,0.02551925449351169,0.001258106881585578,0.0
11352815000261013,Ayre_26a.1,1000.0,0.28891169217678014,0.0,0.08876614647757226,90.00000000000135,0.001064624666205027,0.3125263157894737,161.07329299112283,0.222675,0.0,0.087719298,90.0,5.5000000000000004e-9,0.0,0.2969,0.11000000000000001,0.709219858,856.0,0.001912391001981257,0.0,0.7715756748967186,0.9388318067677293,0.604319543025708,0.0066086729294238125,0.012818904066069954,0.0003984417927776715,0.0
11352815000261014,Ayre_26a.1,1020.0,0.16901449102660937,0.0,0.23152656175577802,89.99999999999997,0.0008920688571201027,0.19331578947368422,143.11051512210338,0.1377375,0.0,0.087719298,90.0,3.5e-9,0.0,0.18365,0.06999999999999999,0.709219858,856.0,0.001367171255062799,0.0,0.84287851889131,0.9437647812254655,0.7419922565571546,0.006090774215746649,0.011940090891142521,0.000241457540350776,0.0
12112828000671021,Barr_67a.2,100.0,0.48299999999965726,0.0,0.13475534382173068,90.00000000000014,0.09544405955304415,0.508421052631579,154.09042017921317,0.36224999999999996,0.0,0.087719298,90.0,1.0e-8,0.0,0.483,0.2,0.709219858,856.0,0.16502867748342004,0.0,0.7921065872134765,0.9172212867608014,0.6669918876661516,0.03182265560777922,0.03389719422730181,0.02974811698825663,0.0
12112828000671022,Barr_67a.2,350.0,0.38955118480824585,0.0,0.14159292835018986,90.00000000000021,0.15055196743461466,0.4463157894736842,153.16770079981654,0.318,0.0,0.087719298,90.0,1.0e-8,0.0,0.424,0.2,0.709219858,856.0,0.25465309566837313,0.0,0.8241776558685212,0.9492720497122655,0.6990832620247769,0.03163233693368568,0.020688990459422706,0.04257568340794865,0.0
12112828000671023,Barr_67a.2,1000.0,0.37918228344069,0.0,0.2741840065631311,90.00000000000014,0.2129090707642602,0.45263157894736844,139.38130655680192,0.3225,0.0,0.087719298,90.0,1.0e-8,0.0,0.43,0.2,0.709219858,856.0,0.337480009448364,0.0,0.8485870889024276,0.9389091195286325,0.7582650582762225,0.03960670460740239,0.02887965735095411,0.050333751863850675,0.0
12283124300041021,Brunt_4a.2,100.0,0.6229999999999406,0.0,0.10924559522356782,90.00000000000037,0.09904495129895922,0.6557894736842106,157.7845194705045,0.46725,0.0,0.087719298,90.0,1.0e-8,0.0,0.623,0.2,0.709219858,856.0,0.16726661500747142,0.0,0.8125536612679671,0.938648682734042,0.6864586398018923,0.030985197443557874,0.03248502859430911,0.02948536629280664,0.0
12283124300041022,Brunt_4a.2,350.0,0.5987510360155309,0.0,0.12429665241839677,90.0000000000049,0.27420832681962115,0.7094736842105264,155.55514484201493,0.5055000000000001,0.0,0.087719298,90.0,1.0e-8,0.0,0.674,0.2,0.709219858,856.0,0.5184124055241579,0.0,0.7793986986300405,0.9128151823603261,0.6459822148997549,0.06128953556955878,0.039152678035883626,0.08342639310323394,0.0
12283124300041023,Brunt_4a.2,1000.0,0.5957395610989896,0.0,0.08771929800000693,90.00000000000021,0.149968224678268,0.6547368421052632,161.25000004156172,0.4665,0.0,0.087719298,90.0,1.0e-8,0.0,0.622,0.2,0.709219858,856.0,0.32137235485764987,0.0,0.7131775003434254,0.9132730662267503,0.5130819344601005,0.046332591251721955,0.02913445203006409,0.06353073047337982,0.0
