Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
1.122121900001102e16,0.474,0.10963625987629713,0.19203397326624638,20363.71881953829,2.539641670566938,0.8690795611490617,0.7675,10.0,0.0,0.41194371198465524,0.49894736842105264,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16899999999999998,0.192034389621292,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9974753055255087,0.9949506110711752,0.9999999999798421,0.003053865152401824,0.006107468841592728,2.614632109199205e-7,0.1920349423213118
1.1221219000011022e16,0.389,0.10309764962007395,0.003735290346813698,8133.891957949393,2.2278098254687935,0.8883297516114965,0.7675,10.0,0.0,0.3455602733768722,0.4094736842105263,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.12,0.003735290366742874,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9984448775074475,0.9968970048306272,0.9999927501842678,0.0021562085268510365,0.004308994839110238,3.4222145918353012e-6,0.00543015100014949
1.1221219000011024e16,0.393,0.09256340156995789,0.0067381652690940656,9164.553626104413,2.2735044533108413,0.9207328977045156,0.7675,10.0,0.0,0.36184802879787464,0.4136842105263158,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.11599999999999999,0.006738174615414637,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9982356240299977,0.9964712480621374,0.9999999999978579,0.002405749229870838,0.004811495101459216,3.3582824601168077e-9,0.006738084838302313
1.1352815000261012e16,0.519,2.2650999913091142e-10,0.020421448006508268,106119.81244413972,3.0899129825500875,0.9384888991013686,0.7675,10.0,0.0,0.4870757386336103,0.5463157894736842,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.020421451971521055,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9991905031416461,0.998381006430655,0.9999999998526373,0.0017745472947418971,0.003549014742717112,7.98467666825477e-8,0.020421373959296423
1.1352815000261012e16,0.478,0.17714610609754344,0.005766829049017811,31740.93471869551,2.687592447823636,0.9136473196177818,0.7675,10.0,0.0,0.4367234187772997,0.5031578947368421,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.005766835100978623,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.999287221259326,0.9985744425219711,0.9999999999966808,0.0012398822496112187,0.0024797610598607752,3.4393616620821157e-9,0.005766846647267276
1.1352815000261012e16,0.458,0.19511500075955088,0.0019123909991747804,22267.55591010594,2.5571157352279372,0.9230422511419197,0.7675,10.0,0.0,0.42275335102299927,0.48210526315789476,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.001912391001981257,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9958688531764857,0.9917456446545406,0.9999920616984308,0.002794725490151677,0.005587666316637412,1.784663665941789e-6,0.004457922205628328
1.1352815000261014e16,0.339,0.05699999998374464,0.0013661577545135129,2194.330114386973,1.7970156661093963,0.8002857043437897,0.7675,10.0,0.0,0.2712968537725447,0.35684210526315796,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.057,0.001367171255062799,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9829495397269162,0.9659013418232352,0.9999977376305972,0.00781430802537032,0.015627901050543746,7.15000196891246e-7,0.20787860753608825
1.211282800067102e16,0.483,0.08361553812846728,0.16502819834238872,12692.774300064813,2.3820676761535986,0.8908978827668793,0.7675,10.0,0.0,0.4303036773764027,0.508421052631579,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13,0.16502867748342004,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9993257396607991,0.9986514793500063,0.9999999999715918,0.0018722094418646548,0.0037441441237061443,2.7476002316529343e-7,0.1650261875960288
1.2112828000671022e16,0.424,0.1216028112533174,0.25465264790574504,4017.161064082011,1.9985818783319902,0.8059545481791097,0.7675,10.0,0.0,0.3417247284279425,0.4463157894736842,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.123,0.25465309566837313,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9990316233397962,0.998063246682677,0.9999999999969154,0.0019061250243417784,0.003812113734643086,1.3631404047056913e-7,0.254652868176831
1.2112828000671024e16,0.43,0.05499999999985368,0.3374800067566077,1339.477757727231,1.6324833303135116,0.750000000003759,0.7675,10.0,0.0,0.3225000000016164,0.45263157894736844,0.3,0.0,1.0e-8,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.055,0.337480009448364,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9903376425183367,0.9806752850366751,0.9999999999999982,0.00791996779192944,0.01583993127135258,4.312506298374424e-9,0.3374800093782628
