Id,SoilName,Depth,θs,θr,λbc,Ψbc,Ks,Φ,Ψga,θs_Min,θr_Min,λbc_Min,Ψbc_Min,Ks_Min,Φ_Min,θs_Max,θr_Max,λbc_Max,Ψbc_Max,Ks_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11221219000011021,Albi_1a.2,100.0,0.4646572061289953,5.3151685968369986e-11,0.11079430645453493,90.0000000005343,0.10257206613853283,0.49894736842105264,157.5481490292847,0.3555,0.0,0.087719298,90.0,1.0e-8,0.0,0.474,0.15352520057400543,0.709219858,856.0,0.192034389621292,0.0,0.7617782539581882,0.9191942396625619,0.6043622682538146,0.03237950978858968,0.02812899887794881,0.036630020699230555,0.0
11221219000011022,Albi_1a.2,350.0,0.32358238420927204,4.8260360524885846e-11,0.12992088517888947,90.0000000018852,0.002300157007442034,0.34657894736842104,154.75925917706496,0.24693749999999998,0.0,0.087719298,90.0,7.500000000000001e-9,0.0,0.32925,0.09366510399209517,0.709219858,856.0,0.003735290366742874,0.0,0.8205072407452914,0.9479292306911331,0.6930852507994496,0.008837984852574749,0.016971840051803112,0.0007041296533463862,0.0
11221219000011023,Albi_1a.2,1000.0,0.39299999973455685,1.9498156861885878e-10,0.1263882718761316,90.00000000000304,0.004173091966112232,0.4136842105263158,155.2568851671293,0.29475,0.0,0.087719298,90.0,1.0e-8,0.0,0.393,0.10720586379650533,0.709219858,856.0,0.006738174615414637,0.0,0.8145526697586611,0.9311628205177482,0.697942518999574,0.012893416739025486,0.024525738400125938,0.0012610950779250363,0.0
11352815000261011,Ayre_26a.1,100.0,0.5189999999276915,5.517618971450764e-11,0.11668935222663211,265.49645121682545,0.008259252334150565,0.5463157894736842,462.1505753576021,0.38925,0.0,0.087719298,90.0,1.0e-8,0.0,0.519,0.18532702338147808,0.709219858,856.0,0.020421451971521055,0.0,0.6452305303371425,0.9249191861065129,0.3655418745677721,0.017505980876333437,0.02977276047729538,0.0052392012753714945,0.0
11352815000261012,Ayre_26a.1,350.0,0.47799999969892143,0.04278089863450034,0.08771929800726916,90.00000000420454,0.0030401355980113173,0.5031578947368421,161.25000004786557,0.3585,0.0,0.087719298,90.0,1.0e-8,0.0,0.478,0.2,0.709219858,856.0,0.005766835100978623,0.0,0.7368013223481074,0.9177378224837488,0.555864822212466,0.011709747572910458,0.02216138826417511,0.0012581068816458056,0.0
11352815000261013,Ayre_26a.1,1000.0,0.28891073958887353,1.557892597298182e-9,0.08876670517327685,90.00000000148722,0.001064624604832197,0.3125263157894737,161.07319892048218,0.222675,0.0,0.087719298,90.0,5.5000000000000004e-9,0.0,0.2969,0.11000000000000001,0.709219858,856.0,0.001912391001981257,0.0,0.7715756745812294,0.9388317444309936,0.6043196047314652,0.006608676179837212,0.012818910597964944,0.0003984417617094787,0.0
11352815000261014,Ayre_26a.1,1020.0,0.16905473056835402,0.00044779146571639054,0.23271764033328662,90.00000001008206,0.0008921972849848727,0.19331578947368422,142.9987605440219,0.1377375,0.0,0.087719298,90.0,3.5e-9,0.0,0.18365,0.01876153262462336,0.709219858,856.0,0.001367171255062799,0.0,0.8428794262804005,0.9436341061414558,0.7421247464193452,0.006097675555737538,0.01195395557465909,0.00024139553681598602,0.0
12112828000671021,Barr_67a.2,100.0,0.4829999979442858,7.726911379867367e-11,0.13475527226442846,90.0000000049836,0.09544380338701386,0.508421052631579,154.09042998532973,0.36224999999999996,0.0,0.087719298,90.0,1.0e-8,0.0,0.483,0.1151666967637294,0.709219858,856.0,0.16502867748342004,0.0,0.7921065871188344,0.917221294484233,0.6669918797534358,0.03182265499382267,0.03389719264596129,0.02974811734168405,0.0
12112828000671022,Barr_67a.2,350.0,0.3895533905891554,1.379220754186459e-7,0.1415973853200979,90.00000001471355,0.1505486267961097,0.4463157894736842,153.16710802988547,0.318,0.0,0.087719298,90.0,1.0e-8,0.0,0.424,0.1208666200769728,0.709219858,856.0,0.25465309566837313,0.0,0.8241776551084071,0.9492715613252353,0.6990837488915789,0.03163236950846788,0.020689090051563063,0.04257564896537269,0.0
12112828000671023,Barr_67a.2,1000.0,0.3850587056488763,0.04575336903530629,0.36738377735480665,90.00000000065045,0.21524865939121376,0.45263157894736844,132.8132830540003,0.3225,0.0,0.087719298,90.0,1.0e-8,0.0,0.43,0.050181774500782574,0.709219858,856.0,0.337480009448364,0.0,0.8527711967410773,0.9377505888926718,0.7677918045894826,0.03924208386789203,0.029152208911587495,0.04933195882419657,0.0
12283124300041021,Brunt_4a.2,100.0,0.622999988320196,2.2501952960129862e-11,0.10924581538542968,90.00000003674307,0.09904578391124316,0.6557894736842106,157.7844858153788,0.46725,0.0,0.087719298,90.0,1.0e-8,0.0,0.623,0.2,0.709219858,856.0,0.16726661500747142,0.0,0.8125536604549013,0.9386486568278185,0.6864586640819842,0.030985200302017964,0.03248503545287679,0.02948536515115914,0.0
12283124300041022,Brunt_4a.2,350.0,0.6038417821175024,0.09019595086114787,0.16144014783095123,90.0000000117561,0.2755566105706393,0.7094736842105264,150.63380749336102,0.5055000000000001,0.0,0.087719298,90.0,1.0e-8,0.0,0.674,0.2,0.709219858,856.0,0.5184124055241579,0.0,0.7803128670154269,0.9108077271962637,0.6498180068345902,0.06128703108621371,0.03960086357874054,0.08297319859368688,0.0
12283124300041023,Brunt_4a.2,1000.0,0.5879717642045276,0.030317293570407633,0.08771929803469421,90.0000000017929,0.1499693054508372,0.6547368421052632,161.2500000389039,0.4665,0.0,0.087719298,90.0,1.0e-8,0.0,0.622,0.2,0.709219858,856.0,0.32137235485764987,0.0,0.7154250051526978,0.9177680758915123,0.5130819344138834,0.04595006306347496,0.028369395650554997,0.06353073047639492,0.0
12283124300041024,Brunt_4a.2,1020.0,0.599077854379077,1.899347061624729e-9,0.10123844849788587,90.000000018076,0.13030031244374596,0.6452631578947369,159.03347448714968,0.45975,0.0,0.087719298,90.0,1.0e-8,0.0,0.613,0.2,0.709219858,856.0,0.26959637661397107,0.0,0.7189447930108472,0.9049093756468448,0.5329802103748498,0.04540542223010833,0.03741572948945752,0.05339511497075914,0.0
13282523000031021,Crom_3a.2,100.0,0.5199999999987026,8.590757044344612e-12,0.19008631691309638,372.87284831566626,0.019266360177343428,0.5473684210526316,610.3323120175704,0.39,0.0,0.087719298,90.0,1.0e-8,0.0,0.52,0.05097752962988035,0.709219858,856.0,0.022341899056783316,0.0,0.897191448359865,0.8607528046944274,0.9336300920253026,0.03244041792417975,0.06272615273675156,0.002154683111607949,0.0
13282523000031022,Crom_3a.2,350.0,0.4083736801110552,0.039512587036065354,0.2856481598793846,90.00000000500768,0.2209055727850094,0.48000000000000004,138.4667156186835,0.342,0.0,0.087719298,90.0,1.0e-8,0.0,0.456,0.06671994393615292,0.709219858,856.0,0.3587440769708409,0.0,0.8412840919595272,0.9382571288618997,0.7443110550571549,0.04171711485441848,0.029467718541761993,0.05396651116707496,0.0
