Id,100mm,250000mm
11221219000011021,0.4065379073472497,0.15852520057400543
11221219000011022,0.2853523423472776,0.09866510399209517
11221219000011023,0.3555759378760664,0.11220586379650534
11352815000261011,0.4812380303868721,0.19032702338147808
11352815000261012,0.4326133622183476,0.23458208108657586
11352815000261013,0.25859917598550247,0.130184928695402
11352815000261014,0.1401724981556779,0.023761532624623362
12112828000671021,0.4230909512554251,0.1201666967637294
12112828000671022,0.33472374439251795,0.1258666200769728
12112828000671023,0.3076726740912768,0.05518177450078257
12283124300041021,0.5620924691435549,0.22415623762779077
12283124300041022,0.5038210483512543,0.21392270085818196
12283124300041023,0.5153218180020565,0.28354190136445384
12283124300041024,0.5236294840281859,0.22034123822381368
13282523000031021,0.4891499977034625,0.05597752962988035
13282523000031022,0.3296649206981216,0.07171994393615293
13282523000031023,0.37062422705549075,0.07016459656860914
13282523000031024,0.15418034731564584,0.012769961469828141
14112432210571021,0.5336498163689635,0.209710368454694
14112432210571022,0.47869670922509433,0.21672038445237748
14112432210571023,0.6041757444735605,0.2943285765507297
16112417110251021,0.43220991187212976,0.1722037243038657
16112417110251022,0.3927726082688817,0.19964784666742402
16112417110251023,0.4293819190648234,0.27683553567760383
16112417110251024,0.47573906871951593,0.3425651611362195
16152815000441021,0.3078981833043472,0.04101258078386705
16152815000441022,0.30211557830889557,0.06002685865944403
16152815000441023,0.3038662546668359,0.05714645774519876
16252821000111021,0.4522818698160321,0.08861338166818769
16252821000111022,0.34740638191268813,0.08467725038095499
16252821000111023,0.15919294558347521,0.01956941482756552
16252821000111024,0.11828405480963439,0.022565372339179844
16281929000191021,0.411630777524729,0.16481397195682496
16281929000191022,0.35719705873729213,0.19584900588015297
16281929000191023,0.335898765322884,0.20454963906940454
16281929000191024,0.16695090450460076,0.019250883804573904
17192323000051011,0.44012601858467365,0.08475374118442011
17192323000051012,0.3804641608153935,0.09103238656739883
17192323000051013,0.19697735718305448,0.03256034793977418
17192323000051014,0.15852146144633156,0.016049283086634482
18112417110022021,0.44226841174535425,0.15654654006235885
18112417110022022,0.3940099394436192,0.15964838489345798
18112417110022023,0.5183601898236996,0.20334646571420006
18192414000651021,0.38030356221259803,0.11745326544646385
18192414000651022,0.3478428732791385,0.11101707959683225
18192414000651023,0.3187932411874738,0.06673986726589037
18192414000651024,0.16254195094723728,0.013857889256815917
18192414000661011,0.409021366269607,0.1274134135640353
18192414000661012,0.34619842499187137,0.12389593275919568
18192414000661013,0.2412566778202202,0.05839791767042956
18192414000661014,0.28529991923523873,0.0669711004284918
18251700000071011,0.42298113222482614,0.09858001971954855
18251700000071012,0.36023698715928165,0.12329723277038665
18251700000071013,0.3389314991807532,0.16985679963028696
18251700000071014,0.14879708719105092,0.014816342372182071
21111930210011021,0.4757745233462019,0.08340656873063776
21111930210011022,0.4029604804944177,0.11379464396176614
21111930210011023,0.1002681895160803,0.09948782526054689
21111930210011024,0.5326499544161571,0.38382933910434336
22192923000431021,0.5117988488253428,0.14576227349993107
22192923000431022,0.3896815295170354,0.1688385620638464
22192923000431023,0.17123600523748989,0.05538824745279326
22192923000431024,0.13388749486602045,0.017477630767616447
22192923000441021,0.4848426595721942,0.16704175656268458
22192923000441022,0.38938624669701466,0.1977302952451228
22192923000441023,0.16348505099924326,0.05488588664045757
22192923000441024,0.1308341200672223,0.016100452294336043
23112414000841011,0.47489451165214475,0.14838461844225753
23112414000841012,0.3598278171244393,0.1684775241583311
23112414000841013,0.22093591620847514,0.08697410768955363
23112414000841014,0.13906273566542618,0.01876208155974957
23112414000851011,0.3434107486986902,0.11403650416952765
23112414000851012,0.20856810294010728,0.06015761713707115
23112414000851013,0.15676224982805292,0.03304341742839183
23112414000851014,0.1381484199464803,0.018068057417106008
23252524000011021,0.4022376210579184,0.11786516562695767
23252524000011022,0.23163919233991537,0.038203106118703624
