Id,100mm,250000mm
23252524000011023,0.15665595329950394,0.04020850566998494
23252524000011024,0.11767448628721681,0.028560481583271007
25211530000071011,0.5550402947980918,0.2992367603908201
25211530000071012,0.4553083305397488,0.24754449198081768
25211530000071013,0.49113568455231954,0.3206583485712608
25211530000071014,0.5532437994209954,0.37101023748957473
25282524252021011,0.4142987363860636,0.09354076920744803
25282524252021012,0.3420350825359658,0.09831786042234307
25282524252021013,0.3150297932235369,0.09182019535170606
25282524252021014,0.1442259700675711,0.018600285813658347
26111528000051021,0.6500973243580591,0.14167816958590684
26111528000051022,0.610517476741783,0.13671042687210516
26111528000051023,0.15043052302288137,0.021024225611583056
28112111000451011,0.33690682560218954,0.11348117693692128
28112111000451012,0.24114813970732069,0.06763964564871022
28112111000451013,0.18507134232935393,0.019070846788884887
28112111000451014,0.16349294323777633,0.012782023969538897
28112417000811021,0.32942160553808186,0.08520341656752141
28112417000811022,0.1943420743577756,0.018508455360921543
28112417000811023,0.15089719664522322,0.012516150026139374
28112417000811024,0.11077387687846273,0.014728823740487465
28112417000821021,0.26843647718732655,0.057552666742409365
28112417000821022,0.19409395571360916,0.019569030803816185
28112417000821023,0.1529934425390883,0.012863518882057367
28112417000821024,0.11136819955071585,0.015869407832293125
28112417000841011,0.31563580481597403,0.09067554626836112
28112417000841012,0.15765674558743908,0.01658041513877835
28112417000841013,0.09965852670059316,0.013544435245749999
30192331000141041,0.43630692989122405,0.15407193132530006
30192331000141042,0.38982687269737176,0.18622854517654802
30192331000141043,0.3695088940629302,0.19252023529089773
33112111000711021,0.41509838559002443,0.16319885545538027
33112111000711022,0.34061815843849425,0.13635329152173345
33112111000711023,0.32223378645204026,0.13806868785144857
33112111000711024,0.31357723852751584,0.1389249216966302
35302518000371021,0.42961112299692233,0.13234005543923663
35302518000371022,0.3726171616819186,0.16755969977468926
35302518000371023,0.35337068937642296,0.19607073987126455
