Id,SoilName,Depth,IsTopsoil,ThetaS_VgJules[mm3 mm-3],ThetaR_VgJules[mm3 mm-3],n_VgJules[-],Hvg_VgJules[mm],Ks_VgJules[mm s-1]
26111528000051021,Paer_5a.2,100.0,1,0.7363462716748428,0.0,1.2170793514818266,499.99999998407014,0.3903903373584594
26111528000051022,Paer_5a.2,350.0,0,0.6954863011245717,0.0,1.2173838413607354,499.99999993365907,0.35169975535068626
26111528000051023,Paer_5a.2,1000.0,0,0.20758287266841396,0.0,1.215052888969891,33.849685417624826,0.11981336848391255
28112111000451011,Raka_45a.1,100.0,0,0.4327850705324663,0.0,1.1336036734578896,29.861191055703795,0.2016311834583746
28112111000451012,Raka_45a.1,350.0,0,0.3301574541283755,0.0,1.1559749026350943,20.421415083373454,0.18757057721543036
28112111000451013,Raka_45a.1,1000.0,0,0.25928529183027726,0.0,1.2679028422700251,35.76977257322288,0.15620762273012115
28112111000451014,Raka_45a.1,1020.0,0,0.22081404091085258,0.0,1.2885919135822739,44.68618654050067,0.0020410398262935055
28112417000811021,Rang_81a.2,100.0,1,0.41540718643418556,0.0,1.1523666201220437,44.740559605468476,0.18080753479401565
28112417000811022,Rang_81a.2,350.0,0,0.2780222174901767,0.0,1.3163752999656035,34.44889357883954,0.17151483086730207
28112417000811023,Rang_81a.2,1000.0,0,0.21300801203255615,0.0,1.2938538836715494,36.70243571192142,0.12861670794852362
28112417000811024,Rang_81a.2,1020.0,0,0.14446665349538756,0.0,1.2281218159766047,44.35649858899544,0.0007334674088874142
28112417000821021,Rang_82a.2,100.0,1,0.3533590243853455,0.0,1.1773421228358785,37.08020548649902,0.18049603512225068
28112417000821022,Rang_82a.2,350.0,0,0.2713838367325595,0.0,1.265345104833891,36.64902498945298,0.16341060284257083
28112417000821023,Rang_82a.2,1000.0,0,0.2152649627976565,0.0,1.2865771901630692,37.29352046762399,0.12957765157952966
28112417000821024,Rang_82a.2,1020.0,0,0.14875600179284565,0.0,1.22400066316294,38.74324975686842,0.0007166990977573131
28112417000841011,Rang_84a.1,100.0,1,0.4312706784195669,0.0,1.1506610036739948,20.01512685226485,0.2451638081213613
28112417000841012,Rang_84a.1,350.0,0,0.2228857646023258,0.0,1.2812591693832038,32.483954822879376,0.13470069536393853
28112417000841013,Rang_84a.1,1000.0,0,0.13779300796907623,0.0,1.2231709032133908,33.56983980604199,0.000561770583745986
30192331000141041,Timu_14a.4,100.0,1,0.4954101652947782,0.0,1.1105190226121373,95.05795734675911,0.10969631313085011
30192331000141042,Timu_14a.4,350.0,0,0.42858053055956735,0.0,1.0885393272893005,96.24416340173039,0.0038053048992390806
30192331000141043,Timu_14a.4,1010.0,0,0.3729999999683084,0.0,1.0626826629980162,99.9999999581466,0.0032495747936420027
33112111000711021,Waka_71a.2,100.0,1,0.4547407025351575,0.0,1.114183403249651,99.6662604086124,0.005455211560759178
33112111000711022,Waka_71a.2,350.0,0,0.37299752505693373,0.0,1.1142758966702448,93.94952514197499,0.003494245619749213
33112111000711023,Waka_71a.2,1000.0,0,0.33699999999828867,0.0,1.095291228021817,99.9999999763685,0.0028916863276806917
33112111000711024,Waka_71a.2,1020.0,0,0.33099999998323953,0.0,1.09758845143738,99.9999999971488,0.002558331638683779
35302518000371021,Ytoh_37a.2,100.0,1,0.49932900144550846,0.0,1.1206683384554268,83.36226049449068,0.13267187139629347
35302518000371022,Ytoh_37a.2,340.0,0,0.423680683115648,0.0,1.0952012969387803,69.63734195800258,0.003681083889562839
35302518000371023,Ytoh_37a.2,990.0,0,0.36299999999085597,0.0,1.0630394550820166,99.99999990862798,0.0022941027770583327
