Id,SoilName,Depth,IsTopsoil,ThetaS_VgJules[mm3 mm-3],ThetaR_VgJules[mm3 mm-3],n_VgJules[-],Hvg_VgJules[mm],Ks_VgJules[mm s-1]
11221219000011021,Albi_1a.2,100.0,1,0.4735476371348637,0.0,1.1072982364809176,66.07146160250194,0.13013843004612896
11221219000011022,Albi_1a.2,350.0,0,0.3286117500642952,0.0,1.1262112868121106,71.50455541162066,0.002817359623674514
11221219000011023,Albi_1a.2,1000.0,0,0.392999999985551,0.0,1.1288090653087997,99.99999995572965,0.0051119354264085246
11352815000261011,Ayre_26a.1,100.0,1,0.518999999950613,0.0,1.0908429510779225,99.99999996509783,0.012240757353738991
11352815000261012,Ayre_26a.1,350.0,0,0.47780464580295906,0.0,1.074880033185448,79.83271444432076,0.0038307421962773783
11352815000261013,Ayre_26a.1,1000.0,0,0.2967888746499218,0.0,1.0848344626102562,53.31437821717495,0.001330143374062935
11352815000261014,Ayre_26a.1,1020.0,0,0.1833442075935147,0.0,1.206103053318116,40.66947685004837,0.0010720302522783064
12112828000671021,Barr_67a.2,100.0,1,0.4813791774857063,0.0,1.1347648072671257,94.4578003229949,0.11922057993258176
12112828000671022,Barr_67a.2,350.0,0,0.4238346561033054,0.0,1.125620508133786,27.370881554497803,0.18814805256251488
12112828000671023,Barr_67a.2,1000.0,0,0.4295947502763351,0.0,1.2270441871841213,27.79523731831067,0.26190383403152884
12283124300041021,Brunt_4a.2,100.0,1,0.6214378154977597,0.0,1.1102813410036527,97.80566219418857,0.12364084789705393
12283124300041022,Brunt_4a.2,350.0,0,0.6739641317902644,0.0,1.1041067094667734,12.511829712419303,0.3538315861997093
12283124300041023,Brunt_4a.2,1000.0,0,0.6219707034780332,0.0,1.073157959108663,24.39389258671629,0.19573626727721077
12283124300041024,Brunt_4a.2,1020.0,0,0.6127012931596725,0.0,1.0976201780707175,60.982134358298026,0.16850686539198176
13282523000031021,Crom_3a.2,100.0,1,0.5199999999873949,0.0,1.2125503026423254,499.9999999762363,0.01947201043433646
13282523000031022,Crom_3a.2,350.0,0,0.4556835613808664,0.0,1.1946588797390323,25.877548338738848,0.27221505023352255
13282523000031023,Crom_3a.2,1000.0,0,0.4625317535305198,0.0,1.2046993890133584,49.922795865874306,0.19945187694599903
13282523000031024,Crom_3a.2,1020.0,0,0.21678908306920822,0.0,1.286439275576515,38.01568728396743,0.13046956209633823
14112432210571021,Danvk_57a.2,100.0,1,0.5734999999979767,0.0,1.0985846143683213,99.99999999678317,0.010377061834142108
14112432210571022,Danvk_57a.2,350.0,0,0.6036804664640193,0.0,1.094679478343961,23.050362953610676,0.2471087214761486
14112432210571023,Danvk_57a.2,1000.0,0,0.6828315142265837,0.0,1.0823612985615922,75.7795064711297,0.14721288258163598
16112417110251021,Fanga_25a.2,100.0,1,0.5409451993019974,0.0,1.098732832116701,33.488035595073356,0.19132148851633962
16112417110251022,Fanga_25a.2,350.0,0,0.45292600548518974,0.0,1.0791921938995606,54.02745343710828,0.10362786671279929
16112417110251023,Fanga_25a.2,1000.0,0,0.4349999999947888,0.0,1.0428545587668963,99.99999985337293,0.0033898391964351485
16112417110251024,Fanga_25a.2,1020.0,0,0.47799999995435777,0.0,1.0315814355744846,99.99999974259846,0.003427437439643751
16152815000441021,Fere_44a.2,100.0,1,0.43958574064627987,0.0,1.2766616010368812,26.63707107619175,0.27606612396352176
16152815000441022,Fere_44a.2,350.0,0,0.42678325389825483,0.0,1.2292307779280582,21.516640839273894,0.26300340735156436
16152815000441023,Fere_44a.2,1000.0,0,0.4246685437815952,0.0,1.2230257885320857,25.83691971205186,0.2587798296148432
16252821000111021,Fork_11a.2,100.0,1,0.506999999999664,0.0,1.1622788598589333,99.99999992286916,0.011963191896495673
16252821000111022,Fork_11a.2,350.0,0,0.4575333668300259,0.0,1.1773046924172061,32.4203786278451,0.23796622136149423
16252821000111023,Fork_11a.2,1000.0,0,0.22207546696818276,0.0,1.248489417975665,33.95385077003115,0.13181980163573678
16252821000111024,Fork_11a.2,1020.0,0,0.1501081507310933,0.0,1.2047932154111545,43.076973574584855,0.0007374889268791711
16281929000191021,Fris_19a.2,100.0,1,0.48667916568065095,0.0,1.1045720918557107,55.57640152216913,0.14541561160673022
16281929000191022,Fris_19a.2,350.0,0,0.42495500933638364,0.0,1.0786457552829867,23.95636265296746,0.13789207230221842
16281929000191023,Fris_19a.2,1000.0,0,0.35777497274921494,0.0,1.065988078844659,85.84242252293558,0.0013633984027713547
16281929000191024,Fris_19a.2,1020.0,0,0.23242559398920548,0.0,1.2466158533728962,35.301663250956736,0.13783544880191778
17192323000051011,Gimm_5a.1,100.0,1,0.4720629196507302,0.0,1.193946747953381,499.9999996936868,0.012334628123263441
17192323000051012,Gimm_5a.1,350.0,0,0.4219999999936624,0.0,1.1289048222926528,99.99999991896948,0.008653987407637944
17192323000051013,Gimm_5a.1,1000.0,0,0.2240317411541844,0.0,1.2009005131808488,88.18191733036109,0.0023133757959411215
17192323000051014,Gimm_5a.1,1020.0,0,0.21783658327275196,0.0,1.257588305731011,39.101864913047294,0.12437718630139857
18112417110022021,Hanga_2b.2,100.0,1,0.5979403574817417,0.0,1.1147189758505875,18.313129100821214,0.30558778300246203
18112417110022022,Hanga_2b.2,350.0,0,0.5313355259859326,0.0,1.1164188952047807,10.000000000008828,0.3027418744822686
18112417110022023,Hanga_2b.2,1010.0,0,0.6844506331509225,0.0,1.1130377149339086,10.000000000009395,0.40559063739783857
18192414000651021,Hind_65a.2,100.0,1,0.4786490072510912,0.0,1.1294283188908916,41.3825751092004,0.19948994990968347
18192414000651022,Hind_65a.2,350.0,0,0.446716809129407,0.0,1.1428690160110206,30.97977826675346,0.2104447992214858
18192414000651023,Hind_65a.2,1000.0,0,0.44064359339378006,0.0,1.1984678591967721,27.514959919730785,0.262992830468038
18192414000651024,Hind_65a.2,1020.0,0,0.22017872555597126,0.0,1.2786466130248246,43.27896195872955,0.0019546259041166177
18192414000661011,Hind_66a.1,100.0,1,0.49148494895713113,0.0,1.1226598528228968,61.87893287918817,0.16014411311330568
18192414000661012,Hind_66a.1,350.0,0,0.42809192201418933,0.0,1.1226031871952125,38.81220126794664,0.16912286575824545
18192414000661013,Hind_66a.1,1000.0,0,0.30596036867791343,0.0,1.170575499392716,41.76275171125963,0.13657296781168396
18192414000661014,Hind_66a.1,1020.0,0,0.3478562815042294,0.0,1.170663331899357,55.50588126319094,0.13231686123897832
18251700000071011,Hog_7a.1,100.0,1,0.46699999998174146,0.0,1.1263964511159812,99.99999999510459,0.011715166147538402
18251700000071012,Hog_7a.1,350.0,0,0.42649944091275166,0.0,1.1187373329526418,62.63111628712154,0.1304886390548238
18251700000071013,Hog_7a.1,1000.0,0,0.35499999999823545,0.0,1.080954056189417,99.99999999228477,0.00241276415819925
18251700000071014,Hog_7a.1,1020.0,0,0.2043949521385395,0.0,1.2561972763693692,39.125147878239645,0.001503245109376446
21111930210011021,Kaitk_1a.2,95.0,1,0.5359999999977664,0.0,1.1553416894401698,99.99999991310628,0.12587345352453674
21111930210011022,Kaitk_1a.2,345.0,0,0.4941920154862768,0.0,1.144125726160458,51.33995875986483,0.19308976231279731
21111930210011023,Kaitk_1a.2,995.0,0,0.10295764445767322,0.0,1.0038175683862576,10.00000000245123,5.228827682950076e-7
21111930210011024,Kaitk_1a.2,1015.0,0,0.5499999999996078,0.0,1.0371119888054081,99.99999982626746,0.004655772963791043
22192923000431021,Lism_43a.2,100.0,1,0.549105359524162,0.0,1.155602689289406,499.9999999324554,0.017324210696941265
22192923000431022,Lism_43a.2,350.0,1,0.4507686562886225,0.0,1.0952341911411076,65.35278611604433,0.11158517660663102
22192923000431023,Lism_43a.2,1000.0,0,0.21384561539487337,0.0,1.1409232939744771,36.24795747775453,0.0010047304771093972
22192923000431024,Lism_43a.2,1020.0,0,0.1868774719505155,0.0,1.2448324300262497,33.00945128671636,0.0011185280993176161
22192923000441021,Lism_44a.2,100.0,1,0.5229999999654643,0.0,1.0983144794986268,99.999999983116,0.01399723398707251
22192923000441022,Lism_44a.2,350.0,0,0.45222263328708817,0.0,1.0836675588510245,44.88466185013775,0.12228414339821032
22192923000441023,Lism_44a.2,1000.0,0,0.20699593357487864,0.0,1.1369506841247154,31.36633354173157,0.0008670471892609857
22192923000441024,Lism_44a.2,1020.0,0,0.18272518324027925,0.0,1.249538461723024,33.85680014240445,0.0010874598555082667
23112414000841011,Mand_84a.1,100.0,1,0.5309999999957614,0.0,1.1150238071815917,99.99999998174422,0.012276672631464673
23112414000841012,Mand_84a.1,350.0,0,0.42269296276632795,0.0,1.0936219349560847,44.260289011656766,0.12538630864005385
23112414000841013,Mand_84a.1,1000.0,0,0.26981602662462434,0.0,1.1196041252920383,34.98490995040351,0.0013538029893837937
23112414000841014,Mand_84a.1,1020.0,0,0.1942770032002716,0.0,1.2453003518552925,32.504233849092834,0.0012067557430828562
23112414000851011,Mand_85a.1,100.0,1,0.3903092793931322,0.0,1.1176024542693819,95.85375575413745,0.005154605825790396
23112414000851012,Mand_85a.1,350.0,0,0.28583569145415816,0.0,1.154359385615215,18.713406962045255,0.16213159333445828
23112414000851013,Mand_85a.1,1000.0,0,0.2196083138996337,0.0,1.2107802055064065,21.163327844515507,0.13006107346147916
23112414000851014,Mand_85a.1,1020.0,0,0.19370024060091767,0.0,1.2542658119369288,32.30479910311984,0.0012263462717785555
23252524000011021,Moon_1a.2,100.0,1,0.5025826318938209,0.0,1.1298155341953995,46.19761728768791,0.20079167221249902
23252524000011022,Moon_1a.2,350.0,0,0.3229668191025536,0.0,1.2230491796344247,25.504293945242434,0.19378419828502744
23252524000011023,Moon_1a.2,1000.0,0,0.2048531033347416,0.0,1.1604460855325738,33.53031162802781,0.0010000358813632723
23252524000011024,Moon_1a.2,1020.0,0,0.14335113092608123,0.0,1.168621345746302,51.72491914057004,0.0005978043629863061
25211530000071011,Oket_7a.1,100.0,1,0.6640389901085563,0.0,1.071710221025335,29.324485211200457,0.1887971913680529
25211530000071012,Oket_7a.1,350.0,0,0.508421818637649,0.0,1.0709711567519618,75.56195931735724,0.009123976654118248
25211530000071013,Oket_7a.1,1000.0,0,0.49909999999517163,0.0,1.0409956957941298,99.9999995223509,0.009811981662845979
25211530000071014,Oket_7a.1,1020.0,0,0.5539999999711834,0.0,1.0520917795944091,499.9999997724158,0.00663589397943334
25282524252021011,Orono_202a.1,100.0,1,0.4993365045686292,0.0,1.1656370364887614,63.49927990719635,0.1841753023460826
25282524252021012,Orono_202a.1,350.0,0,0.4557578868693919,0.0,1.1581037863568586,26.108048848052555,0.24390029040996997
25282524252021013,Orono_202a.1,1000.0,0,0.3955519728849611,0.0,1.1581589622050177,37.222131222862174,0.17169369544254265
25282524252021014,Orono_202a.1,1020.0,0,0.20171848612942422,0.0,1.2515554612789477,33.33842317265186,0.11969222785918214
