Id,SoilName,Depth,θs,θr,N,Ψvg,Ks,Km,Φ,θs_Min,θr_Min,N_Min,Ψvg_Min,Ks_Min,Km_Min,Φ_Min,θs_Max,θr_Max,N_Max,Ψvg_Max,Ks_Max,Km_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11221219000011021,Albi_1a.2,100.0,0.4396642854691391,0.04278399857798645,1.200979992346138,748.7456991464493,0.19203438953001511,1.0,0.49894736842105264,0.3555,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.474,0.15352520057400543,5.0,500000.0,0.192034389621292,2.0,0.0,0.9813413058845255,0.9659156039746905,0.9967670077943604,0.01079003875823927,0.01826883765768391,0.00331123985879463,0.0
11221219000011022,Albi_1a.2,350.0,0.3094495995205871,0.056180233706082924,1.2814697142729503,598.3455240646014,0.003735290366578339,1.0,0.34657894736842104,0.24693749999999998,0.0,1.000001,10.0,7.500000000000001e-9,1.0,0.0,0.32925,0.09366510399209517,5.0,500000.0,0.003735290366742874,2.0,0.0,0.9872964958208129,0.9782420287680315,0.9963509628735944,0.005523824455270347,0.010970871599893054,7.677731064763965e-5,0.0
11221219000011023,Albi_1a.2,1000.0,0.3758080742520916,0.04362081028704674,1.2629544238381094,795.1272303705592,0.006738174611758582,1.0,0.4136842105263158,0.29475,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.393,0.10720586379650533,5.0,500000.0,0.006738174615414637,2.0,0.0,0.9903504343051153,0.9870376092245818,0.9936632593856488,0.005412694270519179,0.010642731676804252,0.0001826568642341055,0.0
11352815000261011,Ayre_26a.1,100.0,0.5062223057107461,1.5955911967929497e-10,1.1493635807325102,906.6622000131572,0.020160996970283136,1.0,0.5463157894736842,0.38925,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.519,0.18532702338147808,5.0,500000.0,0.020421451971521055,2.0,0.0,0.9833484096696483,0.9708859609288769,0.9958108584104198,0.009482778153589002,0.01853983428048362,0.0004257220266943844,0.0
11352815000261012,Ayre_26a.1,350.0,0.4527505543039352,0.10424342163566085,1.1705802754640255,991.9547656562813,0.005766835052069015,1.0,0.5031578947368421,0.3585,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.478,0.2,5.0,500000.0,0.005766835100978623,2.0,0.0,0.9848452529322929,0.9730584204640089,0.9966320854005768,0.006396079911709723,0.012682602733806074,0.00010955708961337154,0.0
11352815000261013,Ayre_26a.1,1000.0,0.27954308282399304,0.08562715067277592,1.2240625080114012,593.1282251137242,0.0019123909828162135,1.0,0.3125263157894737,0.222675,0.0,1.000001,10.0,5.5000000000000004e-9,1.0,0.0,0.2969,0.11000000000000001,5.0,500000.0,0.001912391001981257,2.0,0.0,0.9797058931017403,0.9615498327609974,0.9978619534424832,0.00509632296401629,0.010163357155964843,2.92887720677371e-5,0.0
11352815000261014,Ayre_26a.1,1020.0,0.16942196039426236,0.01876153260117839,1.4181469132802083,262.0650292743041,0.001367171254939773,1.0,0.19331578947368422,0.1377375,0.0,1.000001,10.0,3.5e-9,1.0,0.0,0.18365,0.01876153262462336,5.0,500000.0,0.001367171255062799,2.0,0.0,0.9807720293065879,0.9618479515638191,0.9996961070493566,0.004921507555607874,0.009834728352093033,8.286759122715238e-6,0.0
12112828000671021,Barr_67a.2,100.0,0.4529196788267207,0.009701693853873308,1.2324848830151196,816.0164103917974,0.16502867740215932,1.0,0.508421052631579,0.36224999999999996,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.483,0.1151666967637294,5.0,500000.0,0.16502867748342004,2.0,0.0,0.9878470119973881,0.9810292769955659,0.9946647469992104,0.009996345073843844,0.016227303455065414,0.0037653866926222763,0.0
12112828000671022,Barr_67a.2,350.0,0.3885100641920751,0.09895715399296258,1.3345854203504415,311.9681482726274,0.25465309262870217,1.0,0.4463157894736842,0.318,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.424,0.1208666200769728,5.0,500000.0,0.25465309566837313,2.0,0.0,0.9788140253173,0.9583082328151217,0.9993198178194783,0.010390106853029313,0.018756024614046164,0.002024189092012462,0.0
12112828000671023,Barr_67a.2,1000.0,0.3956398419269005,0.05018177450013107,1.4848861394063397,170.50009883778847,0.3374800093492373,1.0,0.45263157894736844,0.3225,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.43,0.050181774500782574,5.0,500000.0,0.337480009448364,2.0,0.0,0.9815615389622453,0.9655203922790982,0.9976026856453925,0.013354369834979167,0.021696266262658172,0.005012473407300163,0.0
12283124300041021,Brunt_4a.2,100.0,0.5952999763645047,0.12204852425581314,1.251618572370874,757.5563889544972,0.16726661499145448,1.0,0.6557894736842106,0.46725,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.623,0.2,5.0,500000.0,0.16726661500747142,2.0,0.0,0.9876496900350623,0.9808159440611579,0.9944834360089666,0.01103815333402081,0.01816525603492008,0.0039110506331215406,0.0
12283124300041022,Brunt_4a.2,350.0,0.6136674773933063,0.19151228406763907,1.312210330976159,212.95950477738432,0.5184124033274812,1.0,0.7094736842105264,0.5055000000000001,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.674,0.2,5.0,500000.0,0.5184124055241579,2.0,0.0,0.9646140286393288,0.9305581957461873,0.9986698615324703,0.020028026251223494,0.03494230413454014,0.005113748367906845,0.0
12283124300041023,Brunt_4a.2,1000.0,0.5765302476697504,0.17428003846101453,1.180372578700763,383.34951032082967,0.3213723474345203,1.0,0.6547368421052632,0.4665,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.622,0.2,5.0,500000.0,0.32137235485764987,2.0,0.0,0.9693058377357328,0.9393740290786914,0.9992376463927742,0.013436403036309535,0.02435898631854991,0.00251381975406916,0.0
12283124300041024,Brunt_4a.2,1020.0,0.5660040983715412,0.006985936177309145,1.158627860192721,796.9380062354428,0.26959637638227446,1.0,0.6452631578947369,0.45975,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.613,0.2,5.0,500000.0,0.26959637661397107,2.0,0.0,0.9779831759859064,0.9582259804922199,0.997740371479593,0.01425666860435496,0.024799247341383758,0.003714089867326164,0.0
13282523000031021,Crom_3a.2,100.0,0.5011259299425307,1.2647454414029853e-11,1.4494146435181094,4027.923493050279,0.022341899055877346,1.0,0.5473684210526316,0.39,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.52,0.05097752962988035,5.0,500000.0,0.022341899056783316,2.0,0.0,0.9821115657640609,0.9704891581718449,0.9937339733562769,0.014769332875251139,0.02887661098109428,0.0006620547694079991,0.0
13282523000031022,Crom_3a.2,350.0,0.41619321449564,0.06187120571515696,1.4316019158039743,195.94117913912186,0.35874407696375477,1.0,0.48000000000000004,0.342,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.456,0.06671994393615292,5.0,500000.0,0.3587440769708409,2.0,0.0,0.980018859949909,0.9615407300000338,0.9984969898997843,0.013697301947206185,0.023256996144813365,0.004137607749599006,0.0
13282523000031023,Crom_3a.2,1000.0,0.43280070061942755,0.053296410959688116,1.4278739390684998,297.57830693997965,0.24951630579204534,1.0,0.488421052631579,0.34800000000000003,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.464,0.06516459656860914,5.0,500000.0,0.24951630659387103,2.0,0.0,0.9892512358650075,0.9789840518961195,0.9995184198338956,0.0100802668633887,0.018422133622587426,0.0017384001041899732,0.0
13282523000031024,Crom_3a.2,1020.0,0.1993626810197457,0.007769961469053423,1.4922087306668104,185.74043116861418,0.16482182019169872,1.0,0.2286842105263158,0.1629375,0.0,1.000001,10.0,3.5e-9,1.0,0.0,0.21725,0.007769961469828141,5.0,500000.0,0.1648218201921363,2.0,0.0,0.9814060172246116,0.9642461019683052,0.9985659324809181,0.0071219465906481915,0.01220314585085052,0.0020407473304458624,0.0
14112432210571021,Danvk_57a.2,100.0,0.5535898873063362,0.03814731388981016,1.1957641319819774,1132.4297853410287,0.0147365030323495,1.0,0.6036842105263158,0.430125,0.0,1.000001,10.0,9.25e-9,1.0,0.0,0.5735,0.18500000000000003,5.0,500000.0,0.014736503290869063,2.0,0.0,0.9890950401125477,0.9843771174050829,0.9938129628200123,0.007827059260636775,0.015271269981240546,0.00038284854003300283,0.0
14112432210571022,Danvk_57a.2,350.0,0.5506646523123411,0.1439833556524486,1.231868142413153,357.13513935017124,0.3770180983596699,1.0,0.6355263157894737,0.4528125,0.0,1.000001,10.0,8.75e-9,1.0,0.0,0.60375,0.17500000000000002,5.0,500000.0,0.3770180987069162,2.0,0.0,0.9683204269572904,0.9375322937597151,0.9991085601548656,0.01577132375259077,0.028382545792210136,0.003160101712971406,0.0
14112432210571023,Danvk_57a.2,1000.0,0.6434112160667766,8.907803052742039e-10,1.1260025654532002,830.8822458145908,0.2567114215141104,1.0,0.7189473684210527,0.5122500000000001,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.683,0.2,5.0,500000.0,0.2574021833143721,2.0,0.0,0.9810573448068968,0.9631825448250512,0.9989321447887425,0.012828038644849347,0.023220492329173777,0.0024355849605249163,0.0
16112417110251021,Fanga_25a.2,100.0,0.49235389276245695,5.1393796567225266e-11,1.144863695975944,422.1515361412669,0.337917191454832,1.0,0.5694736842105264,0.40575000000000006,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.541,0.1672037243038657,5.0,500000.0,0.33791738585327113,2.0,0.0,0.9629784113823293,0.9261748777692832,0.9997819449953753,0.015474740863406382,0.029550511407288677,0.0013989703195240856,0.0
16112417110251022,Fanga_25a.2,350.0,0.4197823707177064,0.01152252497420596,1.1296281274615652,847.120402187528,0.1738140369920275,1.0,0.47684210526315796,0.33975,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.453,0.19464784666742402,5.0,500000.0,0.17381403954284977,2.0,0.0,0.9769914064751356,0.9555047999049209,0.9984780130453503,0.009176259874954407,0.01631659642697192,0.002035923322936895,0.0
16112417110251023,Fanga_25a.2,1000.0,0.4313576761458348,0.12412386915541697,1.152659357728121,2991.964850041167,0.0048624700149695775,1.0,0.4578947368421053,0.32625,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.435,0.2,5.0,500000.0,0.004862470035008153,2.0,0.0,0.9926281179525007,0.9960970264983746,0.9891592094066267,0.0018220000034874708,0.003477227157159568,0.00016677284981537354,0.0
16112417110251024,Fanga_25a.2,1020.0,0.4756924174909993,0.044032287039279715,1.084589612145939,3526.6437783422016,0.00582845228450778,1.0,0.5031578947368421,0.3585,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.478,0.2,5.0,500000.0,0.005828452532234813,2.0,0.0,0.9979015401776855,0.9984603944060456,0.9973426859493254,0.000990192020255551,0.0018829806369016506,9.740340360945123e-5,0.0
16152815000441021,Fere_44a.2,100.0,0.410095614812143,0.03601258078267073,1.5599905160194796,129.79171337040108,0.3465100479808855,1.0,0.4631578947368421,0.33,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.44,0.03601258078386705,5.0,500000.0,0.34651004798146817,2.0,0.0,0.9823788055138717,0.970941788786939,0.9938158222408043,0.01469390071332465,0.021015470166535908,0.008372331260113393,0.0
16152815000441022,Fere_44a.2,350.0,0.3974679147749366,0.05502685865724399,1.5355610432536384,133.67776006752578,0.33485238428643227,1.0,0.4494736842105263,0.32025,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.427,0.05502685865944403,5.0,500000.0,0.33485238429208897,2.0,0.0,0.9829487062304397,0.9714535707379257,0.9944438417229537,0.013401386762313144,0.01916530804103163,0.00763746548359466,0.0
