Id,SoilName,Depth,θs,θr,N,Ψvg,Ks,Km,Φ,θs_Min,θr_Min,N_Min,Ψvg_Min,Ks_Min,Km_Min,Φ_Min,θs_Max,θr_Max,N_Max,Ψvg_Max,Ks_Max,Km_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
11221219000011021,Albi_1a.2,100.0,0.473554045604951,2.840605270280745e-9,1.1072986866746455,66.06647424227589,0.13013507440415698,1.0,0.49894736842105264,0.3555,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.474,0.15352520057400543,5.0,500000.0,0.192034389621292,2.0,0.0,0.8513422611573147,0.9211103623294434,0.781574159985186,0.027505247457852218,0.027793490753581486,0.02721700416212295,0.0
11221219000011022,Albi_1a.2,350.0,0.32861142513815433,8.771224224838288e-13,1.1262114850646157,71.50555224079568,0.0028173589939762054,1.0,0.34657894736842104,0.24693749999999998,0.0,1.000001,10.0,7.500000000000001e-9,1.0,0.0,0.32925,0.09366510399209517,5.0,500000.0,0.003735290366742874,2.0,0.0,0.901658310288377,0.9493536753441462,0.8539629452326077,0.008611899050110644,0.016738090065892566,0.0004857080343287216,0.0
11221219000011023,Albi_1a.2,1000.0,0.3929999973632387,2.3811374681891958e-9,1.1288138230268896,99.99998183863998,0.005112096103443944,1.0,0.4136842105263158,0.29475,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.393,0.10720586379650533,5.0,500000.0,0.006738174615414637,2.0,0.0,0.8957898831763779,0.93245790262076,0.8591218637319957,0.012577587129082586,0.024293932991009824,0.0008612412671553493,0.0
11352815000261011,Ayre_26a.1,100.0,0.5189999988664865,2.053237846771214e-9,1.0908440875243401,99.9999963551911,0.012240655671414805,1.0,0.5463157894736842,0.38925,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.519,0.18532702338147808,5.0,500000.0,0.020421451971521055,2.0,0.0,0.744080169126023,0.8641906112265346,0.6239697270255113,0.02203789028175103,0.04004234608620949,0.0040334344772925725,0.0
11352815000261012,Ayre_26a.1,350.0,0.4778043032921466,6.485860544389009e-10,1.0748801289168268,79.83309256877888,0.0038307743905044,1.0,0.5031578947368421,0.3585,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.478,0.2,5.0,500000.0,0.005766835100978623,2.0,0.0,0.8292384223078535,0.924487162016048,0.7339896825996589,0.011103231825892453,0.021232799473969773,0.0009736641778151315,0.0
11352815000261013,Ayre_26a.1,1000.0,0.2967897449207836,7.092294153006891e-9,1.0848341522605247,53.30940646070962,0.0013301142162606928,1.0,0.3125263157894737,0.222675,0.0,1.000001,10.0,5.5000000000000004e-9,1.0,0.0,0.2969,0.11000000000000001,5.0,500000.0,0.001912391001981257,2.0,0.0,0.8620708006934861,0.9433829258918338,0.7807586754951382,0.006314695400231891,0.012332802651334464,0.00029658814912931873,0.0
11352815000261014,Ayre_26a.1,1020.0,0.1833441600145437,7.059727245945822e-11,1.2061036757965933,40.66967757169167,0.001072030661596365,1.0,0.19331578947368422,0.1377375,0.0,1.000001,10.0,3.5e-9,1.0,0.0,0.18365,0.01876153262462336,5.0,500000.0,0.001367171255062799,2.0,0.0,0.9232964995121363,0.9635343916599047,0.8830586073643679,0.004888733441488917,0.00961490881355973,0.00016255806941810382,0.0
12112828000671021,Barr_67a.2,100.0,0.4813735905112662,7.453014500379791e-11,1.1347643883584844,94.4651398230134,0.11922156541909618,1.0,0.508421052631579,0.36224999999999996,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.483,0.1151666967637294,5.0,500000.0,0.16502867748342004,2.0,0.0,0.8759677580637792,0.9172240607540371,0.8347114553735213,0.027427400376537146,0.03389662625897038,0.020958174494103917,0.0
12112828000671022,Barr_67a.2,350.0,0.4238349410138277,1.2542041087081065e-10,1.1256200265836163,27.36943313023022,0.18814697056867363,1.0,0.4463157894736842,0.318,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.424,0.1208666200769728,5.0,500000.0,0.25465309566837313,2.0,0.0,0.9177052975302844,0.9771417573240583,0.8582688377365106,0.021553652161848687,0.01388791537841683,0.02921938894528054,0.0
12112828000671023,Barr_67a.2,1000.0,0.4295952118274369,7.942098681994866e-10,1.2270419112931479,27.793907827526777,0.26190302004881844,1.0,0.45263157894736844,0.3225,0.0,1.000001,10.0,1.0e-8,1.0,0.0,0.43,0.050181774500782574,5.0,500000.0,0.337480009448364,2.0,0.0,0.9394833643793379,0.9838649967050616,0.8951017320536143,0.023999374152923834,0.014841861451458263,0.0331568868543894,0.0
