Comments,pit,loc,depth,depth.class,Id,H[mm],Theta
NA,6,Dist,75,80,PP18-0696,150000,26.44863409
NA,6,Prox,15,15,PP18-0697,0,55.82056099
NA,6,Prox,15,15,PP18-0697,10,53.03006447
NA,6,Prox,15,15,PP18-0697,40,52.69290416
NA,6,Prox,15,15,PP18-0697,70,52.59682221
NA,6,Prox,15,15,PP18-0697,100,52.41863385
NA,6,Prox,15,15,PP18-0697,500,50.66644839
NA,6,Prox,15,15,PP18-0697,1000,48.97889988
NA,6,Prox,15,15,PP18-0697,150000,20.18294492
NA,6,Prox,30,30,PP18-0698,0,49.19779015
NA,6,Prox,30,30,PP18-0698,10,45.44430241
NA,6,Prox,30,30,PP18-0698,40,45.12387369
NA,6,Prox,30,30,PP18-0698,70,45.08009927
NA,6,Prox,30,30,PP18-0698,100,44.89274477
NA,6,Prox,30,30,PP18-0698,500,41.67269874
NA,6,Prox,30,30,PP18-0698,1000,40.46977779
NA,6,Prox,30,30,PP18-0698,150000,21.1746669
NA,6,Prox,45,45,PP18-0699,0,49.60216565
NA,6,Prox,45,45,PP18-0699,10,44.74657865
NA,6,Prox,45,45,PP18-0699,40,44.02483405
NA,6,Prox,45,45,PP18-0699,70,43.8963283
NA,6,Prox,45,45,PP18-0699,100,43.65515998
NA,6,Prox,45,45,PP18-0699,500,41.08152436
NA,6,Prox,45,45,PP18-0699,1000,39.79470655
NA,6,Prox,45,45,PP18-0699,150000,23.27051049
NA,6,Prox,60,60,PP18-0700,0,47.2282098
NA,6,Prox,60,60,PP18-0700,10,45.4267435
NA,6,Prox,60,60,PP18-0700,40,44.9670695
NA,6,Prox,60,60,PP18-0700,70,44.89689026
NA,6,Prox,60,60,PP18-0700,100,44.85478272
NA,6,Prox,60,60,PP18-0700,500,43.32136639
NA,6,Prox,60,60,PP18-0700,1000,42.83712965
NA,6,Prox,60,60,PP18-0700,150000,27.59317603
NA,6,Prox,75,80,PP18-0701,0,47.78621277
NA,6,Prox,75,80,PP18-0701,10,46.80325905
NA,6,Prox,75,80,PP18-0701,40,46.32009555
NA,6,Prox,75,80,PP18-0701,70,46.16435054
NA,6,Prox,75,80,PP18-0701,100,46.09532718
NA,6,Prox,75,80,PP18-0701,500,45.28297536
NA,6,Prox,75,80,PP18-0701,1000,44.89892232
NA,6,Prox,75,80,PP18-0701,150000,26.71144093
NA,7,Dist,15,15,PP18-0666,0,51.94581108
NA,7,Dist,15,15,PP18-0666,10,48.70172969
NA,7,Dist,15,15,PP18-0666,40,48.35690386
NA,7,Dist,15,15,PP18-0666,70,48.29437068
NA,7,Dist,15,15,PP18-0666,100,48.20146424
NA,7,Dist,15,15,PP18-0666,500,45.29099135
NA,7,Dist,15,15,PP18-0666,1000,43.92240803
NA,7,Dist,15,15,PP18-0666,150000,21.84829508
NA,7,Dist,45,45,PP18-0667,0,51.9294805
NA,7,Dist,45,45,PP18-0667,10,47.341564
NA,7,Dist,45,45,PP18-0667,40,46.88414316
NA,7,Dist,45,45,PP18-0667,70,46.61456053
NA,7,Dist,45,45,PP18-0667,100,46.18496758
NA,7,Dist,45,45,PP18-0667,500,43.69263274
NA,7,Dist,45,45,PP18-0667,1000,42.90475579
NA,7,Dist,45,45,PP18-0667,150000,24.22279161
