Zroot,ΔRdf_Top,Zroot_Top,Lai,Lai_Min,Lai_Max,CropCoeficient,CropCoeficient_Min,CropCoeficient_Max,ExtinctCoefRadiation,Ψfeddes1,Ψfeddes2,Ψfeddes3,Ψfeddes4,RootWaterUptakeComp,Zevapo,Sint_Lai,Sint_Sat
800.0,0.897509579,300.0,3.0,1.1616098470460665,3.024550747606627,0.86572077,0.7626133977544656,0.8236357690235186,0.5,100.0,250.0,5000.0,80000.0,0.5,300.0,1.6,1.8264266003408751
