Id,H[mm],Theta
1,0.0,0.562546689335168
1,10.0,0.5523713467346794
1,50.0,0.5422527475333009
1,100.0,0.5412461714223279
1,500.0,0.5338335678305907
1,1000.0,0.5244242328803879
1,5000.0,0.47048727760955755
1,10000.0,0.42899649177263877
1,50000.0,0.3003517016001356
1,100000.0,0.24303155120631834
1,150000.0,0.2124537909361332
1,200000.0,0.19269778013297245
2,0.0,0.571872957036045
2,10.0,0.5653061830111483
2,50.0,0.5565103317997431
2,100.0,0.5523059209040884
2,500.0,0.5245390856374269
2,1000.0,0.4991801852192289
2,5000.0,0.40067191557393134
2,10000.0,0.34551084796343773
2,50000.0,0.2211143387779841
2,100000.0,0.17998016755984653
2,150000.0,0.16083215102557488
2,200000.0,0.1494452463103336
3,0.0,0.495070807682055
3,10.0,0.480668483955818
3,50.0,0.4663611214581847
3,100.0,0.4651240880570722
3,500.0,0.4586049333876675
3,1000.0,0.45147414802618896
3,5000.0,0.415238835609232
3,10000.0,0.3888575336232845
3,50000.0,0.3068630552589707
3,100000.0,0.268424403694285
3,150000.0,0.24694544584622105
3,200000.0,0.23255432049806068
4,0.0,0.593115290128981
4,10.0,0.5320602170295856
4,50.0,0.47241774887954474
4,100.0,0.4691773341790555
4,500.0,0.46084829920839476
4,1000.0,0.45312248083200285
4,5000.0,0.4189197241723241
4,10000.0,0.3960390148172932
4,50000.0,0.32819676003453335
4,100000.0,0.2967057162932239
4,150000.0,0.27892273539826473
4,200000.0,0.26686741864698704
5,0.0,0.526151537929812
5,10.0,0.490467314062079
5,50.0,0.4557910162469403
5,100.0,0.45418500211243545
5,500.0,0.4512901441761195
5,1000.0,0.4485665399591208
5,5000.0,0.4353703568192514
5,10000.0,0.42546654401568473
5,50000.0,0.3902114544767356
5,100000.0,0.3700197923713339
5,150000.0,0.3571516059558896
5,200000.0,0.3476792643269179
