Id,SELECT_1
12112828000651011,1
12112828000651012,1
12112828000651013,1
12112828000651014,1
12112828000671011,1
12112828000671012,1
12112828000671013,1
14112824000301011,1
14112824000301012,1
14112824000301013,1
14112824000301014,1
15352815000491011,1
15352815000491012,1
15352815000491013,1
15352815000491014,1
15352815000521011,1
15352815000521012,1
15352815000521013,1
15352815000521014,1
22192923000421011,1
22192923000421012,1
22192923000421013,1
22192923000421014,1
22192923000421015,1
28112417000741011,1
28112417000741012,1
28112417000741013,1
28112417000741014,1
28311126000133011,1
28311126000133012,1
28311126000133013,1
28311126000133014,1
28311126000141011,1
28311126000141012,1
28311126000141013,1
28311126000141014,1
