Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.026501371502110273,0.026501371502110273,234.0,0.6326410620830529,0.13691584555715344,3599.0,223.35404847738982,196.2317748074982,344.28755642042313,2.0,2939.162
2.0,0.022507664136338847,0.022507664136338847,232.0,0.6581659379401401,0.1424399257507588,3600.0,215.67951611543216,206.53814732306057,325.5853258861043,6.0,5965.55
3.0,0.01015880643512404,0.01015880643512404,229.0,0.641211595262206,0.13877067583521924,3600.0,238.3386181215454,186.0027520698529,351.94002023430045,1.0,8870.039
4.0,0.009512063514441458,0.009512063514441458,234.0,0.550134849218864,0.11905989441034673,3599.0,247.22785305326698,176.05233753474772,354.2952465627112,4.0,11832.339
5.0,0.009512063514441458,0.009512063514441458,234.0,0.550134849218864,0.11905989441034673,3599.0,247.22785305326698,176.05233753474772,354.2952465627112,4.0,16434.373
6.0,0.009512063514441458,0.009512063514441458,234.0,0.550134849218864,0.11905989441034673,3599.0,247.22785305326698,176.05233753474772,354.2952465627112,4.0,21880.632
7.0,0.006911815988347185,0.006911815988347185,235.0,0.5627736769569651,0.12179518285481718,3599.0,212.58586668064925,211.9017514359759,354.8263423275758,3.0,25569.819
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
