Zroot,ΔRdf_Top,Zroot_Top,Lai,CropCoeficient,ExtinctCoefRadiation,Ψfeddes1,Ψfeddes2,Ψfeddes3,Ψfeddes4,RootWaterUptakeComp,Zevapo,Sint_Lai,Sint_Sat
951.5799742,0.844515372,300.0,3.0,0.853542991,0.5,100.0,250.0,8000.0,80000.0,0.5,300.0,1.6,1.0
