Year,Month,Day,θobs_Aver,θsim_Aver
2007.0,7.0,1.0,0.22299999237060544,0.2462693229163161
2007.0,7.0,2.0,0.22100000381469723,0.24536522224276244
2007.0,7.0,3.0,0.2179999923706055,0.24420115244860832
2007.0,7.0,4.0,0.22500000000000003,0.24291210964045692
2007.0,7.0,5.0,0.24499999999999994,0.25035185771301594
2007.0,7.0,6.0,0.25600000381469723,0.2606187411512788
2007.0,7.0,7.0,0.25799999237060517,0.26625342703557736
2007.0,7.0,8.0,0.25299999237060544,0.26551948966432065
2007.0,7.0,9.0,0.2510000038146973,0.2642621869050888
2007.0,7.0,10.0,0.24899999618530272,0.2631623180455862
2007.0,7.0,11.0,0.24600000381469725,0.261757467619238
2007.0,7.0,12.0,0.24600000381469728,0.2633012238244612
2007.0,7.0,13.0,0.2439999961853027,0.261181289248781
2007.0,7.0,14.0,0.24399999618530274,0.25932373651226226
2007.0,7.0,15.0,0.24200000762939433,0.2576100054095
2007.0,7.0,16.0,0.23999999999999994,0.2561115224394997
2007.0,7.0,17.0,0.24,0.2553918845346634
2007.0,7.0,18.0,0.24,0.25742923237054866
2007.0,7.0,19.0,0.23899999618530296,0.25655263144897505
2007.0,7.0,20.0,0.23999999999999977,0.2573648785171773
2007.0,7.0,21.0,0.2429999923706055,0.25784157623415915
2007.0,7.0,22.0,0.24299999237060546,0.25671562290642724
2007.0,7.0,23.0,0.24100000381469758,0.2548215956382121
2007.0,7.0,24.0,0.2399999999999996,0.25286134982370284
2007.0,7.0,25.0,0.2379999923706054,0.25063077295619407
2007.0,7.0,26.0,0.2329999923706061,0.247644524015835
2007.0,7.0,27.0,0.22899999618530228,0.24389379862178637
2007.0,7.0,28.0,0.2250000000000003,0.2407299553831486
2007.0,7.0,29.0,0.23200000762939477,0.23868151920772443
2007.0,7.0,30.0,0.2670000076293939,0.27043053499119113
2007.0,7.0,31.0,0.2689999961853031,0.26986911180079304
2007.0,8.0,1.0,0.2710000038146978,0.27963896745119654
2007.0,8.0,2.0,0.26499999999999985,0.2802625994168642
2007.0,8.0,3.0,0.2610000038146963,0.2790549413153667
2007.0,8.0,4.0,0.2749999999999999,0.27752289347388054
2007.0,8.0,5.0,0.26899999618530335,0.2998014218654869
2007.0,8.0,6.0,0.26299999237060473,0.29655538229418693
2007.0,8.0,7.0,0.2599999999999997,0.292354704402357
2007.0,8.0,8.0,0.2579999923706056,0.28887042918884864
2007.0,8.0,9.0,0.2549999999999997,0.28580891105380113
2007.0,8.0,10.0,0.2510000038146977,0.28106783374608746
2007.0,8.0,11.0,0.24700000762939384,0.27656788627715256
2007.0,8.0,12.0,0.24499999999999986,0.27429174090386366
2007.0,8.0,13.0,0.24399999618530327,0.27309943614830223
2007.0,8.0,14.0,0.24200000762939394,0.2714243019660019
2007.0,8.0,15.0,0.23999999999999982,0.26906693160916845
2007.0,8.0,16.0,0.24700000762939492,0.26759884718201365
2007.0,8.0,17.0,0.2810000038146967,0.3005523007238757
2007.0,8.0,18.0,0.2710000038146968,0.29856619603264095
2007.0,8.0,19.0,0.2670000076293951,0.2962890607848021
2007.0,8.0,20.0,0.2639999961853032,0.2938573980693002
2007.0,8.0,21.0,0.26200000762939385,0.290377016785691
2007.0,8.0,22.0,0.2589999961853032,0.2866592544933289
2007.0,8.0,23.0,0.2550000000000006,0.2837740204602218
2007.0,8.0,24.0,0.25299999237060644,0.280334915011246
2007.0,8.0,25.0,0.24999999999999878,0.2772739330326379
2007.0,8.0,26.0,0.2460000038146979,0.27344235653757215
2007.0,8.0,27.0,0.24299999237060438,0.26966443954986424
2007.0,8.0,28.0,0.23899999618530338,0.2671229935498239
2007.0,8.0,29.0,0.23399999618530243,0.2642115546203972
2007.0,8.0,30.0,0.22799999237060592,0.2611892077389387
2007.0,8.0,31.0,0.22200000762939442,0.2576809998844467
2007.0,9.0,1.0,0.21299999237060474,0.25454814751053984
2007.0,9.0,2.0,0.20499999999999963,0.24843368522613482
2007.0,9.0,3.0,0.19700000762939596,0.24531110047548974
2007.0,9.0,4.0,0.1920000076293943,0.24153310829860014
2007.0,9.0,5.0,0.19100000381469623,0.25148894498131574
2007.0,9.0,6.0,0.19000000000000083,0.24887552818639325
2007.0,9.0,7.0,0.18799999237060525,0.24610476521408364
2007.0,9.0,8.0,0.1839999961853035,0.2431377989747475
2007.0,9.0,9.0,0.18100000381469722,0.23994553803470628
2007.0,9.0,10.0,0.1789999961853025,0.24220361241056385
2007.0,9.0,11.0,0.17499999999999882,0.24071457054093734
2007.0,9.0,12.0,0.17200000762939446,0.2378745180112118
2007.0,9.0,13.0,0.16700000762939626,0.23497777693495306
2007.0,9.0,14.0,0.1679999923706053,0.23913790789397202
2007.0,9.0,15.0,0.16499999999999992,0.24243083895220507
2007.0,9.0,16.0,0.16200000762939445,0.2389092979575504
2007.0,9.0,17.0,0.1580000019073488,0.23552264115020635
2007.0,9.0,18.0,0.15600000381469548,0.23203046306491049
2007.0,9.0,19.0,0.15300000190735008,0.23041302406996253
2007.0,9.0,20.0,0.15199999809265008,0.23082756443798272
2007.0,9.0,21.0,0.15000000000000044,0.2303942887610541
2007.0,9.0,22.0,0.14699999809265285,0.2277355446299159
2007.0,9.0,23.0,0.14499999999999813,0.22510246740879
2007.0,9.0,24.0,0.14300000190734913,0.22522303367135815
2007.0,9.0,25.0,0.14100000381469777,0.226196816277834
2007.0,9.0,26.0,0.13899999618530245,0.22548293482705384
2007.0,9.0,27.0,0.13600000381469718,0.22387301662674375
2007.0,9.0,28.0,0.13399999618530245,0.22192386915567153
2007.0,9.0,29.0,0.130000000000001,0.2198260659768031
2007.0,9.0,30.0,0.12899999618530264,0.21776972951708407
2007.0,10.0,1.0,0.1280000019073479,0.22815038578156702
2007.0,10.0,2.0,0.1260000038146979,0.2273039843908126
2007.0,10.0,3.0,0.12399999618530241,0.2241010171374328
2007.0,10.0,4.0,0.12500000000000017,0.2220378370017392
2007.0,10.0,5.0,0.125,0.23462754697147392
2007.0,10.0,6.0,0.121000003814697,0.2292926866704573
2007.0,10.0,7.0,0.12100000381469726,0.22450836445437314
2007.0,10.0,8.0,0.12300000190734947,0.2419826104144224
2007.0,10.0,9.0,0.12600000381469548,0.24048517647299
2007.0,10.0,10.0,0.1879999923706066,0.2665352377331958
2007.0,10.0,11.0,0.2200000000000002,0.2907150834624836
2007.0,10.0,12.0,0.22200000762939487,0.28990820940879675
2007.0,10.0,13.0,0.2179999923706048,0.2871740460468042
2007.0,10.0,14.0,0.21299999237060496,0.28579709778337015
2007.0,10.0,15.0,0.2070000076293943,0.27792357027742054
2007.0,10.0,16.0,0.20499999999999963,0.27160567537679003
2007.0,10.0,17.0,0.20100000381469846,0.26727244588209464
2007.0,10.0,18.0,0.22399999618530186,0.2802337247307022
2007.0,10.0,19.0,0.22200000762939612,0.27549060291258565
2007.0,10.0,20.0,0.21999999999999964,0.2676639417980882
2007.0,10.0,21.0,0.2160000038146958,0.260237124322117
2007.0,10.0,22.0,0.21499999999999825,0.25267751039255765
2007.0,10.0,23.0,0.20899999618530363,0.24736824274837443
2007.0,10.0,24.0,0.20799999237060368,0.24258657979184192
2007.0,10.0,25.0,0.19100000381469728,0.23702647487894754
2007.0,10.0,26.0,0.1820000076293955,0.23101372497471734
2007.0,10.0,27.0,0.17399999618530326,0.22653901541969632
2007.0,10.0,28.0,0.16799999237060625,0.22390814629934808
2007.0,10.0,29.0,0.16100000381469504,0.22104317872972426
2007.0,10.0,30.0,0.1530000019073504,0.21796339904897333
2007.0,10.0,31.0,0.14600000381469747,0.215389752251732
2007.0,11.0,1.0,0.13999999999999813,0.21342686402452174
2007.0,11.0,2.0,0.13500000000000212,0.21280938036937452
2007.0,11.0,3.0,0.12999999999999945,0.2119003144283382
