Id,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11221219000011021,0.474,0.3901179585433925,0.3763695806150182,0.35740066078418214,0.34035157118386555,0.33309639114429784,0.2941260610898454,0.17488852667035243
11221219000011022,0.29175,0.23967158486088408,0.2274383768779408,0.211078878852867,0.19698646268706713,0.19117487805463074,0.16191575757716697,0.09447004536180734
11221219000011023,0.393,0.334813030622905,0.31743644949468086,0.29410240749080097,0.27389485363019345,0.2655292741710719,0.22308426831968375,0.1220340133544848
11352815000261011,0.519,0.46687875762244835,0.4551370678378621,0.4386862516578025,0.42342812428204973,0.41676420804942527,0.3787943942886038,0.22182111238017055
11352815000261012,0.478,0.4208255142782265,0.4109904592089724,0.39731067359247996,0.384855156418727,0.37950108621468304,0.35010650281082595,0.25026476531077196
11352815000261013,0.2519,0.22363401070613945,0.21827298083927762,0.2108466856034411,0.20413077788455705,0.20125927142787375,0.1856773399465167,0.1356595165038863
11352815000261014,0.11865,0.07878100558425488,0.07014279574855099,0.059629635509238346,0.05154118075965641,0.04846164015764957,0.03515465244941221,0.017911235364336156
12112828000671021,0.48299999999999993,0.40004728597523054,0.38071234311192154,0.3543974131041567,0.33119993508470674,0.3214708412388612,0.27078113594750586,0.1355926838286149
12112828000671022,0.424,0.3090220227115637,0.28817283899245133,0.26169738881361077,0.2402905553187099,0.23185181202983512,0.1929391203672331,0.12931700847646688
12112828000671023,0.43,0.24946111434117138,0.20775501169143148,0.16280586508681713,0.13267308909856967,0.12224411298413658,0.0841786630978614,0.055514779867053186
12283124300041021,0.623,0.534613294660739,0.5115856796356453,0.48048093304344536,0.4533366082804818,0.44203638988519334,0.3840494327082379,0.23923369547511372
12283124300041022,0.674,0.4751002271793955,0.45139476759854363,0.4201797373168019,0.3938079479337691,0.3830833638507703,0.3305662432266844,0.2224090867509978
12283124300041023,0.622,0.5022035731110548,0.4913648213027728,0.47623861401059786,0.46238025076678585,0.45639313508611534,0.42315079713605663,0.303689915634688
12283124300041024,0.613,0.5065928954419313,0.4924652304643937,0.472745212469487,0.4546707979843445,0.4468596589346675,0.4034569815480548,0.24687992489981497
13282523000031021,0.52,0.4817520685020218,0.47068451529700234,0.44950471823620314,0.42556712899382176,0.41416756724776577,0.3430358596994937,0.08634993566256119
13282523000031022,0.456,0.28174201215855604,0.24541886208298305,0.20347264577278545,0.1730815181732037,0.16198321893626177,0.11750754573560784,0.07270449056208987
13282523000031023,0.464,0.31807500271688477,0.2776848915038648,0.23027495558202016,0.19528237412745833,0.18233844808847838,0.1292624927877333,0.07163885134173407
13282523000031024,0.15225,0.07907660018906532,0.06028666269428086,0.04147874572993252,0.0298658453948527,0.026068032166433126,0.01345969904704416,0.006260233394146502
14112432210571021,0.5735,0.5126379626903957,0.49499974628979554,0.4706275479855248,0.4486723565952605,0.4393131793472483,0.3888544706587118,0.23176584491203694
