Id,SoilName,Depth_mm,IsTopsoil,RockFragment_%,RockDepth_mm,MaxRootingDepth_mm,θs,θr,Ks,Ψm,σ,σMac,ΨmMac,θsMacMat,θsMacMat_ƞ,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11221219000011021,Albi_1a.2,100.0,1,0.0,3000.0,1000.0,0.474,0.10963369729554112,0.19203452403721852,20364.19859815117,2.5396495195009288,0.8690799142318263,0.7675,10.0,0.41194387934588567,0.474,0.3901179585433925,0.3763695806150182,0.35740066078418214,0.34035157118386555,0.33309639114429784,0.2941260610898454,0.17488852667035243
11221219000011022,Albi_1a.2,350.0,0,0.25,3000.0,1000.0,0.29175,0.0762563922931394,0.002958188387861911,8423.15505880326,2.245384881535399,0.8866787346427166,0.7675,10.0,0.2586885208320126,0.29175,0.23967158486088408,0.2274383768779408,0.211078878852867,0.19698646268706713,0.19117487805463074,0.16191575757716697,0.09447004536180734
11221219000011023,Albi_1a.2,1000.0,0,0.0,3000.0,1000.0,0.393,0.09256336677786296,0.006738095257289625,9164.534118104342,2.2735037441115655,0.9207332641552882,0.7675,10.0,0.3618481728130283,0.393,0.334813030622905,0.31743644949468086,0.29410240749080097,0.27389485363019345,0.2655292741710719,0.22308426831968375,0.1220340133544848
11352815000261011,Ayre_26a.1,100.0,1,0.0,3000.0,1000.0,0.519,1.2391511790047592e-8,0.020421283903320847,106121.8018111828,3.089919228397482,0.9384874861896799,0.7675,10.0,0.4870750053324439,0.519,0.46687875762244835,0.4551370678378621,0.4386862516578025,0.42342812428204973,0.41676420804942527,0.3787943942886038,0.22182111238017055
11352815000261012,Ayre_26a.1,350.0,0,0.0,3000.0,1000.0,0.478,0.17714592801808726,0.005766829286324781,31741.395581064917,2.6875972839737483,0.9136464088889081,0.7675,10.0,0.4367229834488981,0.478,0.4208255142782265,0.4109904592089724,0.39731067359247996,0.384855156418727,0.37950108621468304,0.35010650281082595,0.25026476531077196
11352815000261013,Ayre_26a.1,1000.0,0,0.45,3000.0,1000.0,0.2519,0.10446840625377082,0.0012957661861749427,24689.11276860824,2.603844183674806,0.9218250928167293,0.7675,10.0,0.2322077408805341,0.2519,0.22363401070613945,0.21827298083927762,0.2108466856034411,0.20413077788455705,0.20125927142787375,0.1856773399465167,0.1356595165038863
11352815000261014,Ayre_26a.1,1020.0,0,0.65,3000.0,1000.0,0.11865,0.01669999999999289,0.0004919056244246115,2721.2554461340737,1.868754506962717,0.780631918353714,0.7675,10.0,0.09262197711266817,0.11865,0.07878100558425488,0.07014279574855099,0.059629635509238346,0.05154118075965641,0.04846164015764957,0.03515465244941221,0.017911235364336156
12112828000671021,Barr_67a.2,100.0,1,0.0,3000.0,1000.0,0.483,0.08361549605956012,0.1650210419743811,12692.520252250146,2.3820610092231815,0.8909013431421416,0.7675,10.0,0.4303053487376544,0.48299999999999993,0.40004728597523054,0.38071234311192154,0.3543974131041567,0.33119993508470674,0.3214708412388612,0.27078113594750586,0.1355926838286149
12112828000671022,Barr_67a.2,350.0,0,0.0,3000.0,1000.0,0.424,0.12160258133942793,0.2546525163677872,4017.1605389164656,1.998581835053069,0.8059548096407797,0.7675,10.0,0.3417248392876906,0.424,0.3090220227115637,0.28817283899245133,0.26169738881361077,0.2402905553187099,0.23185181202983512,0.1929391203672331,0.12931700847646688
12112828000671023,Barr_67a.2,1000.0,0,0.0,3000.0,1000.0,0.43,0.0549999999999961,0.3374800094215008,1339.4772935398914,1.6324832148004018,0.7500000000001074,0.7675,10.0,0.32250000000004614,0.43,0.24946111434117138,0.20775501169143148,0.16280586508681713,0.13267308909856967,0.12224411298413658,0.0841786630978614,0.055514779867053186
12283124300041021,Brunt_4a.2,100.0,1,0.0,3000.0,1000.0,0.623,0.19184243993246275,0.16726453283314272,10450.775274275664,2.3172821168061932,0.9157433350673514,0.7675,10.0,0.5705080977469599,0.623,0.534613294660739,0.5115856796356453,0.48048093304344536,0.4533366082804818,0.44203638988519334,0.3840494327082379,0.23923369547511372
12283124300041022,Brunt_4a.2,350.0,0,0.0,3000.0,1000.0,0.674,0.19999999999995263,0.5184123186483285,6421.343197695983,2.1549325008388864,0.7595470336170757,0.7675,10.0,0.511934700657909,0.674,0.4751002271793955,0.45139476759854363,0.4201797373168019,0.3938079479337691,0.3830833638507703,0.3305662432266844,0.2224090867509978
12283124300041023,Brunt_4a.2,1000.0,0,0.0,3000.0,1000.0,0.622,0.1999999999996912,0.32137201542965155,42143.451563681585,2.7820831660227996,0.8359424867067209,0.7675,10.0,0.5199562267315804,0.622,0.5022035731110548,0.4913648213027728,0.47623861401059786,0.46238025076678585,0.45639313508611534,0.42315079713605663,0.303689915634688
12283124300041024,Brunt_4a.2,1020.0,0,0.0,3000.0,1000.0,0.613,0.10932523234115764,0.2695928164407033,43030.805639140286,2.789028816786473,0.8642021012483311,0.7675,10.0,0.5297558880652269,0.613,0.5065928954419313,0.4924652304643937,0.472745212469487,0.4546707979843445,0.4468596589346675,0.4034569815480548,0.24687992489981497
13282523000031021,Crom_3a.2,100.0,1,0.0,3000.0,1000.0,0.52,7.92786096227857e-15,0.02234190230010398,26594.173937509422,1.8610924199870456,0.9418661070197486,0.7675,10.0,0.48977037565026926,0.52,0.4817520685020218,0.47068451529700234,0.44950471823620314,0.42556712899382176,0.41416756724776577,0.3430358596994937,0.08634993566256119
13282523000031022,Crom_3a.2,350.0,0,0.0,3000.0,1000.0,0.456,0.0709999999999984,0.358744076896502,1904.3566934552252,1.7497714812702805,0.7500000000008047,0.7675,10.0,0.34200000000036695,0.456,0.28174201215855604,0.24541886208298305,0.20347264577278545,0.1730815181732037,0.16198321893626177,0.11750754573560784,0.07270449056208987
13282523000031023,Crom_3a.2,1000.0,0,0.0,3000.0,1000.0,0.464,0.06899999999967493,0.24951674236658844,2105.3082353524073,1.7832106908299792,0.8282569857325367,0.7675,10.0,0.38431124137989703,0.464,0.31807500271688477,0.2776848915038648,0.23027495558202016,0.19528237412745833,0.18233844808847838,0.1292624927877333,0.07163885134173407
13282523000031024,Crom_3a.2,1020.0,0,0.65,3000.0,1000.0,0.15225,0.006199999999966013,0.0011090745792470458,1003.3185475026073,1.5361610797523642,0.7500000000015097,0.7675,10.0,0.11418750000022984,0.15225,0.07907660018906532,0.06028666269428086,0.04147874572993252,0.0298658453948527,0.026068032166433126,0.01345969904704416,0.006260233394146502
14112432210571021,Danvk_57a.2,100.0,1,0.075,3000.0,1000.0,0.5735,0.1416889601256241,0.014736498398124858,21790.243240025033,2.5622108321636343,0.9428235239265838,0.7675,10.0,0.5407092909718958,0.5735,0.5126379626903957,0.49499974628979554,0.4706275479855248,0.4486723565952605,0.4393131793472483,0.3888544706587118,0.23176584491203694
14112432210571022,Danvk_57a.2,350.0,0,0.125,3000.0,1000.0,0.60375,0.17499999999836732,0.3770176965969296,16399.26101903115,2.4674688199928583,0.8025396080231091,0.7675,10.0,0.4845332883439521,0.60375,0.4602043865812349,0.444767074939503,0.42358493649150675,0.40469941627889494,0.3967116365427176,0.35435693664665985,0.2322174956823247
14112432210571023,Danvk_57a.2,1000.0,0,0.0,3000.0,1000.0,0.683,0.08268923193766078,0.2574010600440798,114548.24055906026,3.115388743538299,0.8936279711244672,0.7675,10.0,0.6103479042780112,0.683,0.5889491325356971,0.5765620762987349,0.5592076686042904,0.5431018958038988,0.5360635102105387,0.4958976773348923,0.32832189246722493
16112417110251021,Fanga_25a.2,100.0,1,0.0,3000.0,1000.0,0.541,1.2572286595392601e-8,0.3378982924440795,108985.8837300253,3.0844948303235573,0.8080992246242328,0.7675,10.0,0.43718168052170997,0.541,0.41950284584462727,0.40913995097806233,0.39457564137296763,0.38103324992329723,0.3751104046046813,0.34128715119041314,0.20056190497383064
