Id,SoilName,Depth_mm,IsTopsoil,RockFragment_%,RockDepth_mm,MaxRootingDepth_mm,θs,θr,Ks,Ψm,σ,σMac,ΨmMac,θsMacMat,θsMacMat_ƞ,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
11221219000011021,Albi_1a.2,100.0,1,0.0,3000.0,1000.0,0.474,0.10963126118721103,0.19203857312161293,20365.39272817536,2.5396690643266013,0.8690772553794857,0.7675,10.0,0.41194261904987617,0.474,0.3901171061319723,0.3763690143396973,0.3574004638978843,0.34035167198831046,0.3330966074794826,0.2941267701261038,0.1748889242780008
11221219000011022,Albi_1a.2,350.0,0,0.25,3000.0,1000.0,0.389,0.10167481047551383,0.005455798720427041,8423.053149969317,2.245380849787183,0.8866811992848739,0.7675,10.0,0.34491898652181596,0.389,0.31956279470789833,0.30325167083924953,0.2814387796452325,0.262648710504913,0.2548998607890542,0.21588739113135752,0.12595948688364048
11221219000011023,Albi_1a.2,1000.0,0,0.0,3000.0,1000.0,0.393,0.09256315024977112,0.0067381275270301,9164.534211771872,2.2735037478223377,0.9207342557202519,0.7675,10.0,0.361848562498059,0.393,0.3348133595605334,0.3174367393943142,0.29410264495892696,0.27389504568036155,0.2655294474153567,0.22308434610916428,0.12203386349866543
11352815000261011,Ayre_26a.1,100.0,1,0.0,3000.0,1000.0,0.519,5.1461271796962345e-8,0.020421376481453285,106119.41440026341,3.0899116888363536,0.9384889507503356,0.7675,10.0,0.48707576543942416,0.519,0.4668793560265267,0.45513755699018565,0.43868658753802586,0.4234283206918346,0.41676434474969487,0.37879420838598027,0.2218200211210786
11352815000261012,Ayre_26a.1,350.0,0,0.0,3000.0,1000.0,0.478,0.17715099042906116,0.00576664458222206,31738.451576550273,2.687566371349614,0.9136473543899413,0.7675,10.0,0.4367234353983919,0.4779999999999999,0.42082572233081644,0.41099047579979964,0.3973104417038227,0.38485472659739334,0.3795005809957523,0.350105701278569,0.25026492225570435
11352815000261013,Ayre_26a.1,1000.0,0,0.45,3000.0,1000.0,0.458,0.10999999998603827,0.007652541881025509,90441.38131852308,3.0366240355216365,0.9075507419540557,0.7675,10.0,0.41565823981495753,0.458,0.40237000862983996,0.39457500912207866,0.3836545921575059,0.37354028922980315,0.3691290621106774,0.344082553423983,0.2426062436325625
11352815000261014,Ayre_26a.1,1020.0,0,0.65,3000.0,1000.0,0.339,0.05699999999997893,0.20550943430955143,2173.1564600060638,1.7937836288376696,0.8024855877539351,0.7675,10.0,0.272042614248584,0.339,0.2276667832478435,0.20051638001695635,0.16849105492013042,0.1447214988046737,0.1358949563100656,0.09944962894506881,0.05896162473074221
12112828000671021,Barr_67a.2,100.0,1,0.0,3000.0,1000.0,0.483,0.08361593101225082,0.1650254425306245,12692.694508061752,2.382065592491065,0.8908983648341434,0.7675,10.0,0.4303039102148913,0.48300000000000004,0.40004618435427436,0.3807114631497128,0.3543968219899715,0.3311995832017344,0.32147058491339614,0.27078132612464856,0.13559346481858037
12112828000671022,Barr_67a.2,350.0,0,0.0,3000.0,1000.0,0.424,0.12160240929469593,0.2546529611414272,4017.177364720365,1.99858323130173,0.8059544839766117,0.7675,10.0,0.3417247012060834,0.424,0.30902194931230365,0.28817280361111064,0.2616973914069991,0.24029057872839446,0.23185184090188526,0.19293915039696682,0.1293168948531504
12112828000671023,Barr_67a.2,1000.0,0,0.0,3000.0,1000.0,0.43,0.054999999999982216,0.33748000940477024,1339.4774987526805,1.6324832658686257,0.7500000000000001,0.7675,10.0,0.32250000000000006,0.43,0.24946112100860784,0.20775502095903486,0.1628058755998412,0.13267309927985996,0.12224412277215052,0.08417866971589508,0.055514780168803214
