Id,H[mm],Theta
17,500,0.409008386
17,1000,0.408034624
17,150000,0.259865556
18,0,0.511178476
18,10,0.510626265
18,40,0.506379685
18,70,0.500997189
18,100,0.496645755
18,500,0.472756559
18,1000,0.456923631
18,150000,0.207557188
19,0,0.47878148
19,10,0.454360007
19,40,0.449196321
19,70,0.442732933
19,100,0.439887637
19,500,0.409028468
19,1000,0.399245567
19,150000,0.243813739
20,0,0.477633367
20,10,0.459109713
20,40,0.446030387
20,70,0.44128869
20,100,0.437111062
20,500,0.412045292
20,1000,0.403425628
20,150000,0.264506771
21,0,0.479639561
21,10,0.451839065
21,40,0.44601282
21,70,0.442866648
21,100,0.439137851
21,500,0.419596626
21,1000,0.4122206
21,150000,0.285985892
22,0,0.430391702
22,10,0.42047293
22,40,0.418343786
22,70,0.416746927
22,100,0.416037212
22,500,0.411974094
22,1000,0.410182064
22,150000,0.286552047
23,0,0.452513053
23,10,0.433440011
23,40,0.43010872
23,70,0.426602097
23,100,0.425024117
23,500,0.419694051
23,1000,0.416257561
23,150000,0.263200602
24,0,0.441694576
24,10,0.419013109
24,40,0.417614439
24,70,0.414292596
24,500,0.407106926
24,1000,0.406040439
24,150000,0.226595988
25,0,0.513102202
25,10,0.512853176
25,40,0.509371142
25,70,0.507603612
25,100,0.504139253
25,500,0.482946568
25,1000,0.465430345
25,150000,0.21416329
26,0,0.464688542
26,10,0.440623624
26,40,0.435824286
26,70,0.433275187
26,100,0.431482028
26,500,0.409964117
26,1000,0.400295121
26,150000,0.235559425
27,0,0.440682895
27,10,0.427729103
27,40,0.423502371
27,70,0.422719642
27,100,0.422076066
27,500,0.41673612
27,1000,0.412822479
27,150000,0.266492312
28,0,0.517107509
28,10,0.452229759
28,40,0.437455322
28,70,0.430542997
28,100,0.426726267
28,500,0.420552664
28,1000,0.41615551
28,150000,0.247026151
29,0,0.53912853
29,10,0.520851481
29,40,0.519239509
29,70,0.518188223
29,100,0.516891637
29,500,0.510128365
29,1000,0.506151
29,150000,0.303643061
30,0,0.538240107
30,10,0.537354082
30,40,0.532203603
30,70,0.530832486
30,100,0.529092222
30,500,0.500439388
30,1000,0.48131406
30,150000,0.220404235
31,0,0.474686039
31,10,0.455655124
31,40,0.45026759
31,70,0.445872497
31,100,0.443001509
31,500,0.418828498
31,1000,0.407592655
31,150000,0.232878186
32,0,0.44308694
32,10,0.423886127
32,40,0.420528722
32,70,0.418098101
32,100,0.418150561
32,500,0.412869643
32,1000,0.407658672
32,150000,0.264816639
33,0,0.476733642
33,10,0.471805122
33,40,0.468251742
33,70,0.466853691
33,100,0.465397388
33,500,0.458477036
33,1000,0.454684823
33,150000,0.256228921
34,0,0.529558879
34,10,0.528088069
34,40,0.525475519
34,70,0.525649689
34,100,0.52390799
34,500,0.519170566
34,1000,0.51624451
34,150000,0.314818285
35,0,0.514617672
35,10,0.508515918
35,40,0.507987105
35,70,0.506224392
35,100,0.50446168
35,500,0.472362687
35,1000,0.456621665
35,150000,0.208537721
36,0,0.464724349
36,10,0.441309803
36,40,0.438707593
36,70,0.437146267
36,100,0.433503173
36,500,0.403126708
36,1000,0.393186266
36,150000,0.219389535
37,0,0.439477431
37,10,0.430181108
37,40,0.42204737
37,70,0.42326656
37,100,0.421420358
37,500,0.39465043
37,1000,0.387892634
37,150000,0.235648524
38,0,0.455516131
38,10,0.431797131
38,40,0.427373051
38,70,0.423613457
38,100,0.423403619
38,500,0.407770704
38,1000,0.4018253
38,150000,0.250481645
39,0,0.460783107
39,10,0.45500215
39,40,0.451801982
39,70,0.448916584
39,100,0.447744938
39,500,0.437095198
39,1000,0.431236967
39,150000,0.257200902
40,0,0.529426465
40,10,0.524390739
40,40,0.520294402
40,70,0.519172362
40,100,0.517979082
40,500,0.48987465
40,1000,0.473756455
40,150000,0.193926541
41,0,0.47419645
41,10,0.454905966
41,40,0.45117801
41,70,0.45117801
41,100,0.450755978
41,500,0.409660547
41,1000,0.400340658
41,150000,0.189967711
42,0,0.463869528
42,10,0.444115602
42,40,0.433994558
42,70,0.433161265
42,100,0.43040098
42,500,0.400871141
42,1000,0.392329883
42,150000,0.201593392
43,0,0.463761468
43,10,0.443280642
43,40,0.439339386
43,70,0.43708724
43,100,0.431069788
43,500,0.411891357
43,1000,0.40661289
43,150000,0.231376903
44,0,0.476002427
44,10,0.464121106
44,40,0.457052059
44,70,0.454431939
44,100,0.452726224
44,500,0.44001249
44,1000,0.434420557
44,150000,0.2770875
45,0,0.525754786
45,10,0.521285195
45,40,0.519298109
45,70,0.518596784
45,100,0.515908374
45,500,0.481017479
45,1000,0.45313983
45,150000,0.185678768
46,0,0.466736055
46,10,0.442798368
46,40,0.440364716
46,70,0.438800225
46,100,0.436366573
46,500,0.406884614
46,1000,0.395759346
46,150000,0.202324657
47,0,0.455684577
47,10,0.436461962
47,40,0.433637837
47,70,0.431166727
47,100,0.429048633
47,500,0.41009169
47,1000,0.401689917
47,150000,0.212490443
48,0,0.471092321
48,10,0.450953902
48,40,0.446579761
48,70,0.443780311
48,100,0.441505758
48,500,0.425233953
48,1000,0.418620251
48,150000,0.265048911
49,0,0.469324884
49,10,0.466354368
49,40,0.460334588
49,70,0.46068155
49,100,0.458842655
49,500,0.452805527
49,1000,0.448884864
49,150000,0.284701134
50,0,0.493485205
50,10,0.487017297
50,40,0.483569039
50,70,0.482943707
50,100,0.482014642
50,500,0.452909914
50,1000,0.43922408
50,150000,0.218482951
51,0,0.493330065
51,10,0.47341564
51,40,0.468841432
51,70,0.466145605
51,100,0.461849676
51,500,0.436926327
51,1000,0.429047558
51,150000,0.242227916
52,0,0.531089057
52,10,0.517883997
52,40,0.514386701
52,70,0.512935323
52,100,0.51036481
52,500,0.486233465
52,1000,0.463431092
52,150000,0.200197551
53,0,0.480090032
53,10,0.461011701
53,40,0.452911403
53,70,0.449930773
53,100,0.447756667
53,500,0.412813174
53,1000,0.401399117
53,150000,0.202756099
54,0,0.489386645
54,10,0.460600074
54,40,0.449356266
54,70,0.443970429
54,100,0.439266566
54,500,0.418789895
54,1000,0.408018222
54,150000,0.241991922
55,0,0.467819381
55,10,0.450233701
55,40,0.443843127
55,70,0.439313544
55,100,0.43383591
55,500,0.421651684
55,1000,0.412926092
55,150000,0.246950866
56,0,0.472718107
56,10,0.469383879
56,40,0.467096951
56,70,0.464342243
56,100,0.462141941
56,500,0.459941639
56,1000,0.456337996
56,150000,0.259014981
57,0,0.544410611
57,10,0.54416152
57,40,0.538270017
57,70,0.53455837
57,100,0.529550593
57,500,0.48379129
57,1000,0.462528856
57,150000,0.192532175
58,0,0.474274501
58,10,0.452103816
58,40,0.449665436
58,70,0.446530376
58,100,0.445485356
58,500,0.416851809
58,1000,0.406645448
58,150000,0.20526608
59,0,0.459283225
59,10,0.441883399
59,40,0.438591609
59,70,0.434953315
59,100,0.432181281
59,500,0.417021722
59,1000,0.406851824
59,150000,0.223230498
60,0,0.455492456
60,10,0.44825944
60,40,0.443376212
60,70,0.439888193
60,100,0.438667386
60,500,0.432040148
60,1000,0.424471145
60,150000,0.255036779
61,0,0.472281675
61,10,0.472207917
61,40,0.468735373
61,70,0.467677746
61,100,0.466338085
61,500,0.45949876
61,1000,0.455532657
61,150000,0.264486341
62,0,0.535877386
62,10,0.530300645
62,40,0.526929042
62,70,0.525968222
62,100,0.524186339
62,500,0.506664484
62,1000,0.489788999
62,150000,0.201829449
63,0,0.467379006
63,10,0.454443024
63,40,0.451238737
63,70,0.450800993
63,100,0.448927448
63,500,0.416726987
63,1000,0.404697778
63,150000,0.211746669
64,0,0.471220574
64,10,0.447465787
64,40,0.440248341
64,70,0.438963283
64,100,0.4365516
64,500,0.410815244
64,1000,0.397947066
64,150000,0.232705105
65,0,0.458113635
65,10,0.454267435
65,40,0.449670695
65,70,0.448968903
65,100,0.448547827
65,500,0.433213664
65,1000,0.428371297
65,150000,0.27593176
66,0,0.468304885
66,10,0.468032591
66,40,0.463200956
66,70,0.461643505
66,100,0.460953272
66,500,0.452829754
66,1000,0.448989223
66,150000,0.267114409
