Id,H[mm],Theta
13282525210091013,2000,0.373
13282525210091013,4000,0.354
13282525210091013,10000,0.331
13282525210091013,150000,0.234
13282525210091014,0,0.434
13282525210091014,500,0.398
13282525210091014,1000,0.386
13282525210091014,2000,0.372
13282525210091014,4000,0.355
13282525210091014,10000,0.332
13282525210091014,150000,0.224
13282525210091015,0,0.372
13282525210091015,500,0.311
13282525210091015,1000,0.288
13282525210091015,2000,0.263
13282525210091015,4000,0.239
13282525210091015,10000,0.21
13282525210091015,150000,0.136
13312930000041011,0,0.544
13312930000041011,500,0.364
13312930000041011,1000,0.334
13312930000041011,2000,0.293
13312930000041011,4000,0.268
13312930000041011,10000,0.236
13312930000041011,150000,0.147
13312930000041012,0,0.442
13312930000041012,500,0.314
13312930000041012,1000,0.288
13312930000041012,2000,0.256
13312930000041012,4000,0.234
13312930000041012,10000,0.206
13312930000041012,150000,0.148
13312930000041013,0,0.346
13312930000041013,500,0.31
13312930000041013,1000,0.295
13312930000041013,2000,0.279
13312930000041013,4000,0.262
13312930000041013,10000,0.237
13312930000041013,150000,0.165
13312930000041014,0,0.366
13312930000041014,500,0.283
13312930000041014,1000,0.256
13312930000041014,2000,0.228
13312930000041014,4000,0.205
13312930000041014,10000,0.179
13312930000041014,150000,0.121
13312930000051011,0,0.544
13312930000051011,500,0.364
13312930000051011,1000,0.334
13312930000051011,2000,0.293
13312930000051011,4000,0.268
13312930000051011,10000,0.236
13312930000051011,150000,0.147
13312930000051012,0,0.445
13312930000051012,500,0.315
13312930000051012,1000,0.289
13312930000051012,2000,0.256
13312930000051012,4000,0.234
13312930000051012,10000,0.206
13312930000051012,150000,0.148
13312930000051013,0,0.343
13312930000051013,500,0.309
13312930000051013,1000,0.295
13312930000051013,2000,0.278
13312930000051013,4000,0.262
13312930000051013,10000,0.237
13312930000051013,150000,0.165
13312930000051014,0,0.458
13312930000051014,500,0.294
13312930000051014,1000,0.192
13312930000051014,2000,0.14
13312930000051014,4000,0.115
13312930000051014,10000,0.09
13312930000051014,150000,0.036
14112824000101011,0,0.49
14112824000101011,500,0.381
14112824000101011,1000,0.36
14112824000101011,2000,0.335
14112824000101011,4000,0.312
14112824000101011,10000,0.279
14112824000101011,150000,0.155
14112824000101012,0,0.429
14112824000101012,500,0.323
14112824000101012,1000,0.305
14112824000101012,2000,0.283
14112824000101012,4000,0.261
14112824000101012,10000,0.231
14112824000101012,150000,0.16
14112824000101013,0,0.416
14112824000101013,500,0.287
14112824000101013,1000,0.261
14112824000101013,2000,0.233
14112824000101013,4000,0.206
14112824000101013,10000,0.174
14112824000101013,150000,0.104
14112824000101014,0,0.381
14112824000101014,500,0.282
14112824000101014,1000,0.22
14112824000101014,2000,0.188
14112824000101014,4000,0.168
14112824000101014,10000,0.146
14112824000101014,150000,0.076
14112824000141011,0,0.481
14112824000141011,500,0.385
14112824000141011,1000,0.367
14112824000141011,2000,0.345
14112824000141011,4000,0.324
14112824000141011,10000,0.293
14112824000141011,150000,0.178
14112824000141012,0,0.418
14112824000141012,500,0.338
14112824000141012,1000,0.323
14112824000141012,2000,0.305
14112824000141012,4000,0.288
14112824000141012,10000,0.261
14112824000141012,150000,0.201
14112824000141013,0,0.543
14112824000141013,500,0.416
14112824000141013,1000,0.376
14112824000141013,2000,0.314
14112824000141013,4000,0.294
14112824000141013,10000,0.272
14112824000141013,150000,0.231
14112824000141014,0,0.396
14112824000141014,500,0.237
14112824000141014,1000,0.166
14112824000141014,2000,0.144
14112824000141014,4000,0.131
14112824000141014,10000,0.117
14112824000141014,150000,0.065
14112824000151011,0,0.481
14112824000151011,500,0.363
14112824000151011,1000,0.343
14112824000151011,2000,0.319
14112824000151011,4000,0.298
14112824000151011,10000,0.268
14112824000151011,150000,0.169
14112824000151012,0,0.57
14112824000151012,500,0.439
14112824000151012,1000,0.398
14112824000151012,2000,0.333
14112824000151012,4000,0.314
14112824000151012,10000,0.292
14112824000151012,150000,0.252
14112824000151013,0,0.405
14112824000151013,500,0.239
14112824000151013,1000,0.168
14112824000151013,2000,0.144
14112824000151013,4000,0.129
14112824000151013,10000,0.114
14112824000151013,150000,0.064
14112824000191011,0,0.48
14112824000191011,500,0.378
14112824000191011,1000,0.359
14112824000191011,2000,0.336
14112824000191011,4000,0.315
14112824000191011,10000,0.284
14112824000191011,150000,0.171
14112824000191012,0,0.408
14112824000191012,500,0.339
14112824000191012,1000,0.324
14112824000191012,2000,0.307
14112824000191012,4000,0.289
14112824000191012,10000,0.261
14112824000191012,150000,0.195
14112824000191013,0,0.434
14112824000191013,500,0.326
14112824000191013,1000,0.297
14112824000191013,2000,0.263
14112824000191013,4000,0.243
14112824000191013,10000,0.218
14112824000191013,150000,0.168
14112824000191014,0,0.406
14112824000191014,500,0.25
14112824000191014,1000,0.176
14112824000191014,2000,0.15
14112824000191014,4000,0.135
14112824000191014,10000,0.118
14112824000191014,150000,0.064
14112824000011011,0,0.478
14112824000011011,500,0.384
14112824000011011,1000,0.366
14112824000011011,2000,0.344
14112824000011011,4000,0.323
14112824000011011,10000,0.292
14112824000011011,150000,0.177
14112824000011012,0,0.412
14112824000011012,500,0.333
14112824000011012,1000,0.315
14112824000011012,2000,0.296
14112824000011012,4000,0.277
14112824000011012,10000,0.25
14112824000011012,150000,0.184
14112824000011013,0,0.391
14112824000011013,500,0.309
14112824000011013,1000,0.288
14112824000011013,2000,0.265
14112824000011013,4000,0.246
14112824000011013,10000,0.22
14112824000011013,150000,0.162
14112824000011014,0,0.43
14112824000011014,500,0.29
14112824000011014,1000,0.215
14112824000011014,2000,0.178
14112824000011014,4000,0.155
14112824000011014,10000,0.132
14112824000011014,150000,0.069
14112824000011015,0,0.359
14112824000011015,500,0.254
14112824000011015,1000,0.181
14112824000011015,2000,0.149
14112824000011015,4000,0.13
14112824000011015,10000,0.112
14112824000011015,150000,0.067
14112824000011021,0,0.49
14112824000011021,500,0.4
14112824000011021,1000,0.38
14112824000011021,2000,0.357
14112824000011021,4000,0.335
14112824000011021,10000,0.301
14112824000011021,150000,0.166
14112824000011022,0,0.426
14112824000011022,500,0.334
14112824000011022,1000,0.315
14112824000011022,2000,0.293
14112824000011022,4000,0.271
14112824000011022,10000,0.241
14112824000011022,150000,0.163
14112824000011023,0,0.396
14112824000011023,500,0.311
14112824000011023,1000,0.291
14112824000011023,2000,0.269
14112824000011023,4000,0.249
14112824000011023,10000,0.222
14112824000011023,150000,0.162
14112824000011024,0,0.443
14112824000011024,500,0.31
14112824000011024,1000,0.235
14112824000011024,2000,0.191
14112824000011024,4000,0.165
14112824000011024,10000,0.139
14112824000011024,150000,0.07
14112824000011025,0,0.359
14112824000011025,500,0.254
14112824000011025,1000,0.181
14112824000011025,2000,0.149
14112824000011025,4000,0.13
14112824000011025,10000,0.112
14112824000011025,150000,0.067
14112824000251011,0,0.545
14112824000251011,500,0.379
14112824000251011,1000,0.346
14112824000251011,2000,0.305
14112824000251011,4000,0.278
14112824000251011,10000,0.241
14112824000251011,150000,0.12
14112824000251012,0,0.5
14112824000251012,500,0.322
14112824000251012,1000,0.292
14112824000251012,2000,0.253
14112824000251012,4000,0.226
14112824000251012,10000,0.194
14112824000251012,150000,0.122
14112824000251013,0,0.495
14112824000251013,500,0.335
14112824000251013,1000,0.3
14112824000251013,2000,0.253
14112824000251013,4000,0.228
14112824000251013,10000,0.2
14112824000251013,150000,0.146
14112824000251014,0,0.464
14112824000251014,500,0.302
14112824000251014,1000,0.207
14112824000251014,2000,0.153
14112824000251014,4000,0.125
14112824000251014,10000,0.098
14112824000251014,150000,0.039
14112824000261011,0,0.54
14112824000261011,500,0.391
14112824000261011,1000,0.361
14112824000261011,2000,0.321
14112824000261011,4000,0.299
14112824000261011,10000,0.267
14112824000261011,150000,0.163
14112824000261012,0,0.495
14112824000261012,500,0.342
14112824000261012,1000,0.314
14112824000261012,2000,0.278
14112824000261012,4000,0.255
14112824000261012,10000,0.227
14112824000261012,150000,0.166
14112824000261013,0,0.447
14112824000261013,500,0.327
14112824000261013,1000,0.301
14112824000261013,2000,0.269
14112824000261013,4000,0.249
14112824000261013,10000,0.223
14112824000261013,150000,0.17
14112824000261014,0,0.464
14112824000261014,500,0.303
14112824000261014,1000,0.208
14112824000261014,2000,0.153
14112824000261014,4000,0.125
14112824000261014,10000,0.098
14112824000261014,150000,0.039
14112824000271011,0,0.586
14112824000271011,500,0.396
14112824000271011,1000,0.357
14112824000271011,2000,0.302
14112824000271011,4000,0.274
14112824000271011,10000,0.238
14112824000271011,150000,0.126
14112824000271012,0,0.503
14112824000271012,500,0.328
14112824000271012,1000,0.293
14112824000271012,2000,0.246
14112824000271012,4000,0.22
14112824000271012,10000,0.19
14112824000271012,150000,0.13
14112824000271013,0,0.466
14112824000271013,500,0.296
14112824000271013,1000,0.204
14112824000271013,2000,0.15
14112824000271013,4000,0.122
14112824000271013,10000,0.096
14112824000271013,150000,0.04
14112824000281011,0,0.54
14112824000281011,500,0.391
14112824000281011,1000,0.361
14112824000281011,2000,0.321
14112824000281011,4000,0.299
14112824000281011,10000,0.267
14112824000281011,150000,0.163
14112824000281012,0,0.463
14112824000281012,500,0.331
14112824000281012,1000,0.305
14112824000281012,2000,0.271
14112824000281012,4000,0.25
14112824000281012,10000,0.223
14112824000281012,150000,0.169
14112824000281013,0,0.466
14112824000281013,500,0.296
14112824000281013,1000,0.204
14112824000281013,2000,0.15
14112824000281013,4000,0.122
14112824000281013,10000,0.096
14112824000281013,150000,0.04
14112824000292011,0,0.586
14112824000292011,500,0.396
14112824000292011,1000,0.357
14112824000292011,2000,0.302
14112824000292011,4000,0.274
14112824000292011,10000,0.238
14112824000292011,150000,0.126
14112824000292012,0,0.503
14112824000292012,500,0.328
14112824000292012,1000,0.293
14112824000292012,2000,0.246
14112824000292012,4000,0.22
14112824000292012,10000,0.19
14112824000292012,150000,0.13
14112824000292013,0,0.467
14112824000292013,500,0.295
14112824000292013,1000,0.203
14112824000292013,2000,0.15
14112824000292013,4000,0.122
14112824000292013,10000,0.096
14112824000292013,150000,0.04
14112824000292014,0,0.361
14112824000292014,500,0.354
14112824000292014,1000,0.344
14112824000292014,2000,0.333
14112824000292014,4000,0.323
14112824000292014,10000,0.306
14112824000292014,150000,0.266
14112824000361011,0,0.563
14112824000361011,500,0.372
14112824000361011,1000,0.339
14112824000361011,2000,0.292
14112824000361011,4000,0.267
14112824000361011,10000,0.236
14112824000361011,150000,0.151
14112824000361012,0,0.424
14112824000361012,500,0.252
14112824000361012,1000,0.203
14112824000361012,2000,0.18
14112824000361012,4000,0.165
14112824000361012,10000,0.148
14112824000361012,150000,0.093
14112824000361013,0,0.529
14112824000361013,500,0.497
14112824000361013,1000,0.483
14112824000361013,2000,0.462
14112824000361013,4000,0.456
14112824000361013,10000,0.445
14112824000361013,150000,0.427
14112824000361014,0,0.341
14112824000361014,500,0.224
14112824000361014,1000,0.151
14112824000361014,2000,0.127
14112824000361014,4000,0.113
14112824000361014,10000,0.099
14112824000361014,150000,0.061
14112824000041011,0,0.492
14112824000041011,500,0.372
14112824000041011,1000,0.349
14112824000041011,2000,0.324
14112824000041011,4000,0.299
14112824000041011,10000,0.264
14112824000041011,150000,0.138
14112824000041012,0,0.42
14112824000041012,500,0.326
14112824000041012,1000,0.309
14112824000041012,2000,0.289
14112824000041012,4000,0.268
14112824000041012,10000,0.237
14112824000041012,150000,0.164
14112824000041013,0,0.414
14112824000041013,500,0.291
14112824000041013,1000,0.265
14112824000041013,2000,0.236
14112824000041013,4000,0.211
14112824000041013,10000,0.181
14112824000041013,150000,0.114
14112824000041014,0,0.369
14112824000041014,500,0.264
14112824000041014,1000,0.203
14112824000041014,2000,0.175
14112824000041014,4000,0.158
14112824000041014,10000,0.14
14112824000041014,150000,0.075
14112824000041021,0,0.483
14112824000041021,500,0.383
14112824000041021,1000,0.363
14112824000041021,2000,0.341
14112824000041021,4000,0.32
14112824000041021,10000,0.288
14112824000041021,150000,0.171
14112824000041022,0,0.419
14112824000041022,500,0.342
14112824000041022,1000,0.326
14112824000041022,2000,0.309
14112824000041022,4000,0.289
14112824000041022,10000,0.26
14112824000041022,150000,0.189
14112824000041023,0,0.418
14112824000041023,500,0.297
14112824000041023,1000,0.271
14112824000041023,2000,0.241
14112824000041023,4000,0.217
14112824000041023,10000,0.188
14112824000041023,150000,0.125
14112824000041024,0,0.381
14112824000041024,500,0.282
14112824000041024,1000,0.22
14112824000041024,2000,0.188
14112824000041024,4000,0.168
14112824000041024,10000,0.146
14112824000041024,150000,0.076
14151225000011011,0,0.502
14151225000011011,500,0.46
14151225000011011,1000,0.449
14151225000011011,2000,0.436
14151225000011011,4000,0.426
14151225000011011,10000,0.409
14151225000011011,150000,0.353
14151225000011012,0,0.473
14151225000011012,500,0.467
14151225000011012,1000,0.461
14151225000011012,2000,0.453
14151225000011012,4000,0.447
14151225000011012,10000,0.434
14151225000011012,150000,0.405
14151225000011013,0,0.489
14151225000011013,500,0.483
14151225000011013,1000,0.479
14151225000011013,2000,0.472
14151225000011013,4000,0.466
14151225000011013,10000,0.456
14151225000011013,150000,0.431
14192417250031011,0,0.394
14192417250031011,500,0.32
14192417250031011,1000,0.28
14192417250031011,2000,0.246
14192417250031011,4000,0.22
14192417250031011,10000,0.187
14192417250031011,150000,0.125
14192417250031012,0,0.393
14192417250031012,500,0.281
14192417250031012,1000,0.239
14192417250031012,2000,0.206
14192417250031012,4000,0.181
14192417250031012,10000,0.151
14192417250031012,150000,0.125
14192417250031013,0,0.385
14192417250031013,500,0.272
14192417250031013,1000,0.223
14192417250031013,2000,0.195
14192417250031013,4000,0.177
14192417250031013,10000,0.157
14192417250031013,150000,0.09
14192630000021011,0,0.475
14192630000021011,500,0.378
14192630000021011,1000,0.361
14192630000021011,2000,0.339
14192630000021011,4000,0.321
14192630000021011,10000,0.293
14192630000021011,150000,0.196
14192630000021012,0,0.439
14192630000021012,500,0.354
14192630000021012,1000,0.339
14192630000021012,2000,0.32
14192630000021012,4000,0.303
14192630000021012,10000,0.278
14192630000021012,150000,0.202
14192630000021013,0,0.409
14192630000021013,500,0.357
14192630000021013,1000,0.343
14192630000021013,2000,0.327
14192630000021013,4000,0.315
14192630000021013,10000,0.296
14192630000021013,150000,0.254
14192630000021014,0,0.385
14192630000021014,500,0.368
14192630000021014,1000,0.354
14192630000021014,2000,0.337
14192630000021014,4000,0.326
14192630000021014,10000,0.312
14192630000021014,150000,0.285
14242825120011011,0,0.548
14242825120011011,500,0.462
14242825120011011,1000,0.432
14242825120011011,2000,0.404
14242825120011011,4000,0.379
14242825120011011,10000,0.349
14242825120011011,150000,0.2
14242825120011012,0,0.473
14242825120011012,500,0.406
14242825120011012,1000,0.385
14242825120011012,2000,0.365
14242825120011012,4000,0.345
14242825120011012,10000,0.318
14242825120011012,150000,0.226
14242825120011013,0,0.105
14242825120011013,1000,0.1
14242825120011013,10000,0.1
14242825120011013,150000,0.1
14242825120011014,0,0.333
14242825120011014,500,0.27
14242825120011014,1000,0.225
14242825120011014,2000,0.199
14242825120011014,4000,0.177
14242825120011014,10000,0.16
14242825120011014,150000,0.119
14252315000021021,0,0.465
14252315000021021,500,0.291
14252315000021021,1000,0.255
14252315000021021,2000,0.227
14252315000021021,4000,0.206
14252315000021021,10000,0.182
14252315000021021,150000,0.087
14252315000021022,0,0.45
14252315000021022,500,0.2
14252315000021022,1000,0.121
14252315000021022,2000,0.096
14252315000021022,4000,0.083
14252315000021022,10000,0.071
14252315000021022,150000,0.037
14252315000021023,0,0.356
14252315000021023,500,0.229
14252315000021023,1000,0.162
14252315000021023,2000,0.135
14252315000021023,4000,0.12
14252315000021023,10000,0.104
14252315000021023,150000,0.066
14252325000011011,0,0.441
14252325000011011,500,0.286
14252325000011011,1000,0.239
14252325000011011,2000,0.191
14252325000011011,4000,0.156
14252325000011011,10000,0.118
14252325000011011,150000,0.106
14252325000011012,0,0.32
14252325000011012,500,0.233
14252325000011012,1000,0.212
14252325000011012,2000,0.206
14252325000011012,4000,0.198
14252325000011012,10000,0.188
14252325000011012,150000,0.132
14252325000011013,0,0.393
14252325000011013,500,0.265
14252325000011013,1000,0.248
14252325000011013,2000,0.217
14252325000011013,4000,0.19
14252325000011013,10000,0.155
14252325000011013,150000,0.154
14283123000021011,0,0.554
14283123000021011,500,0.475
14283123000021011,1000,0.452
14283123000021011,2000,0.433
14283123000021011,4000,0.416
14283123000021011,10000,0.394
14283123000021011,150000,0.274
14283123000021012,0,0.494
14283123000021012,500,0.442
14283123000021012,1000,0.426
14283123000021012,2000,0.413
14283123000021012,4000,0.399
14283123000021012,10000,0.381
14283123000021012,150000,0.306
14283123000021013,0,0.45
14283123000021013,500,0.388
14283123000021013,1000,0.368
14283123000021013,2000,0.352
14283123000021013,4000,0.336
14283123000021013,10000,0.317
14283123000021013,150000,0.245
14283123000021014,0,0.391
14283123000021014,500,0.32
14283123000021014,1000,0.288
14283123000021014,2000,0.269
14283123000021014,4000,0.251
14283123000021014,10000,0.235
14283123000021014,150000,0.174
14283123000041011,0,0.548
14283123000041011,500,0.454
14283123000041011,1000,0.426
14283123000041011,2000,0.407
14283123000041011,4000,0.39
14283123000041011,10000,0.37
14283123000041011,150000,0.261
14283123000041012,0,0.485
14283123000041012,500,0.421
14283123000041012,1000,0.402
14283123000041012,2000,0.389
14283123000041012,4000,0.376
14283123000041012,10000,0.36
14283123000041012,150000,0.292
14283123000041013,0,0.443
14283123000041013,500,0.391
14283123000041013,1000,0.373
14283123000041013,2000,0.358
14283123000041013,4000,0.343
14283123000041013,10000,0.324
14283123000041013,150000,0.252
14283514000021011,0,0.494
14283514000021011,500,0.387
14283514000021011,1000,0.363
14283514000021011,2000,0.339
14283514000021011,4000,0.317
14283514000021011,10000,0.289
14283514000021011,150000,0.155
14283514000021012,0,0.469
14283514000021012,500,0.365
14283514000021012,1000,0.336
14283514000021012,2000,0.308
14283514000021012,4000,0.283
14283514000021012,10000,0.254
14283514000021012,150000,0.144
14283514000021013,0,0.446
14283514000021013,500,0.261
14283514000021013,1000,0.186
14283514000021013,2000,0.147
14283514000021013,4000,0.124
14283514000021013,10000,0.103
14283514000021013,150000,0.049
14311616000021011,0,0.499
14311616000021011,500,0.427
14311616000021011,1000,0.406
14311616000021011,2000,0.387
14311616000021011,4000,0.367
14311616000021011,10000,0.343
14311616000021011,150000,0.183
14311616000021012,0,0.461
14311616000021012,500,0.384
14311616000021012,1000,0.367
14311616000021012,2000,0.349
14311616000021012,4000,0.329
14311616000021012,10000,0.303
14311616000021012,150000,0.179
14311616000021013,0,0.414
14311616000021013,500,0.357
14311616000021013,1000,0.342
14311616000021013,2000,0.328
14311616000021013,4000,0.314
14311616000021013,10000,0.297
14311616000021013,150000,0.231
14312115000021011,0,0.467
14312115000021011,500,0.394
14312115000021011,1000,0.38
14312115000021011,2000,0.364
14312115000021011,4000,0.348
14312115000021011,10000,0.321
14312115000021011,150000,0.207
14312115000021012,0,0.409
14312115000021012,500,0.349
14312115000021012,1000,0.335
14312115000021012,2000,0.32
14312115000021012,4000,0.305
14312115000021012,10000,0.282
14312115000021012,150000,0.205
14312115000021013,0,0.381
14312115000021013,500,0.339
14312115000021013,1000,0.327
14312115000021013,2000,0.313
14312115000021013,4000,0.299
14312115000021013,10000,0.277
14312115000021013,150000,0.2
14312115000021014,0,0.335
14312115000021014,500,0.281
14312115000021014,1000,0.257
14312115000021014,2000,0.234
14312115000021014,4000,0.222
14312115000021014,10000,0.206
14312115000021014,150000,0.161
14312115000021015,0,0.432
14312115000021015,500,0.258
14312115000021015,1000,0.171
14312115000021015,2000,0.134
14312115000021015,4000,0.114
14312115000021015,10000,0.094
14312115000021015,150000,0.043
15141524000011011,0,0.425
15141524000011011,500,0.306
15141524000011011,1000,0.263
15141524000011011,2000,0.221
15141524000011011,4000,0.19
15141524000011011,10000,0.155
15141524000011011,150000,0.139
15141524000011012,0,0.457
15141524000011012,500,0.452
15141524000011012,1000,0.437
15141524000011012,2000,0.429
15141524000011012,4000,0.422
15141524000011012,10000,0.414
15141524000011012,150000,0.399
15141524000011013,0,0.582
15141524000011013,500,0.274
15141524000011013,1000,0.262
15141524000011013,2000,0.233
15141524000011013,4000,0.209
15141524000011013,10000,0.174
15141524000011013,150000,0.174
15152230360061011,0,0.51
15152230360061011,500,0.371
15152230360061011,1000,0.312
15152230360061011,2000,0.273
15152230360061011,4000,0.242
15152230360061011,10000,0.213
15152230360061011,150000,0.129
15152230360061012,0,0.436
15152230360061012,500,0.306
15152230360061012,1000,0.262
15152230360061012,2000,0.235
15152230360061012,4000,0.211
15152230360061012,10000,0.186
15152230360061012,150000,0.129
15152230360061013,0,0.434
15152230360061013,500,0.236
15152230360061013,1000,0.154
15152230360061013,2000,0.121
15152230360061013,4000,0.097
15152230360061013,10000,0.077
15152230360061013,150000,0.046
15152230360061014,0,0.321
15152230360061014,500,0.247
15152230360061014,1000,0.196
15152230360061014,2000,0.167
15152230360061014,4000,0.143
15152230360061014,10000,0.123
15152230360061014,150000,0.091
15152230360071011,0,0.504
15152230360071011,500,0.403
15152230360071011,1000,0.361
15152230360071011,2000,0.313
15152230360071011,4000,0.27
15152230360071011,10000,0.219
15152230360071011,150000,0.114
15152230360071012,0,0.355
15152230360071012,500,0.261
15152230360071012,1000,0.21
15152230360071012,2000,0.186
15152230360071012,4000,0.165
15152230360071012,10000,0.149
15152230360071012,150000,0.116
15152235000021011,0,0.532
15152235000021011,500,0.374
15152235000021011,1000,0.287
15152235000021011,2000,0.228
15152235000021011,4000,0.186
15152235000021011,10000,0.149
15152235000021011,150000,0.075
15152235000021012,0,0.351
15152235000021012,500,0.255
15152235000021012,1000,0.196
15152235000021012,2000,0.165
15152235000021012,4000,0.139
15152235000021012,10000,0.118
15152235000021012,150000,0.085
15312815000201011,0,0.503
15312815000201011,500,0.426
15312815000201011,1000,0.407
15312815000201011,2000,0.386
15312815000201011,4000,0.365
15312815000201011,10000,0.335
15312815000201011,150000,0.186
15312815000201012,0,0.458
15312815000201012,500,0.41
15312815000201012,1000,0.395
15312815000201012,2000,0.378
15312815000201012,4000,0.362
15312815000201012,10000,0.336
15312815000201012,150000,0.196
15312815000201013,0,0.447
15312815000201013,500,0.419
15312815000201013,1000,0.407
15312815000201013,2000,0.393
15312815000201013,4000,0.377
15312815000201013,10000,0.352
15312815000201013,150000,0.2
15312815000201014,0,0.45
15312815000201014,500,0.443
15312815000201014,1000,0.432
15312815000201014,2000,0.421
15312815000201014,4000,0.407
15312815000201014,10000,0.384
15312815000201014,150000,0.203
15312815000211011,0,0.503
15312815000211011,500,0.426
15312815000211011,1000,0.407
15312815000211011,2000,0.386
15312815000211011,4000,0.365
15312815000211011,10000,0.335
15312815000211011,150000,0.186
15312815000211012,0,0.458
15312815000211012,500,0.41
15312815000211012,1000,0.395
15312815000211012,2000,0.378
15312815000211012,4000,0.362
15312815000211012,10000,0.336
15312815000211012,150000,0.196
15312815000211013,0,0.447
15312815000211013,500,0.419
15312815000211013,1000,0.406
15312815000211013,2000,0.393
15312815000211013,4000,0.377
15312815000211013,10000,0.351
15312815000211013,150000,0.2
15312815000211014,0,0.383
15312815000211014,500,0.337
15312815000211014,1000,0.307
15312815000211014,2000,0.284
15312815000211014,4000,0.265
15312815000211014,10000,0.241
15312815000211014,150000,0.123
15312815000221011,0,0.493
15312815000221011,500,0.412
15312815000221011,1000,0.393
15312815000221011,2000,0.37
15312815000221011,4000,0.349
15312815000221011,10000,0.318
15312815000221011,150000,0.171
15312815000221012,0,0.465
15312815000221012,500,0.402
15312815000221012,1000,0.385
15312815000221012,2000,0.366
15312815000221012,4000,0.348
15312815000221012,10000,0.321
15312815000221012,150000,0.173
15312815000221013,0,0.427
15312815000221013,500,0.388
15312815000221013,1000,0.373
15312815000221013,2000,0.357
15312815000221013,4000,0.34
15312815000221013,10000,0.314
15312815000221013,150000,0.187
15312815000221014,0,0.439
15312815000221014,500,0.429
15312815000221014,1000,0.417
15312815000221014,2000,0.404
15312815000221014,4000,0.389
15312815000221014,10000,0.365
15312815000221014,150000,0.186
15312815000231011,0,0.493
15312815000231011,500,0.412
15312815000231011,1000,0.393
15312815000231011,2000,0.37
15312815000231011,4000,0.349
15312815000231011,10000,0.318
15312815000231011,150000,0.171
15312815000231012,0,0.465
15312815000231012,500,0.402
15312815000231012,1000,0.385
15312815000231012,2000,0.366
15312815000231012,4000,0.348
15312815000231012,10000,0.321
15312815000231012,150000,0.173
15312815000231013,0,0.429
15312815000231013,500,0.386
15312815000231013,1000,0.371
15312815000231013,2000,0.355
15312815000231013,4000,0.338
15312815000231013,10000,0.311
15312815000231013,150000,0.187
15312815000231014,0,0.435
15312815000231014,500,0.417
15312815000231014,1000,0.404
15312815000231014,2000,0.391
15312815000231014,4000,0.375
15312815000231014,10000,0.35
15312815000231014,150000,0.185
15312815000231015,0,0.388
15312815000231015,500,0.348
15312815000231015,1000,0.32
15312815000231015,2000,0.299
15312815000231015,4000,0.28
15312815000231015,10000,0.257
15312815000231015,150000,0.132
15312815000022021,0,0.509
15312815000022021,500,0.433
15312815000022021,1000,0.414
15312815000022021,2000,0.393
15312815000022021,4000,0.373
15312815000022021,10000,0.345
15312815000022021,150000,0.203
15312815000022022,0,0.448
15312815000022022,500,0.405
15312815000022022,1000,0.388
15312815000022022,2000,0.371
15312815000022022,4000,0.355
15312815000022022,10000,0.33
15312815000022022,150000,0.204
15312815000022023,0,0.468
15312815000022023,500,0.454
15312815000022023,1000,0.444
15312815000022023,2000,0.434
15312815000022023,4000,0.422
15312815000022023,10000,0.404
15312815000022023,150000,0.278
15312815000061011,0,0.499
15312815000061011,500,0.425
15312815000061011,1000,0.408
15312815000061011,2000,0.389
15312815000061011,4000,0.369
15312815000061011,10000,0.341
15312815000061011,150000,0.189
15312815000061012,0,0.442
15312815000061012,500,0.404
15312815000061012,1000,0.391
15312815000061012,2000,0.377
15312815000061012,4000,0.361
15312815000061012,10000,0.335
15312815000061012,150000,0.207
15312815000061013,0,0.452
15312815000061013,500,0.442
15312815000061013,1000,0.431
15312815000061013,2000,0.42
15312815000061013,4000,0.406
15312815000061013,10000,0.383
15312815000061013,150000,0.205
15341315000071011,0,0.511
15341315000071011,500,0.416
15341315000071011,1000,0.392
15341315000071011,2000,0.369
15341315000071011,4000,0.348
15341315000071011,10000,0.32
15341315000071011,150000,0.193
15341315000071012,0,0.484
15341315000071012,500,0.391
15341315000071012,1000,0.37
15341315000071012,2000,0.351
15341315000071012,4000,0.333
15341315000071012,10000,0.307
15341315000071012,150000,0.202
15341315000071013,0,0.44
15341315000071013,500,0.382
15341315000071013,1000,0.366
15341315000071013,2000,0.349
15341315000071013,4000,0.328
15341315000071013,10000,0.299
15341315000071013,150000,0.191
15341315000071014,0,0.396
15341315000071014,500,0.373
15341315000071014,1000,0.361
15341315000071014,2000,0.347
15341315000071014,4000,0.329
15341315000071014,10000,0.303
15341315000071014,150000,0.193
15341315000071015,0,0.353
15341315000071015,500,0.317
15341315000071015,1000,0.299
15341315000071015,2000,0.28
15341315000071015,4000,0.261
15341315000071015,10000,0.238
15341315000071015,150000,0.162
15341315000081011,0,0.511
15341315000081011,500,0.416
15341315000081011,1000,0.393
15341315000081011,2000,0.371
15341315000081011,4000,0.351
15341315000081011,10000,0.324
15341315000081011,150000,0.202
15341315000081012,0,0.485
15341315000081012,500,0.392
15341315000081012,1000,0.372
15341315000081012,2000,0.354
15341315000081012,4000,0.336
15341315000081012,10000,0.312
15341315000081012,150000,0.211
15341315000081013,0,0.439
15341315000081013,500,0.382
15341315000081013,1000,0.366
15341315000081013,2000,0.349
15341315000081013,4000,0.328
15341315000081013,10000,0.299
15341315000081013,150000,0.191
15341315000081014,0,0.39
15341315000081014,500,0.372
15341315000081014,1000,0.361
