Id,SoilIdx,Soilname,DrainageClass,ImpermeableDepth_mm,SlowDepth_mm,MaxRootingDepth_mm,PermeabilityClass,ParamLevel,SoilRockClass,RockDepth_mm,top_mm,depth_mm,FHThickness_mm,Stone_Prop,StoneIs_zbFe,SmapFH,RockClass,BulkDensity_t_m3,Sand_Prop,Clay_Prop,FHSpecial,IsTopsoil,WRC_0kPa,KSat_mm_s
11281124000201011,1128112400020101,Aran_20a.1,2,1000.0,1000.0,1000.0,3,2,Sc,1000.0,0,225.0,225.0,0.0,0,tAl,Sc,1.18,0.7,0.055,0,1,49.02222222222222,0.0556
11281124000201012,1128112400020101,Aran_20a.1,2,1000.0,1000.0,1000.0,3,2,Sc,1000.0,225.0,1000.0,775.0,0.0,0,Al,Sc,1.38,0.7,0.055,0,0,37.651612903225804,0.0417
11281124000041011,1128112400004101,Aran_4a.1,2,1000.0,1000.0,1000.0,3,2,Hs,1000.0,0,125.0,125.0,0.0,0,tAw,Hs,1.18,0.925,0.035,0,1,53.839999999999996,0.0417
11281124000041012,1128112400004101,Aran_4a.1,2,1000.0,1000.0,1000.0,3,2,Hs,1000.0,125.0,1000.0,875.0,0.0,0,Aw,Hs,1.38,0.925,0.035,0,0,42.57142857142857,0.0222
11281311000011011,1128131100001101,Arca_1a.1,4,760.0,750.0,750.0,5,3,Sc,1000.0,0,170.0,170.0,0.03,0,tLw,Sc,1.09,0.175,0.215,0,1,59.705882352941174,0.0167
11281311000011012,1128131100001101,Arca_1a.1,4,760.0,750.0,750.0,5,3,Sc,1000.0,170.0,360.0,190.0,0.03,0,Lw,Sc,1.42,0.2,0.24,0,0,53.78947368421053,0.0111
11281311000011013,1128131100001101,Arca_1a.1,4,760.0,750.0,750.0,5,3,Sc,1000.0,360.0,760.0,400.0,0.55,0,VLl,Sc,1.42,0.65,0.175,0,0,22.525,0.0111
11281311000011014,1128131100001101,Arca_1a.1,4,760.0,750.0,750.0,5,3,Sc,1000.0,760.0,1010.0,250.0,0.65,0,VAd,Sc,1.42,0.8,0.04,0,0,18.64,0.0056
11281417250101011,1128141725010101,Ardgo_10a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,0,250.0,250.0,0.045,0,tLw,Sc,1.41,0.25,0.175,0,1,44.72,0.0167
11281417250101012,1128141725010101,Ardgo_10a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,250.0,325.0,75.0,0.205,0,SLw,Sc,1.42,0.45,0.125,0,0,35.46666666666667,0.0111
11281417250101013,1128141725010101,Ardgo_10a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,325.0,675.0,350.0,0.525,0,VLd,Sc,1.61,0.55,0.275,0,0,28.82857142857143,0.0
11281417250101014,1128141725010101,Ardgo_10a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,675.0,1000.0,325.0,0.525,0,VLc,Sc,1.53,0.55,0.175,0,0,25.384615384615383,0.0006
11281417250031011,1128141725003101,Ardgo_3a.1,5,1000.0,350.0,350.0,5,2,Sc,1000.0,0,125.0,125.0,0.225,0,tSLw,Sc,1.41,0.5,0.175,0,1,35.839999999999996,0.0167
11281417250031012,1128141725003101,Ardgo_3a.1,5,1000.0,350.0,350.0,5,2,Sc,1000.0,125.0,345.0,220.0,0.225,0,SLw,Sc,1.42,0.5,0.175,0,0,35.272727272727266,0.0111
11281417250031013,1128141725003101,Ardgo_3a.1,5,1000.0,350.0,350.0,5,2,Sc,1000.0,345.0,595.0,250.0,0.55,0,VLd,Sc,1.61,0.5,0.3,0,0,25.76,0.0
11281417250031014,1128141725003101,Ardgo_3a.1,5,1000.0,350.0,350.0,5,2,Sc,1000.0,595.0,845.0,250.0,0.55,0,VLc,Sc,1.53,0.5,0.275,0,0,26.560000000000002,0.0006
11281417250031031,1128141725003103,Ardgo_3a.3,5,1000.0,350.0,350.0,5,2,Sc,1000.0,0,125.0,125.0,0.225,0,tSLw,Sc,1.41,0.325,0.175,0,1,37.28,0.0167
11281417250031032,1128141725003103,Ardgo_3a.3,5,1000.0,350.0,350.0,5,2,Sc,1000.0,125.0,345.0,220.0,0.225,0,SLw,Sc,1.42,0.35,0.175,0,0,34.54545454545455,0.0111
11281417250031033,1128141725003103,Ardgo_3a.3,5,1000.0,350.0,350.0,5,2,Sc,1000.0,345.0,595.0,250.0,0.55,0,VLd,Sc,1.61,0.55,0.3,0,0,29.52,0.0
11281417250031034,1128141725003103,Ardgo_3a.3,5,1000.0,350.0,350.0,5,2,Sc,1000.0,595.0,995.0,400.0,0.55,0,VLc,Sc,1.53,0.55,0.275,0,0,29.725,0.0006
11281417250071011,1128141725007101,Ardgo_7a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,0,250.0,250.0,0.03,0,tLw,Sc,1.41,0.55,0.175,0,1,45.56,0.0167
11281417250071012,1128141725007101,Ardgo_7a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,250.0,325.0,75.0,0.5,0,VLl,Sc,1.42,0.55,0.125,0,0,26.53333333333333,0.0111
11281417250071013,1128141725007101,Ardgo_7a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,325.0,675.0,350.0,0.55,0,VLd,Sc,1.61,0.55,0.275,0,0,27.82857142857143,0.0
11281417250071014,1128141725007101,Ardgo_7a.1,5,1000.0,325.0,350.0,5,2,Sc,1000.0,675.0,1000.0,325.0,0.55,0,VLc,Sc,1.53,0.55,0.175,0,0,24.584615384615386,0.0006
11281417250091011,1128141725009101,Ardgo_9a.1,5,1000.0,400.0,400.0,5,3,Sc,1000.0,0,150.0,150.0,0.025,0,tLw,Sc,1.41,0.65,0.175,0,1,45.666666666666664,0.0167
11281417250091012,1128141725009101,Ardgo_9a.1,5,1000.0,400.0,400.0,5,3,Sc,1000.0,150.0,400.0,250.0,0.125,0,SLw,Sc,1.42,0.65,0.175,0,0,40.68000000000001,0.0111
11281417250091013,1128141725009101,Ardgo_9a.1,5,1000.0,400.0,400.0,5,3,Sc,1000.0,400.0,700.0,300.0,0.45,0,VLd,Sc,1.61,0.55,0.25,0,0,29.766666666666666,0.0
11281417250091014,1128141725009101,Ardgo_9a.1,5,1000.0,400.0,400.0,5,3,Sc,1000.0,700.0,1000.0,300.0,0.45,0,VLc,Sc,1.53,0.65,0.175,0,0,28.3,0.0006
11281422000101011,1128142200010101,Ardl_10a.1,2,300.0,300.0,300.0,1,2,Sc,300.0,0,130.0,130.0,0.0,0,tLw,Sc,0.94,0.5,0.2,0,1,52.61538461538463,0.0167
11281422000101012,1128142200010101,Ardl_10a.1,2,300.0,300.0,300.0,1,2,Sc,300.0,130.0,300.0,170.0,0.2,0,SLFs,Sc,1.22,0.4,0.2,0,0,38.1764705882353,0.0056
11281422000021011,1128142200002101,Ardl_2a.1,2,270.0,275.0,275.0,1,2,Sc,275.0,0,175.0,175.0,0.025,0,tLw,Sc,0.94,0.175,0.115,0,1,51.08571428571429,0.0167
11281422000021012,1128142200002101,Ardl_2a.1,2,270.0,275.0,275.0,1,2,Sc,275.0,175.0,275.0,100.0,0.175,0,SLw,Sc,1.22,0.225,0.115,0,0,39.8,0.0111
11281422000031011,1128142200003101,Ardl_3a.1,2,460.0,230.0,460.0,1,2,Sc,460.0,0,230.0,230.0,0.0,0,tLw,Sc,0.94,0.25,0.22,0,1,51.60869565217391,0.0167
11281422000031012,1128142200003101,Ardl_3a.1,2,460.0,230.0,460.0,1,2,Sc,460.0,230.0,460.0,230.0,0.0,0,LCf,Sc,1.22,0.24,0.21,0,0,43.17391304347826,0.0003
11281422000072011,1128142200007201,Ardl_7b.1,2,200.0,100.0,200.0,1,2,Sc,200.0,0,100.0,100.0,0.025,0,tLw,Sc,0.94,0.5,0.25,0,1,53.3,0.0167
11281422000072012,1128142200007201,Ardl_7b.1,2,200.0,100.0,200.0,1,2,Sc,200.0,100.0,200.0,100.0,0.025,0,YFf,Sc,1.39,0.1,0.6,0,0,53.0,0.0014
11282825330011011,1128282533001101,Arrow_1a.1,5,1000.0,200.0,725.0,5,2,Sc,725.0,0,200.0,200.0,0.0,0,tLw,Sc,1.22,0.225,0.13,0,1,50.85,0.0167
11282825330011012,1128282533001101,Arrow_1a.1,5,1000.0,200.0,725.0,5,2,Sc,725.0,200.0,725.0,525.0,0.025,0,LCf,Sc,1.61,0.5,0.13,0,0,36.304761904761904,0.0003
11282825330032011,1128282533003201,Arrow_3b.1,5,1000.0,200.0,400.0,1,2,Sc,400.0,0,200.0,200.0,0.025,0,tLw,Sc,1.22,0.2,0.13,0,1,49.8,0.0167
11282825330032012,1128282533003201,Arrow_3b.1,5,1000.0,200.0,400.0,1,2,Sc,400.0,200.0,400.0,200.0,0.5,0,LCf,Sc,1.61,0.6,0.13,0,0,24.65,0.0003
11282825330042011,1128282533004201,Arrow_4b.1,5,1000.0,200.0,400.0,1,2,Sc,400.0,0,200.0,200.0,0.03,0,tLw,Sc,1.22,0.3,0.13,0,1,49.75,0.0167
11282825330042012,1128282533004201,Arrow_4b.1,5,1000.0,200.0,400.0,1,2,Sc,400.0,200.0,400.0,200.0,0.475,0,LCf,Sc,1.61,0.4,0.13,0,0,25.35,0.0003
11291812000121011,1129181200012101,Ashb_12a.1,5,1000.0,1000.0,450.0,3,3,Hs,1000.0,0,200.0,200.0,0.4,0,VAl,Hs,1.42,0.8,0.025,0,0,33.65,0.0278
11291812000121012,1129181200012101,Ashb_12a.1,5,1000.0,1000.0,450.0,3,3,Hs,1000.0,200.0,450.0,250.0,0.575,0,VAl,Hs,1.42,0.9,0.015,0,0,26.400000000000002,0.0278
11291812000121013,1129181200012101,Ashb_12a.1,5,1000.0,1000.0,450.0,3,3,Hs,1000.0,450.0,1000.0,550.0,0.73,0,XA,Hs,1.42,0.925,0.015,0,0,17.47272727272727,0.0417
11291815280061011,1129181528006101,Asher_6a.1,3,1000.0,550.0,600.0,5,2,Hs,1000.0,0,200.0,200.0,0.03,0,tLw,Hs,1.09,0.175,0.16,0,1,59.25,0.0167
11291815280061012,1129181528006101,Asher_6a.1,3,1000.0,550.0,600.0,5,2,Hs,1000.0,200.0,350.0,150.0,0.03,0,Lw,Hs,1.42,0.175,0.175,0,0,54.93333333333334,0.0111
11291815280061013,1129181528006101,Asher_6a.1,3,1000.0,550.0,600.0,5,2,Hs,1000.0,350.0,600.0,250.0,0.25,0,SLw,Hs,1.42,0.35,0.175,0,0,42.28,0.0111
11291815280061014,1129181528006101,Asher_6a.1,3,1000.0,550.0,600.0,5,2,Hs,1000.0,600.0,1000.0,400.0,0.55,0,VLd,Hs,1.61,0.35,0.175,0,0,26.425,0.0
11291815280071011,1129181528007101,Asher_7a.1,3,350.0,375.0,350.0,5,2,Hs,1000.0,0,200.0,200.0,0.0,0,tLw,Hs,1.09,0.1,0.225,0,1,62.1,0.0167
11291815280071012,1129181528007101,Asher_7a.1,3,350.0,375.0,350.0,5,2,Hs,1000.0,200.0,350.0,150.0,0.0,0,LFs,Hs,1.53,0.1,0.225,0,0,56.73333333333333,0.0056
11291815280071013,1129181528007101,Asher_7a.1,3,350.0,375.0,350.0,5,2,Hs,1000.0,350.0,650.0,300.0,0.0,0,LCf,Hs,1.61,0.1,0.225,0,0,53.86666666666667,0.0003
11291815280071014,1129181528007101,Asher_7a.1,3,350.0,375.0,350.0,5,2,Hs,1000.0,650.0,1000.0,350.0,0.0,0,LCs,Hs,1.53,0.1,0.225,0,0,53.05714285714285,0.0022
11291830000011011,1129183000001101,Asht_1a.1,5,1000.0,1000.0,1000.0,2,2,Ts,1000.0,0,175.0,175.0,0.0,0,tLw,Ts,1.09,0.075,0.25,0,1,61.31428571428572,0.0167
11291830000011012,1129183000001101,Asht_1a.1,5,1000.0,1000.0,1000.0,2,2,Ts,1000.0,175.0,375.0,200.0,0.035,0,Lw,Ts,1.42,0.075,0.25,0,0,51.8,0.0111
11291830000011013,1129183000001101,Asht_1a.1,5,1000.0,1000.0,1000.0,2,2,Ts,1000.0,375.0,1000.0,625.0,0.6,0,VLc,Ts,1.53,0.35,0.25,0,0,24.08,0.0022
11301825220211011,1130182522021101,Athol_21a.1,2,1000.0,500.0,700.0,5,2,Hs,1000.0,0,225.0,225.0,0.0,0,tLFs,Hs,1.22,0.125,0.3,0,1,47.46666666666666,0.0111
11301825220211012,1130182522021101,Athol_21a.1,2,1000.0,500.0,700.0,5,2,Hs,1000.0,225.0,425.0,200.0,0.0,0,Lw,Hs,1.42,0.125,0.3,0,0,43.35,0.0111
11301825220211013,1130182522021101,Athol_21a.1,2,1000.0,500.0,700.0,5,2,Hs,1000.0,425.0,1000.0,575.0,0.0,0,LCs,Hs,1.53,0.125,0.3,0,0,39.530434782608694,0.0022
11301825220061011,1130182522006101,Athol_6a.1,2,1000.0,525.0,1000.0,5,2,Hs,1000.0,0,225.0,225.0,0.0,0,tLw,Hs,1.22,0.15,0.225,0,1,50.355555555555554,0.0167
11301825220061012,1130182522006101,Athol_6a.1,2,1000.0,525.0,1000.0,5,2,Hs,1000.0,225.0,350.0,125.0,0.0,0,LFs,Hs,1.53,0.15,0.225,0,0,43.28,0.0056
11301825220061013,1130182522006101,Athol_6a.1,2,1000.0,525.0,1000.0,5,2,Hs,1000.0,350.0,550.0,200.0,0.0,0,LCs,Hs,1.53,0.15,0.225,0,0,40.9,0.0022
11301825220061014,1130182522006101,Athol_6a.1,2,1000.0,525.0,1000.0,5,2,Hs,1000.0,550.0,1025.0,475.0,0.0,0,LCf,Hs,1.61,0.15,0.225,0,0,35.91578947368421,0.0003
11311318280092011,1131131828009201,Auchr_9b.1,2,1000.0,600.0,1000.0,5,2,Sm,1000.0,0,200.0,200.0,0.0,0,tYFs,Sm,1.08,0.07,0.575,0,1,49.55,0.0111
11311318280092012,1131131828009201,Auchr_9b.1,2,1000.0,600.0,1000.0,5,2,Sm,1000.0,200.0,400.0,200.0,0.0,0,tYFs,Sm,1.08,0.07,0.575,0,1,47.400000000000006,0.0111
