0,id,Year,Month,Day,Hour,Minute,Second,Pr_mm,Pet_mm,Temp_c
,3119,2015,10,9,20,0,16,0,0.325051689,8.210595703
,3120,2015,10,9,21,0,16,0,0.472064101,9.93782959
,3121,2015,10,9,22,0,16,0,0.595796097,12.1852356
,3122,2015,10,9,23,0,16,0,0.678136421,13.58959351
,3123,2015,10,10,0,0,16,0,0.714718655,14.78243408
,3124,2015,10,10,1,0,16,0,0.69269113,15.6824585
,3125,2015,10,10,2,0,16,0,0.614937104,16.22832642
,3126,2015,10,10,3,0,16,0,0.487309095,16.3828064
,3127,2015,10,10,4,0,16,0,0.321299682,16.13543091
,3128,2015,10,10,5,0,16,0,0.132595669,15.50301514
,3129,2015,10,10,6,0,16,0,0,14.5286499
,3130,2015,10,10,7,0,16,0,0,13.27877197
,3131,2015,10,10,8,0,16,0,0,11.83852539
,3132,2015,10,10,9,0,16,0,0,10.30608521
,3133,2015,10,10,10,0,16,0,0,8.785882568
,3134,2015,10,10,11,0,16,0,0,7.381494141
,3135,2015,10,10,12,0,16,0,0,6.188653564
,3136,2015,10,10,13,0,16,0,0,5.288659668
,3137,2015,10,10,14,0,16,0,0,4.742791748
,3138,2015,10,10,15,0,16,0,0,4.588311768
,3139,2015,10,10,16,0,16,0,0,4.837792969
,3140,2015,10,10,17,0,16,0,0,5.475579834
,3141,2015,10,10,18,0,16,0,0.017033035,6.458184814
,3142,2015,10,10,19,0,16,0,0.175291934,7.718652344
,3143,2015,10,10,20,0,16,0,0.333357602,9.171105957
,3144,2015,10,10,21,0,16,0,0.479699112,10.71654663
,3145,2015,10,10,22,0,16,0,0.627710368,14.06502686
,3146,2015,10,10,23,0,16,0,0.703029567,14.87432251
,3147,2015,10,11,0,0,16,0,0.731760578,15.56173096
,3148,2015,10,11,1,0,16,0,0.703253667,16.0803772
,3149,2015,10,11,2,0,16,0,0.621650193,16.39495239
,3150,2015,10,11,3,0,16,0,0.490781618,16.48397217
,3151,2015,10,11,4,0,16,0,0.321148254,16.34142456
,3152,2015,10,11,5,0,16,0,0.130954126,15.97698364
,3153,2015,10,11,6,0,16,0,0,15.41549072
,3154,2015,10,11,7,0,16,0,0,14.69521484
,3155,2015,10,11,8,0,16,0,0,13.86525879
,3156,2015,10,11,9,0,16,0,0,12.98214111
,3157,2015,10,11,10,0,16,0,0,12.10610352
,3158,2015,10,11,11,0,16,0,0,11.29677734
,3159,2015,10,11,12,0,16,0,0,10.60939941
,3160,2015,10,11,13,0,16,0,0,10.09072266
,3161,2015,10,11,14,0,16,0,0,9.776177979
,3162,2015,10,11,15,0,16,0,0,9.687524414
,3163,2015,10,11,16,0,16,0,0,9.86361084
,3164,2015,10,11,17,0,16,0,0,10.31380615
,3165,2015,10,11,18,0,16,0,0.019158268,11.00740967
,3166,2015,10,11,19,0,16,0,0.167678838,11.89718018
,3167,2015,10,11,20,0,16,0,0.311191834,12.92241821
,3168,2015,10,11,21,0,16,0,0.43948277,14.01329956
,3169,2015,10,11,22,0,16,0,0.545357412,15.38027344
,3170,2015,10,11,23,0,16,0,0.611149298,16.28478394
,3171,2015,10,12,0,0,16,0,0.636581215,17.05306396
,3172,2015,10,12,1,0,16,0,0.612405536,17.63271484
,3173,2015,10,12,2,0,16,0,0.542086316,17.98430786
,3174,2015,10,12,3,0,16,0,0.422387151,18.08379517
,3175,2015,10,12,4,0,16,0,0.26614932,17.92446289
,3176,2015,10,12,5,0,16,0,0.111889989,17.51714478
,3177,2015,10,12,6,0,16,0,0,16.8895813
,3178,2015,10,12,7,0,16,0,0,16.08458862
,3179,2015,10,12,8,0,16,0,0,15.15697632
,3180,2015,10,12,9,0,16,0,0,14.16997681
,3181,2015,10,12,10,0,16,0,0,13.19085083
,3182,2015,10,12,11,0,16,0,0,12.28634033
,3183,2015,10,12,12,0,16,0,0,11.5180603
,3184,2015,10,12,13,0,16,0,0,10.93837891
,3185,2015,10,12,14,0,16,0,0,10.58681641
,3186,2015,10,12,15,0,16,0,0,10.48720703
,3187,2015,10,12,16,0,16,0,0,10.63817749
,3188,2015,10,12,17,0,16,0,0,11.02404175
,3189,2015,10,12,18,0,16,0,0.019115381,11.61858521
,3190,2015,10,12,19,0,16,0,0.146419756,12.38121948
,3191,2015,10,12,20,0,16,0,0.268445205,13.26000366
,3192,2015,10,12,21,0,16,0,0.376576383,14.19506226
,3193,2015,10,12,22,0,16,0.374718802,0.459495641,14.87346802
,3194,2015,10,12,23,0,16,0.749437604,0.515246531,15.8137146
,3195,2015,10,13,0,0,16,0,0.537070096,16.61229858
,3196,2015,10,13,1,0,16,0,0.537278014,17.21486816
,3197,2015,10,13,2,0,16,0,0.502448296,17.58031616
,3198,2015,10,13,3,0,16,0,0.405442843,17.68374023
,3199,2015,10,13,4,0,16,0,0.271359517,17.51812134
,3200,2015,10,13,5,0,16,0,0.118600874,17.09472046
,3201,2015,10,13,6,0,16,0,0,16.44240723
,3202,2015,10,13,7,0,16,0.611944532,0,15.60561523
,3203,2015,10,13,8,0,16,0.643855717,0,14.64138184
,3204,2015,10,13,9,0,16,0,0,13.61541138
,3205,2015,10,13,10,0,16,0,0,12.59765015
,3206,2015,10,13,11,0,16,0,0,11.65743408
,3207,2015,10,13,12,0,16,0,0,10.8588501
,3208,2015,10,13,13,0,16,0,0,10.25628052
,3209,2015,10,13,14,0,16,0.158856899,0,9.89083252
,3210,2015,10,13,15,0,16,0.07942845,0,9.787316895
,3211,2015,10,13,16,0,16,0,0,9.944543457
,3212,2015,10,13,17,0,16,0,0,10.346521
,3213,2015,10,13,18,0,16,0,0.02230783,10.96581421
,3214,2015,10,13,19,0,16,0,0.153876797,11.76021729
,3215,2015,10,13,20,0,16,0,0.28036561,12.67562256
,3216,2015,10,13,21,0,16,0,0.392823975,13.64962158
,3217,2015,10,13,22,0,16,0,0.491750136,12.90725098
,3218,2015,10,13,23,0,16,0,0.643213105,14.37114868
,3219,2015,10,14,0,0,16,0,0.72043034,15.61452637
,3220,2015,10,14,1,0,16,0,0.716428389,16.55269775
,3221,2015,10,14,2,0,16,0,0.643844076,17.121698
,3222,2015,10,14,3,0,16,0,0.514790183,17.28273926
,3223,2015,10,14,4,0,16,0,0.345091423,17.02486572
,3224,2015,10,14,5,0,16,0,0.152037421,16.365625
,3225,2015,10,14,6,0,16,0,0,15.35
,3226,2015,10,14,7,0,16,0,0,14.04714355
,3227,2015,10,14,8,0,16,0,0,12.54589233
,3228,2015,10,14,9,0,16,0,0,10.94851074
,3229,2015,10,14,10,0,16,0,0,9.363885498
,3230,2015,10,14,11,0,16,0,0,7.899987793
,3231,2015,10,14,12,0,16,0,0,6.65657959
,3232,2015,10,14,13,0,16,0,0,5.718438721
,3233,2015,10,14,14,0,16,0,0,5.149438477
,3234,2015,10,14,15,0,16,0,0,4.988946533
,3235,2015,10,14,16,0,16,0,0,5.295037842
,3236,2015,10,14,17,0,16,0,0,6.077508545
,3237,2015,10,14,18,0,16,0,0.030644667,7.283074951
,3238,2015,10,14,19,0,16,0,0.196959008,8.829522705
,3239,2015,10,14,20,0,16,0,0.36552106,10.61153564
,3240,2015,10,14,21,0,16,0,0.523754687,12.50759277
,3241,2015,10,14,22,0,16,0,0.670431007,15.31405029
,3242,2015,10,14,23,0,16,0,0.758556474,16.74221191
,3243,2015,10,15,0,0,16,0,0.796613866,17.95528564
,3244,2015,10,15,1,0,16,0,0.771838531,18.87056885
,3245,2015,10,15,2,0,16,0,0.687408203,19.42565308
,3246,2015,10,15,3,0,16,0,0.54932246,19.58278809
,3247,2015,10,15,4,0,16,0,0.369479298,19.33120117
,3248,2015,10,15,5,0,16,0,0.164704135,18.68807373
,3249,2015,10,15,6,0,16,0,0,17.69719849
,3250,2015,10,15,7,0,16,0,0,16.42611084
,3251,2015,10,15,8,0,16,0,0,14.96148071
,3252,2015,10,15,9,0,16,0,0,13.40307007
,3253,2015,10,15,10,0,16,0,0,11.85708008
,3254,2015,10,15,11,0,16,0,0,10.42888794
,3255,2015,10,15,12,0,16,0,0,9.215844727
,3256,2015,10,15,13,0,16,0,0,8.300561523
,3257,2015,10,15,14,0,16,0,0,7.745446777
,3258,2015,10,15,15,0,16,0,0,7.588189697
,3259,2015,10,15,16,0,16,0,0,7.827203369
,3260,2015,10,15,17,0,16,0,0,8.438195801
,3261,2015,10,15,18,0,16,0,0.03490211,9.379510498
,3262,2015,10,15,19,0,16,0,0.204542608,10.58703003
,3263,2015,10,15,20,0,16,0,0.372092385,11.97844849
,3264,2015,10,15,21,0,16,0,0.525358599,13.45891724
,3265,2015,10,15,22,0,16,0,0.661131635,15.63952026
,3266,2015,10,15,23,0,16,0,0.742529228,16.75826416
,3267,2015,10,16,0,0,16,0,0.77546254,17.70852051
,3268,2015,10,16,1,0,16,0,0.748689636,18.42546997
,3269,2015,10,16,2,0,16,0,0.665759493,18.86031494
,3270,2015,10,16,3,0,16,0,0.529817713,18.98339233
,3271,2015,10,16,4,0,16,0,0.35223228,18.78630981
,3272,2015,10,16,5,0,16,0,0.153844579,18.28252563
,3273,2015,10,16,6,0,16,0,0,17.50634155
,3274,2015,10,16,7,0,16,0,0,16.51067505
,3275,2015,10,16,8,0,16,0,0,15.3633667
,3276,2015,10,16,9,0,16,0,0,14.14260254
,3277,2015,10,16,10,0,16,0,0,12.93157349
,3278,2015,10,16,11,0,16,0,0,11.81282959
,3279,2015,10,16,12,0,16,0,0,10.86260376
,3280,2015,10,16,13,0,16,0,0,10.1456543
,3281,2015,10,16,14,0,16,0,0,9.710809326
,3282,2015,10,16,15,0,16,0,0,9.587426758
,3283,2015,10,16,16,0,16,0,0,9.75725708
,3284,2015,10,16,17,0,16,0,0,10.19136963
,3285,2015,10,16,18,0,16,0,0.032539978,10.86022339
,3286,2015,10,16,19,0,16,0,0.175035908,11.71819458
,3287,2015,10,16,20,0,16,0,0.312578079,12.70681152
,3288,2015,10,16,21,0,16,0,0.435395108,13.75875244
,3289,2015,10,16,22,0,16,0,0.5410593,15.44301758
,3290,2015,10,16,23,0,16,0,0.602697488,16.19280396
,3291,2015,10,17,0,0,16,0,0.62544347,16.82967529
,3292,2015,10,17,1,0,16,0,0.601310108,17.31017456
,3293,2015,10,17,2,0,16,0,0.533613667,17.60161743
,3294,2015,10,17,3,0,16,0,0.4181923,17.68410645
,3295,2015,10,17,4,0,16,0,0.267350988,17.55202637
,3296,2015,10,17,5,0,16,0,0.110076864,17.21437988
,3297,2015,10,17,6,0,16,0,0,16.69417725
,3298,2015,10,17,7,0,16,0,0,16.02684937
,3299,2015,10,17,8,0,16,0,0,15.25792847
,3300,2015,10,17,9,0,16,0,0,14.4397522
,3301,2015,10,17,10,0,16,0,0,13.62810669
,3302,2015,10,17,11,0,16,0,0,12.87832031
,3303,2015,10,17,12,0,17,0,0,12.24144897
,3304,2015,10,17,13,0,17,0,0,11.76091919
,3305,2015,10,17,14,0,17,0,0,11.46950684
,3306,2015,10,17,15,0,17,0,0,11.38695679
,3307,2015,10,17,16,0,17,0,0,11.51485596
,3308,2015,10,17,17,0,17,0,0,11.84179077
,3309,2015,10,17,18,0,17,0,0.025554516,12.3454834
,3310,2015,10,17,19,0,17,0,0.127401276,12.99160156
,3311,2015,10,17,20,0,17,0,0.224324598,13.73613892
,3312,2015,10,17,21,0,17,0,0.309529045,14.52831421
,3313,2015,10,17,22,0,17,0,0.379322679,14.03273926
,3314,2015,10,17,23,0,17,0,0.537056243,15.18718872
,3315,2015,10,18,0,0,17,0,0.639404694,16.16774902
,3316,2015,10,18,1,0,17,0,0.661510217,16.90758667
,3317,2015,10,18,2,0,17,0,0.607823022,17.35631714
,3318,2015,10,18,3,0,17,0,0.491443381,17.48330078
,3319,2015,10,18,4,0,17,0,0.334716111,17.27996216
,3320,2015,10,18,5,0,17,0,0.156167618,16.7600647
,3321,2015,10,18,6,0,17,0,0,15.95913086
,3322,2015,10,18,7,0,17,0,0,14.93169556
,3323,2015,10,18,8,0,17,0,0,13.74776611
,3324,2015,10,18,9,0,17,0,0,12.48803101
,3325,2015,10,18,10,0,17,0,0,11.23839722
,3326,2015,10,18,11,0,17,0,0,10.08394775
,3327,2015,10,18,12,0,17,0,0,9.103387451
,3328,2015,10,18,13,0,17,0,0,8.363519287
,3329,2015,10,18,14,0,17,0,0,7.914819336
,3330,2015,10,18,15,0,17,0,0,7.787438965
,3331,2015,10,18,16,0,17,0,0,7.955133057
,3332,2015,10,18,17,0,17,0,0,8.383905029
,3333,2015,10,18,18,0,17,0,0.035689125,9.044488525
,3334,2015,10,18,19,0,17,0,0.169689505,9.891870117
,3335,2015,10,18,20,0,17,0,0.299438689,10.86831055
,3336,2015,10,18,21,0,17,0,0.415719725,11.90725098
,3337,2015,10,18,22,0,17,0,0.492963823,11.656427
,3338,2015,10,18,23,0,17,0,0.611093012,13.03701172
,3339,2015,10,19,0,0,17,0,0.694769027,14.20964966
,3340,2015,10,19,1,0,17,0,0.698047923,15.09441528
,3341,2015,10,19,2,0,17,0,0.632131763,15.63100586
,3342,2015,10,19,3,0,17,0,0.509691483,15.78289185
,3343,2015,10,19,4,0,17,0,0.347656402,15.53969727
,3344,2015,10,19,5,0,17,0,0.163237681,14.91799316
,3345,2015,10,19,6,0,17,0,0,13.96013794
,3346,2015,10,19,7,0,17,0,0,12.73143921
,3347,2015,10,19,8,0,17,0,0,11.31563721
,3348,2015,10,19,9,0,17,0,0,9.80916748
,3349,2015,10,19,10,0,17,0,0,8.31472168
,3350,2015,10,19,11,0,17,0,0,6.934136963
,3351,2015,10,19,12,0,17,0,0,5.761499023
,3352,2015,10,19,13,0,17,0,0,4.876733398
,3353,2015,10,19,14,0,17,0,0,4.340142822
,3354,2015,10,19,15,0,17,0,0,4.18807373
,3355,2015,10,19,16,0,17,0,0,4.416619873
,3356,2015,10,19,17,0,17,0,0,5.000787354
,3357,2015,10,19,18,0,17,0,0.04352106,5.900842285
,3358,2015,10,19,19,0,17,0,0.197399742,7.055383301
,3359,2015,10,19,20,0,17,0,0.350472343,8.385766602
,3360,2015,10,19,21,0,17,0,0.491656887,9.801324463
,3361,2015,10,19,22,0,17,0,0.502438343,12.23787842
,3362,2015,10,19,23,0,17,0,0.562763016,13.18999634
,3363,2015,10,20,0,0,17,0,0.586925191,13.99871216
,3364,2015,10,20,1,0,17,0,0.566923874,14.60888062
,3365,2015,10,20,2,0,17,0,0.505218864,14.97896729
,3366,2015,10,20,3,0,17,0,0.406297389,15.08370361
,3367,2015,10,20,4,0,17,0,0.278437394,14.915979
,3368,2015,10,20,5,0,17,0,0.13276143,14.48723755
,3369,2015,10,20,6,0,17,0,0,13.82665405
,3370,2015,10,20,7,0,17,0,0,12.97927246
,3371,2015,10,20,8,0,17,0,0,12.00283203
,3372,2015,10,20,9,0,17,0,0,10.9638916
,3373,2015,10,20,10,0,17,0,0,9.933251953
,3374,2015,10,20,11,0,17,0,0,8.981134033
,3375,2015,10,20,12,0,17,0,0,8.172418213
,3376,2015,10,20,13,0,17,0,0,7.562219238
,3377,2015,10,20,14,0,17,0,0,7.192163086
,3378,2015,10,20,15,0,17,0,0,7.087884521
,3379,2015,10,20,16,0,17,0,0,7.297540283
,3380,2015,10,20,17,0,17,0,0,7.83348999
,3381,2015,10,20,18,0,17,0,0.047591227,8.659204102
,3382,2015,10,20,19,0,17,0,0.205154094,9.718438721
,3383,2015,10,20,20,0,17,0,0.359818456,10.93895874
,3384,2015,10,20,21,0,17,0,0.500444672,12.23763428
,3385,2015,10,20,22,0,17,0,0.634364551,14.87859497
,3386,2015,10,20,23,0,17,0,0.705323066,15.61651001
,3387,2015,10,21,0,0,17,0,0.73143054,16.24324951
,3388,2015,10,21,1,0,17,0,0.703921716,16.7161499
,3389,2015,10,21,2,0,17,0,0.626371533,17.0029541
,3390,2015,10,21,3,0,17,0,0.498867594,17.08413086
,3391,2015,10,21,4,0,17,0,0.332252646,16.95412598
,3392,2015,10,21,5,0,17,0,0.14984954,16.62185059
,3393,2015,10,21,6,0,17,0,0,16.1098877
,3394,2015,10,21,7,0,17,0,0,15.45317993
,3395,2015,10,21,8,0,17,0,0,14.69643555
,3396,2015,10,21,9,0,17,0,0,13.89125977
,3397,2015,10,21,10,0,17,0,0,13.09249268
,3398,2015,10,21,11,0,17,0,0,12.35460815
,3399,2015,10,21,12,0,17,0,0,11.72786865
,3400,2015,10,21,13,0,17,0,0,11.25496826
,3401,2015,10,21,14,0,17,0,0,10.96816406
,3402,2015,10,21,15,0,17,0,0,10.88701782
,3403,2015,10,21,16,0,17,0,0,11.0190979
,3404,2015,10,21,17,0,17,0,0,11.35674438
,3405,2015,10,21,18,0,17,0,0.034530505,11.87694702
,3406,2015,10,21,19,0,17,0,0.140089847,12.54424438
,3407,2015,10,21,20,0,17,0,0.240757407,13.3131958
,3408,2015,10,21,21,0,17,0,0.329464907,14.13137207
,3409,2015,10,21,22,0,17,0.875793397,0.409365603,16.08208618
,3410,2015,10,21,23,0,17,1.751586795,0.451064523,16.4510437
,3411,2015,10,22,0,0,17,0,0.464424375,16.76439819
,3412,2015,10,22,1,0,17,1.916765701,0.444792851,17.00084839
,3413,2015,10,22,2,0,17,1.726766466,0.394854869,17.14425049
,3414,2015,10,22,3,0,17,4.429728724,0.307967653,17.18483887
,3415,2015,10,22,4,0,17,0,0.194861379,17.11986694
,3416,2015,10,22,5,0,17,0,0.081739228,16.95369873
,3417,2015,10,22,6,0,17,0,0,16.6977478
,3418,2015,10,22,7,0,17,0,0,16.36937866
,3419,2015,10,22,8,0,17,0,0,15.99102173
,3420,2015,10,22,9,0,17,0,0,15.58840332
,3421,2015,10,22,10,0,17,0,0,15.18905029
,3422,2015,10,22,11,0,17,0,0,14.82009277
,3423,2015,10,22,12,0,17,0,0,14.50670776
,3424,2015,10,22,13,0,17,0,0,14.27025757
,3425,2015,10,22,14,0,17,0,0,14.12685547
,3426,2015,10,22,15,0,17,0,0,14.08623657
,3427,2015,10,22,16,0,17,0,0,14.14702759
,3428,2015,10,22,17,0,17,0,0,14.30245361
,3429,2015,10,22,18,0,17,0,0.008536839,14.54192505
,3430,2015,10,22,19,0,17,0,0.032636748,14.84908447
,3431,2015,10,22,20,0,17,0,0.05510819,15.20305786
,3432,2015,10,22,21,0,17,0,0.074402895,15.57967529
,3433,2015,10,22,22,0,17,0,0.115499613,15.17015991
,3434,2015,10,22,23,0,17,0.142419914,0.183904544,15.77712402
,3435,2015,10,23,0,0,17,1.171068056,0.245064817,16.29268799
,3436,2015,10,23,1,0,17,0,0.277612038,16.68166504
,3437,2015,10,23,2,0,17,0.314850709,0.270316406,16.91759644
,3438,2015,10,23,3,0,17,0.157425355,0.223462193,16.9843689
,3439,2015,10,23,4,0,17,0,0.154964175,16.87746582
,3440,2015,10,23,5,0,17,0,0.076813631,16.60411987
,3441,2015,10,23,6,0,17,0,0,16.18300781
,3442,2015,10,23,7,0,17,0,0,15.64278564
,3443,2015,10,23,8,0,17,0,0,15.0203186
,3444,2015,10,23,9,0,17,0,0,14.35799561
,3445,2015,10,23,10,0,17,2.99453875,0,13.70095215
,3446,2015,10,23,11,0,17,1.864917693,0,13.09395752
,3447,2015,10,23,12,0,17,4.988826811,0,12.57842407
,3448,2015,10,23,13,0,17,0,0,12.1894165
,3449,2015,10,23,14,0,17,0.961621117,0,11.95351563
,3450,2015,10,23,15,0,17,2.20738491,0,11.88729248
,3451,2015,10,23,16,0,17,0,0,12.04665527
,3452,2015,10,23,17,0,17,0,0,12.45397339
,3453,2015,10,23,18,0,17,0,0.050863284,13.08150635
,3454,2015,10,23,19,0,17,0.451052387,0.190381688,13.88652954
,3455,2015,10,23,20,0,17,0,0.324189576,14.81414185
,3456,2015,10,23,21,0,17,0,0.44282194,15.80114136
,3457,2015,10,23,22,0,17,0,0.525324838,15.78356323
,3458,2015,10,23,23,0,17,0,0.617321988,17.02132568
,3459,2015,10,24,0,0,17,0,0.719468342,18.07265625
,3460,2015,10,24,1,0,17,0,0.735257869,18.86589966
,3461,2015,10,24,2,0,17,0,0.673383591,19.34697876
,3462,2015,10,24,3,0,17,0,0.548238168,19.48314819
,3463,2015,10,24,4,0,17,0,0.381055521,19.2651001
,3464,2015,10,24,5,0,17,0,0.190379491,18.70772705
,3465,2015,10,24,6,0,17,0,0,17.8489624
,3466,2015,10,24,7,0,17,0,0,16.74736938
,3467,2015,10,24,8,0,17,0,0,15.47802124
,3468,2015,10,24,9,0,17,0,0,14.12740479
,3469,2015,10,24,10,0,17,0,0,12.78756104
,3470,2015,10,24,11,0,17,0,0,11.54979858
,3471,2015,10,24,12,0,17,0,0,10.49846802
,3472,2015,10,24,13,0,17,0,0,9.705224609
,3473,2015,10,24,14,0,17,0,0,9.224145508
,3474,2015,10,24,15,0,17,0,0,9.087915039
,3475,2015,10,24,16,0,17,0,0,9.301782227
,3476,2015,10,24,17,0,17,0,0,9.848443604
,3477,2015,10,24,18,0,17,0,0.062958847,10.69066772
,3478,2015,10,24,19,0,17,0,0.230237973,11.77108154
,3479,2015,10,24,20,0,17,0,0.393870228,13.01604614
,3480,2015,10,24,21,0,17,0,0.542055815,14.34069214
,3481,2015,10,24,22,0,17,0,0.657380209,15.33440552
,3482,2015,10,24,23,0,17,0,0.738526694,16.65548096
,3483,2015,10,25,0,0,17,0,0.772728294,17.77755127
,3484,2015,10,25,1,0,17,0,0.756997324,18.62420044
,3485,2015,10,25,2,0,17,0,0.6898024,19.13765869
,3486,2015,10,25,3,0,17,0,0.561484077,19.28301392
,3487,2015,10,25,4,0,17,0,0.391223177,19.05028687
,3488,2015,10,25,5,0,17,0,0.197044574,18.4553772
,3489,2015,10,25,6,0,17,0,0,17.53884277
,3490,2015,10,25,7,0,17,0,0,16.36309204
,3491,2015,10,25,8,0,17,0,0,15.00829468
,3492,2015,10,25,9,0,17,0,0,13.56676636
,3493,2015,10,25,10,0,17,0,0,12.13674316
,3494,2015,10,25,11,0,17,0,0,10.81566772
,3495,2015,10,25,12,0,17,0,0,9.693566895
,3496,2015,10,25,13,0,17,0,0,8.846948242
,3497,2015,10,25,14,0,17,0,0,8.333459473
,3498,2015,10,25,15,0,17,0,0,8.188867188
,3499,2015,10,25,16,0,17,0,0,8.486566162
,3500,2015,10,25,17,0,17,0,0,9.247613525
,3501,2015,10,25,18,0,17,0,0.069670656,10.42012939
,3502,2015,10,25,19,0,17,0,0.249163859,11.92421875
,3503,2015,10,25,20,0,18,0,0.428899337,13.65740356
,3504,2015,10,25,21,0,18,0,0.595492253,15.50151978
,3505,2015,10,25,22,0,18,0,0.742704549,17.93602905
,3506,2015,10,25,23,0,18,0,0.83449285,19.42373047
,3507,2015,10,26,0,0,18,0,0.873378129,20.68734131
,3508,2015,10,26,1,0,18,0,0.847788062,21.64074097
,3509,2015,10,26,2,0,18,0,0.760530122,22.21898804
,3510,2015,10,26,3,0,18,0,0.61761454,22.38265381
,3511,2015,10,26,4,0,18,0,0.431028981,22.12059937
,3512,2015,10,26,5,0,18,0,0.21924937,21.45064697
,3513,2015,10,26,6,0,18,0,0.00240839,20.41851196
,3514,2015,10,26,7,0,18,0,0,19.09447632
,3515,2015,10,26,8,0,18,0,0,17.56878052
,3516,2015,10,26,9,0,18,0,0,15.94545898
,3517,2015,10,26,10,0,18,0,0,14.33504639
,3518,2015,10,26,11,0,18,0,0,12.84737549
,3519,2015,10,26,12,0,18,0,0,11.58376465
,3520,2015,10,26,13,0,18,0,0,10.63033447
,3521,2015,10,26,14,0,18,0,0,10.05211792
,3522,2015,10,26,15,0,18,0,0,9.887689209
,3523,2015,10,26,16,0,18,0,0,10.08266602
,3524,2015,10,26,17,0,18,0,0,10.58110962
,3525,2015,10,26,18,0,18,0,0.066604174,11.34902344
,3526,2015,10,26,19,0,18,0,0.227418685,12.33413086
,3527,2015,10,26,20,0,18,0,0.383698614,13.46923218
,3528,2015,10,26,21,0,18,0,0.524250092,14.67699585
,3529,2015,10,26,22,0,18,0,0.643648091,16.33788452
,3530,2015,10,26,23,0,18,0,0.716267794,17.29000244
,3531,2015,10,27,0,0,18,0,0.744112302,18.09871826
,3532,2015,10,27,1,0,18,0,0.718645693,18.70888672
,3533,2015,10,27,2,0,18,0,0.642816303,19.07897339
,3534,2015,10,27,3,0,18,0,0.514658226,19.18370972
,3535,2015,10,27,4,0,18,0,0.345781533,19.01598511
,3536,2015,10,27,5,0,18,0,0.166340789,18.58724365
,3537,2015,10,27,6,0,18,0,0.003165253,17.92666016
,3538,2015,10,27,7,0,18,0,0,17.07927856
,3539,2015,10,27,8,0,18,0,0,16.10283813
,3540,2015,10,27,9,0,18,0,0,15.06389771
,3541,2015,10,27,10,0,18,0,0,14.03325806
,3542,2015,10,27,11,0,18,0,0,13.08114014
,3543,2015,10,27,12,0,18,0,0,12.27242432
,3544,2015,10,27,13,0,18,0,0,11.66222534
,3545,2015,10,27,14,0,18,0,0,11.29216919
,3546,2015,10,27,15,0,18,0,0,11.18761597
,3547,2015,10,27,16,0,18,0,0,11.37423096
,3548,2015,10,27,17,0,18,0,0,11.8512207
,3549,2015,10,27,18,0,18,0,0.069542642,12.5861145
,3550,2015,10,27,19,0,18,0,0.22972154,13.52880249
,3551,2015,10,27,20,0,18,0,0.384641346,14.6151062
,3552,2015,10,27,21,0,18,0,0.523244205,15.77092896
,3553,2015,10,27,22,0,18,0,0.628325914,16.49035034
,3554,2015,10,27,23,0,18,0,0.702431425,17.69240723
,3555,2015,10,28,0,0,18,0,0.732505578,18.71340332
,3556,2015,10,28,1,0,18,0,0.741762575,19.48375854
,3557,2015,10,28,2,0,18,0,0.682815618,19.95098267
,3558,2015,10,28,3,0,18,0,0.559199019,20.08321533
,3559,2015,10,28,4,0,18,0,0.393277587,19.87148438
,3560,2015,10,28,5,0,18,0,0.203919975,19.33016357
,3561,2015,10,28,6,0,18,0,0.007654474,18.4961792
,3562,2015,10,28,7,0,18,0,0,17.42635498
,3563,2015,10,28,8,0,18,0,0,16.19362793
,3564,2015,10,28,9,0,18,0,0,14.8819519
,3565,2015,10,28,10,0,18,0,0,13.58074341
,3566,2015,10,28,11,0,18,0,0,12.37868652
,3567,2015,10,28,12,0,18,0,0,11.35769043
,3568,2015,10,28,13,0,18,0,0,10.58733521
,3569,2015,10,28,14,0,18,0,0,10.1201416
,3570,2015,10,28,15,0,18,0,0,9.987573242
,3571,2015,10,28,16,0,18,0,0,10.16997681
,3572,2015,10,28,17,0,18,0,0,10.63625488
,3573,2015,10,28,18,0,18,0,0.068696092,11.35463867
,3574,2015,10,28,19,0,18,0,0.221240349,12.27614746
,3575,2015,10,28,20,0,18,0,0.368988403,13.33800659
,3576,2015,10,28,21,0,18,0,0.50140149,14.46785889
,3577,2015,10,28,22,0,18,0,0.60698454,15.55309448
,3578,2015,10,28,23,0,18,0,0.676686061,16.60045776
,3579,2015,10,29,0,0,18,0,0.704215141,17.49001465
,3580,2015,10,29,1,0,18,0.056846482,0.681391859,18.16121826
,3581,2015,10,29,2,0,18,0.113692964,0.610688818,18.56832275
,3582,2015,10,29,3,0,18,0,0.501805276,18.68352661
,3583,2015,10,29,4,0,18,0,0.353687705,18.49904785
,3584,2015,10,29,5,0,18,0,0.184667981,18.02739868
,3585,2015,10,29,6,0,18,0,0.009237622,17.30077515
,3586,2015,10,29,7,0,18,2.314461395,0,16.36864624
,3587,2015,10,29,8,0,18,0,0,15.29454956
,3588,2015,10,29,9,0,18,1.385444077,0,14.15172729
,3589,2015,10,29,10,0,18,0,0,13.01799927
,3590,2015,10,29,11,0,18,0,0,11.9706665
,3591,2015,10,29,12,0,18,0,0,11.0810791
,3592,2015,10,29,13,0,18,0,0,10.40987549
,3593,2015,10,29,14,0,18,0,0,10.00280151
,3594,2015,10,29,15,0,18,0,0,9.88729248
,3595,2015,10,29,16,0,18,0,0,10.04451904
